sharp cheese keeps the mind sharp
sharp cheese keeps the mind sharp
Basic
List

0.6 0.6
432 388.8
Began 2575.215 223 366 -0.3171296 -0.05658444
Stationary 2575.246 223 366 -0.3171296 -0.05658444
Stationary 2575.277 223 366 -0.3171296 -0.05658444
Moved 2575.308 255.1363 366 -0.2427401 -0.05658444
Moved 2575.338 276.7546 366 -0.1926976 -0.05658444
Moved 2575.369 293.3304 366 -0.1543278 -0.05658444
Moved 2575.4 307.9045 366 -0.1205915 -0.05658444
Moved 2575.43 319 366 -0.09490739 -0.05658444
Moved 2575.461 328.3321 359 -0.07330541 -0.07458848
Moved 2575.492 335.5009 359 -0.05671094 -0.07458848
Moved 2575.523 339.5609 359 -0.04731268 -0.07458848
Moved 2575.553 341.951 359 -0.04177997 -0.07458848
Moved 2575.584 342.5 359 -0.04050925 -0.07458848
Moved 2575.615 342 359 -0.04166668 -0.07458848
Moved 2575.646 324.3985 367.802 -0.08241088 -0.05194966
Moved 2575.676 311.6434 371.7855 -0.1119365 -0.04170406
Moved 2575.707 292.8153 375.2369 -0.15552 -0.03282688
Moved 2575.738 275.2065 378.9587 -0.1962813 -0.02325458
Moved 2575.769 262.2874 382 -0.2261865 -0.01543218
Moved 2575.799 248.5607 385.1255 -0.2579614 -0.007393212
Moved 2575.83 238.8469 386.7883 -0.280447 -0.00311667
Moved 2575.861 228 389.5 -0.3055556 0.003857946
Moved 2575.891 222.5257 390 -0.3182276 0.005143954
Moved 2575.922 217.6526 392.6737 -0.3295079 0.01202081
Moved 2575.953 215.6036 394.3964 -0.3342509 0.01645147
Moved 2575.984 215 399.3436 -0.3356481 0.02917596
Moved 2576.014 234.5 409.5 -0.2905093 0.05529835
Moved 2576.045 266.7299 423.9927 -0.2159029 0.09257378
Moved 2576.076 302.6073 436.8364 -0.1328535 0.1256078
Moved 2576.106 329.1849 445.7488 -0.07133116 0.1485308
Moved 2576.137 355.6551 453.1512 -0.01005759 0.1675698
Moved 2576.168 388.4037 455 0.06574938 0.172325
Moved 2576.199 422.5 455 0.144676 0.172325
Moved 2576.229 446.3524 455 0.1998897 0.172325
Moved 2576.26 464.8391 455 0.2426831 0.172325
Moved 2576.291 484.5318 455 0.288268 0.172325
Moved 2576.322 506.7846 455 0.3397792 0.172325
Ended 2576.352 520.3878 459.3163 0.3712679 0.1834267
Candidates 2576.445 13 gao gap map shall sharp mail cell so all cap hall cheap snap
Began 2577.397 465 490 0.2430555 0.2623456
Stationary 2577.428 465 490 0.2430555 0.2623456
Stationary 2577.459 465 490 0.2430555 0.2623456
Moved 2577.49 452 511 0.2129629 0.3163579
Moved 2577.52 442.8263 521.2316 0.1917276 0.3426737
Moved 2577.551 434.6546 532.1272 0.1728116 0.3706974
Moved 2577.582 428 543.5 0.1574074 0.3999484
Moved 2577.613 423.1327 549.801 0.1461405 0.4161546
Moved 2577.643 417.7316 557.9026 0.133638 0.4369922
Moved 2577.674 414.6406 564.7188 0.1264829 0.4545234
Moved 2577.705 411.9241 571.2277 0.1201947 0.4712645
Moved 2577.735 411 574.6641 0.1180555 0.4801031
Moved 2577.766 407.8319 582.3362 0.110722 0.4998358
Moved 2577.797 406.108 589.6759 0.1067315 0.5187137
Moved 2577.828 405 594.2358 0.1041667 0.5304419
Moved 2577.858 404 600.0974 0.1018518 0.5455177
Moved 2577.889 403 605.9912 0.09953707 0.5606769
Moved 2577.92 402 611.7684 0.09722222 0.575536
Moved 2577.95 401 616.2177 0.09490739 0.5869797
Moved 2577.981 399.509 618.491 0.09145598 0.5928266
Moved 2578.012 400 620.1053 0.09259263 0.5969787
Stationary 2578.043 400 620 0.09259263 0.5967077
Moved 2578.073 418 608 0.1342593 0.5658435
Moved 2578.104 431.6222 601.6889 0.1657921 0.5496113
