that is a very odd question
that is a very odd question
FixStart
List

0.6 0.6
432 388.8
Began 1096.925 325 440 -0.08101851 0.1337448
Stationary 1096.956 325 440 -0.08101851 0.1337448
Moved 1096.986 315.8568 450.2861 -0.1021835 0.1602009
Moved 1097.017 304.8585 465.2477 -0.1276425 0.1986823
Moved 1097.048 294.0689 481.0898 -0.1526183 0.2394284
Moved 1097.078 284.4913 501.2718 -0.1747886 0.2913368
Moved 1097.109 280.001 512.9958 -0.1851828 0.3214912
Moved 1097.14 277.2515 521.9941 -0.1915475 0.344635
Moved 1097.171 275.8362 530.655 -0.1948235 0.366911
Moved 1097.201 275.0824 541.7528 -0.1965685 0.3954547
Moved 1097.232 273.3373 551.6507 -0.200608 0.4209122
Moved 1097.263 273 559.2607 -0.2013889 0.4404854
Moved 1097.294 273 563.6406 -0.2013889 0.4517505
Moved 1097.324 273 567.5778 -0.2013889 0.4618769
Moved 1097.355 273 570.343 -0.2013889 0.468989
Moved 1097.386 273 571.8436 -0.2013889 0.4728486
Moved 1097.417 281.9777 573.2825 -0.1806072 0.4765497
Moved 1097.447 285.6199 573 -0.1721762 0.4758229
Moved 1097.478 290.0544 573 -0.1619112 0.4758229
Moved 1097.509 296.0388 559.5374 -0.1480584 0.441197
Moved 1097.539 305.4357 546.9107 -0.1263063 0.4087209
Moved 1097.57 317.8253 528.2446 -0.09762674 0.3607114
Moved 1097.601 329.127 510.7461 -0.07146537 0.3157048
Moved 1097.632 337.6589 498.1764 -0.05171558 0.2833754
Moved 1097.662 344.8166 487.2751 -0.03514677 0.2553373
Moved 1097.693 349.2944 480.0584 -0.02478148 0.2367757
Moved 1097.724 352.3996 474.2007 -0.01759345 0.2217096
Moved 1097.755 353 470.3394 -0.01620372 0.2117783
Moved 1097.785 353 464.8387 -0.01620372 0.1976303
Moved 1097.816 353 458.0286 -0.01620372 0.1801147
Moved 1097.847 336.5735 449.5901 -0.05422796 0.1584106
Moved 1097.877 296.8141 442.5209 -0.1462637 0.1402287
Moved 1097.908 251.3406 443 -0.2515264 0.1414608
Moved 1097.939 220.2116 451.9808 -0.3235842 0.1645595
Moved 1097.97 199.1362 454.3182 -0.3723698 0.1705713
Moved 1098 172.7931 456 -0.4333494 0.174897
Moved 1098.031 151.477 456 -0.4826921 0.174897
Moved 1098.062 136.2134 457.6838 -0.5180245 0.1792278
Moved 1098.093 124.4009 461.1997 -0.5453683 0.1882709
Moved 1098.123 114.4296 464 -0.56845 0.1954732
