he is still on our team
he is still on our team
FixStart
Radial

0.6 0.6
432 388.8
Began 832.54 349 360 -0.02546296 -0.07201654
Stationary 832.5707 349 360 -0.02546296 -0.07201654
Moved 832.6014 363.3203 360 0.00768582 -0.07201654
Moved 832.6321 376.7059 360 0.03867099 -0.07201654
Moved 832.6628 390.0931 360 0.06966005 -0.07201654
Moved 832.6936 402.8423 351.8208 0.099172 -0.09305356
Moved 832.7244 412.7262 351.0684 0.1220514 -0.0949887
Moved 832.7551 417.5291 351 0.1331691 -0.09516476
Moved 832.7858 420.1143 350 0.1391534 -0.09773669
Stationary 832.8165 420.1143 350 0.1391534 -0.09773669
Stationary 832.8473 420 350 0.1388889 -0.09773669
Moved 832.878 394.9634 377.0366 0.08093387 -0.02819823
Moved 832.9087 373.9332 396.2001 0.03225277 0.0210908
Moved 832.9394 353.2191 414.7809 -0.01569659 0.0688808
Moved 832.9702 338.431 429.9612 -0.04992818 0.1079249
Moved 833.0007 326.6358 442.3641 -0.07723187 0.1398253
Moved 833.0316 316.2524 452.7476 -0.1012675 0.1665317
Moved 833.0623 309.016 460.656 -0.1180185 0.1868724
Moved 833.0931 302.5787 469.4213 -0.1329196 0.2094168
Moved 833.1238 296.9889 476.5167 -0.145859 0.2276662
Moved 833.1545 291.4669 482.533 -0.1586413 0.2431405
Moved 833.1852 285.9454 486.0273 -0.1714227 0.2521278
Moved 833.2159 281.5105 489 -0.1816887 0.2597736
Ended 833.2466 281 489 -0.1828704 0.2597736
Candidates 833.4003 13 hr he jr ht t r the jet her key let here y
Began 833.8918 264 421 -0.2222222 0.08487643
Stationary 833.9226 264 421 -0.2222222 0.08487643
Stationary 833.9533 264 421 -0.2222222 0.08487643
Stationary 833.984 264 421 -0.2222222 0.08487643
Moved 834.0147 282.4346 432.2933 -0.1795496 0.113923
Moved 834.0454 301.9825 457.6893 -0.1342998 0.1792419
Moved 834.0762 325.6752 487.3439 -0.07945562 0.2555142
Moved 834.1069 341.5608 504.6542 -0.04268343 0.3000365
Moved 834.1376 354.2589 517.2589 -0.0132897 0.3324558
Moved 834.1683 363.9924 524.6616 0.009241701 0.3514959
Moved 834.1991 369.181 529.181 0.02125243 0.3631198
Moved 834.2298 372.862 530.8621 0.02977321 0.3674435
Moved 834.2606 375.3071 532 0.03543317 0.3703703
Moved 834.2913 377.0639 534 0.0394998 0.3755144
Ended 834.322 377 534 0.03935188 0.3755144
Accept 834.4141 1 he
Began 834.6599 299 346 -0.1412037 -0.1080248
Stationary 834.6907 299 346 -0.1412037 -0.1080248
Moved 834.7214 328.092 367.0805 -0.07386108 -0.05380536
Moved 834.7521 361.0098 395.4698 0.002337595 0.01921253
Moved 834.7828 392.3803 419.8702 0.07495443 0.08197066
Moved 834.8135 416.4801 439.6101 0.130741 0.1327419
Moved 834.8443 432.4991 452.7993 0.167822 0.1666648
Moved 834.875 443.8564 461.3923 0.1941121 0.1887662
Moved 834.9058 447.8188 464.8188 0.2032841 0.1975791
Moved 834.9365 449 467.6699 0.2060185 0.2049121
Moved 834.9672 445.6024 470.4247 0.1981537 0.2119976
Moved 834.9979 417.0193 471 0.1319891 0.2134772
Moved 835.0286 339.9149 441.3921 -0.04649341 0.1373253
Moved 835.0593 294.5565 420.6671 -0.1514896 0.08402012
Moved 835.09 262.2713 399.9916 -0.2262238 0.03084241
Moved 835.1208 236.4399 383.9111 -0.2860186 -0.01051687
Moved 835.1515 217.6748 373.8374 -0.3294564 -0.03642651
Moved 835.1822 202.3725 364.6235 -0.3648784 -0.06012473
Moved 835.213 190.3778 357.2519 -0.392644 -0.07908471
Moved 835.2437 182.0706 352.3804 -0.4118735 -0.0916141
Moved 835.2744 176.8687 349.9344 -0.423915 -0.09790546
Moved 835.3051 173.3539 348.1769 -0.432051 -0.1024256
Moved 835.3359 171.5 347 -0.4363426 -0.1054527
Ended 835.3666 169 346 -0.4421296 -0.1080248
Candidates 835.4587 13 is goods god his if its puts pass odds id pa gods goes
Began 835.9196 245 354 -0.2662037 -0.08744855
Stationary 835.9503 245 354 -0.2662037 -0.08744855
Moved 835.981 270.1412 354 -0.2080065 -0.08744855
Moved 836.0118 303.8343 363.603 -0.1300133 -0.06274949
Moved 836.0425 331.472 361.8472 -0.06603698 -0.06726544
Moved 836.0732 352.3211 362 -0.01777515 -0.06687243
Moved 836.1039 365.271 363.3177 0.01220147 -0.06348316
Moved 836.1346 374.2378 363 0.03295779 -0.06430049
Ended 836.1653 378.3622 363 0.04250497 -0.06430049
Accept 836.2268 0 is
Began 836.657 408 277 0.1111111 -0.2854939
Stationary 836.6876 408 277 0.1111111 -0.2854939
Moved 836.7184 374.5888 277 0.0337705 -0.2854939
Moved 836.7491 338.6125 277 -0.04950812 -0.2854939
Moved 836.7798 308.7373 277 -0.1186636 -0.2854939
Moved 836.8105 288.5752 277 -0.1653352 -0.2854939
Moved 836.8412 277.6778 277 -0.1905607 -0.2854939
Moved 836.872 273.5892 277 -0.2000249 -0.2854939
Moved 836.9027 272 284.54 -0.2037037 -0.2661008
Moved 836.9334 272 296.9681 -0.2037037 -0.2341357
Moved 836.9641 291.1044 320.1567 -0.1594805 -0.1744942
Moved 836.9949 321.5718 349.7586 -0.08895408 -0.09835749
Moved 837.0256 350.4926 371.4948 -0.02200782 -0.04245177
Moved 837.0563 369.854 385.3243 0.0228101 -0.006882036
Moved 837.0871 383.1537 395.0922 0.0535966 0.01824128
Moved 837.1178 399.5168 405.4382 0.09147395 0.04485118
Moved 837.1486 417.3959 412.4653 0.1328609 0.06292516
Moved 837.1793 432.9348 417.9783 0.1688306 0.07710457
Moved 837.21 457.7433 424.4985 0.2262577 0.09387475
Moved 837.2407 480.7903 428.3581 0.2796071 0.1038016
Moved 837.2714 499.5901 429 0.3231253 0.1054526
Moved 837.3021 519.7965 429 0.3698994 0.1054526
Moved 837.3329 537.2072 429 0.4102018 0.1054526
Moved 837.3636 541.6844 429 0.4205657 0.1054526
Moved 837.3943 548.3167 423.7332 0.4359183 0.09190633
Moved 837.425 559.0964 409.4843 0.4608714 0.05525797
Moved 837.4557 564.7743 390.9028 0.4740146 0.007465974
Moved 837.4865 573.8382 354.6472 0.4949958 -0.08578414
Moved 837.5172 581.0704 323.3618 0.511737 -0.1662505
Moved 837.5479 588.2174 300.3478 0.528281 -0.2254429
Moved 837.5787 593.5006 285.4985 0.5405107 -0.2636355
Moved 837.6094 602.2318 267.5365 0.5607217 -0.3098342
Moved 837.6401 606.3754 258.8737 0.5703136 -0.332115
Moved 837.6708 607.7676 257.2324 0.573536 -0.3363364
Ended 837.7015 608 257 0.5740741 -0.3369342
Candidates 837.7937 13 still stroll fail silk roll sell wool tool aol doll took will grill
Began 838.2853 386 323 0.06018519 -0.1671811
Stationary 838.316 386 323 0.06018519 -0.1671811
