exercise is good for the mind
exercise is good for the mind
FixStart
List

0.6 0.6
432 388.8
Began 273.7018 444 374 0.1944444 -0.03600823
Stationary 273.7325 444 374 0.1944444 -0.03600823
Stationary 273.7632 444 374 0.1944444 -0.03600823
Moved 273.7939 425.2091 388.1591 0.1509471 0.0004090988
Moved 273.8246 411.8688 406.1968 0.1200667 0.04680237
Moved 273.8553 399.8162 423.6396 0.09216715 0.09166568
Moved 273.8861 393.1202 435.7596 0.07666717 0.1228383
Moved 273.9168 387.6377 445.7246 0.06397615 0.1484686
Moved 273.9475 380.1497 456.4671 0.04664272 0.1760984
Moved 273.9782 374.328 465.008 0.03316671 0.1980658
Moved 274.009 370.9373 471.1253 0.02531797 0.2137996
Moved 274.0397 367.4052 474.5948 0.0171418 0.2227232
Moved 274.0705 366 477.1829 0.01388888 0.2293797
Moved 274.1011 363.5 479.5 0.008101861 0.2353394
Moved 274.1319 362.8657 480.1343 0.0066335 0.2369708
Moved 274.1626 362 480 0.004629592 0.2366254
Stationary 274.1934 362 480 0.004629592 0.2366254
Moved 274.2241 362 458.2504 0.004629592 0.180685
Moved 274.2548 362 430.7794 0.004629592 0.1100291
Moved 274.2855 362 411.0226 0.004629592 0.05921438
Moved 274.3163 362 394.069 0.004629592 0.01560957
Moved 274.347 369.3333 383.8096 0.0216048 -0.01077785
Moved 274.3777 371.7675 374.93 0.02723952 -0.03361627
Moved 274.4084 375.3203 366.3593 0.03546377 -0.0556602
Moved 274.4391 380.758 356.363 0.04805088 -0.08137094
Moved 274.4698 387.9234 347.0766 0.06463747 -0.1052557
Moved 274.5006 390.3058 343.6942 0.07015239 -0.1139554
Moved 274.5313 391.756 340.244 0.07350921 -0.1228292
Moved 274.562 393.48 336.52 0.07750014 -0.1324076
Moved 274.5927 394 331.5878 0.07870366 -0.1450931
Moved 274.6235 382.1974 321.1974 0.05138288 -0.1718174
Moved 274.6542 369.3543 312.3417 0.02165357 -0.1945944
Moved 274.6849 360.8336 303.8891 0.0019297 -0.2163347
Moved 274.7156 355.4433 301.2217 -0.01054794 -0.2231953
Moved 274.7463 352.8889 298.8889 -0.01646096 -0.2291953
Moved 274.7771 351.6453 297.6453 -0.01933967 -0.2323939
Moved 274.8078 350.8809 298 -0.02110913 -0.2314816
Moved 274.8385 351 297 -0.02083332 -0.2340535
Stationary 274.8693 351 297 -0.02083332 -0.2340535
Moved 274.9 351 316.2202 -0.02083332 -0.1846189
Moved 274.9307 363.3641 338.2744 0.007787248 -0.1278951
Moved 274.9615 370.715 359.2399 0.02480318 -0.07397153
Moved 274.9922 376.9028 380.7084 0.03912677 -0.01875418
Moved 275.0229 382.0391 403.1174 0.05101651 0.03888208
