learn to walk before you run
learn to walk before you run
FixStart
Radial

0.6 0.6
432 388.8
Began 2714.941 285 339 -0.1736111 -0.1260288
Stationary 2714.972 285 339 -0.1736111 -0.1260288
Moved 2715.003 314.9191 348.2042 -0.104354 -0.1023554
Moved 2715.033 350.853 355.6066 -0.0211737 -0.08331644
Moved 2715.064 400.4076 360.5876 0.09353598 -0.0705051
Moved 2715.095 435.5939 361 0.1749859 -0.06944452
Moved 2715.126 459.5627 362 0.2304692 -0.06687243
Moved 2715.156 476.6902 362 0.2701161 -0.06687243
Moved 2715.187 485.9832 362 0.2916279 -0.06687243
Moved 2715.218 489.7576 362 0.3003648 -0.06687243
Moved 2715.249 492.5 362 0.306713 -0.06687243
Moved 2715.279 492 362 0.3055556 -0.06687243
Stationary 2715.31 492 362 0.3055556 -0.06687243
Stationary 2715.341 492 362 0.3055556 -0.06687243
Moved 2715.372 475.1272 366.9491 0.2664982 -0.05414335
Moved 2715.402 455.8808 374.194 0.2219463 -0.03550941
Moved 2715.433 436.5273 379.9922 0.1771466 -0.0205963
Moved 2715.464 414.9517 386.7681 0.127203 -0.003168514
Moved 2715.494 397.289 392.019 0.08631717 0.01033681
Moved 2715.525 377.9802 395.4314 0.04162073 0.01911367
Moved 2715.556 361.9297 399.3568 0.004466971 0.02920975
Moved 2715.587 343.3975 401.9338 -0.03843173 0.03583786
Moved 2715.617 328.4611 403 -0.07300665 0.03858017
Moved 2715.648 315.436 405.1128 -0.1031574 0.0440143
Moved 2715.679 302.6747 405 -0.1326975 0.04372424
Moved 2715.709 291 406 -0.1597222 0.04629618
Moved 2715.74 279.9038 406 -0.1854078 0.04629618
Moved 2715.771 268.91 406 -0.2108564 0.04629618
Moved 2715.802 260.4478 406 -0.2304449 0.04629618
Moved 2715.832 254.0498 406 -0.2452551 0.04629618
Moved 2715.863 248.8277 398.2759 -0.2573433 0.02642965
Moved 2715.894 243.0425 393.0425 -0.2707349 0.01296938
Moved 2715.925 235.2966 381.5931 -0.2886653 -0.01647863
Moved 2715.955 224.3277 361.9874 -0.3140562 -0.06690492
Moved 2715.986 213.2749 341.4123 -0.3396415 -0.1198244
Moved 2716.017 206.6388 323.9163 -0.3550029 -0.1648243
Moved 2716.047 202.1433 314.215 -0.365409 -0.1897763
Moved 2716.078 201 308.3574 -0.3680556 -0.2048423
Moved 2716.109 200 306.966 -0.3703704 -0.2084208
Stationary 2716.14 200 307 -0.3703704 -0.2083334
Moved 2716.17 240.5 339.5 -0.2766204 -0.1247429
Moved 2716.201 282.8878 371.9102 -0.1785006 -0.04138326
Moved 2716.232 316.8505 396.567 -0.09988318 0.02203431
Moved 2716.262 337.0386 407.0129 -0.0531513 0.04890136
Moved 2716.293 346.8351 410.945 -0.03047436 0.05901493
Moved 2716.324 355.0867 412 -0.01137336 0.06172835
Moved 2716.355 363.8369 412 0.008881788 0.06172835
Moved 2716.385 380.4673 390.3231 0.04737795 0.005974985
Moved 2716.416 396.0222 365.6259 0.08338471 -0.05754659
Moved 2716.447 417.9462 320.1077 0.1341347 -0.1746203
Moved 2716.478 426.0772 303.8456 0.1529565 -0.2164465
Moved 2716.508 444.6339 278.4882 0.1959117 -0.2816663
Moved 2716.539 458.8402 258.0557 0.2287968 -0.3342191
Moved 2716.57 475.7794 238.0907 0.2680078 -0.3855692
Moved 2716.6 488.5627 223.5465 0.2975989 -0.4229771
Ended 2716.631 495.308 217.9536 0.3132129 -0.4373622
Candidates 2716.693 13 palm paul legal hotel ldl level goal learn local kingdom model forum loyal
Began 2717.707 418 333 0.1342593 -0.141461
Moved 2717.737 403.0086 333 0.09955693 -0.141461
Moved 2717.768 328.759 316.0355 -0.07231712 -0.185094
Moved 2717.799 237.3039 296.627 -0.2840188 -0.235013
Moved 2717.829 197.5403 291.1925 -0.3760643 -0.2489905
Moved 2717.86 168.1127 291 -0.4441836 -0.2494857
Ended 2717.891 160.5 291 -0.4618056 -0.2494857
Cancel 2717.952
Began 2718.475 393 380 0.07638891 -0.02057613
Stationary 2718.505 393 380 0.07638891 -0.02057613
Moved 2718.536 400.6732 380 0.0941509 -0.02057613
Moved 2718.567 434.6096 380 0.1727073 -0.02057613
Moved 2718.597 471.5931 380 0.2583173 -0.02057613
Moved 2718.628 505.1891 380 0.3360858 -0.02057613
Moved 2718.659 531.3972 380 0.3967527 -0.02057613
Moved 2718.69 548.0898 380 0.4353931 -0.02057613
Moved 2718.72 561.3627 380 0.4661175 -0.02057613
Moved 2718.751 573.8983 373 0.495135 -0.03858032
Moved 2718.782 578.9728 372 0.5068815 -0.04115226
Moved 2718.813 581.5 371 0.5127315 -0.04372435
Moved 2718.843 582 371 0.513889 -0.04372435
Moved 2718.874 573.0162 371 0.493093 -0.04372435
Moved 2718.905 547.1192 371 0.4331462 -0.04372435
Moved 2718.936 519.4127 371 0.3690107 -0.04372435
Moved 2718.966 483.0878 371 0.2849255 -0.04372435
Moved 2718.997 446.5958 371 0.2004533 -0.04372435
Moved 2719.028 418.4263 381.859 0.135246 -0.01579473
Moved 2719.058 398.0726 384.5855 0.08813103 -0.008782202
Moved 2719.089 379.2132 390.1147 0.0444749 0.005439083
Moved 2719.12 366.76 394.62 0.01564821 0.01702662
Moved 2719.151 353.6805 399.1278 -0.01462847 0.02862082
Moved 2719.181 341.6335 400 -0.042515 0.03086416
Moved 2719.212 324.2304 401 -0.08279999 0.03343609
Moved 2719.243 313.6636 401 -0.1072601 0.03343609
Moved 2719.273 304.8558 394.7115 -0.1276487 0.01726209
Moved 2719.304 299.3624 390.6812 -0.1403648 0.006896085
Moved 2719.335 290.251 385.1674 -0.161456 -0.007285679
Moved 2719.366 282.6227 381.3113 -0.1791141 -0.01720342
Moved 2719.396 278.9062 378.9062 -0.1877172 -0.02338951
Moved 2719.427 276.1079 379 -0.1941946 -0.02314815
Moved 2719.458 274.7292 377.7292 -0.197386 -0.02641654
Moved 2719.489 272.9568 378 -0.2014889 -0.02572024
Moved 2719.519 270.1739 386.2614 -0.2079309 -0.00447183
Moved 2719.55 269 403.0564 -0.2106481 0.0387253
Moved 2719.581 269 420.2828 -0.2106481 0.08303186
Moved 2719.612 269 440.5501 -0.2106481 0.1351597
Moved 2719.642 269 454.6655 -0.2106481 0.1714645
Moved 2719.673 269 468.4462 -0.2106481 0.206909
Moved 2719.704 269 480.1243 -0.2106481 0.2369451
Moved 2719.734 269 489 -0.2106481 0.2597736
Moved 2719.765 269 496.6959 -0.2106481 0.2795677
Moved 2719.796 269 501.9955 -0.2106481 0.2931981
Moved 2719.827 269 506.7473 -0.2106481 0.3054197
Moved 2719.857 269 509.153 -0.2106481 0.3116075
Moved 2719.888 269 510.5 -0.2106481 0.3150719
Moved 2719.919 269 511 -0.2106481 0.3163579
Moved 2719.949 269 512.0275 -0.2106481 0.3190007
Moved 2719.98 268 512 -0.212963 0.31893
Moved 2720.011 264.7111 512 -0.2205762 0.31893
Moved 2720.042 258.1761 493.5284 -0.2357035 0.2714206
Moved 2720.073 248.531 465.4367 -0.2580301 0.1991684
Moved 2720.103 243.8633 447.4532 -0.2688349 0.1529145
Moved 2720.134 239.6808 432.4042 -0.2785166 0.1142084
Moved 2720.165 238 421.799 -0.2824074 0.08693133
Moved 2720.195 237 415.5 -0.2847222 0.07073037
Moved 2720.226 236 411.4797 -0.287037 0.06039019
Moved 2720.257 234.989 410 -0.2893774 0.05658428
Moved 2720.287 235 407.5 -0.2893518 0.05015428
Moved 2720.318 235 408 -0.2893518 0.05144025
Stationary 2720.349 235 408 -0.2893518 0.05144025
Stationary 2720.38 235 408 -0.2893518 0.05144025
Moved 2720.41 245.8361 408 -0.2642684 0.05144025
Moved 2720.441 257.2719 424.3759 -0.2377966 0.09355918
Moved 2720.472 271.5706 438.5706 -0.2046977 0.1300684
Moved 2720.502 283.5672 452.959 -0.1769278 0.1670755
Moved 2720.533 301.0524 472.0524 -0.1364527 0.2161842
Moved 2720.564 319.7609 491.7609 -0.09314617 0.2668746
Moved 2720.595 335.7556 510.1066 -0.0561214 0.3140602
