he is still on our team
he is still on our team
Basic
List

0.6 0.6
432 388.8
Began 3088.407 419 322 0.1365741 -0.1697531
Stationary 3088.438 419 322 0.1365741 -0.1697531
Stationary 3088.469 419 322 0.1365741 -0.1697531
Stationary 3088.499 419 322 0.1365741 -0.1697531
Moved 3088.53 405.9364 331.0636 0.1063342 -0.1464414
Moved 3088.561 395.2125 345.6812 0.08151044 -0.1088446
Moved 3088.592 382.938 364.9116 0.05309721 -0.05938376
Moved 3088.622 371.0703 385.2044 0.02562582 -0.00719039
Moved 3088.653 357.9454 409.2874 -0.004756003 0.05475134
Moved 3088.684 344.0266 431.4601 -0.03697544 0.11178
Moved 3088.715 333.3158 448.6053 -0.06176904 0.1558777
Moved 3088.745 320.9859 464.3498 -0.09031042 0.1963728
Moved 3088.776 309.6221 480.5668 -0.1166154 0.2380832
Moved 3088.807 296.5643 498.1536 -0.1468419 0.2833168
Moved 3088.837 288.5 511.5 -0.1655093 0.317644
Moved 3088.868 274.1837 530.2704 -0.1986489 0.3659217
Moved 3088.899 269.472 537.2133 -0.2095554 0.3837788
Moved 3088.93 261.235 547.765 -0.2286227 0.4109182
Moved 3088.96 254.0014 556.9981 -0.2453671 0.4346658
Moved 3088.991 246.7007 563.5328 -0.2622668 0.4514732
Moved 3089.022 239.9412 568.5294 -0.277914 0.4643246
Moved 3089.052 235.4401 571.28 -0.2883332 0.471399
Moved 3089.083 232.2433 572.7567 -0.295733 0.475197
Moved 3089.114 228.4784 574.5216 -0.3044481 0.4797365
Moved 3089.145 225.7183 576.2817 -0.3108373 0.4842634
Ended 3089.176 225.7183 576.2817 -0.3108373 0.4842634
Candidates 3089.299 13 he new here her free net btw meet there get hr hee met
Began 3090.374 521 475 0.3726852 0.2237653
Stationary 3090.405 521 475 0.3726852 0.2237653
Stationary 3090.436 521 475 0.3726852 0.2237653
Moved 3090.467 505.7188 475 0.337312 0.2237653
Moved 3090.497 491.2734 475 0.3038737 0.2237653
Moved 3090.528 467.5 463 0.2488426 0.1929011
Moved 3090.559 443.7635 454.1613 0.193897 0.1701679
Moved 3090.59 419.68 446.8933 0.1381482 0.1514745
Moved 3090.62 396.0855 438.6952 0.08353123 0.1303888
Moved 3090.651 368.9274 428.171 0.02066533 0.1033203
Moved 3090.682 345.1333 418.0762 -0.03441359 0.07735632
Moved 3090.712 324.922 407.0983 -0.08119915 0.04912106
Moved 3090.743 307.8441 396.1744 -0.1207312 0.02102459
Moved 3090.774 291.4929 387.2817 -0.1585813 -0.001847538
Moved 3090.805 276.5362 377.9217 -0.1932033 -0.02592165
Moved 3090.835 261.2101 366.6751 -0.2286802 -0.05484804
Moved 3090.866 247.6573 359.3943 -0.2600526 -0.07357428
Moved 3090.897 233.8502 351.7401 -0.2920133 -0.0932611
Moved 3090.928 221.4286 345.2143 -0.3207671 -0.1100455
Moved 3090.958 211.4304 339.2152 -0.3439111 -0.1254753
Moved 3090.989 203.7421 335.3711 -0.3617081 -0.1353624
Moved 3091.02 197.2216 331.6108 -0.3768019 -0.145034
Moved 3091.051 191.7011 329.8506 -0.3895808 -0.1495613
Moved 3091.081 188.4089 329 -0.3972017 -0.151749
Moved 3091.112 187 327.6431 -0.4004629 -0.1552391
Moved 3091.143 184.5 328 -0.40625 -0.1543211
Moved 3091.174 183.75 328 -0.4079861 -0.1543211
Moved 3091.204 183 328 -0.4097222 -0.1543211
Ended 3091.235 183 328 -0.4097222 -0.1543211
Accept 3091.327 0 he
Candidates 3091.327 13 is pass odds pa oz la psa pizza las ps usa has id
Began 3092.372 230 373 -0.3009259 -0.03858032
Stationary 3092.403 230 373 -0.3009259 -0.03858032
Stationary 3092.434 230 373 -0.3009259 -0.03858032
Stationary 3092.465 230 373 -0.3009259 -0.03858032
Stationary 3092.495 230 373 -0.3009259 -0.03858032
Stationary 3092.526 230 373 -0.3009259 -0.03858032
Stationary 3092.557 230 373 -0.3009259 -0.03858032
Stationary 3092.587 230 373 -0.3009259 -0.03858032
Stationary 3092.618 230 373 -0.3009259 -0.03858032
Moved 3092.649 240.6706 389.3412 -0.2762254 0.003449671
Moved 3092.68 243.4296 397.2888 -0.2698389 0.02389072
Moved 3092.71 248.3827 408.7654 -0.2583733 0.05340902
Moved 3092.741 255.9934 422.6579 -0.240756 0.0891406
Moved 3092.772 265.7088 438.5632 -0.2182667 0.1300492
Moved 3092.803 275.5698 454.9496 -0.1954403 0.1721955
Moved 3092.833 284.1502 466.8669 -0.1755783 0.202847
Moved 3092.864 292.168 478.5573 -0.1570186 0.2329149
Moved 3092.895 297.3201 489.6401 -0.1450924 0.26142
Moved 3092.926 304.7295 497.7296 -0.1279409 0.2822261
Moved 3092.956 309.4785 504.7178 -0.1169479 0.3002
Moved 3092.987 320.3627 514.272 -0.09175301 0.3247737
Moved 3093.018 331.4062 523.5546 -0.06618937 0.3486486
Moved 3093.049 345.7022 532.8511 -0.03309682 0.3725592
Moved 3093.079 359.3978 540.1989 -0.001393904 0.391458
Moved 3093.11 371.3184 544.6592 0.02620002 0.40293
Moved 3093.141 380.1891 547.5945 0.04673412 0.4104797
Moved 3093.171 390.394 548 0.07035633 0.4115225
Moved 3093.202 399.0983 548 0.09050539 0.4115225
Moved 3093.233 409 548 0.113426 0.4115225
Moved 3093.264 421.2449 537.5103 0.1417705 0.3845427
Moved 3093.294 434.1163 530.707 0.1715655 0.3670446
Moved 3093.325 448.2256 518.312 0.2042259 0.3351645
Moved 3093.356 461.5062 506.4938 0.234968 0.304768
Moved 3093.387 480.4457 495.7453 0.2788096 0.2771226
Moved 3093.417 494.7068 487.4532 0.3118213 0.2557953
Moved 3093.448 511.3712 473.6288 0.3503963 0.2202386
Moved 3093.479 523.1695 458.7881 0.3777072 0.1820682
Moved 3093.51 532.3837 445.8217 0.3990364 0.1487182
Moved 3093.54 538.579 427.0701 0.4133773 0.1004888
Moved 3093.571 542.9574 412.2131 0.4235125 0.0622763
Moved 3093.602 547.3916 391.7378 0.4337769 0.009613586
Moved 3093.633 550.4629 372.6855 0.4408863 -0.03938926
Moved 3093.663 551 355.4509 0.4421297 -0.08371674
Moved 3093.694 552 338.3104 0.4444444 -0.1278026
Moved 3093.725 552 327.2731 0.4444444 -0.1561907
Moved 3093.755 552 325.5 0.4444444 -0.1607511
Moved 3093.786 540.1134 340.1083 0.4169291 -0.1231784
Moved 3093.817 513.0873 366.557 0.3543687 -0.05515173
Moved 3093.848 483.7814 390.9749 0.2865309 0.00765149
Moved 3093.878 460.3102 408.5174 0.2321995 0.052771
Moved 3093.909 439.6015 422.7132 0.1842627 0.08928287
Moved 3093.94 425.449 435.4408 0.1515023 0.1220184
Moved 3093.971 408.9138 449.2168 0.1132263 0.1574506
Moved 3094.001 396.5002 458.1998 0.08449117 0.1805551
Moved 3094.032 384.7277 466.2042 0.05724003 0.2011425
Moved 3094.063 374.6337 474.5248 0.03387421 0.222543
Moved 3094.094 368 480 0.01851857 0.2366254
Moved 3094.124 363.0016 482.9984 0.006948114 0.2443375
Moved 3094.155 359.2373 486 -0.00176544 0.2520575
Moved 3094.186 357.4689 488.5311 -0.005859087 0.2585676
