that is a very nasty cut
Moved 1477.755 281.1028 363.7352 -0.1826323 -0.06240946
Moved 1477.786 262.0751 350.3834 -0.226678 -0.09675053
Moved 1477.817 249.4494 340.2697 -0.2559041 -0.1227632
Ended 1477.848 249 340 -0.2569445 -0.1234569
Candidates 1477.971 13 of ps pd pigs oops odds if psa off is odd pass pa
Began 1478.892 437 402 0.1782407 0.03600815
Stationary 1478.923 437 402 0.1782407 0.03600815
Ended 1478.954 437 402 0.1782407 0.03600815
NextCandidatePanel 1479.015
Began 1479.783 443 339 0.1921296 -0.1260288
Stationary 1479.814 443 339 0.1921296 -0.1260288
Ended 1479.845 443 339 0.1921296 -0.1260288
NextCandidatePanel 1479.906
Began 1480.49 339 341 -0.04861111 -0.1208849
Stationary 1480.521 339 341 -0.04861111 -0.1208849
Moved 1480.551 354.0805 357.9261 -0.01370261 -0.07735052
Moved 1480.582 395.5873 392.9012 0.08237809 0.012606
Moved 1480.613 444.4757 424.3897 0.1955455 0.09359489
Ended 1480.643 474 447 0.2638889 0.1517489
Accept 1480.705 9 is
Began 1481.411 138 349 -0.513889 -0.1003086
Stationary 1481.442 138 349 -0.513889 -0.1003086
Stationary 1481.473 138 349 -0.513889 -0.1003086
Ended 1481.504 138 349 -0.513889 -0.1003086
Candidates 1481.596 3 a s z
Began 1482.302 355 346 -0.01157408 -0.1080248
Stationary 1482.333 355 346 -0.01157408 -0.1080248
Moved 1482.364 378.9389 346 0.04384001 -0.1080248
Moved 1482.395 429.2662 346 0.1603384 -0.1080248
Moved 1482.425 510.8806 331.0157 0.3492607 -0.1465646
Ended 1482.456 511 331 0.349537 -0.146605
Accept 1482.517 0 a
Began 1483.593 323 240 -0.08564815 -0.3806585
Stationary 1483.623 323 240 -0.08564815 -0.3806585
Stationary 1483.654 323 240 -0.08564815 -0.3806585
Stationary 1483.685 323 240 -0.08564815 -0.3806585
Stationary 1483.716 323 240 -0.08564815 -0.3806585
Moved 1483.746 323 255.6207 -0.08564815 -0.3404817
Moved 1483.777 323 271.8209 -0.08564815 -0.2988146
Moved 1483.808 323 283.6014 -0.08564815 -0.2685148
Moved 1483.839 316 292.312 -0.1018519 -0.2461113
Moved 1483.869 315 300.9895 -0.1041667 -0.2237925
Moved 1483.9 310.8408 312.3981 -0.1137945 -0.1944495
Moved 1483.931 305.0714 330.5001 -0.1271495 -0.1478909
Moved 1483.961 297.1099 346.7802 -0.1455789 -0.106018
Moved 1483.992 283.9604 369.0594 -0.1760175 -0.04871564
Moved 1484.023 269.7811 393.3283 -0.20884 0.01370446
Moved 1484.054 257.4894 412.8169 -0.2372929 0.06382938
Moved 1484.084 243.4591 444.8522 -0.2697706 0.1462248
Moved 1484.115 234.4718 466.0563 -0.2905744 0.200762
Moved 1484.146 225.872 486.6319 -0.3104814 0.2536828
Moved 1484.177 222.2275 500.8624 -0.3189178 0.2902839
Moved 1484.207 220 513.5754 -0.3240741 0.3229818
Moved 1484.238 219 522.7641 -0.3263889 0.3466154
Moved 1484.269 219 531.0326 -0.3263889 0.3678821
Moved 1484.299 219 537.3564 -0.3263889 0.3841471
Moved 1484.33 230.5805 546.774 -0.2995822 0.4083694
Moved 1484.361 257.0604 553.8121 -0.2382861 0.4264713
Moved 1484.392 315 554 -0.1041667 0.4269547
Moved 1484.422 395.3977 534.583 0.0819392 0.3770138
Moved 1484.453 433.7321 526.7087 0.1706762 0.3567611
Moved 1484.484 464.1393 515.9303 0.2410633 0.3290387
Ended 1484.514 468 514 0.25 0.324074
Candidates 1484.576 13 very ceo veto vary cry betty neo crop castro battery charity carey nato
Began 1485.19 305 369 -0.1273148 -0.04886839
Moved 1485.221 328.8356 369 -0.0721398 -0.04886839
Moved 1485.252 425.1817 346.7844 0.1508835 -0.1060074
Moved 1485.282 552.2972 328.2274 0.4451324 -0.1537361
Ended 1485.313 567 325 0.4791667 -0.1620371
Accept 1485.405 0 very
Began 1486.112 398 246 0.08796295 -0.3652264
Stationary 1486.143 398 246 0.08796295 -0.3652264
Moved 1486.173 379.5207 256.7397 0.04518678 -0.3376037
Moved 1486.204 356.8111 266.4755 -0.007381638 -0.312563
Moved 1486.235 321.6579 281.6711 -0.08875494 -0.2734798
Moved 1486.266 285.7142 298.3691 -0.1719579 -0.2305323
Moved 1486.296 252.6985 311.1206 -0.2483831 -0.1977351
Moved 1486.327 219.2757 323.9709 -0.3257508 -0.164684
Moved 1486.358 187.7421 338.1289 -0.3987451 -0.1282693
Moved 1486.388 158.1874 350.925 -0.4671587 -0.09535738
Moved 1486.419 134.0243 360.9879 -0.5230919 -0.06947576
Moved 1486.45 118.2032 368.2656 -0.5597149 -0.05075721
Moved 1486.481 104.2588 372.8706 -0.5919936 -0.03891313
Moved 1486.511 96.60157 376.6992 -0.6097186 -0.02906587
Moved 1486.542 93.54001 380.46 -0.6168056 -0.0193931
Moved 1486.573 92 382 -0.6203703 -0.01543218
Moved 1486.604 90.30088 384 -0.6243035 -0.01028807
Moved 1486.634 90 385.0807 -0.6250001 -0.007508635
Moved 1486.665 90 387.2313 -0.6250001 -0.001977049
Moved 1486.696 90 389.6603 -0.6250001 0.004270381
Moved 1486.726 104.6551 394.8276 -0.5910761 0.0175606
Moved 1486.757 126.3495 403.5061 -0.5408576 0.03988187
Moved 1486.788 150.8007 413.0402 -0.4842576 0.06440382
Moved 1486.819 177.5221 421.9458 -0.4224025 0.08730908
Moved 1486.849 199.4673 431.1752 -0.3716035 0.1110473
Moved 1486.88 213.0377 438.4227 -0.3401904 0.1296878
Moved 1486.911 221.5649 443.3766 -0.3204516 0.1424294
Moved 1486.942 230.9803 450.9869 -0.2986567 0.1620032
Moved 1486.972 237.4918 458.4918 -0.2835838 0.181306
Moved 1487.003 242.0054 463.5081 -0.2731357 0.1942079
Moved 1487.034 245.9065 468.8129 -0.2641054 0.2078521
Moved 1487.064 251.3155 476.6309 -0.2515846 0.2279602
Moved 1487.095 257.8273 486.2409 -0.2365109 0.2526772
Moved 1487.126 265.2962 495.4443 -0.2192218 0.2763484
Moved 1487.157 271.8231 501.8231 -0.2041132 0.2927548
Moved 1487.187 279.0674 507.7115 -0.1873441 0.3079001
Moved 1487.218 286.2939 512.1959 -0.1706159 0.3194339
Moved 1487.249 295 516 -0.150463 0.329218
Moved 1487.279 313.9081 518.2726 -0.1066943 0.3350631
Moved 1487.31 336.163 519 -0.05517821 0.3369341
Moved 1487.341 364.384 519 0.01014809 0.3369341
Moved 1487.372 392.632 519 0.07553707 0.3369341
Moved 1487.402 427.2596 504.1234 0.1556935 0.2986713
Ended 1487.433 439.8604 504 0.1848619 0.2983539
Candidates 1487.525 13 vary carry barry bay nasty battery cat may scary mary nato bath very
Began 1488.969 431 337 0.1643519 -0.1311728
Stationary 1489 431 337 0.1643519 -0.1311728
Moved 1489.031 381.2894 305.8732 0.04928102 -0.2112315
Moved 1489.061 299.2263 251.1509 -0.1406798 -0.3519782
Moved 1489.092 267.0811 231.464 -0.2150901 -0.4026132
Ended 1489.123 253 224 -0.2476852 -0.4218107
Accept 1489.184 4 nasty
Began 1490.229 261 227 -0.2291666 -0.4140947
Moved 1490.26 261 240.4945 -0.2291666 -0.3793866
Moved 1490.29 261 246.0581 -0.2291666 -0.3650769
Moved 1490.321 267.8315 261.3134 -0.2133531 -0.3258401
Moved 1490.352 274.5592 277.4913 -0.1977796 -0.2842303
Moved 1490.382 278.9586 292.7931 -0.1875958 -0.2448738
Moved 1490.413 284.4187 304.8373 -0.1749568 -0.2138958
Moved 1490.444 288.4559 314.3676 -0.1656114 -0.1893838
Moved 1490.474 293.7308 323.5513 -0.153401 -0.1657633
Moved 1490.505 301.6673 337.3342 -0.1350294 -0.1303134
Moved 1490.536 311.6985 351.1231 -0.1118091 -0.09484797
Moved 1490.567 320.5709 360.5709 -0.09127109 -0.07054812
Moved 1490.597 337.0284 377.6341 -0.05317504 -0.02666136
Moved 1490.628 351.8856 395.2626 -0.01878341 0.01867957
Moved 1490.659 364.5037 406.3778 0.01042525 0.04726794
Moved 1490.69 376.5553 416.5552 0.03832241 0.07344449
Moved 1490.72 389.0958 432.6436 0.06735127 0.1148241
Moved 1490.751 394.044 444.1759 0.07880548 0.1444853
Moved 1490.782 396 455.1738 0.08333336 0.1727719
Moved 1490.813 396 466.155 0.08333336 0.2010159
Moved 1490.843 376.1071 475.9465 0.03728489 0.2261997
Moved 1490.874 358.7773 482.4922 -0.002830227 0.2430354
Moved 1490.905 326.4569 486 -0.07764597 0.2520575
Moved 1490.935 300.261 486 -0.1382848 0.2520575
Ended 1490.966 291 486 -0.1597222 0.2520575
Candidates 1491.089 13 cut ct by cy cute city cure acute she be chr cake make
Began 1491.98 473 361 0.2615741 -0.06944452
Moved 1492.011 502.2915 361 0.3293784 -0.06944452
Moved 1492.041 560.696 361 0.464574 -0.06944452
Ended 1492.072 639 340 0.6458333 -0.1234569
Accept 1492.134 0 cut
Began 1492.871 617 345 0.5949074 -0.1105968
Stationary 1492.902 617 345 0.5949074 -0.1105968
Moved 1492.932 645.8489 356.9396 0.6616873 -0.07988792
Ended 1492.963 662.4306 359.7384 0.7000708 -0.07268937
PhraseEnd 1493.025
