the facts get in the way
the facts get in the way
Basic
Radial

0.6 0.6
432 388.8
Began 1086.887 321 552 -0.09027779 0.4218106
Stationary 1086.918 321 552 -0.09027779 0.4218106
Stationary 1086.948 321 552 -0.09027779 0.4218106
Stationary 1086.979 321 552 -0.09027779 0.4218106
Stationary 1087.01 321 552 -0.09027779 0.4218106
Stationary 1087.04 321 552 -0.09027779 0.4218106
Stationary 1087.071 321 552 -0.09027779 0.4218106
Stationary 1087.102 321 552 -0.09027779 0.4218106
Stationary 1087.133 321 552 -0.09027779 0.4218106
Stationary 1087.163 321 552 -0.09027779 0.4218106
Moved 1087.194 325.2663 544.6864 -0.08040214 0.4029999
Moved 1087.225 332.3973 532.3378 -0.06389503 0.371239
Moved 1087.255 346.0906 507.8575 -0.03219758 0.3082755
Moved 1087.286 361.541 476.8032 0.003567239 0.2284031
Moved 1087.317 371 456 0.025463 0.174897
Moved 1087.348 388.3668 421.2664 0.06566395 0.08556154
Moved 1087.378 399.628 396.744 0.09173155 0.02248956
Moved 1087.409 404.0865 384.7407 0.102052 -0.008383111
Moved 1087.44 407.6286 378.7428 0.1102514 -0.02380975
Moved 1087.47 410.5 375.5 0.1168981 -0.03215028
Moved 1087.501 412.3804 371.6196 0.1212509 -0.04213058
Moved 1087.532 413 370 0.1226852 -0.04629637
Moved 1087.563 414.5 367.5 0.1261574 -0.05272634
Moved 1087.593 414 366.79 0.125 -0.0545526
Stationary 1087.624 414 366.79 0.125 -0.0545526
Moved 1087.655 414 365.8129 0.125 -0.05706567
Stationary 1087.685 414 365.8129 0.125 -0.05706567
Moved 1087.716 403.781 366 0.101345 -0.05658444
Moved 1087.747 384.8934 386.7852 0.05762358 -0.003124637
Moved 1087.777 364.3183 408.6817 0.009996097 0.05319364
Moved 1087.808 346.5968 430.4031 -0.03102586 0.1090615
Moved 1087.839 331.2778 449.676 -0.06648665 0.1586315
Moved 1087.87 316.1096 470.1506 -0.1015981 0.2112927
Moved 1087.9 307.8161 481.184 -0.1207961 0.2396706
Moved 1087.931 302.7369 488.5262 -0.1325535 0.258555
Moved 1087.962 294.5749 497.4251 -0.151447 0.2814431
Moved 1087.993 286.9684 506.7088 -0.1690546 0.3053209
Moved 1088.023 281.8732 513.1268 -0.180849 0.321828
Moved 1088.054 278.5779 517.8441 -0.188477 0.3339612
Moved 1088.085 276.6989 519.3011 -0.1928267 0.3377086
Moved 1088.115 276 519.8031 -0.1944444 0.3389996
Moved 1088.146 274.3239 520.6761 -0.1983243 0.341245
Moved 1088.177 273.5 521.5 -0.2002315 0.3433641
Moved 1088.208 273 522.0768 -0.2013889 0.3448477
Moved 1088.238 272.0235 522 -0.2036493 0.3446501
Stationary 1088.269 272 522 -0.2037037 0.3446501
Moved 1088.3 272 523 -0.2037037 0.3472221
Stationary 1088.33 272 523 -0.2037037 0.3472221
Ended 1088.361 272 523 -0.2037037 0.3472221
Candidates 1088.484 13 the there where they other she threw enter tiger he right turkey rubber
