a picture is worth many words
a picture is worth many words
FixStart
Radial

0.6 0.6
432 388.8
Began 754.6796 451 334 0.2106482 -0.1388889
Moved 754.7103 430.9251 334 0.1641784 -0.1388889
Moved 754.741 378.0644 340.975 0.04181564 -0.1209493
Moved 754.7717 332.5 345.5 -0.06365741 -0.1093108
Moved 754.8024 297.262 348 -0.1452268 -0.1028807
Moved 754.8331 279.437 348 -0.1864885 -0.1028807
Moved 754.8639 270.031 348 -0.2082615 -0.1028807
Moved 754.8946 264.8622 348 -0.2202265 -0.1028807
Moved 754.9254 262.1606 348 -0.2264802 -0.1028807
Moved 754.956 260.4111 348 -0.2305299 -0.1028807
Ended 754.9868 260 348 -0.2314815 -0.1028807
Candidates 755.0789 13 a as add sa da aa s ga aaa gas fda ass faa
Began 755.5397 379 275 0.04398147 -0.2906379
Stationary 755.5704 379 275 0.04398147 -0.2906379
Moved 755.6011 421.6144 275 0.1426259 -0.2906379
Moved 755.6318 465.8146 264.8198 0.2449412 -0.3168214
Moved 755.6625 488.8241 266.1307 0.298204 -0.31345
Moved 755.6933 503.8595 266 0.3330082 -0.3137861
Moved 755.724 510.7505 266 0.3489593 -0.3137861
Ended 755.7547 512 266 0.3518519 -0.3137861
Accept 755.8162 0 a
Began 756.1541 415 260 0.1273148 -0.3292181
Stationary 756.1848 415 260 0.1273148 -0.3292181
Moved 756.2155 450.4004 275.3602 0.2092602 -0.2897115
Moved 756.2462 503.4583 300.9815 0.3320796 -0.223813
Moved 756.2769 545.7159 319.4497 0.429898 -0.1763126
Moved 756.3076 577.6324 340.2696 0.5037787 -0.1227635
Moved 756.3383 597.5723 354.6945 0.5499359 -0.08566232
Moved 756.369 607.99 363.99 0.574051 -0.06175422
Moved 756.3998 620.266 378.4434 0.6024675 -0.02457984
Moved 756.4305 624.8579 384.7158 0.6130971 -0.00844716
Moved 756.4612 626 389.2487 0.6157407 0.003211724
Moved 756.4919 626 395.1989 0.6157407 0.01851553
Moved 756.5226 615.0868 403.5184 0.5904787 0.03991362
Moved 756.5534 592.4545 406 0.5380892 0.04629618
Moved 756.5841 555.2731 392.182 0.4520209 0.01075611
Moved 756.6149 502.7044 358.6754 0.3303342 -0.07542355
Moved 756.6456 467.5816 325.4979 0.2490314 -0.1607563
Moved 756.6763 444.5418 295.9272 0.1956985 -0.2368127
Moved 756.707 428.2011 271.8875 0.1578729 -0.2986435
Moved 756.7377 412.8174 245.7261 0.1222624 -0.3659309
Moved 756.7684 404.4225 230.5564 0.1028299 -0.4049475
Moved 756.7991 396.8157 214.6315 0.08522152 -0.4459068
Moved 756.8298 391.5003 203.5009 0.07291734 -0.4745348
Moved 756.8606 387.7329 194.1987 0.06419659 -0.4984601
Moved 756.8913 384.9752 186.9503 0.05781283 -0.5171032
Moved 756.922 384 182.4323 0.0555556 -0.5287237
Moved 756.9528 383 178.6143 0.05324075 -0.5385436
Moved 756.9835 383 176.0485 0.05324075 -0.5451429
Moved 757.0142 383 174.6521 0.05324075 -0.5487343
Moved 757.0449 383 174 0.05324075 -0.5504115
Moved 757.0756 383 180.287 0.05324075 -0.5342414
Moved 757.1063 402.2618 219.4379 0.09782831 -0.4335445
Moved 757.137 416.7692 307.4597 0.1314101 -0.2071512
Moved 757.1677 421.3632 359.1762 0.1420443 -0.07413534
Moved 757.1985 421 389.6757 0.1412037 0.004309784
Moved 757.2292 421 401.3896 0.1412037 0.0344382
Moved 757.2599 421 405.2219 0.1412037 0.04429488
Moved 757.2906 412 410.5408 0.1203704 0.05797519
Moved 757.3214 409.688 413.312 0.1150186 0.06510267
Moved 757.3521 410 415.5 0.1157407 0.07073037
Moved 757.3828 417.5122 417.8347 0.1331301 0.07673526
Moved 757.4135 447.0915 420.5455 0.2016008 0.0837076
Moved 757.4442 469.1878 420 0.2527496 0.08230445
Moved 757.4749 489.3541 421.7943 0.2994309 0.08691929
Moved 757.5057 507 423.5 0.3402778 0.09130646
Moved 757.5364 513.3068 425.3068 0.3548769 0.09595368
Stationary 757.5671 513.3068 425.3068 0.3548769 0.09595368
Moved 757.5978 514.3616 425 0.3573184 0.09516452
