come and see our new car
come and see our new car
Basic
Radial

0.6 0.6
432 388.8
Began 2660.218 243 211 -0.2708333 -0.455247
Stationary 2660.249 243 211 -0.2708333 -0.455247
Stationary 2660.28 243 211 -0.2708333 -0.455247
Moved 2660.31 282.568 265.9316 -0.1792407 -0.313962
Moved 2660.341 347.1696 357.1063 -0.02969995 -0.07945928
Moved 2660.372 435.5849 445.9874 0.174965 0.1491446
Moved 2660.403 461.9789 464.8157 0.2360622 0.1975713
Moved 2660.433 472.0695 471.0695 0.2594201 0.2136559
Moved 2660.464 477.2148 473.6074 0.2713305 0.2201835
Moved 2660.495 484.3943 474 0.2879497 0.2211934
Moved 2660.525 497.6993 418.1442 0.3187484 0.07753137
Moved 2660.556 497 327.2665 0.3171296 -0.1562078
Moved 2660.587 497 260.7403 0.3171296 -0.3273141
Moved 2660.618 497 227.9214 0.3171296 -0.4117249
Moved 2660.648 497 210.6353 0.3171296 -0.456185
Moved 2660.679 497 204.0405 0.3171296 -0.4731469
Moved 2660.71 473.0231 203 0.2616274 -0.4758231
Moved 2660.74 404.3792 250.1752 0.1027295 -0.3544877
Moved 2660.771 349 294.5 -0.02546296 -0.2404836
Moved 2660.802 296.8467 346.3926 -0.1461882 -0.107015
Moved 2660.833 265.0228 392.962 -0.2198546 0.0127622
Moved 2660.864 251.2727 435.9551 -0.2516837 0.1233412
Moved 2660.894 248.7126 474.4597 -0.2576096 0.2223755
Moved 2660.925 246.4954 527.8034 -0.2627422 0.3595766
Ended 2660.956 246.4954 527.8034 -0.2627422 0.3595766
Candidates 2661.048 13 come convert combat concert zone cover number some since home climate concrete chinese
Began 2661.632 326 411 -0.07870371 0.05915629
Stationary 2661.663 326 411 -0.07870371 0.05915629
Moved 2661.693 356.0023 411 -0.009253968 0.05915629
Moved 2661.724 393.4462 411 0.07742167 0.05915629
Moved 2661.755 426.0229 411 0.1528308 0.05915629
Moved 2661.785 442.709 411 0.1914559 0.05915629
Moved 2661.816 452.0318 411 0.2130366 0.05915629
Ended 2661.847 456 411 0.2222222 0.05915629
Accept 2661.877 0 come
Began 2662.093 176 381 -0.4259259 -0.01800419
Stationary 2662.123 176 381 -0.4259259 -0.01800419
Moved 2662.154 194.5735 381 -0.3829317 -0.01800419
Moved 2662.185 236.2418 352.3464 -0.2864772 -0.09170179
Moved 2662.216 294.0197 323.7732 -0.1527321 -0.1651925
Moved 2662.246 352.7294 291.1989 -0.01683007 -0.2489742
Moved 2662.277 403.0689 268.6146 0.09969661 -0.3070612
Moved 2662.308 435.6206 251.8047 0.1750476 -0.3502966
Moved 2662.338 454.8545 240.8591 0.2195707 -0.3784487
Moved 2662.369 463.5806 235.4194 0.2397698 -0.3924398
Moved 2662.4 466.4371 233.5629 0.2463821 -0.3972149
Moved 2662.431 459.342 245.4137 0.2299584 -0.3667343
Moved 2662.461 429.1996 290.8839 0.1601843 -0.2497843
Moved 2662.492 389.7483 347.3021 0.06886175 -0.1046758
Moved 2662.523 346.5 392 -0.03125002 0.01028803
Moved 2662.553 311.6212 413.8043 -0.111988 0.06636906
Moved 2662.584 280.1364 429.938 -0.1848695 0.1078651
Moved 2662.615 264.7271 438.5637 -0.2205392 0.1300506
Moved 2662.646 256.1361 444.5759 -0.2404256 0.1455141
Moved 2662.677 250.4838 450.5162 -0.2535098 0.1607927
Ended 2662.707 249 452 -0.2569445 0.164609
Candidates 2662.83 13 and same anne danger anger games game came fame dance sand damned santa
Began 2663.383 312 452 -0.1111111 0.164609
Stationary 2663.414 312 452 -0.1111111 0.164609
Moved 2663.445 343.0623 452 -0.03920754 0.164609
Moved 2663.475 376.5641 452 0.03834268 0.164609
Moved 2663.506 397.1185 452 0.08592238 0.164609
Moved 2663.537 419.2094 452 0.1370588 0.164609
Moved 2663.568 437.681 452 0.1798171 0.164609
Ended 2663.598 450.5939 452 0.209708 0.164609
Accept 2663.66 0 and
Began 2663.936 202 419 -0.3657407 0.07973251
Stationary 2663.967 202 419 -0.3657407 0.07973251
Moved 2663.998 202 433.2982 -0.3657407 0.1165077
Moved 2664.029 202 467.5984 -0.3657407 0.2047285
Moved 2664.059 212.8183 495.5798 -0.3406984 0.2766968
Moved 2664.09 225.7924 528.5848 -0.3106658 0.3615863
Moved 2664.121 235.6681 551.5588 -0.2878054 0.4206759
Moved 2664.151 244.2592 569.432 -0.2679186 0.466646
Moved 2664.182 249.6573 579.972 -0.2554228 0.4937552
Moved 2664.213 253.5246 587.5737 -0.2464709 0.5133069
Moved 2664.244 256 593.3905 -0.2407407 0.5282677
Moved 2664.274 258 597.9433 -0.2361111 0.5399775
Moved 2664.305 259.7958 601 -0.2319541 0.5478393
Moved 2664.336 260 603.5 -0.2314815 0.5542694
Ended 2664.366 260 604.0515 -0.2314815 0.555688
Candidates 2664.459 13 we sweet are set see e w art were asset at ser water
Began 2665.565 349 422 -0.02546296 0.08744851
Moved 2665.596 342.5991 414.8879 -0.04027988 0.06915602
Moved 2665.626 306.6443 373.9109 -0.1235087 -0.03623743
Moved 2665.657 282.2451 343.0564 -0.1799881 -0.1155957
Moved 2665.688 267.0232 321.0405 -0.2152242 -0.1722209
Moved 2665.719 260.1332 309.3997 -0.2311731 -0.2021614
Moved 2665.749 256.2664 304.2664 -0.240124 -0.2153641
Moved 2665.78 253.3201 298.3201 -0.2469443 -0.2306582
Ended 2665.811 251.8819 295.7639 -0.2502733 -0.2372329
Accept 2665.903 4 see
Began 2666.364 520 523 0.3703704 0.3472221
Stationary 2666.395 520 523 0.3703704 0.3472221
Moved 2666.425 506.495 523 0.3391087 0.3472221
Moved 2666.456 480.6042 523 0.2791765 0.3472221
Moved 2666.487 449.7846 523 0.2078348 0.3472221
Moved 2666.518 408.4615 532.6475 0.1121793 0.3720356
Moved 2666.548 380.687 534.257 0.04788647 0.3761754
Moved 2666.579 353.939 537.1179 -0.01403004 0.3835334
Moved 2666.61 336.0461 537 -0.05544881 0.3832304
Moved 2666.64 321.8949 537 -0.08820622 0.3832304
Moved 2666.671 309.4255 537 -0.1170707 0.3832304
Moved 2666.702 296.2354 538 -0.1476032 0.3858024
Moved 2666.733 283.1621 538 -0.1778655 0.3858024
Moved 2666.763 273.0925 538 -0.2011748 0.3858024
Moved 2666.794 263.502 538 -0.2233751 0.3858024
Moved 2666.825 256.9078 538 -0.2386393 0.3858024
Moved 2666.855 252.087 538 -0.2497986 0.3858024
Moved 2666.886 249.2193 538 -0.2564367 0.3858024
Ended 2666.917 247.5 538 -0.2604167 0.3858024
Candidates 2667.009 13 our per or it pre pure potter port outer peer pie pe pierre
Began 2667.593 327 426 -0.07638887 0.09773654
Moved 2667.624 333.3504 426 -0.06168897 0.09773654
Moved 2667.655 369.9837 426 0.02311031 0.09773654
Moved 2667.685 397.7177 437 0.08730937 0.1260288
Moved 2667.716 421.8129 439.8304 0.1430854 0.1333085
Moved 2667.747 434.7867 441 0.1731174 0.1363167
Moved 2667.777 442.1381 441 0.1901345 0.1363167
Moved 2667.808 446.2008 441 0.199539 0.1363167
Moved 2667.839 448.969 442 0.2059468 0.1388888
Moved 2667.87 451.8404 442 0.2125935 0.1388888
Ended 2667.9 453 442 0.2152778 0.1388888
Accept 2667.962 0 our
Began 2668.177 430 221 0.162037 -0.4295268
Stationary 2668.208 430 221 0.162037 -0.4295268
Stationary 2668.238 430 221 0.162037 -0.4295268
Moved 2668.269 430 230.7712 0.162037 -0.4043949
Moved 2668.3 414.729 260.7538 0.1266875 -0.3272792
Moved 2668.331 391.7567 304.1759 0.0735108 -0.215597
Moved 2668.361 371.7391 339.3587 0.02717386 -0.1251062
Moved 2668.392 352.9029 369.6456 -0.01642848 -0.04720782
Moved 2668.423 333.6945 393.7188 -0.06089246 0.01470868
