did you have a good time
did you have a good time
Basic
List

0.6 0.6
432 388.8
Began 2980.43 280 353 -0.1851852 -0.09002065
Stationary 2980.461 280 353 -0.1851852 -0.09002065
Stationary 2980.492 280 353 -0.1851852 -0.09002065
Stationary 2980.523 280 353 -0.1851852 -0.09002065
Moved 2980.553 334.5958 382.8187 -0.05880594 -0.01332648
Moved 2980.584 366.9478 400.5529 0.01608272 0.03228611
Moved 2980.615 393.9756 412.9879 0.07864733 0.06426913
Moved 2980.646 419 424.5 0.1365741 0.09387855
Moved 2980.676 433.5506 429.8502 0.1702559 0.1076393
Moved 2980.707 444.9289 434.6429 0.1965946 0.1199664
Moved 2980.738 450.7296 437.3648 0.2100222 0.126967
Moved 2980.769 452 439.7995 0.2129629 0.1332291
Moved 2980.799 452 441.0929 0.2129629 0.1365557
Moved 2980.83 406.6008 441 0.1078722 0.1363167
Moved 2980.861 370.1881 425.2971 0.02358357 0.09592856
Moved 2980.891 345.8518 419.5226 -0.03275037 0.08107668
Moved 2980.922 315.6941 409.9083 -0.1025599 0.05634829
Moved 2980.953 288.4838 399.9935 -0.1655468 0.03084748
Moved 2980.984 265.6839 393.0526 -0.2183242 0.01299524
Moved 2981.014 245.5087 384.7543 -0.2650263 -0.008347986
Moved 2981.045 240.0231 383.0115 -0.2777243 -0.01283041
Moved 2981.076 230.1401 377.3551 -0.3006016 -0.02737885
Ended 2981.106 229 377 -0.3032407 -0.02829226
Candidates 2981.229 13 this did food dogs thus foods figs ships visa good bugs cis sales
Began 2982.09 442 464 0.1898148 0.1954732
Stationary 2982.121 442 464 0.1898148 0.1954732
Moved 2982.151 433.7448 479.5862 0.1707056 0.2355613
Moved 2982.182 428 493.5 0.1574074 0.2713476
Moved 2982.213 420.8867 507.2831 0.1409415 0.306798
Moved 2982.244 413.7028 517.063 0.1243119 0.331952
Moved 2982.274 404.5363 528.4637 0.1030932 0.361275
Moved 2982.305 396.2943 539.5096 0.08401444 0.389685
Moved 2982.336 387.2233 551.7767 0.06301681 0.4212364
Moved 2982.366 381.36 561.28 0.04944444 0.445679
Moved 2982.397 376.9238 567.1143 0.03917545 0.4606849
Moved 2982.428 372.3151 573.0273 0.02850711 0.4758933
Moved 2982.459 369.8229 577.3542 0.02273818 0.4870221
Moved 2982.49 368 579.8912 0.01851857 0.4935471
Moved 2982.52 366 582.6105 0.01388888 0.5005413
Moved 2982.551 365 585.0026 0.01157403 0.5066938
Moved 2982.582 363.6374 586.3626 0.008419852 0.5101918
Moved 2982.612 361.5469 588 0.003580849 0.5144032
Moved 2982.643 360.8231 591.1769 0.001905262 0.5225744
Moved 2982.674 360 592.616 0 0.5262755
Moved 2982.705 359 595.3387 -0.002314796 0.5332784
Moved 2982.735 355.9367 598.0633 -0.009405763 0.5402861
Moved 2982.766 353.5 599.5 -0.0150463 0.5439814
Moved 2982.797 350.8127 602.1873 -0.02126694 0.5508932
Moved 2982.827 347.0931 603.9069 -0.02987713 0.5553161
Moved 2982.858 343.3687 606 -0.03849844 0.5606995
Moved 2982.889 340.9958 608.0042 -0.0439912 0.5658544
Moved 2982.92 338.2732 608.7267 -0.05029346 0.5677127
Moved 2982.95 336.7758 610.2242 -0.05375966 0.5715641
Moved 2982.981 334.914 610 -0.05806943 0.5709876
Moved 2983.012 332.5582 611 -0.06352271 0.5735595
Moved 2983.043 331.6453 612.3547 -0.06563594 0.577044
Moved 2983.073 329.9849 612 -0.06947935 0.5761316
Moved 2983.104 329 613 -0.07175927 0.5787036
Moved 2983.135 328 613 -0.07407407 0.5787036
Expand 2983.135
Moved 2983.166 326.5 614 -0.07754628 0.5812756
Ended 2983.196 326 614 -0.07870371 0.5812756
Accept 2983.289 1 did
Began 2983.872 325 430 -0.08101851 0.1080246
Stationary 2983.903 325 430 -0.08101851 0.1080246
Stationary 2983.934 325 430 -0.08101851 0.1080246
Moved 2983.965 366.2172 430 0.01439164 0.1080246
Moved 2983.995 395.9049 430 0.08311331 0.1080246
Moved 2984.026 424.2924 430 0.1488249 0.1080246
Moved 2984.057 442.2255 430 0.1903369 0.1080246
Moved 2984.087 457.5589 430 0.2258308 0.1080246
Moved 2984.118 467.2748 430 0.2483213 0.1080246
Moved 2984.149 475.5272 430 0.267424 0.1080246
Moved 2984.18 479.9813 430 0.2777344 0.1080246
Moved 2984.21 481.3445 430 0.28089 0.1080246
Moved 2984.241 482 430 0.2824074 0.1080246
Moved 2984.272 482 435.8792 0.2824074 0.1231458
Moved 2984.303 469.6269 440.1244 0.253766 0.1340647
Moved 2984.333 448.7051 447.8606 0.2053358 0.1539624
Moved 2984.364 422.1785 457.0464 0.1439318 0.1775885
Moved 2984.395 401.145 462.8157 0.09524305 0.1924272
Moved 2984.426 383.3575 468.1285 0.05406836 0.2060917
Moved 2984.456 364.3733 474.3219 0.01012335 0.2220213
Moved 2984.487 343.6945 479.5764 -0.03774425 0.2355358
Moved 2984.518 326.5544 483.8152 -0.07742043 0.2464381
Moved 2984.549 313.8565 485.6287 -0.1068137 0.2511026
Ended 2984.579 306.9979 486 -0.1226902 0.2520575
Candidates 2984.733 13 file this for food the filter god did thought not duke good got
Began 2985.839 443 416 0.1921296 0.07201634
Stationary 2985.87 443 416 0.1921296 0.07201634
Stationary 2985.901 443 416 0.1921296 0.07201634
Moved 2985.931 459.7818 445.1 0.2309764 0.1468621
Moved 2985.962 468.3127 465.2817 0.2507237 0.1987698
Moved 2985.993 475.0948 483.2843 0.266423 0.2450727
Moved 2986.024 479.551 497.3775 0.2767384 0.2813207
Moved 2986.054 482.9899 507.9848 0.2846988 0.3086028
Moved 2986.085 485.4081 515.2245 0.2902967 0.3272234
Moved 2986.116 487 522.2446 0.2939814 0.3452792
Moved 2986.146 488.8358 528.6717 0.2982312 0.3618098
Moved 2986.177 490.5 534 0.3020833 0.3755144
Moved 2986.208 491 538.882 0.3032407 0.3880708
Moved 2986.239 492 543.6614 0.3055556 0.4003635
Moved 2986.27 492 546.3832 0.3055556 0.407364
Moved 2986.3 493 548.5 0.3078704 0.4128085
Moved 2986.331 493 550.5 0.3078704 0.4179526
Moved 2986.362 493 552.2552 0.3078704 0.4224669
Moved 2986.392 493 553.3542 0.3078704 0.4252938
Moved 2986.423 493 554.1674 0.3078704 0.4273852
Moved 2986.454 493 555.0233 0.3078704 0.4295865
Moved 2986.485 493 556.4599 0.3078704 0.4332815
Moved 2986.515 493 559.5425 0.3078704 0.44121
Moved 2986.546 493 563.8502 0.3078704 0.4522894
Moved 2986.577 493 572.544 0.3078704 0.4746502
Moved 2986.607 484.6373 582.0881 0.2885123 0.4991976
Moved 2986.638 479.9202 592.2395 0.2775929 0.5253072
Moved 2986.669 476.5064 597.9872 0.2696908 0.5400904
Moved 2986.7 474 602.2155 0.2638889 0.5509655
Moved 2986.73 471.068 605.932 0.2571018 0.5605246
Moved 2986.761 469.5 609 0.2534722 0.5684156
