that is a very odd question
that is a very odd question
Basic
Radial

0.6 0.6
432 388.8
Began 1162.91 352 529 -0.01851852 0.3626543
Stationary 1162.941 352 529 -0.01851852 0.3626543
Moved 1162.972 364.2383 512.1426 0.009810726 0.3192968
Moved 1163.002 383.5013 477.4971 0.05440106 0.2301878
Moved 1163.033 395.2221 450.3115 0.0815326 0.160266
Moved 1163.064 400.1874 424.6884 0.09302636 0.09436313
Moved 1163.095 401 411.7805 0.09490739 0.0611638
Moved 1163.125 390.8426 402.3064 0.07139484 0.03679625
Moved 1163.156 336.5991 401 -0.05416885 0.03343609
Moved 1163.187 260.957 421.2722 -0.2292662 0.08557656
Moved 1163.218 212.7473 426.1877 -0.3408627 0.09821942
Moved 1163.248 185.5608 426 -0.4037944 0.09773654
Moved 1163.279 173.3122 426 -0.4321477 0.09773654
Moved 1163.31 168.574 426 -0.4431157 0.09773654
Stationary 1163.34 169 426 -0.4421296 0.09773654
Moved 1163.371 209.2695 443.2158 -0.3489133 0.1420159
Moved 1163.402 273.4182 472.356 -0.2004209 0.2169648
Moved 1163.433 319.3264 493.8757 -0.09415179 0.2723139
Moved 1163.463 342.0998 505.3285 -0.04143576 0.3017707
Moved 1163.494 367.0633 516.1487 0.01635015 0.3296006
Moved 1163.525 379 522.5 0.04398147 0.3459361
Ended 1163.556 379 522.5 0.04398147 0.3459361
Candidates 1163.648 13 that they user what use theatre last these thai harry theater part party
Began 1164.078 308 427 -0.1203704 0.1003086
Moved 1164.109 323.2753 427 -0.08501083 0.1003086
Moved 1164.14 376.9597 436.7859 0.0392585 0.125478
Moved 1164.17 434.9664 441 0.1735332 0.1363167
Moved 1164.201 463.2958 442 0.2391107 0.1388888
Moved 1164.232 481.1877 443 0.2805271 0.1414608
Ended 1164.262 483 443 0.2847222 0.1414608
Accept 1164.324 0 that
Began 1164.416 473 537 0.2615741 0.3832304
Stationary 1164.447 473 537 0.2615741 0.3832304
Moved 1164.478 404.7044 502.2171 0.1034823 0.2937682
Moved 1164.508 336.0049 466.3527 -0.05554413 0.2015244
Moved 1164.539 294.8779 438.5853 -0.1507457 0.1301061
Moved 1164.57 263.6271 414.7203 -0.2230855 0.06872491
Moved 1164.601 239.7086 395.1201 -0.2784522 0.01831282
Moved 1164.631 227.3117 386.187 -0.3071489 -0.004663075
Ended 1164.662 223 383 -0.3171296 -0.01286016
Candidates 1164.724 13 is its us oa odds puts usa if ita id pass ps ira
Began 1165.123 324.4803 412 -0.08222148 0.06172835
Moved 1165.154 383.2445 419.2652 0.0538067 0.08041456
Moved 1165.185 458.798 435.1154 0.228699 0.1211814
Moved 1165.215 487.2042 441.4898 0.2944542 0.1375765
Moved 1165.246 505.9509 442 0.3378493 0.1388888
Ended 1165.277 511 443.5 0.349537 0.1427468
Accept 1165.4 0 is
Began 1165.461 262 391 -0.2268519 0.007715971
Stationary 1165.492 262 391 -0.2268519 0.007715971
Stationary 1165.523 262 391 -0.2268519 0.007715971
Ended 1165.553 262 391 -0.2268519 0.007715971
Candidates 1165.615 6 d s a f g e
Began 1166.291 338 359 -0.05092591 -0.07458848
Stationary 1166.322 338 359 -0.05092591 -0.07458848
Moved 1166.353 307.6614 392.1181 -0.1211541 0.01059179
Moved 1166.383 282.4136 428.0724 -0.1795982 0.1030668
Moved 1166.414 264.2143 460.5714 -0.2217261 0.1866547
Ended 1166.445 261 475 -0.2291666 0.2237653
Accept 1166.537 2 a
Began 1166.629 377 373 0.03935188 -0.03858032
Stationary 1166.66 377 373 0.03935188 -0.03858032
Moved 1166.691 367.4453 351.8906 0.01723448 -0.0928739
Moved 1166.721 355.661 330.0451 -0.01004403 -0.1490611
Moved 1166.752 341.4922 304.2358 -0.04284203 -0.215443
Moved 1166.783 329.4867 286.3583 -0.07063274 -0.261424
Moved 1166.813 324.0213 279.0213 -0.08328403 -0.2802951
Moved 1166.844 318.1063 278 -0.09697626 -0.2829219
Moved 1166.875 300.8145 311.4639 -0.1370036 -0.1968523
Moved 1166.906 282.6429 383.4283 -0.1790674 -0.01175845
Moved 1166.936 272.7078 423.2664 -0.2020654 0.09070565
Moved 1166.967 264.7206 451.6765 -0.2205542 0.163777
Moved 1166.998 260.5 482.5 -0.2303241 0.2430555
Moved 1167.029 258.6258 500.6194 -0.2346625 0.2896589
Moved 1167.059 259 509.4779 -0.2337963 0.3124431
Moved 1167.09 258 514.4958 -0.2361111 0.3253493
Moved 1167.121 262.952 520.857 -0.2246482 0.3417104
Moved 1167.152 287.8834 527.9767 -0.1669367 0.3600222
Moved 1167.182 319.4949 529 -0.09376179 0.3626543
Moved 1167.213 341.5575 529 -0.04269103 0.3626543
Moved 1167.244 358.9769 529 -0.002368341 0.3626543
Moved 1167.275 370.3129 529 0.02387246 0.3626543
Ended 1167.305 372 529 0.02777775 0.3626543
Candidates 1167.367 13 very betty bet better cry beer net vary matter battery marry nasty master
