do you prefer a window seat
do you prefer a window seat
Basic
List

0.6 0.6
432 388.8
Began 1688.406 337 345 -0.05324075 -0.1105968
Stationary 1688.437 337 345 -0.05324075 -0.1105968
Stationary 1688.467 337 345 -0.05324075 -0.1105968
Stationary 1688.498 337 345 -0.05324075 -0.1105968
Stationary 1688.529 337 345 -0.05324075 -0.1105968
Stationary 1688.559 337 345 -0.05324075 -0.1105968
Stationary 1688.59 337 345 -0.05324075 -0.1105968
Stationary 1688.621 337 345 -0.05324075 -0.1105968
Stationary 1688.651 337 345 -0.05324075 -0.1105968
Stationary 1688.682 337 345 -0.05324075 -0.1105968
Stationary 1688.713 337 345 -0.05324075 -0.1105968
Stationary 1688.744 337 345 -0.05324075 -0.1105968
Stationary 1688.775 337 345 -0.05324075 -0.1105968
Stationary 1688.805 337 345 -0.05324075 -0.1105968
Stationary 1688.836 337 345 -0.05324075 -0.1105968
Stationary 1688.867 337 345 -0.05324075 -0.1105968
Moved 1688.897 319.845 359.3663 -0.0929514 -0.0736465
Moved 1688.928 309.8455 367.6159 -0.1160985 -0.0524283
Moved 1688.959 300.1344 374.5771 -0.1385778 -0.03452403
Moved 1688.99 294.5409 379.7296 -0.1515257 -0.0212718
Moved 1689.02 289.5245 384.4755 -0.1631378 -0.009065086
Moved 1689.051 285.7795 387.2205 -0.1718068 -0.002004874
Moved 1689.082 283.2798 390 -0.1775929 0.005143954
Moved 1689.112 279.2539 393.746 -0.1869121 0.01477881
Moved 1689.143 277.4961 396 -0.1909812 0.02057605
Moved 1689.174 276.1213 396.8787 -0.1941637 0.02283622
Moved 1689.204 274.7352 398.2648 -0.1973723 0.02640128
Moved 1689.235 272.9002 400.0997 -0.2016198 0.03112059
Moved 1689.266 271.6414 401.3586 -0.2045338 0.03435837
Moved 1689.297 270.8019 402.1981 -0.206477 0.0365176
Moved 1689.327 269.9932 403.0068 -0.208349 0.03859763
Stationary 1689.358 269.9932 403.0068 -0.208349 0.03859763
Moved 1689.389 270 405.2682 -0.2083333 0.04441398
Moved 1689.419 270 407.2897 -0.2083333 0.04961324
Moved 1689.45 283.0978 411.366 -0.1780143 0.0600976
Moved 1689.481 299.6277 416.8759 -0.1397506 0.07426925
Moved 1689.512 319.5144 425.5679 -0.09371673 0.09662506
Moved 1689.542 336.9769 434.8439 -0.0532942 0.1204833
Moved 1689.573 356.9919 449.2439 -0.006963313 0.1575202
Moved 1689.604 377.0081 463.72 0.03937056 0.194753
Moved 1689.635 393.4286 476.5239 0.07738103 0.2276848
Moved 1689.665 406.1678 487.9343 0.1068699 0.2570325
Moved 1689.696 421.2703 503.2703 0.1418294 0.2964769
Moved 1689.727 433.1205 512.2964 0.1692603 0.3196922
Moved 1689.757 443.331 519.7483 0.1928959 0.3388587
Moved 1689.788 452.1915 526.1436 0.2134063 0.3553075
Moved 1689.819 462.2651 532.6326 0.2367248 0.3719973
Moved 1689.849 471.3036 538.7277 0.2576473 0.3876741
Moved 1689.88 483.6888 548.351 0.2863167 0.4124253
Moved 1689.911 492.3542 555.5695 0.3063753 0.4309913
Moved 1689.942 498.0982 560.0982 0.3196718 0.4426393
Moved 1689.972 502.6378 563.3189 0.3301802 0.450923
Moved 1690.003 504.8009 564.801 0.3351873 0.4547349
Moved 1690.034 506.4919 566.4919 0.3391017 0.459084
Moved 1690.064 508 568.25 0.3425926 0.4636059
Moved 1690.095 510.0034 569.0034 0.3472301 0.4655437
Stationary 1690.126 510.0034 569.0034 0.3472301 0.4655437
Moved 1690.157 511 570.5 0.349537 0.4693929
Moved 1690.187 512.2403 570 0.3524081 0.4681069
Moved 1690.218 513.2403 571.2403 0.3547229 0.471297
Stationary 1690.249 513.2403 571.2403 0.3547229 0.471297
Stationary 1690.28 513 571 0.3541666 0.4706789
Ended 1690.31 513 571 0.3541666 0.4706789
Candidates 1690.372 13 so do di gdp ap shop sp du zip crop ship stop cup
Began 1691.17 399 470 0.09027779 0.2109053
Stationary 1691.201 399 470 0.09027779 0.2109053
Stationary 1691.232 399 470 0.09027779 0.2109053
Moved 1691.262 375.2286 482.5837 0.03525138 0.2432707
Moved 1691.293 366 487 0.01388888 0.2546296
Moved 1691.324 340.0122 501.7927 -0.0462681 0.2926766
Moved 1691.354 323.9056 510.0472 -0.08355191 0.3139073
Moved 1691.385 310.6022 516.1989 -0.1143468 0.3297296
Moved 1691.416 299.4002 521.0665 -0.1402773 0.3422492
Moved 1691.447 291.415 525.2925 -0.1587615 0.3531184
Moved 1691.477 283.8872 528.0564 -0.1761869 0.3602273
Moved 1691.508 280.5 530.5 -0.1840278 0.3665122
Moved 1691.539 276.7674 532 -0.1926682 0.3703703
Moved 1691.569 274.021 534.9791 -0.1990255 0.3780325
Moved 1691.6 271.2676 538.4647 -0.205399 0.3869977
Moved 1691.631 268.8705 543.2589 -0.2109478 0.3993284
Moved 1691.662 266.076 549.7719 -0.2174165 0.4160798
Moved 1691.692 264.3203 556.0391 -0.2214808 0.4321993
Moved 1691.723 264 562.8961 -0.2222222 0.4498354
Moved 1691.754 263 569.588 -0.2245371 0.4670472
Moved 1691.784 263 575.23 -0.2245371 0.4815585
Moved 1691.815 263 580.7299 -0.2245371 0.4957043
Moved 1691.846 263 583.1133 -0.2245371 0.5018346
Moved 1691.877 263 585.5706 -0.2245371 0.5081547
Moved 1691.907 263 588.3141 -0.2245371 0.515211
Moved 1691.938 263 592.4372 -0.2245371 0.5258157
Moved 1691.969 263 593.5 -0.2245371 0.5285493
Moved 1691.999 263 597.6085 -0.2245371 0.5391163
Moved 1692.03 263 598.9833 -0.2245371 0.5426524
Moved 1692.061 263 600.3545 -0.2245371 0.5461792
Moved 1692.092 263 602.1052 -0.2245371 0.5506819
Ended 1692.122 263 602 -0.2245371 0.5504114
Accept 1692.214 1 do
Began 1692.89 436 456 0.1759259 0.174897
Stationary 1692.921 436 456 0.1759259 0.174897
Stationary 1692.952 436 456 0.1759259 0.174897
Stationary 1692.982 436 456 0.1759259 0.174897
Stationary 1693.013 436 456 0.1759259 0.174897
Stationary 1693.044 436 456 0.1759259 0.174897
Stationary 1693.074 436 456 0.1759259 0.174897
Stationary 1693.105 436 456 0.1759259 0.174897
Stationary 1693.136 436 456 0.1759259 0.174897
Stationary 1693.167 436 456 0.1759259 0.174897
Stationary 1693.197 436 456 0.1759259 0.174897
Stationary 1693.228 436 456 0.1759259 0.174897
Stationary 1693.259 436 456 0.1759259 0.174897
Stationary 1693.289 436 456 0.1759259 0.174897
Moved 1693.32 436 466.2576 0.1759259 0.2012799
Moved 1693.351 425.6172 470.3828 0.1518916 0.2118899
Moved 1693.382 419.1165 474.8835 0.1368436 0.2234658
Moved 1693.412 412.4459 479.3694 0.1214024 0.2350036
Moved 1693.443 404.9409 485.3727 0.10403 0.2504441
Moved 1693.474 399.3362 491.9957 0.09105592 0.2674787
Moved 1693.504 393.7938 496.2062 0.07822634 0.278308
Moved 1693.535 390.1335 500.733 0.06975353 0.289951
Moved 1693.566 387.755 503.245 0.06424774 0.296412
Moved 1693.597 386 506.0821 0.06018519 0.3037089
Moved 1693.627 383.1595 508.8405 0.0536099 0.3108037
Moved 1693.658 381 510.5942 0.04861106 0.3153144
Moved 1693.689 379.5 512.5 0.0451389 0.3202159
Moved 1693.719 378.2314 513.7686 0.04220228 0.3234788
Moved 1693.75 378 515 0.04166663 0.326646
