a subject one can really enjoy
a subject one can really enjoy
FixStart
Radial

0.6 0.6
432 388.8
Began 3778.332 441 389 0.1875 0.002572016
Stationary 3778.363 441 389 0.1875 0.002572016
Moved 3778.394 418.0459 389 0.1343655 0.002572016
Moved 3778.424 395.1565 389 0.0813808 0.002572016
Moved 3778.455 361.3445 398.1093 0.003112257 0.02600109
Moved 3778.486 332.6988 403.8602 -0.06319731 0.04079273
Moved 3778.516 314.8965 405 -0.1044062 0.04372424
Moved 3778.547 304.6906 406.8273 -0.1280311 0.04842409
Moved 3778.578 294.8882 407 -0.1507217 0.04886827
Moved 3778.609 287.2747 407 -0.1683456 0.04886827
Moved 3778.639 281.0981 407 -0.1826433 0.04886827
Moved 3778.67 275.9553 407 -0.1945479 0.04886827
Moved 3778.701 270.1007 407 -0.2081002 0.04886827
Moved 3778.731 264.4548 407 -0.2211695 0.04886827
Moved 3778.762 259.7611 407 -0.2320345 0.04886827
Moved 3778.793 254.8155 407 -0.2434826 0.04886827
Moved 3778.823 252.5 407 -0.2488426 0.04886827
Moved 3778.854 251.7534 407 -0.2505709 0.04886827
Moved 3778.885 250.8167 407 -0.2527391 0.04886827
Ended 3778.916 251 407 -0.2523148 0.04886827
Candidates 3779.008 13 a as add sa s da aa ga aaa gas fda ass faa
Began 3779.284 312 471 -0.1111111 0.2134772
Moved 3779.315 323.392 471 -0.08474067 0.2134772
Moved 3779.346 340.8949 471 -0.04422486 0.2134772
Moved 3779.376 368.1085 471 0.0187697 0.2134772
Moved 3779.407 395.0447 471 0.08112212 0.2134772
Moved 3779.438 416.023 479.4319 0.1296829 0.2351642
Moved 3779.469 435.0905 481.2986 0.1738205 0.2399655
Moved 3779.499 444.4648 481.8662 0.1955204 0.2414254
Moved 3779.53 453.0829 482 0.2154698 0.2417695
Moved 3779.561 457.5671 482 0.2258497 0.2417695
Ended 3779.591 462.8569 482 0.2380947 0.2417695
Accept 3779.653 0 a
Began 3779.991 395 399 0.08101851 0.02829214
Stationary 3780.021 395 399 0.08101851 0.02829214
Stationary 3780.052 395 399 0.08101851 0.02829214
Stationary 3780.083 395 399 0.08101851 0.02829214
Moved 3780.114 380.162 399 0.04667123 0.02829214
Moved 3780.144 365.7345 399 0.01327425 0.02829214
Moved 3780.175 352.5265 399 -0.01729985 0.02829214
Moved 3780.206 342.5 399 -0.04050925 0.02829214
Moved 3780.236 329.7224 390.9306 -0.07008702 0.00753748
Moved 3780.267 320.1605 390 -0.09222116 0.005143954
Moved 3780.298 311.3557 389 -0.1126027 0.002572016
Moved 3780.329 305.4492 388 -0.1262749 -3.924585E-08
Moved 3780.359 299.522 388 -0.1399954 -3.924585E-08
Moved 3780.39 294.7674 387 -0.1510013 -0.002572055
Moved 3780.421 292.0113 387 -0.1573812 -0.002572055
Moved 3780.451 289.49 387 -0.1632175 -0.002572055
Moved 3780.482 286.6187 387 -0.1698642 -0.002572055
Moved 3780.513 284.7425 387 -0.1742071 -0.002572055
Moved 3780.543 282.1331 387 -0.1802475 -0.002572055
Moved 3780.574 282 397.8391 -0.1805555 0.02530632
Moved 3780.605 308.9204 425.767 -0.1182399 0.09713722
Moved 3780.636 344.5249 456.6041 -0.0358219 0.1764508
Moved 3780.667 369.8484 475.8787 0.02279728 0.2260254
Moved 3780.697 397.5797 497.8638 0.0869901 0.2825713
Moved 3780.728 421.2022 513.9727 0.1416718 0.3240038
Moved 3780.759 437.5 525 0.1793981 0.3523662
Moved 3780.789 449.4361 530.2181 0.2070281 0.3657871
Moved 3780.82 456.9685 533.9843 0.2244641 0.3754738
Moved 3780.851 462.8552 537 0.2380908 0.3832304
Moved 3780.881 466.3066 539.3066 0.2460801 0.3891629
Moved 3780.912 469.2746 540.2746 0.2529505 0.3916526
Moved 3780.943 473.1663 540 0.261959 0.3909464
Moved 3780.974 475.0323 540 0.2662786 0.3909464
Moved 3781.004 478.1015 532.8403 0.2733831 0.3725314
Moved 3781.035 482.8442 503.7792 0.2843615 0.2977859
Moved 3781.066 484 467.5361 0.287037 0.2045682
Moved 3781.096 472.517 426.6544 0.260456 0.09941976
Moved 3781.127 462.0419 393.1257 0.2362081 0.01318339
Moved 3781.158 453.7884 359.7303 0.2171028 -0.07271025
Moved 3781.189 450.5215 337.6506 0.2095405 -0.1294995
Moved 3781.219 447.9815 320.8708 0.2036609 -0.1726573
Moved 3781.25 445 304.6619 0.1967593 -0.2143469
Moved 3781.281 443 292.717 0.1921296 -0.2450695
Moved 3781.312 441.5 284.5 0.1886574 -0.2662037
Moved 3781.342 442 278.7122 0.1898148 -0.2810901
Moved 3781.373 441 272.973 0.1875 -0.2958515
Moved 3781.404 441 268.1131 0.1875 -0.3083512
Moved 3781.434 441 266.6736 0.1875 -0.3120536
Moved 3781.465 439.8384 266 0.1848111 -0.3137861
Moved 3781.496 438.5 266 0.181713 -0.3137861
Moved 3781.526 439 283.5796 0.1828703 -0.2685711
Moved 3781.557 443.6725 320.0087 0.1936863 -0.1748747
Moved 3781.588 453.3314 353.7693 0.2160448 -0.08804195
Moved 3781.619 462.9846 389.282 0.2383903 0.00329724
Moved 3781.649 468.77 408.54 0.2517824 0.05282928
Moved 3781.68 475.2957 423.5913 0.266888 0.09154135
Moved 3781.711 482.2693 438.1732 0.2830307 0.1290461
Moved 3781.741 488.0345 448.0344 0.296376 0.1544095
Moved 3781.772 491.0445 453.0445 0.3033437 0.1672955
Moved 3781.803 492 456.9332 0.3055556 0.1772973
Moved 3781.834 492 458.8028 0.3055556 0.1821059
Moved 3781.865 480.0305 460.33 0.2778482 0.1860338
Moved 3781.895 447.9077 462.1744 0.20349 0.1907777
Moved 3781.926 411.4165 465.0972 0.1190196 0.1982953
Moved 3781.957 381.8455 470.8591 0.05056818 0.2131148
Moved 3781.987 359.8374 475.7028 -0.0003764033 0.225573
Moved 3782.018 342.2779 480.6888 -0.04102339 0.2383972
Moved 3782.049 322.4588 486.6605 -0.08690099 0.2537565
Moved 3782.079 300.3149 495.2936 -0.1381599 0.275961
Moved 3782.11 287.1483 502.2344 -0.1686382 0.2938128
Moved 3782.141 277.5259 505.4914 -0.1909123 0.3021898
Moved 3782.172 264.8126 511.5937 -0.2203412 0.317885
Moved 3782.202 261.1552 513.8965 -0.2288074 0.3238079
Moved 3782.233 256.4053 516.7974 -0.2398026 0.3312689
Moved 3782.264 254.3409 518 -0.2445814 0.3343621
Stationary 3782.294 254 518 -0.2453704 0.3343621
Moved 3782.325 252.5 519 -0.2488426 0.3369341
Moved 3782.356 253 519 -0.2476852 0.3369341
Moved 3782.386 260.4374 503.0417 -0.230469 0.2958892
Moved 3782.417 273 479 -0.2013889 0.2340534
Moved 3782.448 286.959 453.2739 -0.1690764 0.1678853
Moved 3782.479 305.4142 420.2407 -0.1263561 0.08292355
Moved 3782.509 317.6999 397.5403 -0.09791698 0.02453772
Moved 3782.54 326.082 382.8359 -0.07851382 -0.01328221
Moved 3782.571 335.0985 358.0706 -0.05764226 -0.07697902
Moved 3782.602 341.473 346.0541 -0.04288668 -0.1078857
Moved 3782.632 345.1115 338.7771 -0.03446425 -0.1266022
Moved 3782.663 346.631 334.738 -0.03094673 -0.1369909
Moved 3782.694 348.5055 329.989 -0.02660756 -0.1492054
Moved 3782.724 351.3739 324.2522 -0.0199678 -0.1639604
Moved 3782.755 352.9583 319.0833 -0.01630013 -0.1772549
Moved 3782.786 355 313.1791 -0.01157408 -0.1924406
Moved 3782.817 356.696 309.304 -0.00764817 -0.2024074
Moved 3782.847 357.567 306.433 -0.005631993 -0.2097917
Moved 3782.878 358 304.8913 -0.004629641 -0.213757
Moved 3782.909 359 303.0188 -0.002314796 -0.2185731
Moved 3782.939 359 302.1431 -0.002314796 -0.2208255
Moved 3782.97 360.2926 300.7074 0.0006772081 -0.2245181
Moved 3783.001 360 299.5 0 -0.2276234
Moved 3783.031 360 300 0 -0.2263375
Stationary 3783.062 360 300 0 -0.2263375
Stationary 3783.093 360 300 0 -0.2263375
Moved 3783.124 360 339.2549 0 -0.1253731
Moved 3783.155 360 356.2311 0 -0.08171003
Moved 3783.185 360 389.6491 0 0.004241535
Moved 3783.216 378.0412 441.4846 0.04176209 0.1375631
Moved 3783.247 388.1762 471.1608 0.06522268 0.2138908
Moved 3783.277 397.2923 501.3076 0.0863247 0.2914289
Moved 3783.308 401.9823 513.9558 0.0971813 0.3239603
Moved 3783.339 405.8638 526.5914 0.1061661 0.3564592
Moved 3783.369 408.737 535.4741 0.1128172 0.3793056
Moved 3783.4 410 539.6099 0.1157407 0.3899429
Moved 3783.431 411.0616 541.0616 0.1181982 0.3936768
Ended 3783.462 411 541 0.1180555 0.3935184
Candidates 3783.584 13 subject assignment select divorce interact efficiency finest agreement reflect already intact intent contract
Began 3783.922 296 523 -0.1481481 0.3472221
Moved 3783.953 318.1901 523 -0.0967821 0.3472221
Moved 3783.984 351.8889 523 -0.01877566 0.3472221
Moved 3784.014 381 523 0.04861106 0.3472221
Moved 3784.045 410.8195 531.2736 0.1176377 0.368502
Moved 3784.076 437.4939 531 0.179384 0.3677982
Moved 3784.107 458.5547 532 0.228136 0.3703703
Moved 3784.137 473.1525 533 0.2619272 0.3729423
Moved 3784.168 484.0265 533 0.2870984 0.3729423
Moved 3784.199 490.4334 533 0.3019292 0.3729423
Moved 3784.229 499.5 533 0.3229167 0.3729423
Ended 3784.26 499.5 533 0.3229167 0.3729423
Accept 3784.322 0 subject
Began 3784.629 412 448 0.1203704 0.1543209
Stationary 3784.659 412 448 0.1203704 0.1543209
Moved 3784.69 433.4898 462.7415 0.1701153 0.1922363
Moved 3784.721 453.273 476.0522 0.2159098 0.2264715
Moved 3784.752 473.8423 492.4738 0.2635239 0.2687083
Moved 3784.782 498.7248 512.5272 0.3211223 0.3202858
Moved 3784.813 524.5433 528.6956 0.3808874 0.3618712
Moved 3784.844 539.5 539 0.4155093 0.3883744
Moved 3784.875 553.7233 547.034 0.4484337 0.4090379
Moved 3784.905 565.869 553.4345 0.4765487 0.4255002
Moved 3784.936 577.2626 559.0875 0.5029227 0.4400398
Moved 3784.966 582.7892 561.5964 0.5157159 0.4464929
Moved 3784.997 587.9512 564.4756 0.5276649 0.4538982
Moved 3785.028 589.5 565.5 0.5312501 0.4565328
Moved 3785.059 591 565 0.5347222 0.4552468
Stationary 3785.09 591 565 0.5347222 0.4552468
Moved 3785.12 592 556.5793 0.5370371 0.4335888
Moved 3785.151 565.1727 510.0571 0.4749368 0.3139329
Moved 3785.182 522.4687 453.327 0.376085 0.1680221
Moved 3785.212 484.6106 403.8723 0.2884505 0.04082377
Moved 3785.243 468.0373 374.282 0.2500863 -0.03528289
Moved 3785.274 459.0168 348.7113 0.2292055 -0.1010512
Moved 3785.304 453.55 324.3002 0.216551 -0.1638369
Moved 3785.335 447.8981 302.2864 0.2034678 -0.2204567
Moved 3785.366 446 289.0674 0.199074 -0.2544564
Moved 3785.397 445 278.4589 0.1967593 -0.2817415
Moved 3785.427 445 269.8422 0.1967593 -0.303904
Moved 3785.458 445 264.4824 0.1967593 -0.3176893
Moved 3785.489 445 261.8654 0.1967593 -0.3244202
Moved 3785.52 445 259.3589 0.1967593 -0.330867
Moved 3785.55 443.9191 257.9191 0.1942572 -0.3345702
Moved 3785.581 442.5992 257 0.1912019 -0.3369342
Moved 3785.612 418.5352 286.5604 0.135498 -0.2609045
Moved 3785.642 397.338 318.7062 0.08643061 -0.1782247
Moved 3785.673 372.1855 355.5403 0.0282071 -0.08348677
Moved 3785.704 340.0709 399.7194 -0.04613221 0.0301425
Moved 3785.735 310.4332 436.6699 -0.1147381 0.1251798
Moved 3785.765 294.265 455.7349 -0.1521643 0.1742153
Moved 3785.796 281.6745 465.4941 -0.181309 0.1993161
Moved 3785.826 268.2137 474.3931 -0.2124683 0.2222044
Moved 3785.857 256.9515 481.7864 -0.2385382 0.2412201
Moved 3785.888 246.4916 487.2542 -0.2627509 0.2552834
Moved 3785.919 237.9998 493.0001 -0.2824078 0.2700619
Moved 3785.949 231.6859 497.3141 -0.2970234 0.2811575
Moved 3785.98 226.1714 502.8286 -0.3097885 0.295341
Moved 3786.011 221.7128 507.5743 -0.3201092 0.3075471
Moved 3786.042 218.8428 511.3145 -0.3267528 0.3171667
Moved 3786.073 217 513.6606 -0.3310185 0.323201
Moved 3786.103 215.4674 519.0652 -0.3345663 0.3371019
Moved 3786.134 215 523.8004 -0.3356481 0.3492809
Moved 3786.165 215 534.3721 -0.3356481 0.3764713
Moved 3786.195 215 549.1218 -0.3356481 0.4144078
Moved 3786.226 226.3946 560.0919 -0.3092718 0.4426232
Moved 3786.257 231.1387 567.1387 -0.29829 0.4607477
