learn to walk before you run
learn to walk before you run
Basic
List

0.6 0.6
432 388.8
Began 837.194 512 413 0.3518519 0.06430033
Stationary 837.2248 512 413 0.3518519 0.06430033
Stationary 837.2554 512 413 0.3518519 0.06430033
Moved 837.2863 500 402.5 0.324074 0.03729416
Moved 837.317 446.8217 418.907 0.2009761 0.07949314
Moved 837.3478 388.1459 453.7979 0.06515265 0.169233
Moved 837.3785 344.0544 486.8105 -0.03691102 0.2541421
Moved 837.4093 316.0321 507.9775 -0.1017775 0.3085841
Moved 837.4401 297.4761 517.4095 -0.1447311 0.3328434
Moved 837.4708 284.9375 519 -0.1737558 0.3369341
Moved 837.5015 253.7512 491.7512 -0.2459463 0.2668496
Moved 837.5323 223.9964 451.2675 -0.3148232 0.1627249
Moved 837.563 203.6682 416.6028 -0.3618791 0.07356675
Moved 837.5938 196.0225 404.0338 -0.3795775 0.041239
Moved 837.6245 194 401.2809 -0.3842593 0.03415869
Stationary 837.6552 194 401 -0.3842593 0.03343609
Moved 837.686 252.5453 448.909 -0.2487376 0.1566589
Moved 837.7167 301.7846 480.6811 -0.1347579 0.2383772
Moved 837.7475 319.2477 488.2496 -0.09433399 0.2578435
Moved 837.7783 325.3095 489 -0.08030201 0.2597736
Moved 837.809 333.1245 476.6263 -0.0622117 0.2279484
Moved 837.8397 345.4341 433.2638 -0.03371745 0.1164191
Moved 837.8705 355 400.5 -0.01157408 0.03215016
Moved 837.9012 373.0927 358.2684 0.03030708 -0.07647032
Moved 837.9319 390.3973 322.2054 0.07036418 -0.1692249
Moved 837.9627 406.146 292.9664 0.1068195 -0.2444281
Moved 837.9935 417.2038 273.6433 0.1324162 -0.2941273
Moved 838.0242 424.5623 259.0944 0.1494497 -0.3315475
Moved 838.055 428.9881 250.5179 0.1596946 -0.3536061
Moved 838.0858 431.21 247.79 0.1648379 -0.3606224
Ended 838.1165 431.21 247.79 0.1648379 -0.3606224
Candidates 838.1472 13 learn ken item keen listen jen pattern green own karen then jean lean
Began 838.5469 352 481 -0.01851852 0.2391974
Stationary 838.5776 352 481 -0.01851852 0.2391974
