travel at the speed of light
travel at the speed of light
FixStart
List

0.6 0.6
432 388.8
Began 1891.007 401 427 0.09490739 0.1003086
Stationary 1891.038 401 427 0.09490739 0.1003086
Moved 1891.068 385.1837 445.6326 0.05829553 0.148232
Moved 1891.099 372.6827 479.1106 0.02935817 0.2343379
Moved 1891.13 364.8209 514.4326 0.01115958 0.3251866
Moved 1891.161 361.059 551.4695 0.00245134 0.4204462
Moved 1891.191 357.3557 574.7549 -0.006121049 0.4803367
Moved 1891.222 356 585.5 -0.009259283 0.5079731
Moved 1891.253 354 592.2422 -0.01388888 0.5253142
Moved 1891.283 353 596.1146 -0.01620372 0.535274
Moved 1891.314 351.0228 598.9772 -0.02078056 0.5426367
Moved 1891.345 349.5076 600 -0.02428805 0.5452674
Moved 1891.376 345.2623 600 -0.03411511 0.5452674
Moved 1891.406 336.0466 600 -0.05544762 0.5452674
Moved 1891.437 320.4439 589.9991 -0.09156495 0.5195448
Moved 1891.468 294.9484 578.638 -0.1505825 0.490324
Moved 1891.499 272.0956 564.7689 -0.2034823 0.4546524
Moved 1891.529 256.42 555.71 -0.2397684 0.4313529
Moved 1891.56 249.0897 551.0299 -0.2567369 0.4193155
Moved 1891.591 242.4984 548.1661 -0.2719945 0.4119498
Moved 1891.621 237.5872 546.2936 -0.283363 0.4071335
Moved 1891.652 232.8448 543.8448 -0.2943408 0.4008353
Moved 1891.683 218.2088 526.9451 -0.3282203 0.3573689
Moved 1891.714 184.6106 477.9863 -0.405994 0.2314462
Moved 1891.744 158.537 430.2447 -0.4663496 0.1086539
Moved 1891.775 147 400.5 -0.4930556 0.03215016
Moved 1891.806 141.7518 386.7589 -0.5052042 -0.003192336
Moved 1891.837 140 381.7543 -0.5092592 -0.01606419
Moved 1891.867 140 381 -0.5092592 -0.01800419
Moved 1891.898 144.5972 381 -0.4986177 -0.01800419
Moved 1891.929 166.0634 396.2122 -0.4489272 0.02112192
Moved 1891.959 202.7928 416.0228 -0.3639055 0.07207513
Moved 1891.99 245.9373 427.3632 -0.2640341 0.1012427
Moved 1892.021 295.7507 421.7185 -0.1487253 0.08672451
Moved 1892.052 358.6658 394.0005 -0.003088365 0.01543324
Moved 1892.082 403.9375 356.0625 0.1017071 -0.08214377
Moved 1892.113 425.9341 326.0988 0.1526253 -0.1592111
Moved 1892.144 442.5962 308.4037 0.1911949 -0.2047229
Moved 1892.174 448 305 0.2037037 -0.2134774
Stationary 1892.205 448 305 0.2037037 -0.2134774
Moved 1892.236 425.6345 341.0482 0.1519317 -0.1207609
Moved 1892.267 390.3001 401.4998 0.07013917 0.03472175
