this is a non profit organization
Stationary 1036.414 533 489 0.4004629 0.2597736
Moved 1036.445 500.4154 489 0.3250356 0.2597736
Moved 1036.476 469.8412 489 0.2542619 0.2597736
Moved 1036.506 444.4716 496.9528 0.1955362 0.2802284
Moved 1036.537 410.4251 499.7979 0.1167248 0.2875459
Moved 1036.568 381.257 500.6743 0.04920602 0.2898001
Moved 1036.599 352.0721 501 -0.01835167 0.2906378
Moved 1036.629 329.8755 501 -0.06973267 0.2906378
Moved 1036.66 307.3115 494.2422 -0.1219641 0.2732568
Moved 1036.691 289.963 493.1605 -0.1621226 0.2704745
Moved 1036.722 276.5 491.5 -0.193287 0.2662036
Moved 1036.752 269.3226 489.7742 -0.2099014 0.2617648
Moved 1036.783 265.9015 490 -0.2178207 0.2623456
Moved 1036.814 265 490 -0.2199074 0.2623456
Moved 1036.844 269.912 490 -0.2085369 0.2623456
Moved 1036.875 304.2527 502.6674 -0.1290448 0.2949263
Moved 1036.906 349.5894 506.2868 -0.0240987 0.3042355
Moved 1036.937 395.3746 507 0.08188565 0.3060699
Moved 1036.967 433.4418 502.1271 0.1700043 0.2935368
Moved 1036.998 469.6937 496.4306 0.2539207 0.2788852
Moved 1037.029 491.1134 494.5552 0.3035032 0.2740618
Moved 1037.06 499.9072 493 0.3238594 0.2700616
Moved 1037.09 505.651 491.1745 0.3371551 0.2653664
Moved 1037.121 508.6709 490.3291 0.3441456 0.2631921
Moved 1037.152 510.5 488.5 0.3483796 0.2584876
Moved 1037.182 511.0278 487.9722 0.3496013 0.2571301
Moved 1037.213 511 486.5 0.349537 0.2533436
Moved 1037.244 511 482.3233 0.349537 0.242601
Moved 1037.275 499 474.5 0.3217593 0.2224794
Moved 1037.305 485.3741 459.6063 0.2902177 0.1841726
Moved 1037.336 466.3568 445.5405 0.2461962 0.1479951
Moved 1037.367 437.3017 428.1508 0.178939 0.1032685
Moved 1037.397 405.4528 408.6873 0.1052148 0.05320808
Moved 1037.428 375.4716 391.53 0.03581385 0.009079058
Moved 1037.459 353.4208 377.5671 -0.01522968 -0.0268338
Moved 1037.49 333.6978 367.3489 -0.06088485 -0.0531151
Moved 1037.521 316.8189 357.2126 -0.09995614 -0.07918566
Moved 1037.551 302.182 348.3092 -0.133838 -0.1020854
Moved 1037.582 291.682 342.5607 -0.1581436 -0.1168708
Moved 1037.613 287.0371 340 -0.1688957 -0.1234569
Moved 1037.643 285.6199 340 -0.1721761 -0.1234569
Moved 1037.674 285 345.5367 -0.1736111 -0.1092163
Moved 1037.705 315.0727 382.2068 -0.1039984 -0.01490024
Moved 1037.736 361.7087 431.7087 0.003955464 0.1124196
Moved 1037.766 395.8649 462.8895 0.08302062 0.192617
Moved 1037.797 421.5861 482.1516 0.1425603 0.2421594
Moved 1037.828 436.5 492.5 0.1770833 0.2687756
Moved 1037.859 443.5113 498.5114 0.1933133 0.2842369
Moved 1037.889 445 499 0.1967593 0.2854938
Moved 1037.92 445 500 0.1967593 0.2880658
Moved 1037.951 431.8663 501 0.1663573 0.2906378
Moved 1037.981 402.142 504.4417 0.09755085 0.2994897
Moved 1038.012 375.157 507.3159 0.03508567 0.3068823
Moved 1038.043 346.4388 510.1951 -0.03139173 0.3142878
Moved 1038.074 326.2129 510.7234 -0.07821097 0.3156465
Moved 1038.104 309.0526 511 -0.1179339 0.3163579
Moved 1038.135 294.7135 511 -0.1511263 0.3163579
Moved 1038.166 287.0662 511 -0.1688283 0.3163579
Moved 1038.197 284.1512 512 -0.175576 0.31893
Ended 1038.227 284 513.2917 -0.1759259 0.3222523
Candidates 1038.35 13 profit other printer print provide private price leisure opportunity people outright profile professor
Began 1039.272 475 488 0.2662037 0.2572016
Stationary 1039.303 475 488 0.2662037 0.2572016
Stationary 1039.333 475 488 0.2662037 0.2572016
Moved 1039.364 459.5 478 0.2303241 0.2314814
Moved 1039.395 445.9353 473.1741 0.1989243 0.2190692
Moved 1039.426 423.2283 472 0.1463619 0.2160493
Moved 1039.456 394.3881 471 0.07960211 0.2134772
Moved 1039.487 369.043 476.9677 0.02093295 0.2288263
Moved 1039.518 339.1786 486.0714 -0.04819781 0.2522412
Moved 1039.549 313.7553 490.4056 -0.1070479 0.2633888
Moved 1039.579 289.0031 496.5706 -0.1643447 0.2792452
Moved 1039.61 270.8734 499.8544 -0.2063115 0.2876914
Moved 1039.641 254.3509 501.7298 -0.2445581 0.2925149
Moved 1039.672 241.6451 504 -0.2739697 0.2983539
Moved 1039.702 234.8113 506.0944 -0.2897886 0.3037406
Moved 1039.733 230.004 507 -0.3009168 0.3060699
Moved 1039.764 227.131 508 -0.3075671 0.3086419
Moved 1039.794 225.5 509 -0.3113426 0.3112139
Moved 1039.825 224.7521 510.2479 -0.3130737 0.3144235
Moved 1039.856 225 511 -0.3125 0.3163579
Moved 1039.887 225 512.5 -0.3125 0.3202159
Moved 1039.917 225 514 -0.3125 0.324074
Moved 1039.948 225 515.4036 -0.3125 0.3276842
Moved 1039.979 225 516 -0.3125 0.329218
Moved 1040.01 225 517.3734 -0.3125 0.3327505
Stationary 1040.04 225 517.3734 -0.3125 0.3327505
Moved 1040.071 225 518.1717 -0.3125 0.3348036
Stationary 1040.102 225 518 -0.3125 0.3343621
Moved 1040.132 225 519 -0.3125 0.3369341
Stationary 1040.163 225 519 -0.3125 0.3369341
Stationary 1040.194 225 519 -0.3125 0.3369341
Stationary 1040.225 225 519 -0.3125 0.3369341
Stationary 1040.255 225 519 -0.3125 0.3369341
Moved 1040.286 232.9921 511.0079 -0.2939998 0.3163782
Moved 1040.317 253.7346 493.8857 -0.2459846 0.2723397
Moved 1040.348 294.0816 461.1347 -0.1525889 0.1881036
Moved 1040.378 328.0548 432.452 -0.07394711 0.1143312
Moved 1040.409 351.941 409.059 -0.01865506 0.05416391
Moved 1040.44 367.0046 392.9944 0.01621435 0.01284576
Moved 1040.47 375.9632 381.3824 0.0369518 -0.01702069
Moved 1040.501 381.8216 374.1784 0.05051295 -0.03554945
Moved 1040.532 384.2861 368.4279 0.05621771 -0.05033995
Moved 1040.563 385 364.8431 0.05787035 -0.05956006
Moved 1040.593 385 363.5 0.05787035 -0.06301456
Moved 1040.624 374.1408 363 0.03273328 -0.06430049
Moved 1040.655 349.2336 363 -0.02492234 -0.06430049
Moved 1040.686 318.4218 374.5729 -0.09624581 -0.03453463
Moved 1040.716 283.6704 379.8608 -0.1766889 -0.02093429
Moved 1040.747 250.1584 381.7368 -0.2542628 -0.01610901
Moved 1040.778 217.6992 382 -0.3294001 -0.01543218
Moved 1040.808 195.1179 382 -0.3816716 -0.01543218
Moved 1040.839 174.9077 382 -0.4284544 -0.01543218
Moved 1040.87 163.3212 382 -0.4552749 -0.01543218
Moved 1040.901 157.2376 382 -0.4693574 -0.01543218
Moved 1040.931 154 382 -0.4768519 -0.01543218
Stationary 1040.962 154 382 -0.4768519 -0.01543218
Moved 1040.993 193.7673 388.8873 -0.3847979 0.00228195
Moved 1041.024 210.0577 389 -0.3470886 0.002572016
Moved 1041.054 249.5317 379.0214 -0.2557136 -0.0230932
Moved 1041.085 286.7103 361.1449 -0.1696521 -0.06907176
Moved 1041.116 325.3102 333.2229 -0.08030042 -0.1408877
Moved 1041.146 356.0997 312.369 -0.009028464 -0.1945243
Moved 1041.177 382.5313 294.168 0.05215565 -0.2413375
Moved 1041.208 404.0737 282.2436 0.1020225 -0.2720073
Moved 1041.239 419.813 274.0935 0.1384561 -0.2929693
Moved 1041.269 432.3792 265.4966 0.1675446 -0.3150807
Moved 1041.3 442.235 258.51 0.1903588 -0.3330504
Moved 1041.331 447.6211 253.7578 0.2028266 -0.3452732
Moved 1041.362 450.1158 250.8843 0.2086013 -0.3526639
Moved 1041.392 452 251 0.2129629 -0.3523664
Moved 1041.423 456.8162 278.6212 0.2241115 -0.2813241
Moved 1041.454 462.5393 334.702 0.2373595 -0.1370835
Moved 1041.485 470.8211 410.0325 0.2565304 0.05666803
Moved 1041.515 476.292 460.0439 0.2691945 0.1852981
Moved 1041.546 482.0203 500.1216 0.2824543 0.2883785
Moved 1041.577 486.3318 525.9929 0.2924346 0.3549198
Moved 1041.607 488 548.6862 0.2962963 0.4132873
Moved 1041.638 488 560.1866 0.2962963 0.4428666
Moved 1041.669 488 566.4979 0.2962963 0.4590995
Moved 1041.7 483.2628 568.6768 0.2853305 0.4647035
Moved 1041.73 472.3267 569 0.2600155 0.4655349
Moved 1041.761 457.4806 569 0.2256495 0.4655349
Moved 1041.792 437.2937 552.4965 0.1789205 0.4230877
Moved 1041.823 399.072 523.6835 0.09044439 0.34898
Moved 1041.853 363.0712 493.3034 0.007109344 0.270842
Moved 1041.884 333.4584 463.8427 -0.06143883 0.1950686
Moved 1041.915 314.2492 442.142 -0.1059046 0.1392539
Moved 1041.946 293.8214 417.7618 -0.1531913 0.0765477
Moved 1041.976 277.4815 399.4815 -0.1910149 0.02953058
Moved 1042.007 266.9307 385.1634 -0.2154382 -0.007295843
Moved 1042.038 257.8588 372.5735 -0.2364379 -0.03967709
Moved 1042.068 250.5525 361.4034 -0.2533506 -0.06840694
Moved 1042.099 243.9592 350.9388 -0.268613 -0.09532198
Moved 1042.13 239.6534 342.9801 -0.2785801 -0.1157919
Moved 1042.161 235.564 334.692 -0.2880463 -0.1371091
Moved 1042.191 231.6887 330.6887 -0.297017 -0.1474057
Moved 1042.222 230 326.8173 -0.3009259 -0.1573629
Moved 1042.253 227.2997 323.2997 -0.3071766 -0.1664103
Moved 1042.284 225.4238 320.4238 -0.311519 -0.1738071
Moved 1042.314 223.5594 317.5594 -0.3158348 -0.1811745
Moved 1042.345 223 315.6708 -0.3171296 -0.1860318
Moved 1042.376 221.5 313.5 -0.3206019 -0.1916154
Moved 1042.406 220.2294 311.2294 -0.3235431 -0.1974554
Moved 1042.437 218.3531 307.3531 -0.3278864 -0.2074252
Moved 1042.468 215.8691 302.7383 -0.3336363 -0.2192946
Moved 1042.499 209.8955 291.7386 -0.3474642 -0.2475859
Moved 1042.529 204.1524 280.3049 -0.3607582 -0.2769937
Moved 1042.56 197.5899 267.1797 -0.3759494 -0.3107517
Moved 1042.591 192.3937 256.7873 -0.3879776 -0.3374812
Moved 1042.622 189.8227 249.6455 -0.3939289 -0.3558501
Moved 1042.652 187.9426 246.9426 -0.3982811 -0.3628018
Stationary 1042.683 188 247 -0.3981482 -0.3626543
Moved 1042.714 186.9854 247 -0.4004968 -0.3626543
Moved 1042.744 183.3041 259.1314 -0.4090182 -0.3314523
Moved 1042.775 175.3379 282.9862 -0.4274584 -0.2700973
Moved 1042.806 165.7651 311.1945 -0.4496177 -0.1975452
Moved 1042.837 158.7758 337.5091 -0.4657969 -0.1298635
Moved 1042.867 154.5152 358.3934 -0.4756592 -0.07614866
Moved 1042.898 153 378.5087 -0.4791667 -0.02441186
Moved 1042.929 152 394.6383 -0.4814814 0.01707371
Moved 1042.96 152 405.2178 -0.4814814 0.04428447
Moved 1042.99 152 413.3513 -0.4814814 0.06520396
Moved 1043.021 152 418.3187 -0.4814814 0.07798006
Moved 1043.052 152 422.0867 -0.4814814 0.08767151
Moved 1043.083 152 424.9581 -0.4814814 0.09505679
Moved 1043.113 152 426.8345 -0.4814814 0.09988286
Moved 1043.144 161.3837 428 -0.45976 0.1028806
Moved 1043.175 160.2146 430.2147 -0.4624661 0.1085767
Moved 1043.205 161.3739 431.374 -0.4597825 0.1115585
Moved 1043.236 163 432.7241 -0.4560185 0.115031
Moved 1043.267 166.5 435.5 -0.4479167 0.1221707
Moved 1043.298 172.7643 438.3821 -0.4334159 0.1295836
Moved 1043.328 184.2681 443.7609 -0.4067867 0.1434178
Moved 1043.359 207.251 451.3127 -0.3535856 0.1628414
Moved 1043.39 235.4433 459.2887 -0.2883256 0.1833557
Moved 1043.421 265.1597 468.5599 -0.2195378 0.2072012
Moved 1043.451 292.9163 477.1749 -0.1552863 0.2293593
Moved 1043.482 314.7345 484.9005 -0.1047812 0.2492295
Moved 1043.513 334.2146 490.8429 -0.05968833 0.2645135
Moved 1043.543 349.5997 496.4399 -0.02407471 0.2789091
Moved 1043.574 359.7438 499.186 -0.0005931159 0.2859721
Moved 1043.605 370.5219 500 0.02435625 0.2880658
Moved 1043.636 380.978 501 0.04856011 0.2906378
Moved 1043.666 393.3719 503 0.0772499 0.2957818
Moved 1043.697 412.444 505.3827 0.1213981 0.3019102
Moved 1043.728 433.8027 507.2575 0.1708395 0.3067322
Moved 1043.759 453.865 509 0.2172802 0.3112139
Moved 1043.789 469.5211 510 0.2535212 0.3137859
Moved 1043.82 485.7364 510 0.2910565 0.3137859
Moved 1043.851 498.681 510 0.3210209 0.3137859
Moved 1043.881 505.5984 510 0.3370333 0.3137859
Moved 1043.912 510.8191 510 0.3491183 0.3137859
Moved 1043.943 513.6938 496.2245 0.3557727 0.2783553
Moved 1043.974 509.4704 466.6394 0.3459963 0.2022617
Moved 1044.004 482.6097 408.3414 0.2838188 0.05231826
Moved 1044.035 447.8266 341.6705 0.2033023 -0.1191602
Moved 1044.066 427.5518 301.3243 0.1563699 -0.2229315
Moved 1044.097 414.7121 272.1362 0.1266484 -0.2980036
Moved 1044.127 408.5532 255.6597 0.1123917 -0.3403815
Moved 1044.158 403.8275 243.3101 0.1014526 -0.372145
Moved 1044.189 400.9451 236.8903 0.09478042 -0.3886568
Moved 1044.219 399.0806 232.1613 0.09046436 -0.4008199
Moved 1044.25 397.5609 229.5609 0.08694638 -0.4075079
Moved 1044.281 398 227.6896 0.08796295 -0.412321
Ended 1044.312 398 227.6896 0.08796295 -0.412321
Accept 1044.464 0 profit
Candidates 1044.464 13 organization permission evaluation decision transmission presentation reorganization precision deviation revision transportation association examination
Began 1044.957 268 420 -0.212963 0.08230445
Moved 1044.988 281.8587 420 -0.1808826 0.08230445
Moved 1045.018 333.5497 429.0735 -0.06122758 0.1056418
Moved 1045.049 419.31 444.0516 0.1372916 0.1441657
Moved 1045.08 454.3299 450.1107 0.2183562 0.1597496
Moved 1045.111 483.8879 456.864 0.2867775 0.1771191
Moved 1045.141 506.0929 460.598 0.338178 0.1867231
Moved 1045.172 528.1932 464.1705 0.389336 0.1959116
Moved 1045.203 539.7584 466 0.4161075 0.2006171
Moved 1045.234 548.7032 467.5677 0.4368129 0.2046495
Moved 1045.264 555.8808 469.4404 0.4534277 0.209466
Moved 1045.295 562.022 469 0.4676434 0.2083333
Moved 1045.326 568.7712 470.8856 0.4832667 0.2131831
Moved 1045.356 574.5136 472 0.4965592 0.2160493
Moved 1045.387 579.6367 473 0.5084182 0.2186213
Moved 1045.418 583.1703 474 0.5165979 0.2211934
Moved 1045.449 585.0417 475 0.5209298 0.2237653
Moved 1045.479 587.5 475 0.5266203 0.2237653
Moved 1045.51 589.5 475 0.5312501 0.2237653
Moved 1045.541 590.3154 476.3154 0.5331375 0.2271487
Moved 1045.572 592.0873 476 0.5372392 0.2263374
Moved 1045.602 596.0951 477 0.5465164 0.2289094
Moved 1045.633 603.3794 479 0.5633782 0.2340534
Moved 1045.664 613.3934 481.4645 0.5865588 0.240392
Moved 1045.694 620.6827 483.3414 0.6034323 0.2452195
Moved 1045.725 625.4352 485.2176 0.6144332 0.2500452
Ended 1045.756 632.0942 486.1824 0.6298476 0.2525266
Accept 1045.848 0 organization
PhraseEnd 1045.848
