why do you ask silly questions
Moved 3630.941 306.1307 474 -0.1246975 0.2211934
Moved 3630.971 312.9496 474 -0.1089129 0.2211934
Moved 3631.002 322.1694 474 -0.08757074 0.2211934
Moved 3631.033 328.9386 474 -0.07190138 0.2211934
Moved 3631.064 331.2097 474 -0.06664411 0.2211934
Moved 3631.094 332.6653 474 -0.06327476 0.2211934
Moved 3631.125 333.5 474 -0.06134262 0.2211934
Moved 3631.156 333 474 -0.06249999 0.2211934
Stationary 3631.187 333 474 -0.06249999 0.2211934
Moved 3631.217 318.1729 474 -0.09682199 0.2211934
Moved 3631.248 289.4218 483.0522 -0.1633756 0.2444757
Moved 3631.279 262.8914 487.7772 -0.2247885 0.2566285
Moved 3631.31 244.2626 492.4344 -0.2679107 0.2686069
Moved 3631.34 229.8571 496.0357 -0.3012566 0.2778695
Moved 3631.371 222.4244 498.7878 -0.3184621 0.2849479
Moved 3631.402 218.4629 501 -0.3276322 0.2906378
Moved 3631.433 217 502.9735 -0.3310185 0.2957137
Moved 3631.463 215.2845 504 -0.3349895 0.2983539
Moved 3631.494 215 505.0854 -0.3356481 0.3011454
Moved 3631.525 215 507.1024 -0.3356481 0.3063333
Stationary 3631.555 215 507 -0.3356481 0.3060699
Moved 3631.586 224.4971 507 -0.3136642 0.3060699
Moved 3631.617 240.6238 497.0643 -0.2763338 0.280515
Moved 3631.648 264.7651 481.588 -0.2204512 0.2407097
Moved 3631.678 295.2106 459.085 -0.1499755 0.1828316
Moved 3631.709 316.6204 441.4683 -0.1004158 0.1375212
Moved 3631.74 335.7066 426.97 -0.0562347 0.1002315
Moved 3631.771 353.6241 411.5789 -0.01475891 0.06064517
Moved 3631.801 374.218 395.8443 0.0329119 0.02017563
Moved 3631.832 385.6054 388.1973 0.05927175 0.0005074881
Moved 3631.863 392.0934 383.9066 0.07429034 -0.01052849
Moved 3631.894 395.8909 381.0546 0.08308083 -0.01786377
Moved 3631.924 398 378.3022 0.08796295 -0.02494294
Moved 3631.955 400.4456 376.5544 0.093624 -0.02943824
Moved 3631.986 401.5 376 0.0960648 -0.03086435
Moved 3632.016 402 375 0.09722222 -0.03343629
Stationary 3632.047 402 375 0.09722222 -0.03343629
Moved 3632.078 391.7764 385.2236 0.0735564 -0.00714098
Moved 3632.109 377.3554 407.9622 0.04017453 0.05134311
Moved 3632.139 363.8497 439.1634 0.008911292 0.131593
Moved 3632.17 355.9209 464.2636 -0.009442271 0.1961512
Moved 3632.201 352.2189 485.4678 -0.01801188 0.2506888
Moved 3632.232 350.7992 500.0039 -0.02129808 0.2880758
Moved 3632.262 351 512.9908 -0.02083332 0.3214784
Moved 3632.293 351 520.4892 -0.02083332 0.3407643
Moved 3632.324 351 526.9738 -0.02083332 0.3574428
Moved 3632.354 351 529.8117 -0.02083332 0.364742
Moved 3632.385 351 532.6489 -0.02083332 0.3720393
Ended 3632.416 351 533 -0.02083332 0.3729423
Candidates 3632.508 13 why degree take target rather debt weather heather jewelry henry therefore the student
Began 3633.338 188 327 -0.3981482 -0.1568931
Stationary 3633.369 188 327 -0.3981482 -0.1568931
Stationary 3633.4 188 327 -0.3981482 -0.1568931
Stationary 3633.43 188 327 -0.3981482 -0.1568931
Stationary 3633.461 188 327 -0.3981482 -0.1568931
Stationary 3633.492 188 327 -0.3981482 -0.1568931
Stationary 3633.522 188 327 -0.3981482 -0.1568931
Moved 3633.553 197.7453 327 -0.3755895 -0.1568931
Moved 3633.584 199.0213 320 -0.372636 -0.1748972
Stationary 3633.615 199.0213 320 -0.372636 -0.1748972
Moved 3633.646 201.2676 317.7324 -0.3674361 -0.1807294
Moved 3633.676 202.0975 318 -0.365515 -0.1800412
Moved 3633.707 203.5 317 -0.3622685 -0.1826131
Moved 3633.738 207.8976 317 -0.352089 -0.1826131
Moved 3633.769 220.7752 331.969 -0.3222796 -0.1441127
Moved 3633.799 240.1327 351.3994 -0.2774706 -0.0941373
Moved 3633.83 261.8527 373.2603 -0.2271928 -0.03791095
Moved 3633.861 275.5989 385.5989 -0.1953729 -0.006175806
Moved 3633.891 281.7881 391.7881 -0.181046 0.009743097
Moved 3633.922 284.2413 394.2413 -0.1753673 0.01605258
Moved 3633.953 288.061 397.061 -0.1665254 0.02330513
Moved 3633.984 289.8084 399 -0.1624805 0.02829214
Moved 3634.014 291.1779 400.1779 -0.1593105 0.03132157
Moved 3634.045 292.3567 401.3566 -0.1565818 0.03435339
Moved 3634.076 293.689 403 -0.1534977 0.03858017
Moved 3634.107 294 404.2171 -0.1527778 0.04171057
Moved 3634.137 306.4762 411.9226 -0.1238977 0.06152929
Moved 3634.168 355.8131 444.4609 -0.009691964 0.1452182
Moved 3634.199 388.9114 464.3468 0.06692449 0.1963652
Moved 3634.229 413.019 480.5823 0.1227292 0.238123
Moved 3634.26 430.0931 490.0466 0.1622527 0.2624654
Moved 3634.291 443.3631 494.6815 0.19297 0.2743865
Moved 3634.322 451.1894 497 0.2110866 0.2803498
Moved 3634.353 456.6997 499.8499 0.2238419 0.2876796
Moved 3634.383 460.2449 501 0.2320484 0.2906378
Moved 3634.414 463.0711 502 0.2385906 0.2932098
Moved 3634.445 465.8299 502 0.2449767 0.2932098
Moved 3634.475 467.5851 502 0.2490395 0.2932098
Moved 3634.506 470.0209 502 0.254678 0.2932098
Moved 3634.537 473.7672 503 0.2633499 0.2957818
Moved 3634.568 477.5 503 0.2719907 0.2957818
Moved 3634.598 480.2646 504 0.2783903 0.2983539
Moved 3634.629 482.6575 505 0.2839295 0.3009258
Moved 3634.66 486.4019 505 0.2925969 0.3009258
Moved 3634.691 491.2799 506 0.3038887 0.3034978
Moved 3634.721 493.6809 506 0.3094465 0.3034978
Moved 3634.752 498.6862 506 0.3210328 0.3034978
Moved 3634.783 504.3059 506 0.3340414 0.3034978
Moved 3634.813 507.8555 506 0.3422581 0.3034978
Moved 3634.844 511.202 507.202 0.3500047 0.3065895
Moved 3634.875 513.0148 507 0.3542009 0.3060699
Ended 3634.906 513.0148 507 0.3542009 0.3060699
Accept 3634.998 0 why
Candidates 3634.998 13 so do zip ago ap cap shop ai di sp ship zoo gap
Began 3635.766 322 374 -0.08796295 -0.03600823
Moved 3635.797 302.636 399.455 -0.132787 0.02946229
Moved 3635.828 281.834 425.4754 -0.1809397 0.09638723
Moved 3635.859 266.0848 444.7344 -0.2173963 0.1459217
Moved 3635.889 249.5 462.5 -0.255787 0.1916151
Moved 3635.92 236.961 478.2987 -0.2848124 0.2322498
Moved 3635.951 225.9681 493.0479 -0.310259 0.2701848
Moved 3635.981 218.9966 500.0034 -0.3263967 0.2880744
Moved 3636.012 211.625 509.5626 -0.3434606 0.3126608
Moved 3636.043 206.0561 518.8317 -0.3563516 0.3365013
Moved 3636.074 205 527.111 -0.3587963 0.3577957
Moved 3636.104 205 536.3787 -0.3587963 0.3816324
Moved 3636.135 216.3654 549.048 -0.3324876 0.4142182
Moved 3636.166 229.5795 568.3692 -0.3018994 0.4639125
Moved 3636.197 250.7935 595.4919 -0.2527928 0.5336724
Moved 3636.228 263.9361 611.7233 -0.2223701 0.57542
Moved 3636.258 273.6319 622.632 -0.1999261 0.6034771
Moved 3636.289 279.6205 628.6205 -0.1860637 0.6188797
Moved 3636.32 282.8011 631.8011 -0.178701 0.6270604
Moved 3636.35 284.5 634.5 -0.1747685 0.634002
Moved 3636.381 285 635.5 -0.1736111 0.636574
Moved 3636.412 286 636 -0.1712963 0.6378599
Moved 3636.443 287.3989 636 -0.1680581 0.6378599
Moved 3636.473 288.0587 636 -0.1665308 0.6378599
Ended 3636.504 288 636 -0.1666667 0.6378599
Accept 3636.565 1 do
Began 3636.996 311 478 -0.113426 0.2314814
Ended 3637.027 311 478 -0.113426 0.2314814
Candidates 3637.088 11 r t e f y d g u w h s
Began 3637.949 24 386 -0.7777778 -0.005144111
Stationary 3637.979 24 386 -0.7777778 -0.005144111
Stationary 3638.01 24 386 -0.7777778 -0.005144111
Ended 3638.041 24 386 -0.7777778 -0.005144111
Accept 3638.102 0 r
Delete 3638.102 LeftSwipe
Began 3638.686 368 539 0.01851857 0.3883744
Stationary 3638.717 368 539 0.01851857 0.3883744
Stationary 3638.748 368 539 0.01851857 0.3883744
Stationary 3638.779 368 539 0.01851857 0.3883744
Stationary 3638.809 368 539 0.01851857 0.3883744
Stationary 3638.84 368 539 0.01851857 0.3883744
Stationary 3638.871 368 539 0.01851857 0.3883744
Stationary 3638.902 368 539 0.01851857 0.3883744
Stationary 3638.932 368 539 0.01851857 0.3883744
Stationary 3638.963 368 539 0.01851857 0.3883744
Stationary 3638.994 368 539 0.01851857 0.3883744
Moved 3639.025 380.2764 529.7927 0.04693607 0.3646931
Moved 3639.055 399.1682 520.3565 0.0906671 0.3404231
Moved 3639.086 426.0035 517 0.1527859 0.33179
Moved 3639.117 458.7599 517 0.2286109 0.33179
Moved 3639.147 479.0211 517 0.2755119 0.33179
Moved 3639.178 494.9497 517 0.3123836 0.33179
Moved 3639.209 508.0943 524 0.3428109 0.3497942
Moved 3639.24 517.0865 524 0.3636261 0.3497942
Moved 3639.271 522.9412 524 0.3771786 0.3497942
Moved 3639.301 525.2245 524 0.3824642 0.3497942
Stationary 3639.332 525 524 0.3819444 0.3497942
Stationary 3639.363 525 524 0.3819444 0.3497942
Moved 3639.393 502.6697 524 0.3302539 0.3497942
Moved 3639.424 476.8517 517.6624 0.2704901 0.3334938
Moved 3639.455 457.664 513.6656 0.226074 0.3232138
Moved 3639.486 445.5432 510.9086 0.1980168 0.3161229
Moved 3639.516 433.4529 507.1132 0.1700297 0.3063611
Moved 3639.547 425.6938 504.3469 0.1520688 0.2992459
Moved 3639.578 420.1554 502.5777 0.1392487 0.2946957
Moved 3639.608 412.6757 500.1689 0.1219344 0.2885001
Moved 3639.639 400.6111 497.4028 0.09400725 0.2813856
Moved 3639.67 393.315 495.6575 0.07711808 0.2768969
Ended 3639.701 392 496 0.07407407 0.2777777
Candidates 3639.793 13 you toy i your root tour roy u to output got error hot
Began 3641.299 107 398 -0.5856481 0.02572008
Stationary 3641.33 107 398 -0.5856481 0.02572008
Stationary 3641.361 107 398 -0.5856481 0.02572008
Stationary 3641.391 107 398 -0.5856481 0.02572008
Stationary 3641.422 107 398 -0.5856481 0.02572008
Stationary 3641.453 107 398 -0.5856481 0.02572008
Moved 3641.484 123.6729 398 -0.5470535 0.02572008
Moved 3641.514 138.9077 398 -0.5117878 0.02572008
Moved 3641.545 150.9185 398 -0.4839849 0.02572008
Moved 3641.576 174.2558 386.6233 -0.4299634 -0.003540918
Moved 3641.606 197.8692 384.1257 -0.3753028 -0.009964915
Moved 3641.637 223 383 -0.3171296 -0.01286016
Moved 3641.668 251.5627 383 -0.2510123 -0.01286016
Moved 3641.699 268.0478 383 -0.2128524 -0.01286016
Moved 3641.729 282.3256 383 -0.1798019 -0.01286016
Moved 3641.76 296.7529 383 -0.1464054 -0.01286016
Moved 3641.791 315.2702 382 -0.1035412 -0.01543218
Moved 3641.822 329.2674 380.5465 -0.07114037 -0.01917058
Moved 3641.852 338.8808 380 -0.04888698 -0.02057613
Moved 3641.883 351.1511 380 -0.02048358 -0.02057613
Moved 3641.914 368.5843 380 0.019871 -0.02057613
Moved 3641.945 377.5327 380 0.04058481 -0.02057613
Moved 3641.975 387.6761 380 0.06406506 -0.02057613
Moved 3642.006 398.7733 390.8373 0.08975308 0.00729757
Moved 3642.037 411.4119 391.103 0.119009 0.00798088
Moved 3642.067 420.3769 392.8442 0.1397614 0.01245938
Moved 3642.098 431 395.5 0.1643519 0.01929004
Moved 3642.129 441.0258 399.0065 0.1875597 0.02830874
Moved 3642.16 449.2757 399.7585 0.2066567 0.03024309
Moved 3642.19 456.498 401.4993 0.2233751 0.03472041
Moved 3642.221 461.9329 402 0.2359558 0.03600815
Moved 3642.252 465.7183 403.7183 0.2447182 0.04042759
Moved 3642.283 469.8615 405 0.2543091 0.04372424
Moved 3642.313 470.5 405 0.2557871 0.04372424
Moved 3642.344 472.4984 405 0.260413 0.04372424
Moved 3642.375 473.0223 405 0.2616257 0.04372424
Moved 3642.406 475.1951 405 0.2666554 0.04372424
Moved 3642.436 476 405.9594 0.2685185 0.0461917
Moved 3642.467 477.0345 406 0.2709133 0.04629618
Moved 3642.498 478.2401 406 0.2737038 0.04629618
Moved 3642.529 479 406.9717 0.275463 0.04879539
Ended 3642.559 479 407 0.275463 0.04886827
Accept 3642.59 0 you
Candidates 3642.59 13 ask all wall walk al ash ah fall call wal ag talk weak
Began 3643.881 201 390 -0.3680556 0.005143954
Stationary 3643.912 201 390 -0.3680556 0.005143954
Stationary 3643.943 201 390 -0.3680556 0.005143954
Stationary 3643.973 201 390 -0.3680556 0.005143954
Stationary 3644.004 201 390 -0.3680556 0.005143954
Stationary 3644.035 201 390 -0.3680556 0.005143954
Stationary 3644.065 201 390 -0.3680556 0.005143954
Moved 3644.096 216 381 -0.3333333 -0.01800419
Moved 3644.127 237.653 392.8367 -0.2832106 0.01243999
Moved 3644.158 269.1626 411.4847 -0.2102717 0.06040294
Moved 3644.188 301.616 433.5554 -0.1351482 0.1171692
Moved 3644.219 333.0608 455.7344 -0.06235922 0.174214
Moved 3644.25 370.472 476.3055 0.02424071 0.227123
Moved 3644.281 393.9117 486.8419 0.07849921 0.2542228
Moved 3644.311 415.943 495.1036 0.1294976 0.2754722
Moved 3644.342 431.6998 497 0.1659717 0.2803498
Moved 3644.373 444.3495 497 0.1952534 0.2803498
Moved 3644.404 454.037 497 0.2176783 0.2803498
Moved 3644.434 464.3913 488.2174 0.2416466 0.2577607
Moved 3644.465 479.6049 474.8741 0.2768632 0.2234417
Moved 3644.496 490.1359 460.5801 0.3012405 0.1866772
Moved 3644.527 502.1506 443.8118 0.3290522 0.1435487
Moved 3644.557 515 420 0.3587963 0.08230445
Moved 3644.588 530.8135 391.1697 0.3954015 0.008152581
Moved 3644.619 537.9247 376.188 0.4118628 -0.03038061
Moved 3644.649 542.4156 362.4608 0.4222585 -0.0656872
Ended 3644.68 543 361 0.4236111 -0.06944452
Began 3644.742 542 329 0.4212962 -0.151749
Accept 3644.742 0 ask
Candidates 3644.742 13 still silk aol soil full soul dull aim will fill all doll fail
Stationary 3644.772 542 329 0.4212962 -0.151749
Stationary 3644.803 542 329 0.4212962 -0.151749
Moved 3644.834 521.7279 347.2721 0.3743701 -0.1047528
Moved 3644.865 486.7056 387.1089 0.2932999 -0.00229188
Moved 3644.896 453.078 429.5134 0.2154584 0.1067729
Moved 3644.926 433.3733 457.4401 0.1698455 0.178601
Moved 3644.957 416.9208 484.4653 0.131761 0.2481103
Moved 3644.988 408.6967 500.5056 0.1127237 0.2893661
Moved 3645.018 402.039 512.961 0.09731252 0.3214017
Moved 3645.049 394.0738 524.235 0.07887442 0.3503986
Moved 3645.08 386.7821 535.2179 0.06199558 0.3786467
Moved 3645.111 382.171 543.658 0.05132179 0.4003547
Moved 3645.141 378.8294 547.1706 0.0435865 0.4093893
Moved 3645.172 377 550.9799 0.03935188 0.4191869
Moved 3645.203 375 553.7368 0.03472219 0.4262775
Moved 3645.234 374 556.4841 0.03240744 0.4333437
Moved 3645.264 373 557.9136 0.0300926 0.4370205
Moved 3645.295 372 559 0.02777775 0.4398148
Moved 3645.326 370.229 561 0.02367834 0.4449587
Moved 3645.356 370 562.1431 0.02314816 0.4478989
Moved 3645.387 369.4503 563 0.0218758 0.4501028
Moved 3645.418 369 564.3084 0.02083332 0.453468
Moved 3645.449 368 564 0.01851857 0.4526748
Moved 3645.479 366.6424 565.3576 0.01537581 0.4561666
Moved 3645.51 364.8707 565 0.01127471 0.4552468
Moved 3645.541 357.9525 565 -0.004739464 0.4552468
Moved 3645.572 344.0482 554.6289 -0.03692547 0.4285722
Moved 3645.602 333.2998 546.4749 -0.06180594 0.4075998
Moved 3645.633 309.2213 526.181 -0.1175433 0.3554038
Moved 3645.664 279.5211 499.269 -0.1862938 0.2861856
Moved 3645.695 253.5376 474.0334 -0.2464408 0.2212793
Moved 3645.725 229.0486 448.0486 -0.3031283 0.1544459
Moved 3645.756 207.5911 428.2673 -0.3527983 0.103568
Moved 3645.787 187.9856 415.2775 -0.3981814 0.07015817
Moved 3645.818 170.9286 408.6429 -0.4376653 0.05309379
Moved 3645.848 153.1904 402.7302 -0.4787258 0.03788622
Moved 3645.879 134.2765 399.6109 -0.5225081 0.02986339
Moved 3645.91 121.2588 397.8517 -0.5526416 0.02533881
Moved 3645.94 108.6022 398 -0.5819393 0.02572008
Moved 3645.971 97.65891 395.6647 -0.6072711 0.01971378
Moved 3646.002 88.71929 394 -0.6279646 0.01543206
Moved 3646.033 81.31178 392.1559 -0.6451116 0.01068892
Moved 3646.063 76.76238 390.7624 -0.6556426 0.007104913
Moved 3646.094 71.93884 389.9388 -0.6668082 0.004986696
Moved 3646.125 68.21129 390 -0.6754369 0.005143954
Moved 3646.156 64.35648 388.4521 -0.68436 0.001162894
Ended 3646.186 63 388 -0.6874999 -3.924585E-08
Accept 3646.248 0 still
Candidates 3646.248 13 korea iowa ira opera lisa gotta la ita pa plea usa nora via
Began 3647.108 13 401 -0.8032407 0.03343609
Stationary 3647.139 13 401 -0.8032407 0.03343609
Moved 3647.17 26.56278 401 -0.7718454 0.03343609
Stationary 3647.201 27 401 -0.7708333 0.03343609
Ended 3647.231 27 401 -0.7708333 0.03343609
Accept 3647.293 0 korea
Delete 3647.293 LeftSwipe
Began 3647.815 56 359 -0.7037036 -0.07458848
Stationary 3647.846 56 359 -0.7037036 -0.07458848
Stationary 3647.877 56 359 -0.7037036 -0.07458848
Ended 3647.908 56 359 -0.7037036 -0.07458848
Delete 3647.969 LeftSwipe
Began 3648.492 243 418 -0.2708333 0.07716041
Stationary 3648.522 243 418 -0.2708333 0.07716041
Stationary 3648.553 243 418 -0.2708333 0.07716041
Stationary 3648.584 243 418 -0.2708333 0.07716041
Stationary 3648.615 243 418 -0.2708333 0.07716041
Stationary 3648.646 243 418 -0.2708333 0.07716041
Stationary 3648.676 243 418 -0.2708333 0.07716041
Stationary 3648.707 243 418 -0.2708333 0.07716041
Stationary 3648.738 243 418 -0.2708333 0.07716041
Stationary 3648.768 243 418 -0.2708333 0.07716041
Stationary 3648.799 243 418 -0.2708333 0.07716041
Stationary 3648.83 243 418 -0.2708333 0.07716041
Stationary 3648.861 243 418 -0.2708333 0.07716041
Stationary 3648.891 243 418 -0.2708333 0.07716041
Stationary 3648.922 243 418 -0.2708333 0.07716041
Stationary 3648.953 243 418 -0.2708333 0.07716041
Moved 3648.983 273.3925 427.74 -0.2004804 0.1022118
Moved 3649.014 311.5859 449.793 -0.1120696 0.1589325
Moved 3649.045 334.3114 462.1557 -0.05946428 0.1907296
Moved 3649.076 346.3839 468.192 -0.03151864 0.2062549
Moved 3649.106 359.3006 472.7202 -0.001618961 0.2179017
Moved 3649.137 376.3402 476.5567 0.03782451 0.2277692
Moved 3649.168 392.5991 479.3198 0.07546098 0.2348761
Moved 3649.199 399.5323 479.7662 0.09151002 0.236024
Moved 3649.229 405.0648 480 0.1043168 0.2366254
Moved 3649.26 408.2945 480 0.1117928 0.2366254
Moved 3649.291 411.058 480 0.1181899 0.2366254
Moved 3649.322 412.2075 480 0.1208506 0.2366254
Moved 3649.352 416.4933 480 0.1307714 0.2366254
Moved 3649.383 423.9871 480 0.1481182 0.2366254
Moved 3649.414 430.5 480 0.1631944 0.2366254
Moved 3649.445 437.6787 471.7738 0.1798117 0.2154675
Moved 3649.475 449.9458 461.0651 0.2082078 0.1879245
Moved 3649.506 458.5013 449.748 0.2280124 0.1588168
Moved 3649.537 464.2923 441.5616 0.2414173 0.1377614
Moved 3649.567 471.8143 426.3714 0.2588294 0.09869175
Moved 3649.598 478.3977 415.5057 0.2740687 0.07074498
Moved 3649.629 482.4685 406.5944 0.283492 0.04782496
Moved 3649.66 485.8747 401.2507 0.2913765 0.0340809
Moved 3649.69 489.6413 395.7175 0.3000955 0.01984938
Moved 3649.721 493.407 390.186 0.3088126 0.005622283
Moved 3649.752 496.1707 385.6585 0.31521 -0.006022472
Moved 3649.783 496 384.8181 0.3148148 -0.008184134
Ended 3649.813 496 384 0.3148148 -0.01028807
Candidates 3649.875 13 still full well silk sell aim dull feel el aol will sum week
Backspace 3650.951
Began 3652.242 211 490 -0.3449074 0.2623456
Stationary 3652.272 211 490 -0.3449074 0.2623456
Stationary 3652.303 211 490 -0.3449074 0.2623456
Stationary 3652.334 211 490 -0.3449074 0.2623456
Stationary 3652.365 211 490 -0.3449074 0.2623456
Stationary 3652.396 211 490 -0.3449074 0.2623456
Stationary 3652.426 211 490 -0.3449074 0.2623456
Stationary 3652.457 211 490 -0.3449074 0.2623456
Stationary 3652.488 211 490 -0.3449074 0.2623456
Moved 3652.518 223.4115 490 -0.316177 0.2623456
Moved 3652.549 228.8804 490 -0.3035175 0.2623456
Moved 3652.58 237.5471 490 -0.2834557 0.2623456
Moved 3652.611 257.9213 472.4736 -0.2362933 0.2172673
Moved 3652.641 282.8758 453.6746 -0.1785283 0.1689159
Moved 3652.672 302 441 -0.1342593 0.1363167
Moved 3652.703 322.3389 425.7034 -0.08717839 0.09697375
Moved 3652.734 338.8276 410.977 -0.04901012 0.05909711
Moved 3652.764 350.2595 398.7405 -0.02254754 0.02762476
Moved 3652.795 358.0018 390.9982 -0.004625469 0.007711418
Moved 3652.826 364.5054 385.2473 0.01042912 -0.007079992
Moved 3652.856 368.4963 381.5037 0.01966735 -0.01670861
Moved 3652.887 370 378.7575 0.02314816 -0.02377192
Moved 3652.918 371 378 0.025463 -0.02572024
Stationary 3652.949 371 378 0.025463 -0.02572024
Moved 3652.979 372 393.8165 0.02777775 0.01495997
Moved 3653.01 365.6573 430.5916 0.01309554 0.1095461
Moved 3653.041 358.8979 464.5107 -0.002551278 0.1967867
Moved 3653.072 354.8876 493.2363 -0.01183425 0.2706694
Moved 3653.102 354 510.9421 -0.01388888 0.316209
Moved 3653.133 354 526.5 -0.01388888 0.3562242
Moved 3653.164 354 540.0957 -0.01388888 0.3911926
Moved 3653.195 366.3094 558.6189 0.01460522 0.4388345
Moved 3653.225 370.9124 566.7372 0.02526015 0.4597149
Moved 3653.256 372.9109 568.9109 0.02988637 0.4653057
Moved 3653.287 375.7005 572.7005 0.03634373 0.4750526
Ended 3653.318 377.0714 574.0714 0.03951699 0.4785784
Candidates 3653.41 13 why edit enter edu entry fy what security ft du arthur they after
Began 3654.086 211 412 -0.3449074 0.06172835
Stationary 3654.117 211 412 -0.3449074 0.06172835
Stationary 3654.147 211 412 -0.3449074 0.06172835
Moved 3654.178 201.8858 394.4764 -0.366005 0.01665735
Moved 3654.209 195.0804 383.1609 -0.3817582 -0.01244627
Moved 3654.24 190.5764 376.5764 -0.3921842 -0.02938164
Moved 3654.271 185.0697 368.1046 -0.4049312 -0.05117149
Moved 3654.301 182.6229 362.2459 -0.410595 -0.06624001
Moved 3654.332 179.8708 358.8708 -0.4169658 -0.07492089
Moved 3654.363 180 357.5 -0.4166667 -0.07844657
Moved 3654.393 180 358 -0.4166667 -0.07716057
Moved 3654.424 193.157 358 -0.3862106 -0.07716057
Moved 3654.455 203.3683 367.6841 -0.3625734 -0.0522528
Moved 3654.486 222.7573 377.784 -0.3176914 -0.02627581
Moved 3654.516 255.5551 393.58 -0.2417707 0.01435182
Moved 3654.547 279.3819 402.5527 -0.186616 0.03742979
Moved 3654.578 306.9291 412.6787 -0.1228493 0.06347397
Moved 3654.609 320.7637 416.8291 -0.09082471 0.07414884
Moved 3654.639 342.7964 425.7186 -0.03982311 0.09701273
Moved 3654.67 370.86 438.7156 0.02513895 0.1304412
Moved 3654.701 393.3078 450.7473 0.07710149 0.161387
Moved 3654.731 410.1686 457.5843 0.116131 0.1789719
Moved 3654.762 420.5332 462.7666 0.1401231 0.1923009
Moved 3654.793 432.7047 468.2819 0.168298 0.2064862
Moved 3654.824 443.596 473.697 0.1935094 0.2204141
Moved 3654.854 455 479 0.2199073 0.2340534
Moved 3654.885 470.4159 490.3466 0.2555925 0.2632371
Moved 3654.916 482.3488 500.5115 0.2832147 0.2893815
Moved 3654.947 495.4158 510.8118 0.3134624 0.315874
