the punishment should fit the crime
Moved 2645.622 347.5784 453 -0.02875378 0.167181
Moved 2645.653 331.9594 464.3604 -0.06490877 0.1964002
Moved 2645.684 312 480.5 -0.1111111 0.2379114
Moved 2645.715 295.2798 499.5803 -0.1498154 0.2869863
Moved 2645.745 285.0566 516.5346 -0.1734802 0.330593
Moved 2645.776 275.8759 537.9977 -0.1947318 0.3857964
Moved 2645.807 266.6322 553.8937 -0.2161292 0.4266812
Moved 2645.837 257.5 566 -0.2372685 0.4578188
Moved 2645.868 248.3037 574.4642 -0.2585562 0.4795889
Moved 2645.899 239.1434 581.9044 -0.2797607 0.4987253
Moved 2645.93 229.9842 586.5079 -0.3009624 0.5105655
Moved 2645.96 217.6827 589 -0.3294382 0.5169753
Moved 2645.991 208.634 591 -0.3503842 0.5221192
Moved 2646.022 199.4832 592 -0.3715667 0.5246913
Moved 2646.052 190.2608 592 -0.3929149 0.5246913
Moved 2646.083 182.0144 592.6619 -0.4120038 0.5263936
Moved 2646.114 175.2307 593 -0.4277067 0.5272633
Moved 2646.145 168.7744 594 -0.4426519 0.5298353
Moved 2646.176 163.9732 594 -0.4537658 0.5298353
Moved 2646.206 159.7635 594 -0.4635105 0.5298353
Moved 2646.237 156.0443 595 -0.4721197 0.5324073
Moved 2646.268 153.5 595 -0.4780093 0.5324073
Moved 2646.298 150.9578 595 -0.4838941 0.5324073
Moved 2646.329 148.5 595 -0.4895833 0.5324073
Moved 2646.36 146.5129 595 -0.4941831 0.5324073
Moved 2646.391 145.0731 595 -0.497516 0.5324073
Expand 2646.391
Moved 2646.421 143.6868 595 -0.5007251 0.5324073
Ended 2646.452 142.8829 595 -0.5025859 0.5324073
Accept 2646.514 3 fit
Began 2647.343 344 507 -0.03703703 0.3060699
Stationary 2647.374 344 507 -0.03703703 0.3060699
Moved 2647.405 350.3711 492.5402 -0.02228906 0.2688791
Moved 2647.436 371.2466 465.3104 0.02603382 0.1988437
Moved 2647.466 389.7208 440.0467 0.06879817 0.1338649
Moved 2647.497 405.3497 417.7104 0.1049762 0.07641552
Moved 2647.528 417.7163 400.1046 0.1336025 0.03113319
Moved 2647.559 426.8153 388.4808 0.1546651 0.001236676
Moved 2647.589 433.6779 378.9831 0.1705508 -0.02319179
Moved 2647.62 439.1418 371.8583 0.1831985 -0.04151678
Moved 2647.651 441.7944 367.4113 0.1893388 -0.05295459
Moved 2647.681 444.1473 365.8527 0.1947854 -0.05696316
Moved 2647.712 445 365 0.1967593 -0.05915646
Moved 2647.743 445 364 0.1967593 -0.06172839
Moved 2647.774 428.8104 374.9194 0.1592834 -0.03364351
Moved 2647.804 402.6538 394.8682 0.09873569 0.01766499
Moved 2647.835 356.9883 429.554 -0.006971508 0.1068774
Moved 2647.866 345.4961 439.3159 -0.03357391 0.1319853
Moved 2647.896 322.6591 459.3409 -0.08643736 0.18349
Moved 2647.927 302.183 477.817 -0.1338357 0.2310107
Moved 2647.958 281.7592 497.2007 -0.181113 0.2808659
Moved 2647.989 267.156 510.0752 -0.2149166 0.3139793
Moved 2648.02 255.033 518.4753 -0.2429793 0.3355845
Moved 2648.05 249.2498 521.8751 -0.2563663 0.3443289
Ended 2648.081 246.5264 524.4736 -0.2626703 0.3510122
Candidates 2648.173 13 the there threw where she he higher time else huge enter other those
Began 2649.28 282 279 -0.1805555 -0.2803498
Stationary 2649.31 282 279 -0.1805555 -0.2803498
Stationary 2649.341 282 279 -0.1805555 -0.2803498
Moved 2649.372 282 299.1472 -0.1805555 -0.228531
Moved 2649.403 295.1386 335.2698 -0.1501421 -0.1356231
Moved 2649.433 299.022 370.1433 -0.1411527 -0.0459277
Moved 2649.464 301 395.8239 -0.1365741 0.02012312
Moved 2649.495 301 412.6792 -0.1365741 0.06347527
Moved 2649.525 301 431.9824 -0.1365741 0.1131232
Moved 2649.556 301 444.9149 -0.1365741 0.1463859
Moved 2649.587 302.3035 452.9104 -0.1335568 0.1669505
Moved 2649.618 304.7587 456.7587 -0.1278735 0.1768483
Moved 2649.648 316.4289 463.2144 -0.1008591 0.1934526
Moved 2649.679 339.1178 468.1242 -0.04833852 0.2060806
Moved 2649.71 365.4562 471.8456 0.01263012 0.2156522
Moved 2649.74 387.9896 474 0.06479064 0.2211934
Moved 2649.771 408.8334 476 0.1130402 0.2263374
Moved 2649.802 427.923 478 0.1572292 0.2314814
Moved 2649.833 445.5507 479 0.198034 0.2340534
Moved 2649.864 457.2418 479 0.2250967 0.2340534
Moved 2649.894 470.6556 473.6887 0.2561473 0.2203927
Moved 2649.925 482.9875 452.0249 0.2846934 0.1646731
Moved 2649.956 491.9211 423.3155 0.305373 0.09083198
Moved 2649.986 496.806 387.343 0.3166806 -0.001690005
Moved 2650.017 496 367.9977 0.3148148 -0.05144637
Moved 2650.048 496 337.6818 0.3148148 -0.1294193
Moved 2650.079 485 318 0.2893518 -0.1800412
Moved 2650.109 481.0077 308.0153 0.2801103 -0.2057219
Moved 2650.14 478.2859 303.5717 0.2738099 -0.217151
Moved 2650.171 472.7004 299.1336 0.2608806 -0.2285659
Moved 2650.202 465.5915 297 0.2444246 -0.2340535
Moved 2650.232 444.5 296 0.1956019 -0.2366256
Moved 2650.263 389.9641 344.6541 0.06936133 -0.1114866
Moved 2650.294 374.1714 362.7974 0.03280411 -0.06482144
Moved 2650.324 346.617 390.6905 -0.03097907 0.006919986
Moved 2650.355 313.4428 425.9165 -0.1077712 0.09752183
Moved 2650.386 296.7897 451.4206 -0.1463201 0.1631187
Moved 2650.417 286.3128 472.624 -0.1705722 0.2176542
Ended 2650.448 283.5 482 -0.1770833 0.2417695
Accept 2650.601 0 the
Candidates 2650.601 13 assume crime summer brings aimee comes some aimed front crimes gained songs zone
Began 2651.554 471 521 0.2569444 0.3420781
Stationary 2651.584 471 521 0.2569444 0.3420781
Stationary 2651.615 471 521 0.2569444 0.3420781
Moved 2651.646 478.3205 545.3205 0.27389 0.4046309
Moved 2651.677 485.7607 564.0427 0.2911127 0.4527845
Moved 2651.708 489.0979 577.4896 0.2988377 0.4873702
Moved 2651.738 489 591.1016 0.2986111 0.5223806
Moved 2651.769 489 601.7151 0.2986111 0.5496788
Moved 2651.8 478.1412 613.8117 0.273475 0.5807914
Moved 2651.83 469.2926 623.0305 0.2529922 0.6045023
Moved 2651.861 459.8003 629.7998 0.2310192 0.621913
Moved 2651.892 448.3714 634.5428 0.2045635 0.6341122
Moved 2651.923 437.0565 639.9718 0.1783714 0.6480756
Moved 2651.953 426.6571 644.2286 0.1542989 0.6590241
Moved 2651.984 414.8266 646.8347 0.1269134 0.6657268
Moved 2652.015 403.9744 648 0.1017925 0.6687242
Moved 2652.046 394.0818 649 0.07889301 0.6712963
Moved 2652.076 386.5876 649 0.06154527 0.6712963
Moved 2652.107 380.1507 649 0.04664521 0.6712963
Moved 2652.138 373.5666 649 0.0314042 0.6712963
Moved 2652.168 366.9232 649 0.0160258 0.6712963
Moved 2652.199 361.4755 649 0.003415545 0.6712963
Moved 2652.23 355.484 643.694 -0.01045366 0.6576491
Moved 2652.261 349.1769 639.5884 -0.02505352 0.6470895
Moved 2652.292 343.7274 637.8637 -0.03766795 0.6426534
Moved 2652.322 339.1433 636 -0.04827931 0.6378599
Expand 2652.322
Moved 2652.353 335.7987 635 -0.05602156 0.6352879
Moved 2652.384 331.0276 632.0138 -0.06706575 0.6276073
Moved 2652.414 328.2963 630 -0.07338812 0.6224279
Moved 2652.445 325.5729 629 -0.0796924 0.6198559
Moved 2652.476 323.2003 627.2003 -0.08518453 0.6152268
Moved 2652.507 320.5 626 -0.09143516 0.6121398
Moved 2652.537 316.7583 623.7584 -0.1000965 0.6063743
Moved 2652.568 314.1281 622.1281 -0.106185 0.6021811
Moved 2652.599 311.7237 619.7238 -0.1117507 0.5959972
Moved 2652.629 308.002 618.002 -0.1203657 0.5915689
Moved 2652.66 305.2783 616.2783 -0.1266707 0.5871354
Moved 2652.691 302.5572 614.5572 -0.1329695 0.5827087
Moved 2652.722 300.5 613.5 -0.1377315 0.5799896
Ended 2652.752 300 613 -0.1388889 0.5787036
Accept 2652.875 1 crime
Began 2653.398 407 439 0.1087963 0.1311728
Stationary 2653.428 407 439 0.1087963 0.1311728
Moved 2653.459 423.3153 439 0.1465631 0.1311728
Moved 2653.49 444.4534 439 0.1954939 0.1311728
Moved 2653.521 474.5378 439 0.2651338 0.1311728
Moved 2653.552 496.4099 439 0.3157637 0.1311728
Moved 2653.582 516.3921 439 0.3620188 0.1311728
Moved 2653.613 529.7743 439 0.392996 0.1311728
Moved 2653.644 545.7925 447.1585 0.4300752 0.1521566
Moved 2653.674 555.4756 451.6504 0.4524897 0.1637098
Moved 2653.705 563.0912 454.5456 0.4701186 0.1711563
Moved 2653.736 567.8372 456.9186 0.4811046 0.1772596
Moved 2653.767 572.2811 458.6405 0.4913913 0.1816885
Moved 2653.797 576.7361 460 0.501704 0.1851851
Moved 2653.828 580.1089 462.1089 0.5095114 0.1906092
Moved 2653.859 582.5042 462.5042 0.5150561 0.1916259
Moved 2653.889 585.2214 464.2214 0.5213459 0.1960427
Moved 2653.92 588.8876 464 0.5298325 0.1954732
Moved 2653.951 592.5 465 0.5381944 0.1980452
Moved 2653.982 596.0609 466 0.5464372 0.2006171
Moved 2654.012 599.7812 467 0.5550491 0.2031892
Moved 2654.043 603.5 468 0.5636574 0.2057612
Moved 2654.074 604.951 468.951 0.5670163 0.2082073
Moved 2654.105 607.5 469 0.5729167 0.2083333
Moved 2654.135 608 469 0.5740741 0.2083333
Moved 2654.166 609 470.5 0.576389 0.2121912
Moved 2654.197 610.2353 470 0.5792484 0.2109053
Moved 2654.228 611.2136 470 0.581513 0.2109053
Moved 2654.258 612.5 471 0.5844907 0.2134772
Moved 2654.289 613.2258 471 0.5861707 0.2134772
Moved 2654.32 613 472.0159 0.5856481 0.2160901
Moved 2654.351 614.4141 472 0.5889214 0.2160493
Moved 2654.381 615.1234 472 0.5905634 0.2160493
Stationary 2654.412 615.1234 472 0.5905634 0.2160493
Moved 2654.443 616 473.5 0.5925925 0.2199073
Stationary 2654.473 616 473.5 0.5925925 0.2199073
Stationary 2654.504 616 473.5 0.5925925 0.2199073
Moved 2654.535 617.0621 473 0.5950513 0.2186213
Stationary 2654.566 617.0621 473 0.5950513 0.2186213
Stationary 2654.596 617.0621 473 0.5950513 0.2186213
Moved 2654.627 618.3188 474 0.5979601 0.2211934
Stationary 2654.658 618.3188 474 0.5979601 0.2211934
Stationary 2654.689 618.3188 474 0.5979601 0.2211934
Stationary 2654.719 618.3188 474 0.5979601 0.2211934
Ended 2654.75 618 474 0.5972223 0.2211934
PhraseEnd 2654.812
