the collapse of the Roman empire
Moved 4240.96 331 203.3491 -0.06712963 -0.4749252
Moved 4240.991 331 199.5 -0.06712963 -0.4848251
Moved 4241.021 331 198.9742 -0.06712963 -0.4861774
Moved 4241.052 352.3321 210.1472 -0.01774987 -0.4574403
Moved 4241.083 376.0651 235.3695 0.03718783 -0.3925682
Moved 4241.114 399.5731 273.7529 0.09160439 -0.2938454
Moved 4241.144 419.6768 317.3118 0.1381408 -0.1818112
Moved 4241.175 435.3177 361.4791 0.1743465 -0.06821228
Moved 4241.206 447.1997 400.5192 0.2018511 0.03219958
Moved 4241.236 460.9659 436.1181 0.2337174 0.1237605
Moved 4241.267 471.4222 460.126 0.2579218 0.1855093
Moved 4241.298 480.4619 478.9239 0.2788471 0.2338576
Moved 4241.329 483.9091 486.7274 0.2868267 0.2539283
Moved 4241.359 486.4533 491.9066 0.292716 0.2672495
Moved 4241.39 488.0135 495.0134 0.2963275 0.2752402
Moved 4241.421 489 496.2831 0.2986111 0.2785059
Moved 4241.452 491.5 496 0.3043981 0.2777777
Moved 4241.482 497.1982 496 0.3175884 0.2777777
Moved 4241.513 513.6938 474.3572 0.3557726 0.2221121
Moved 4241.543 530.4506 441.9174 0.3945616 0.1386764
Moved 4241.574 537.7365 388.1135 0.4114271 0.0002919107
Moved 4241.605 538 316.5845 0.4120371 -0.1836818
Moved 4241.636 531 283.4223 0.3958333 -0.2689756
Moved 4241.667 531 258.9782 0.3958333 -0.3318462
Moved 4241.697 531 245.2955 0.3958333 -0.3670383
Moved 4241.728 531 238.5363 0.3958333 -0.3844232
Moved 4241.759 539.7908 236.2092 0.4161824 -0.3904084
Moved 4241.79 542.0952 236 0.4215167 -0.3909465
Moved 4241.82 551.4194 246.6292 0.4431005 -0.3636082
Moved 4241.851 560.6989 264.223 0.4645807 -0.3183565
Moved 4241.881 567.4348 282.5869 0.480173 -0.2711243
Moved 4241.912 572.869 294.6725 0.4927524 -0.2400398
Moved 4241.943 576.4741 315.2671 0.5010976 -0.1870702
Moved 4241.974 576 328.1583 0.5000001 -0.1539139
Moved 4242.004 576 336.7154 0.5000001 -0.1319049
Moved 4242.035 560.1815 345.3249 0.463383 -0.1097611
Moved 4242.066 542.3666 351.7524 0.4221448 -0.09322947
Moved 4242.097 507.027 354 0.3403403 -0.08744855
Moved 4242.127 463.9883 354 0.2407136 -0.08744855
Moved 4242.158 421.4131 335.1396 0.1421601 -0.1359579
Moved 4242.189 389.3184 327.1956 0.06786674 -0.1563901
Moved 4242.22 363.7621 322.1958 0.008708636 -0.1692495
Moved 4242.25 342.0198 318.6275 -0.04162088 -0.1784273
Moved 4242.281 327.4916 316.356 -0.07525091 -0.1842697
Moved 4242.312 308.4886 312.8111 -0.1192394 -0.1933872
Moved 4242.342 289.8267 310 -0.1624382 -0.2006174
Moved 4242.373 271.3009 307.7168 -0.2053221 -0.2064898
Moved 4242.404 258.1131 307 -0.2358492 -0.2083334
Moved 4242.435 235.3373 306 -0.2885712 -0.2109054
Moved 4242.465 218.8831 306 -0.3266596 -0.2109054
Moved 4242.496 207.3507 306 -0.3533548 -0.2109054
Moved 4242.527 199.1566 306 -0.3723227 -0.2109054
Moved 4242.558 191.2335 306 -0.3906632 -0.2109054
Moved 4242.588 187.0633 306 -0.4003164 -0.2109054
Moved 4242.619 184.9906 313 -0.4051144 -0.1929013
Moved 4242.65 183.7131 314.2869 -0.4080715 -0.1895913
Moved 4242.68 183 315.8156 -0.4097222 -0.1856597
Moved 4242.711 183 317.1799 -0.4097222 -0.1821504
Moved 4242.742 183 319 -0.4097222 -0.1774692
Moved 4242.772 183 321.1103 -0.4097222 -0.1720415
Moved 4242.803 183 322.688 -0.4097222 -0.1679835
Moved 4242.834 183 324.2332 -0.4097222 -0.1640093
Moved 4242.865 183 326.7806 -0.4097222 -0.1574574
Moved 4242.896 200.3528 336.2646 -0.3695537 -0.1330645
Moved 4242.926 245.3775 362.9883 -0.2653299 -0.06433039
Moved 4242.957 323.5848 396.9227 -0.08429448 0.02294925
Moved 4242.988 388.8267 413.1653 0.06672849 0.06472564
Moved 4243.018 464.5459 430.6475 0.2420045 0.10969
Moved 4243.049 515.6352 445.3697 0.3602667 0.1475557
Moved 4243.08 540.3377 456.1351 0.4174484 0.1752444
Moved 4243.11 559.4565 463.7283 0.4617049 0.1947742
Moved 4243.141 573.0701 469.535 0.4932179 0.2097094
Moved 4243.172 582.0137 474.3379 0.5139205 0.2220624
Moved 4243.203 584.8803 476.8803 0.5205563 0.2286015
Moved 4243.233 586 478.4239 0.5231482 0.2325716
Moved 4243.264 587.5 478 0.5266203 0.2314814
Moved 4243.295 587 479.5 0.5254629 0.2353394
Stationary 4243.326 587 479.5 0.5254629 0.2353394
Moved 4243.356 587 480 0.5254629 0.2366254
Stationary 4243.387 587 480 0.5254629 0.2366254
Moved 4243.417 587 481.1996 0.5254629 0.2397109
Stationary 4243.448 587 481.1996 0.5254629 0.2397109
Moved 4243.479 579.8458 481 0.5089024 0.2391974
Moved 4243.51 564.5 481 0.4733796 0.2391974
Moved 4243.541 521.0258 462.0086 0.372745 0.1903512
Moved 4243.571 439.5 430.5 0.1840278 0.1093106
Moved 4243.602 372.5667 394.7305 0.02908965 0.0173108
Moved 4243.633 341.5 377.5 -0.04282405 -0.02700625
Moved 4243.664 316.8187 361.5117 -0.09995664 -0.06812829
Moved 4243.694 296.27 348.635 -0.1475232 -0.1012474
Moved 4243.725 284.0138 342.0069 -0.1758939 -0.118295
Moved 4243.755 278 338.5 -0.1898148 -0.127315
Moved 4243.787 273.4886 336.2443 -0.200258 -0.1331166
Moved 4243.817 270.7003 336 -0.2067121 -0.1337449
Moved 4243.848 269.5 334.5 -0.2094908 -0.1376029
Moved 4243.878 268.6686 335 -0.2114153 -0.1363169
Moved 4243.909 268 335 -0.212963 -0.1363169
Moved 4243.94 268 345.7898 -0.212963 -0.1085653
Moved 4243.971 274.6662 358.9255 -0.197532 -0.07478023
Moved 4244.001 287.1699 383.3397 -0.1685883 -0.01198639
Moved 4244.032 300 409.5 -0.1388889 0.05529835
Moved 4244.063 314.3044 439.7609 -0.1057769 0.1331299
Moved 4244.094 321.258 457.7741 -0.08968052 0.1794601
Moved 4244.125 327.3411 476.3643 -0.0755994 0.2272744
Moved 4244.155 330.4461 489.6768 -0.06841172 0.2615142
Moved 4244.186 332 495.9818 -0.06481484 0.2777308
Moved 4244.216 332 499.5 -0.06481484 0.2867798
Moved 4244.247 333.5 500 -0.06134262 0.2880658
Ended 4244.278 333.5 500 -0.06134262 0.2880658
Candidates 4244.432 13 consider consist collapse constitute clause clarify insist inside singapore cumulative somehow somewhere dioxide
Began 4245.999 436 337 0.1759259 -0.1311728
Stationary 4246.029 436 337 0.1759259 -0.1311728
Stationary 4246.06 436 337 0.1759259 -0.1311728
Stationary 4246.09 436 337 0.1759259 -0.1311728
Moved 4246.121 427.735 349.9878 0.1567941 -0.0977681
Moved 4246.152 420.8749 365.2501 0.1409142 -0.05851306
Moved 4246.183 412.0233 384.2791 0.1204242 -0.009570376
Moved 4246.213 404.3731 401.1293 0.1027156 0.03376882
Moved 4246.244 396.7122 414.4797 0.08498182 0.06810627
Moved 4246.275 392.3231 426.7076 0.07482201 0.09955661
Moved 4246.306 388.5526 435.8948 0.066094 0.1231861
Moved 4246.336 387.2386 440.5227 0.06305237 0.1350891
Moved 4246.367 387 442.0335 0.06250004 0.138975
Ended 4246.398 387 445 0.06250004 0.1466049
Accept 4246.459 2 collapse
Began 4246.797 318 402 -0.09722222 0.03600815
Stationary 4246.828 318 402 -0.09722222 0.03600815
Stationary 4246.858 318 402 -0.09722222 0.03600815
Moved 4246.889 339.6012 414.506 -0.0472194 0.06817378
Moved 4246.92 405.9661 442.934 0.1064029 0.141291
Moved 4246.951 503.4763 474.1588 0.332121 0.2216016
Moved 4246.981 520.8738 478.7401 0.372393 0.233385
Moved 4247.012 544.6824 484.9206 0.4275055 0.2492812
Moved 4247.043 556.5357 488.4143 0.4549438 0.2582672
Moved 4247.074 564.7743 491.2581 0.4740146 0.2655815
Moved 4247.104 569.8057 492.8057 0.4856612 0.2695618
Moved 4247.135 572.3629 494.3629 0.4915807 0.273567
Moved 4247.166 574.5897 494 0.4967355 0.2726337
Moved 4247.196 576.147 495 0.5003403 0.2752057
Moved 4247.227 576.7064 495.7064 0.5016353 0.2770226
Moved 4247.258 577.5 496.5 0.5034722 0.2790637
Moved 4247.289 578 497 0.5046296 0.2803498
Moved 4247.319 578 498.0481 0.5046296 0.2830454
Stationary 4247.35 578 498.0481 0.5046296 0.2830454
Moved 4247.381 568.3784 500 0.4823574 0.2880658
Moved 4247.412 555.6564 500 0.4529084 0.2880658
Moved 4247.442 532.9437 501 0.4003327 0.2906378
Moved 4247.473 513.1618 502.5483 0.3545412 0.2946201
Moved 4247.504 495.3816 506.1767 0.3133834 0.3039523
Moved 4247.535 480.9609 510.8739 0.2800021 0.3160337
Moved 4247.565 466.3403 517.8639 0.2461581 0.334012
Moved 4247.596 456.5543 524.9638 0.2235053 0.352273
Moved 4247.626 448.9492 532.0508 0.2059008 0.3705011
Moved 4247.657 444.5569 536.2216 0.1957335 0.3812281
Moved 4247.688 441.1548 538.8452 0.1878584 0.3879761
Moved 4247.719 436.1879 540 0.1763609 0.3909464
Moved 4247.75 426.1985 540 0.1532373 0.3909464
Moved 4247.78 417.5124 531.0247 0.1331305 0.3678618
Moved 4247.811 392.4359 505.7222 0.07508297 0.3027833
Moved 4247.842 358.8933 460.5989 -0.002561758 0.1867254
Moved 4247.873 336.8818 427.0109 -0.05351434 0.1003366
Moved 4247.903 322.7106 402.479 -0.0863181 0.0372402
Moved 4247.934 309.9302 378.4743 -0.1159024 -0.02450025
Moved 4247.964 298.3554 358.8719 -0.1426959 -0.07491806
Moved 4247.995 289.8348 346.1132 -0.1624194 -0.1077337
Moved 4248.026 284.0722 338.1443 -0.1757589 -0.1282296
Moved 4248.057 279 333 -0.1875 -0.141461
Moved 4248.087 274.8772 328.9386 -0.1970435 -0.151907
Moved 4248.118 273 326.3978 -0.2013889 -0.1584419
Ended 4248.149 273 326 -0.2013889 -0.1594652
Candidates 4248.272 13 of topic off good pc log pig pub god if pd pg pigs
Began 4248.702 272 312 -0.2037037 -0.1954732
Stationary 4248.732 272 312 -0.2037037 -0.1954732
Stationary 4248.763 272 312 -0.2037037 -0.1954732
Stationary 4248.794 272 312 -0.2037037 -0.1954732
Moved 4248.825 299.8697 331.4349 -0.1391906 -0.1454865
Moved 4248.855 335.8695 345.8967 -0.0558577 -0.1082904
Moved 4248.886 357.0848 349.7264 -0.006748041 -0.09844045
Moved 4248.917 369.0588 351.2647 0.02096951 -0.09448384
Moved 4248.948 373.7274 351 0.03177653 -0.09516476
Moved 4248.979 378.0189 351 0.04171044 -0.09516476
Ended 4249.009 380.6117 351 0.04771223 -0.09516476
Accept 4249.07 0 of
Began 4249.87 399 294 0.09027779 -0.2417696
Stationary 4249.9 399 294 0.09027779 -0.2417696
Stationary 4249.931 399 294 0.09027779 -0.2417696
Moved 4249.961 391.1058 313.9074 0.07200419 -0.1905675
Moved 4249.992 388.7413 341.1047 0.06653071 -0.1206157
Moved 4250.023 381.8364 384.9818 0.05054712 -0.007762869
Moved 4250.054 380.6427 400.2877 0.04778405 0.03160402
Moved 4250.084 377.0963 417.3255 0.0395749 0.07542563
Moved 4250.115 374.8651 430.6743 0.03441006 0.109759
Moved 4250.146 374.326 438.696 0.03316204 0.1303911
Moved 4250.177 374 443.2109 0.03240744 0.1420034
Moved 4250.208 374 445.7528 0.03240744 0.148541
Moved 4250.238 374 446 0.03240744 0.1491768
Moved 4250.269 406.5 416.5 0.1076389 0.07330243
Moved 4250.299 428.6648 384.9363 0.1589463 -0.007879862
Moved 4250.33 444.1145 366.8855 0.1947094 -0.05430692
Moved 4250.361 455.5801 352.4899 0.2212503 -0.09133272
Moved 4250.392 465.4607 338.5656 0.244122 -0.1271462
Moved 4250.422 472.0813 326.8374 0.2594475 -0.1573113
Moved 4250.453 475.6 321.2 0.2675925 -0.1718107
Moved 4250.484 477.826 316.1741 0.2727453 -0.1847375
Moved 4250.515 478 309.8116 0.2731481 -0.2011018
Moved 4250.545 479 304.1875 0.275463 -0.2155671
Moved 4250.576 479 303 0.275463 -0.2186215
Moved 4250.606 459.8269 302 0.2310808 -0.2211935
Moved 4250.637 434.8919 312.4865 0.1733609 -0.1942221
Moved 4250.668 401.8045 324.9473 0.09676973 -0.1621726
Moved 4250.699 373.4562 343.7563 0.03114859 -0.1137955
Moved 4250.729 342.471 365.6467 -0.04057636 -0.05749298
Moved 4250.76 316.615 388.3849 -0.1004282 0.0009900159
Moved 4250.791 297.6884 407.3116 -0.1442399 0.04966979
Moved 4250.822 285.9222 421.3472 -0.1714763 0.08576938
Moved 4250.853 278.7126 432.1457 -0.1881654 0.1135434
Moved 4250.883 270.7164 443.4726 -0.2066749 0.1426763
Moved 4250.914 267.3625 450.5502 -0.2144387 0.1608802
Ended 4250.945 266.5 454 -0.2164352 0.169753
Candidates 4251.067 13 the threw there else tiger those these time further tougher trigger higher urge
Began 4251.375 256 377 -0.2407407 -0.02829226
Stationary 4251.405 256 377 -0.2407407 -0.02829226
Stationary 4251.436 256 377 -0.2407407 -0.02829226
Moved 4251.467 290 377 -0.162037 -0.02829226
Moved 4251.498 320.611 377 -0.09117827 -0.02829226
Moved 4251.528 345.0724 377 -0.03455475 -0.02829226
Moved 4251.559 359.4196 377 -0.001343538 -0.02829226
Moved 4251.59 368.7351 377 0.02022008 -0.02829226
Moved 4251.621 371.6512 377 0.02697031 -0.02829226
Moved 4251.651 375.3845 377 0.03561229 -0.02829226
Ended 4251.682 376.4666 377 0.03811697 -0.02829226
Accept 4251.743 0 the
Began 4251.989 395 386 0.08101851 -0.005144111
Stationary 4252.02 395 386 0.08101851 -0.005144111
Stationary 4252.051 395 386 0.08101851 -0.005144111
Stationary 4252.082 395 386 0.08101851 -0.005144111
Stationary 4252.112 395 386 0.08101851 -0.005144111
Stationary 4252.143 395 386 0.08101851 -0.005144111
Stationary 4252.173 395 386 0.08101851 -0.005144111
Stationary 4252.204 395 386 0.08101851 -0.005144111
Stationary 4252.235 395 386 0.08101851 -0.005144111
Stationary 4252.266 395 386 0.08101851 -0.005144111
Stationary 4252.296 395 386 0.08101851 -0.005144111
Stationary 4252.327 395 386 0.08101851 -0.005144111
Moved 4252.358 382.9612 390.7572 0.05315094 0.00709153
Moved 4252.389 374.3354 399.6646 0.03318379 0.03000153
Moved 4252.419 363.9176 411.6236 0.009068549 0.06076023
Moved 4252.45 351.4273 426.2018 -0.01984418 0.09825557
Moved 4252.48 339.9836 447.164 -0.04633432 0.1521707
Moved 4252.511 327.4681 466.9308 -0.07530525 0.2030112
Moved 4252.542 315.9991 488.3359 -0.1018541 0.2580654
Moved 4252.573 308.3137 502.3727 -0.1196443 0.2941683
Moved 4252.604 305.3124 509.0314 -0.1265917 0.3112948
Moved 4252.634 304 515.0231 -0.1296296 0.3267055
Moved 4252.665 303 519.1171 -0.1319445 0.3372352
Moved 4252.696 303 522.1008 -0.1319445 0.3449095
Moved 4252.727 303 524.2719 -0.1319445 0.3504933
Moved 4252.757 310.2821 527.9103 -0.1150878 0.3598514
Moved 4252.788 340.5253 528 -0.04508033 0.3600822
Moved 4252.819 394.0243 507.9915 0.07875989 0.3086199
Moved 4252.85 432.8974 495.0945 0.168744 0.2754488
Moved 4252.88 473.2609 482.6321 0.2621781 0.2433951
Moved 4252.911 506.287 472.6809 0.3386274 0.2178006
Moved 4252.941 527.1482 465.3195 0.3869171 0.1988668
Moved 4252.972 541.8164 460.864 0.4208713 0.1874072
Moved 4253.003 557.5887 455.5645 0.4573812 0.1737769
Moved 4253.034 569.0973 454 0.4840215 0.169753
Moved 4253.064 577.4578 454 0.5033745 0.169753
Moved 4253.095 582.123 454 0.5141736 0.169753
Moved 4253.126 584.6402 454 0.5200005 0.169753
Moved 4253.157 586.5 454 0.5243056 0.169753
Moved 4253.188 587.2297 454 0.5259946 0.169753
Moved 4253.218 587 452.9921 0.5254629 0.1671608
Moved 4253.249 587 441.5 0.5254629 0.1376028
Moved 4253.279 567.6052 416.3795 0.4805675 0.0729925
Moved 4253.31 538.2426 357.8709 0.4125987 -0.07749259
Moved 4253.341 518.6278 307.7787 0.367194 -0.2063306
Moved 4253.372 512.1807 281.9036 0.3522702 -0.2728818
Moved 4253.402 508.0248 260.1988 0.3426501 -0.3287069
Moved 4253.433 507 245.5 0.3402778 -0.3665124
Moved 4253.464 506 236.5359 0.337963 -0.3895682
Moved 4253.495 505 229.0306 0.3356481 -0.4088719
Moved 4253.525 505 225.2454 0.3356481 -0.4186076
Moved 4253.556 505 224 0.3356481 -0.4218107
Moved 4253.587 505 221.2227 0.3356481 -0.4289542
Moved 4253.617 505 219.8628 0.3356481 -0.4324517
Stationary 4253.648 505 219.8628 0.3356481 -0.4324517
Moved 4253.679 496.0123 232.5779 0.3148433 -0.3997482
Moved 4253.709 484.6552 246.3448 0.2885537 -0.3643394
Moved 4253.74 463.4995 272.8756 0.2395823 -0.2961019
Moved 4253.771 437.2971 297.9582 0.1789284 -0.2315891
Moved 4253.802 410.4041 317.7306 0.1166763 -0.1807341
Moved 4253.833 388 332 0.06481478 -0.144033
Moved 4253.863 351.0149 351.4222 -0.02079879 -0.09407875
Moved 4253.894 317.3719 363.4652 -0.09867623 -0.06310396
Moved 4253.925 286.3211 372.3358 -0.1705531 -0.04028862
Moved 4253.956 263.5 377 -0.2233796 -0.02829226
Moved 4253.986 242.2453 380.965 -0.2725802 -0.0180943
Moved 4254.017 227.5 383.5 -0.306713 -0.01157415
Moved 4254.047 218.8235 384 -0.3267975 -0.01028807
Moved 4254.078 213 386.5 -0.3402778 -0.003858064
Moved 4254.109 210.1617 386 -0.346848 -0.005144111
Moved 4254.14 208.6155 387 -0.3504271 -0.002572055
Moved 4254.17 207 388 -0.3541667 -3.924585E-08
Moved 4254.201 205.5309 388 -0.3575673 -3.924585E-08
Moved 4254.232 206 389.3707 -0.3564815 0.003525494
Moved 4254.263 204.9866 389 -0.3588274 0.002572016
Moved 4254.293 205 390.2779 -0.3587963 0.005858739
Moved 4254.324 205 391 -0.3587963 0.007715971
Moved 4254.355 220.5252 393.6271 -0.3228584 0.01447293
Moved 4254.386 265.2203 394 -0.2193974 0.01543206
Moved 4254.416 315.9737 381.5369 -0.1019128 -0.01662337
Moved 4254.447 348.3175 371.8942 -0.02704273 -0.04142455
Moved 4254.478 383.5 357 0.05439818 -0.07973259
Moved 4254.508 402.4663 348.7409 0.09830168 -0.1009751
Moved 4254.539 419.6557 336.5629 0.1380919 -0.1322972
Moved 4254.57 433.9785 325.1846 0.1712465 -0.1615624
Moved 4254.601 441.2577 317.3231 0.1880966 -0.1817823
Moved 4254.631 447.9756 310.0244 0.2036472 -0.2005546
Moved 4254.662 453 304 0.2152778 -0.2160494
Moved 4254.693 456.0867 298.8266 0.2224229 -0.2293555
Ended 4254.724 458 296.6801 0.2268519 -0.2348764
Candidates 4254.846 13 woman Roman women human german stomach truman ottoman wolfram plan krugman flash dylan
Began 4255.461 338 301 -0.05092591 -0.2237656
Stationary 4255.492 338 301 -0.05092591 -0.2237656
Stationary 4255.522 338 301 -0.05092591 -0.2237656
Stationary 4255.553 338 301 -0.05092591 -0.2237656
Stationary 4255.583 338 301 -0.05092591 -0.2237656
Stationary 4255.614 338 301 -0.05092591 -0.2237656
Stationary 4255.645 338 301 -0.05092591 -0.2237656
Stationary 4255.676 338 301 -0.05092591 -0.2237656
Stationary 4255.707 338 301 -0.05092591 -0.2237656
Stationary 4255.737 338 301 -0.05092591 -0.2237656
Stationary 4255.768 338 301 -0.05092591 -0.2237656
Moved 4255.799 346.6906 311.3811 -0.03080889 -0.1970651
Moved 4255.83 349.9315 317.8631 -0.02330661 -0.1803933
Moved 4255.86 354.8922 332.6766 -0.01182367 -0.1422928
Moved 4255.891 360.9989 344.9977 0.002312164 -0.1106026
Moved 4255.921 366 356 0.01388888 -0.0823046
Moved 4255.952 369.6945 364.3891 0.02244105 -0.06072762
Moved 4255.983 373.3472 373.0414 0.03089627 -0.03847365
Moved 4256.014 376.891 378.7819 0.03909945 -0.02370913
Moved 4256.044 378 383.4522 0.04166663 -0.01169699
Moved 4256.075 379 385.7569 0.04398147 -0.005769337
Moved 4256.106 380.1073 387.1073 0.04654467 -0.002296079
Stationary 4256.137 380.1073 387.1073 0.04654467 -0.002296079
Ended 4256.167 380 388.0104 0.04629632 2.656944E-05
Accept 4256.229 1 Roman
Began 4256.751 407 301 0.1087963 -0.2237656
Stationary 4256.782 407 301 0.1087963 -0.2237656
Stationary 4256.813 407 301 0.1087963 -0.2237656
Stationary 4256.843 407 301 0.1087963 -0.2237656
Stationary 4256.874 407 301 0.1087963 -0.2237656
Stationary 4256.905 407 301 0.1087963 -0.2237656
Moved 4256.936 392.5367 315.4633 0.07531644 -0.1865658
Moved 4256.966 383.2042 331.8926 0.05371352 -0.1443092
Moved 4256.997 370.3239 353.3522 0.02389798 -0.08911486
Moved 4257.028 364.54 363.428 0.01050929 -0.06319972
Moved 4257.059 352.8587 385.3179 -0.0165308 -0.006898479
Moved 4257.089 341.6784 403.902 -0.04241109 0.0409003
Moved 4257.12 333.4546 417.2424 -0.06144772 0.07521173
Moved 4257.15 323.9747 430.7088 -0.08339191 0.1098477
Moved 4257.181 316.3539 442.5281 -0.1010327 0.1402472
Moved 4257.212 311.1244 451.7513 -0.113138 0.1639693
Moved 4257.243 307.2294 455.5413 -0.1221542 0.1737172
Moved 4257.273 304.7399 459.2601 -0.1279169 0.183282
Moved 4257.304 303.1917 461.8083 -0.1315006 0.1898361
Moved 4257.335 303 464.3497 -0.1319445 0.1963727
Moved 4257.366 301.6694 465.3306 -0.1350244 0.1988955
Moved 4257.396 302 466.2874 -0.1342593 0.2013564
Moved 4257.427 306.7493 466 -0.1232655 0.2006171
Moved 4257.458 328.8735 443.1265 -0.07205208 0.1417862
Moved 4257.488 348 421 -0.0277778 0.08487643
Moved 4257.519 386.3147 378.6853 0.06091356 -0.02395763
Moved 4257.55 420.6719 333.6116 0.1404442 -0.139888
Moved 4257.581 446.8797 301.6077 0.2011103 -0.2222023
Moved 4257.611 466.5 276.5 0.2465278 -0.2867798
Moved 4257.642 478.8892 256.1385 0.2752064 -0.3391499
Moved 4257.673 493 238 0.3078704 -0.3858025
Moved 4257.704 501.236 224.6853 0.3269351 -0.4200481
Moved 4257.734 504.5 219 0.3344907 -0.4346708
Moved 4257.765 506.862 215.2761 0.3399582 -0.4442488
Moved 4257.796 508 211.1597 0.3425926 -0.4548363
Moved 4257.827 510 209.0245 0.3472221 -0.4603278
Moved 4257.857 511.5 208 0.3506944 -0.462963
Moved 4257.888 511 206.5964 0.349537 -0.4665729
Moved 4257.918 511 205.6669 0.349537 -0.4689639
Moved 4257.949 511 204.79 0.349537 -0.4712191
Moved 4257.98 511 203.8835 0.349537 -0.4735505
Stationary 4258.011 511 203.8835 0.349537 -0.4735505
Moved 4258.042 511 202.8459 0.349537 -0.4762192
Moved 4258.072 511.818 202 0.3514306 -0.4783951
Moved 4258.103 512 199.6165 0.3518519 -0.4845256
Moved 4258.134 513 198.5 0.3541666 -0.4873972
Moved 4258.165 514 196.7939 0.3564815 -0.4917852
Stationary 4258.195 514 196.7939 0.3564815 -0.4917852
Moved 4258.226 514 195.7784 0.3564815 -0.4943972
Moved 4258.256 514 200.0016 0.3564815 -0.483535
