traveling requires a lot of fuel
Moved 3142.136 269.2998 338.0572 -0.2099541 -0.1284538
Moved 3142.167 290.541 331.5597 -0.1607848 -0.1451655
Moved 3142.198 307.8641 326.0453 -0.1206848 -0.1593485
Moved 3142.228 325.5 318.5 -0.07986113 -0.1787552
Moved 3142.259 342.9729 310.5135 -0.03941457 -0.1992965
Moved 3142.29 359.4626 300.2687 -0.001244098 -0.2256462
Moved 3142.321 375.3387 290.329 0.03550638 -0.2512116
Moved 3142.351 388.3302 282.8019 0.06557911 -0.2705713
Moved 3142.382 403.2247 275.4651 0.1000572 -0.2894416
Moved 3142.413 415.9845 268.2093 0.1295938 -0.3081037
Moved 3142.443 430.8094 256.5524 0.1639107 -0.3380854
Moved 3142.474 440.341 247.4943 0.1859747 -0.3613831
Moved 3142.505 449.7975 238.2024 0.2078647 -0.3852819
Moved 3142.535 458.0608 229.9392 0.2269927 -0.406535
Moved 3142.566 463.2072 224.7928 0.2389055 -0.4197715
Moved 3142.597 466.5363 220.9274 0.2466118 -0.4297136
Moved 3142.628 470.3011 217.6989 0.2553266 -0.4380173
Moved 3142.658 473.0499 214.9501 0.2616896 -0.4450873
Moved 3142.689 475.5 212.5 0.2673611 -0.451389
Moved 3142.72 476 212 0.2685185 -0.4526749
Moved 3142.75 477 212 0.2708333 -0.4526749
Stationary 3142.781 477 212 0.2708333 -0.4526749
Moved 3142.812 477 231.0923 0.2708333 -0.4035692
Moved 3142.843 463.1191 259.603 0.2387016 -0.3302391
Moved 3142.873 452.821 285.8105 0.2148635 -0.2628329
Moved 3142.904 444.5767 306.321 0.1957794 -0.2100798
Moved 3142.935 433.5582 333.772 0.1702736 -0.1394753
Moved 3142.965 424.0938 355.0831 0.1483654 -0.0846628
Moved 3142.996 414.4469 373.7178 0.1260345 -0.03673404
Moved 3143.027 407.7011 389.8967 0.1104192 0.004878221
Moved 3143.058 400.7577 402.1059 0.0943464 0.03628055
Moved 3143.088 395.236 411.1461 0.08156469 0.05953199
Moved 3143.119 391.8634 420.4098 0.07375786 0.08335839
Moved 3143.15 387.3145 430.7419 0.06322811 0.1099327
Moved 3143.18 380.9974 446.0051 0.0486052 0.1491901
Moved 3143.211 376.8019 457.3962 0.03889323 0.1784882
Moved 3143.242 372.1554 468.3784 0.02813756 0.2067344
Moved 3143.272 367.6369 477.7261 0.01767804 0.230777
Moved 3143.303 363.0065 489.9738 0.006959538 0.2622783
Moved 3143.334 359.2625 497.2125 -0.001707226 0.2808963
Moved 3143.365 356.5075 503.9849 -0.008084427 0.298315
Moved 3143.395 356 508.8692 -0.009259283 0.3108775
Moved 3143.426 355 510.6856 -0.01157408 0.3155493
Moved 3143.457 355 512.0603 -0.01157408 0.3190851
Moved 3143.488 355 513 -0.01157408 0.321502
Moved 3143.518 376.2301 499.7824 0.0375698 0.2875061
Moved 3143.549 409.2251 480.5354 0.1139469 0.2380025
Moved 3143.58 439.2199 455.0019 0.1833794 0.1723299
Moved 3143.61 460.975 439.0167 0.2337383 0.1312156
Moved 3143.641 488.3018 418.3586 0.2969949 0.07808269
Moved 3143.672 507.6568 403.5309 0.3417981 0.03994565
Moved 3143.702 526.975 390.5857 0.3865162 0.006650446
Moved 3143.733 542.447 380.1731 0.4223311 -0.02013092
Moved 3143.764 560.2311 370.8845 0.4634978 -0.04402152
Moved 3143.795 580.62 362.5914 0.5106944 -0.06535126
Moved 3143.825 608.9146 354.2979 0.5761912 -0.0866824
Moved 3143.856 616.8223 352.0592 0.5944961 -0.09244039
Moved 3143.887 630.1852 350.2716 0.6254287 -0.09703813
Moved 3143.917 638.4728 348.509 0.644613 -0.1015715
Moved 3143.948 644.5128 348 0.6585944 -0.1028807
Moved 3143.979 647.4047 347 0.6652886 -0.1054527
Moved 3144.01 649.2291 347 0.6695117 -0.1054527
Moved 3144.04 651.5 345.5 0.6747685 -0.1093108
Moved 3144.071 652.298 346 0.6766158 -0.1080248
Moved 3144.102 653.0074 346 0.6782579 -0.1080248
Moved 3144.132 641.3369 387.3283 0.6512429 -0.00172772
Moved 3144.163 628.5445 416.8203 0.6216307 0.07412612
Moved 3144.194 619.8181 436.364 0.6014307 0.1243928
Moved 3144.225 609.4207 455.0139 0.5773626 0.1723606
Moved 3144.255 598.4301 473.2474 0.5519215 0.2192578
Moved 3144.286 587.0206 492.9588 0.5255107 0.2699557
Moved 3144.317 577.6402 506.4498 0.5037967 0.3046547
Moved 3144.347 568.504 518.496 0.4826481 0.3356378
Moved 3144.378 563.8362 525.1638 0.4718429 0.3527875
Moved 3144.409 559.6563 529.3437 0.4621674 0.3635382
Moved 3144.439 556.2432 532.7568 0.4542667 0.3723167
Moved 3144.47 553.4799 536 0.4478702 0.3806583
Moved 3144.501 550.7104 538.2896 0.4414592 0.3865473
Moved 3144.532 548.1978 538 0.4356431 0.3858024
Moved 3144.562 546.8725 538 0.4325752 0.3858024
Moved 3144.593 543.7304 538 0.4253019 0.3858024
Moved 3144.624 538.9314 523.7941 0.414193 0.3492647
Moved 3144.655 533.3307 505.323 0.4012286 0.3017566
Moved 3144.685 522.1033 467.0857 0.375239 0.2034096
Moved 3144.716 514.0742 433.2969 0.3566533 0.1165043
Moved 3144.747 509.2608 403.6083 0.3455113 0.04014482
Moved 3144.777 505.7942 374.5307 0.3374866 -0.03464326
Moved 3144.808 504 351.1929 0.3333333 -0.09466838
Moved 3144.839 504 329.9376 0.3333333 -0.1493374
Moved 3144.869 504 310.5836 0.3333333 -0.1991163
Moved 3144.9 504 295.3561 0.3333333 -0.2382817
Moved 3144.931 504 278.5898 0.3333333 -0.2814049
Moved 3144.962 504 261.311 0.3333333 -0.3258463
Moved 3144.992 510.2789 247.618 0.3478679 -0.3610648
Moved 3145.023 513.6068 233.9661 0.3555713 -0.3961779
Moved 3145.054 517.7285 221.1787 0.3651123 -0.4290672
Moved 3145.084 520.1336 208.332 0.3706796 -0.462109
Moved 3145.115 522.5834 198.8333 0.3763504 -0.4865401
Moved 3145.146 524 192.3225 0.3796296 -0.5032858
Moved 3145.177 525 188.8998 0.3819444 -0.5120892
Moved 3145.207 526 187 0.3842592 -0.5169753
Stationary 3145.238 526 187 0.3842592 -0.5169753
Moved 3145.269 518.2504 195.8567 0.3663203 -0.4941957
Moved 3145.299 513.5992 202.8015 0.3555538 -0.4763336
Moved 3145.33 503 222 0.3310186 -0.4269547
Moved 3145.361 496.9218 238.2347 0.3169485 -0.3851988
Moved 3145.392 491.4207 250.9481 0.3042146 -0.3524998
Moved 3145.422 485.893 264.3209 0.2914191 -0.3181048
Moved 3145.453 481.0031 277.9908 0.2800996 -0.2829455
Moved 3145.484 475.4967 293.51 0.2673535 -0.2430299
Moved 3145.514 470 309 0.2546296 -0.2031893
Moved 3145.545 463.4603 327.1587 0.2394915 -0.1564849
Moved 3145.576 456.9389 341.4352 0.2243955 -0.1197654
Moved 3145.606 451.1256 357.6231 0.210939 -0.07812995
Moved 3145.637 445.5978 374.4075 0.1981431 -0.03496013
Moved 3145.668 441.0395 387.8422 0.1875913 -0.0004059591
Moved 3145.699 438.5725 397.2825 0.1818807 0.02387474
Moved 3145.729 437 404.3467 0.1782407 0.04204404
Moved 3145.76 435 409.8419 0.1736111 0.05617753
Moved 3145.791 433.5 412.5 0.1701389 0.06301432
Moved 3145.822 434 415.0887 0.1712963 0.06967258
Moved 3145.852 433 417.5 0.1689814 0.0758744
Moved 3145.883 433 418.1057 0.1689814 0.07743227
Ended 3145.914 433 419 0.1689814 0.07973251
Candidates 3146.036 13 traveling handling everything developing recruiting acting ending having reactions exciting rating saving racing
Began 3146.712 458 361 0.2268519 -0.06944452
Stationary 3146.743 458 361 0.2268519 -0.06944452
Stationary 3146.773 458 361 0.2268519 -0.06944452
Stationary 3146.804 458 361 0.2268519 -0.06944452
Moved 3146.835 443.9595 386.1214 0.1943508 -0.004831832
Moved 3146.866 436.1567 402.6866 0.1762886 0.03777422
Moved 3146.896 429.9398 417.1505 0.1618976 0.07497548
Moved 3146.927 424 432.5 0.1481481 0.1144546
Moved 3146.958 416.4429 447.9285 0.1306548 0.1541371
Moved 3146.989 413.0579 457.8262 0.1228192 0.1795941
Moved 3147.019 409.3047 467.0859 0.1141312 0.2034101
Moved 3147.05 406.9055 474.2835 0.1085776 0.2219226
Moved 3147.081 404.1269 482.6194 0.1021455 0.2433627
Moved 3147.111 403 489.8444 0.09953707 0.2619453
Moved 3147.142 401 499 0.09490739 0.2854938
Moved 3147.173 400 501.5334 0.09259263 0.2920098
Moved 3147.203 399 506 0.09027779 0.3034978
Moved 3147.234 396.7452 507 0.08505832 0.3060699
Moved 3147.265 395.9831 510.0169 0.08329431 0.3138294
Moved 3147.296 394.7953 511.2047 0.08054465 0.3168845
Moved 3147.326 391.7595 512 0.07351726 0.31893
Moved 3147.357 387.9884 512 0.06478786 0.31893
Moved 3147.388 382.5 512 0.05208333 0.31893
Moved 3147.418 374.4493 512 0.03344744 0.31893
Moved 3147.449 367.2032 512 0.0166741 0.31893
Moved 3147.48 360.6407 503 0.001483162 0.2957818
Moved 3147.51 356.9468 500.9468 -0.007067522 0.2905011
Moved 3147.541 353.177 499.177 -0.01579399 0.285949
Moved 3147.572 350.4315 497.4316 -0.02214919 0.2814597
Moved 3147.603 349 495.6849 -0.02546296 0.2769672
Moved 3147.634 346.5 494.5 -0.03125002 0.2739197
Moved 3147.664 344.5065 493.5065 -0.03586451 0.2713645
Moved 3147.695 342.7521 493 -0.03992578 0.2700616
Moved 3147.726 341.0046 491.0046 -0.04397089 0.2649293
Moved 3147.756 339.9775 491 -0.04634842 0.2649176
Moved 3147.787 337.9303 488.9303 -0.05108729 0.2595943
Moved 3147.818 336.6399 489 -0.05407423 0.2597736
Moved 3147.848 335.5 488 -0.05671298 0.2572016
Moved 3147.879 334.9601 488 -0.05796269 0.2572016
Moved 3147.91 335 486.5104 -0.05787035 0.2533703
Moved 3147.941 331.361 487 -0.06629398 0.2546296
Moved 3147.971 327.8992 487 -0.07430732 0.2546296
Moved 3148.002 317.6741 487 -0.09797668 0.2546296
Moved 3148.033 305.1076 487 -0.1270657 0.2546296
Moved 3148.063 294.6942 487 -0.1511707 0.2546296
Moved 3148.094 285.8257 495 -0.1716999 0.2752057
Moved 3148.125 275.1086 497.4728 -0.1965079 0.2815659
Moved 3148.156 265.1268 500.2183 -0.2196139 0.2886273
Moved 3148.186 259.0566 501.9717 -0.2336653 0.2931369
Moved 3148.217 256.5929 502 -0.2393683 0.2932098
Moved 3148.248 253.8394 503 -0.2457422 0.2957818
Moved 3148.278 252.6424 504.3577 -0.248513 0.2992738
Moved 3148.309 253 505.2205 -0.2476852 0.301493
Stationary 3148.34 253 505 -0.2476852 0.3009258
Moved 3148.371 253 506.4518 -0.2476852 0.30466
Moved 3148.401 258.0761 508 -0.2359349 0.3086419
Moved 3148.432 273.1002 508 -0.201157 0.3086419
Moved 3148.463 294.391 508 -0.1518726 0.3086419
Moved 3148.493 320.7547 508 -0.09084553 0.3086419
Moved 3148.524 342.8682 499.1318 -0.03965701 0.2858329
Moved 3148.555 363.3886 497.2902 0.007844071 0.281096
Moved 3148.585 383.173 494.5467 0.0536411 0.2740397
Moved 3148.616 404.7674 492.8036 0.1036282 0.2695566
Moved 3148.647 423.7586 492 0.1475894 0.2674896
Moved 3148.677 440.036 492 0.1852686 0.2674896
Moved 3148.708 454.7314 491 0.2192858 0.2649176
Moved 3148.739 470.3725 491 0.2554919 0.2649176
Moved 3148.77 483.5 491 0.2858797 0.2649176
Moved 3148.801 495.4469 491 0.3135346 0.2649176
Moved 3148.831 505.5027 491 0.336812 0.2649176
Moved 3148.862 515.5579 491 0.3600878 0.2649176
Moved 3148.893 524.1884 491 0.3800656 0.2649176
Moved 3148.923 534.4982 491 0.4039309 0.2649176
Moved 3148.954 543.1874 491 0.4240448 0.2649176
Moved 3148.985 549.7183 491 0.4391627 0.2649176
Moved 3149.015 554.6555 491 0.4505914 0.2649176
Moved 3149.046 560.1793 491 0.4633781 0.2649176
Moved 3149.077 564.35 491 0.4730324 0.2649176
Moved 3149.108 569.226 491 0.4843193 0.2649176
Moved 3149.138 573.5537 491 0.4943373 0.2649176
Moved 3149.169 577.3099 491 0.5030323 0.2649176
Moved 3149.2 581.0817 491 0.5117631 0.2649176
Moved 3149.23 582 491 0.513889 0.2649176
Moved 3149.261 584 491 0.5185185 0.2649176
Moved 3149.292 585 491 0.5208333 0.2649176
Moved 3149.323 586.3955 491 0.5240637 0.2649176
Stationary 3149.353 586.3955 491 0.5240637 0.2649176
Moved 3149.384 587.1116 491 0.5257213 0.2649176
Stationary 3149.415 587 491 0.5254629 0.2649176
Stationary 3149.445 587 491 0.5254629 0.2649176
Stationary 3149.476 587 491 0.5254629 0.2649176
Stationary 3149.507 587 491 0.5254629 0.2649176
Moved 3149.537 575.6151 491 0.4991089 0.2649176
Moved 3149.568 568.3315 491 0.482249 0.2649176
Moved 3149.599 556.4944 491 0.4548482 0.2649176
Moved 3149.63 540.2065 491 0.4171448 0.2649176
Moved 3149.66 519.3549 491 0.3688771 0.2649176
Moved 3149.691 502.52 491 0.3299073 0.2649176
Moved 3149.722 482.4207 491 0.2833813 0.2649176
Moved 3149.752 462.641 491 0.2375949 0.2649176
Moved 3149.783 449.2948 489.059 0.206701 0.2599252
Moved 3149.814 436.7387 488 0.1776358 0.2572016
Moved 3149.844 413.6452 483.5291 0.1241787 0.2457023
Moved 3149.875 407.5965 483.1491 0.110177 0.244725
Moved 3149.906 397.8045 481.4023 0.08751054 0.2402321
Moved 3149.937 390.9092 479.9697 0.07154921 0.2365475
Moved 3149.968 382.6732 478 0.05248437 0.2314814
Moved 3149.998 374.5 477 0.03356477 0.2289094
Moved 3150.029 367.1926 475 0.01664956 0.2237653
Moved 3150.06 361.6404 474 0.003797312 0.2211934
Moved 3150.09 356.147 474 -0.008918892 0.2211934
Moved 3150.121 350.6397 474 -0.02166733 0.2211934
Moved 3150.152 346.2856 474 -0.03174618 0.2211934
Moved 3150.182 342.2237 474 -0.04114886 0.2211934
Moved 3150.213 339.865 474 -0.04660875 0.2211934
Moved 3150.244 336.1159 474 -0.05528723 0.2211934
Moved 3150.274 333.7621 474 -0.06073589 0.2211934
Moved 3150.305 331.9717 474 -0.06488025 0.2211934
Moved 3150.336 329.5 474 -0.07060184 0.2211934
Moved 3150.367 328.9081 474 -0.07197191 0.2211934
Moved 3150.397 327.7863 474 -0.07456864 0.2211934
Stationary 3150.428 327.7863 474 -0.07456864 0.2211934
Moved 3150.459 326.8201 474 -0.0768054 0.2211934
Stationary 3150.49 326.8201 474 -0.0768054 0.2211934
Stationary 3150.52 326.8201 474 -0.0768054 0.2211934
Moved 3150.551 327 482.2333 -0.07638887 0.2423695
Moved 3150.582 327 485.2065 -0.07638887 0.2500167
Moved 3150.612 327 486.7225 -0.07638887 0.2539158
Moved 3150.643 327 489.394 -0.07638887 0.260787
Moved 3150.674 327 491.1606 -0.07638887 0.2653308
Stationary 3150.704 327 491 -0.07638887 0.2649176
Stationary 3150.735 327 491 -0.07638887 0.2649176
Stationary 3150.766 327 491 -0.07638887 0.2649176
Stationary 3150.797 327 491 -0.07638887 0.2649176
Moved 3150.827 327 470.2759 -0.07638887 0.2116148
Moved 3150.858 327 447.8384 -0.07638887 0.1539054
Moved 3150.889 327 419.4174 -0.07638887 0.08080604
Moved 3150.919 325.4139 391.9666 -0.08006047 0.010202
Moved 3150.95 324 364.6718 -0.08333336 -0.06000047
Moved 3150.981 323 349.5921 -0.08564815 -0.09878582
Moved 3151.011 323 334.5635 -0.08564815 -0.1374397
Moved 3151.042 322 322.2775 -0.08796295 -0.1690393
Moved 3151.073 322 313.5011 -0.08796295 -0.1916125
Moved 3151.104 322 304.3196 -0.08796295 -0.2152275
Moved 3151.134 322 298.6545 -0.08796295 -0.2297982
Moved 3151.165 322 293.1589 -0.08796295 -0.2439328
Moved 3151.196 322 290.7449 -0.08796295 -0.2501419
Ended 3151.227 322 289 -0.08796295 -0.2546296
Accept 3151.349 0 traveling
Candidates 3151.349 13 required requires writes series quotes words weird writers eyes word quoted retired edited
Began 3152.486 484 342 0.287037 -0.1183128
Stationary 3152.516 484 342 0.287037 -0.1183128
Stationary 3152.547 484 342 0.287037 -0.1183128
Moved 3152.578 459.5 382 0.2303241 -0.01543218
Moved 3152.608 443.1466 422.4178 0.1924691 0.08852314
Moved 3152.639 431.5571 460.2173 0.1656414 0.185744
Moved 3152.67 422.7093 491.808 0.1451604 0.2669958
Moved 3152.701 418.9462 514.4844 0.1364494 0.32532
Moved 3152.731 414.1753 540.422 0.1254059 0.3920317
Moved 3152.762 411 557.941 0.1180555 0.4370911
Moved 3152.793 408.6656 574.3407 0.1126519 0.4792712
Moved 3152.823 407 587.0683 0.1087963 0.5120068
Moved 3152.854 404.5162 601.4188 0.1030468 0.5489166
Moved 3152.885 403 612.7471 0.09953707 0.5780531
Moved 3152.916 401.0035 622.9895 0.09491543 0.6043968
Moved 3152.946 401 631.299 0.09490739 0.6257688
Moved 3152.977 401 640.5317 0.09490739 0.6495155
Moved 3153.008 401 645.9254 0.09490739 0.6633884
Moved 3153.038 401 649.5 0.09490739 0.6725821
Ended 3153.069 401 651 0.09490739 0.6764401
Accept 3153.161 1 requires
Began 3153.775 448 356 0.2037037 -0.0823046
Stationary 3153.806 448 356 0.2037037 -0.0823046
Stationary 3153.837 448 356 0.2037037 -0.0823046
Moved 3153.868 431.0616 356 0.1644945 -0.0823046
Moved 3153.898 409.0703 366.186 0.1135886 -0.05610603
Moved 3153.929 386.5746 369 0.06151518 -0.04886839
Moved 3153.96 365.306 370 0.01228243 -0.04629637
Moved 3153.99 346.8991 371 -0.03032615 -0.04372435
Moved 3154.021 330.0593 371 -0.06930719 -0.04372435
Moved 3154.052 315.881 371 -0.1021273 -0.04372435
Moved 3154.083 302.9185 371 -0.1321331 -0.04372435
Moved 3154.113 292.5 371 -0.15625 -0.04372435
Moved 3154.144 283.2372 364.5535 -0.1776917 -0.06030494
Moved 3154.175 274.9889 362.3297 -0.196785 -0.06602471
Moved 3154.205 269.1605 360.5803 -0.2102765 -0.0705241
Moved 3154.236 264.2268 360.1134 -0.2216972 -0.07172479
Moved 3154.267 259.3981 359 -0.2328747 -0.07458848
Moved 3154.298 255.6478 359 -0.241556 -0.07458848
Moved 3154.328 252.8989 358 -0.2479192 -0.07716057
Moved 3154.359 250.6192 358 -0.2531962 -0.07716057
Moved 3154.39 248.5 356.5 -0.2581019 -0.0810186
Moved 3154.42 247 357 -0.2615741 -0.07973259
Ended 3154.451 247 357 -0.2615741 -0.07973259
Candidates 3154.543 13 a as gas ass sa add da ga has aa fda aaa had
Began 3154.973 359 371 -0.002314796 -0.04372435
Stationary 3155.004 359 371 -0.002314796 -0.04372435
Stationary 3155.035 359 371 -0.002314796 -0.04372435
Stationary 3155.065 359 371 -0.002314796 -0.04372435
Stationary 3155.096 359 371 -0.002314796 -0.04372435
Stationary 3155.127 359 371 -0.002314796 -0.04372435
Moved 3155.157 372.1948 375.894 0.02822876 -0.03113695
Moved 3155.188 390.732 382.933 0.07113893 -0.01303253
Moved 3155.219 413.8386 386.7419 0.1246263 -0.003236017
Moved 3155.25 440.348 390.6348 0.1859906 0.006776817
Moved 3155.28 463.5876 393.3986 0.2397861 0.01388526
Moved 3155.311 483.1953 394 0.2851743 0.01543206
Moved 3155.342 503.6653 394 0.3325585 0.01543206
Moved 3155.372 519.8144 394 0.3699407 0.01543206
Moved 3155.403 534.4164 394 0.4037418 0.01543206
Moved 3155.434 545.7728 394 0.4300297 0.01543206
Moved 3155.465 557.2618 394 0.4566246 0.01543206
Moved 3155.495 565.2213 394 0.4750492 0.01543206
Moved 3155.526 570.6672 387 0.4876556 -0.002572055
Moved 3155.557 574.2947 386 0.4960526 -0.005144111
Moved 3155.587 578.0449 385 0.5047337 -0.007716127
Moved 3155.618 579.7897 384 0.5087724 -0.01028807
Moved 3155.649 581.5 383 0.5127315 -0.01286016
Moved 3155.679 582.3084 381.6916 0.5146027 -0.01622541
Stationary 3155.71 582.3084 381.6916 0.5146027 -0.01622541
Moved 3155.741 582 392.4031 0.513889 0.0113249
Moved 3155.772 564.5087 413.0844 0.4733996 0.06451744
Moved 3155.802 551.1067 443.6799 0.4423767 0.1432095
Moved 3155.833 542.869 465.0161 0.4233078 0.1980866
Moved 3155.864 535.5715 483.8569 0.4064155 0.2465455
Moved 3155.895 532.3964 496.0182 0.3990656 0.2778247
Moved 3155.925 528.6378 506.0866 0.3903653 0.3037207
Moved 3155.956 524.8863 514.3412 0.3816812 0.3249516
Moved 3155.987 523 518.7278 0.3773148 0.336234
Moved 3156.017 520.7307 521.2693 0.3720618 0.3427708
Moved 3156.048 516.5845 525.4155 0.3624642 0.3534347
Moved 3156.079 515.2151 526.7849 0.3592943 0.356957
Moved 3156.109 512.5 528.5 0.3530093 0.3613682
Moved 3156.14 509.0112 528.9888 0.3449333 0.3626254
Moved 3156.171 503.4964 529 0.3321675 0.3626543
Moved 3156.202 499 529 0.3217593 0.3626543
Moved 3156.232 492.1606 529 0.3059274 0.3626543
Moved 3156.263 479.5172 529 0.27666 0.3626543
Moved 3156.294 465.6876 519.075 0.2446472 0.337127
Moved 3156.324 449.8677 515.7736 0.2080272 0.3286356
Moved 3156.355 436.5284 511.7224 0.1771491 0.318216
Moved 3156.386 419.548 507.1827 0.1378425 0.3065398
Moved 3156.417 405.1843 504.8369 0.1045933 0.3005062
Moved 3156.447 392.4336 502.0867 0.07507771 0.2934328
Moved 3156.478 380.1929 500.6385 0.04674286 0.2897081
Moved 3156.509 366.5076 499.9016 0.01506388 0.2878126
Moved 3156.539 356.5834 500 -0.007908841 0.2880658
Moved 3156.57 347.5 500 -0.02893518 0.2880658
Moved 3156.601 336.7797 500 -0.05375062 0.2880658
Moved 3156.632 333.6706 500 -0.06094763 0.2880658
Moved 3156.662 328 500 -0.07407407 0.2880658
Moved 3156.693 323.9891 500 -0.08335853 0.2880658
Moved 3156.724 321.2225 500 -0.08976281 0.2880658
Moved 3156.754 319 500 -0.09490739 0.2880658
Ended 3156.785 319 500 -0.09490739 0.2880658
Accept 3156.877 0 a
Candidates 3156.877 13 lot lott pot hot pitt lit pit poor ppt put kit pt joy
Began 3157.676 427 384 0.1550926 -0.01028807
Stationary 3157.706 427 384 0.1550926 -0.01028807
Stationary 3157.737 427 384 0.1550926 -0.01028807
Moved 3157.768 440.5 402 0.1863426 0.03600815
Moved 3157.798 459.3545 425.548 0.2299873 0.09657404
Moved 3157.829 481.5849 450.6368 0.2814465 0.1611028
Moved 3157.86 500.1856 467.488 0.3245038 0.2044444
Moved 3157.891 514.4798 479.3198 0.3575921 0.2348761
Moved 3157.921 528.5139 493.5139 0.3900783 0.2713833
Moved 3157.952 540.5651 502.9238 0.4179748 0.2955858
Moved 3157.983 547.7957 508.7957 0.4347122 0.3106884
Moved 3158.013 551.7175 511.8588 0.4437904 0.3185667
Moved 3158.044 554.6122 514.6122 0.4504913 0.3256487
Moved 3158.075 556 516.3699 0.4537037 0.3301693
Moved 3158.106 558.136 517 0.4586481 0.33179
Moved 3158.136 559 518 0.4606481 0.3343621
Moved 3158.167 560.5 518 0.4641204 0.3343621
Moved 3158.198 561.0908 519 0.4654878 0.3369341
Moved 3158.229 561 520.3596 0.4652777 0.3404309
Moved 3158.259 562.1 520 0.467824 0.3395061
Moved 3158.29 562 521.0892 0.4675925 0.3423074
Stationary 3158.321 562 521 0.4675925 0.3420781
Stationary 3158.351 562 521 0.4675925 0.3420781
Stationary 3158.382 562 521 0.4675925 0.3420781
Stationary 3158.413 562 521 0.4675925 0.3420781
Moved 3158.443 552.249 521 0.4450209 0.3420781
Moved 3158.474 541.0234 509.014 0.4190356 0.31125
Moved 3158.505 522.6601 499.9486 0.376528 0.2879336
Moved 3158.536 507 492.5 0.3402778 0.2687756
Moved 3158.566 485.8344 484.1879 0.2912833 0.2473967
Moved 3158.597 464.2347 473.3967 0.2412841 0.2196416
Moved 3158.628 439.6642 458.1094 0.1844077 0.1803226
Moved 3158.658 415.2772 442.9232 0.1279564 0.1412633
Moved 3158.689 397.1792 430.362 0.08606295 0.1089557
Moved 3158.72 378.2345 416.0247 0.04220952 0.07207984
Moved 3158.75 361.2994 401.2994 0.003007849 0.0342063
Moved 3158.781 348.5244 391.4195 -0.0265639 0.008794957
Moved 3158.812 339.895 385.1713 -0.04653936 -0.007275593
Moved 3158.843 331.7829 377.783 -0.0653173 -0.02627848
Moved 3158.873 326.2919 373.2919 -0.07802795 -0.03782947
Moved 3158.904 322.4033 370.4033 -0.08702943 -0.04525903
Moved 3158.935 318.5979 366.5978 -0.09583826 -0.05504678
Moved 3158.966 317.2282 365.2282 -0.09900868 -0.05856949
Moved 3158.996 315.4809 363.4809 -0.1030535 -0.06306361
