in sharp contrast to your words
Moved 3532.289 478.6557 383.5861 0.274666 -0.01135281
Moved 3532.32 490.7997 383 0.302777 -0.01286016
Moved 3532.351 501.2959 383 0.3270738 -0.01286016
Moved 3532.382 508.3907 383 0.3434969 -0.01286016
Moved 3532.412 512.2922 383 0.3525282 -0.01286016
Ended 3532.443 515 383 0.3587963 -0.01286016
Candidates 3532.535 13 in ibm iv on hiv john un inn join gun job gov fun
Began 3532.935 289 567 -0.1643519 0.4603909
Stationary 3532.965 289 567 -0.1643519 0.4603909
Moved 3532.996 313.1049 567 -0.1085534 0.4603909
Moved 3533.027 357.3232 579.7764 -0.00619635 0.493252
Moved 3533.057 395.5247 583.435 0.08223325 0.5026619
Moved 3533.088 424.7892 586.3099 0.149975 0.5100563
Moved 3533.119 449.6806 586 0.207594 0.5092591
Ended 3533.15 457 586 0.2245371 0.5092591
Accept 3533.211 0 in
Began 3533.61 451 545 0.2106482 0.4038065
Stationary 3533.641 451 545 0.2106482 0.4038065
Moved 3533.672 436.2749 545 0.1765622 0.4038065
Moved 3533.703 413.9942 545 0.1249866 0.4038065
Moved 3533.733 389.3061 545 0.06783823 0.4038065
Moved 3533.764 368.8008 545 0.02037207 0.4038065
Moved 3533.795 352.2939 545 -0.01783808 0.4038065
Moved 3533.825 339.6202 551.1317 -0.04717554 0.4195773
Moved 3533.856 328.7531 553 -0.07233088 0.4243826
Moved 3533.887 320.7593 554 -0.09083485 0.4269547
Moved 3533.917 315.5052 555 -0.1029973 0.4295266
Moved 3533.948 312.0006 556 -0.1111097 0.4320986
Moved 3533.979 311.5 556 -0.1122685 0.4320986
Moved 3534.01 312 557.2495 -0.1111111 0.4353122
Moved 3534.041 312 558.0441 -0.1111111 0.437356
Moved 3534.071 312 559.2249 -0.1111111 0.4403931
Moved 3534.102 312 560.009 -0.1111111 0.4424098
Moved 3534.133 334.1176 561.9117 -0.05991285 0.4473038
Moved 3534.163 368.5249 562 0.01973361 0.4475308
Moved 3534.194 397.646 562 0.08714348 0.4475308
Moved 3534.225 424.5412 562 0.149401 0.4475308
Moved 3534.256 444.6196 562 0.1958787 0.4475308
Moved 3534.286 464.3202 557.6798 0.2414819 0.4364192
Moved 3534.317 479.4584 552.5083 0.276524 0.423118
Moved 3534.348 491.4481 549.638 0.3042779 0.4157355
Moved 3534.378 497.8021 549 0.3189864 0.4140946
Moved 3534.409 503.7744 548 0.3328112 0.4115225
Moved 3534.44 506.6415 547 0.3394481 0.4089505
Moved 3534.47 508.2608 547 0.3431964 0.4089505
Moved 3534.501 508 546 0.3425926 0.4063785
Moved 3534.532 508 545 0.3425926 0.4038065
Moved 3534.563 486.5882 543 0.2930281 0.3986624
Moved 3534.594 467.3846 540.7692 0.2485754 0.3929249
Moved 3534.624 430.8357 541 0.1639715 0.3935184
Moved 3534.655 402.3329 540 0.09799292 0.3909464
Moved 3534.686 373.579 540 0.03143281 0.3909464
Moved 3534.716 350.9503 540 -0.0209484 0.3909464
Moved 3534.747 331.0539 540 -0.06700481 0.3909464
Moved 3534.778 315.0548 540 -0.1040399 0.3909464
Moved 3534.809 300.2597 540 -0.1382878 0.3909464
Moved 3534.839 287.481 544.4083 -0.1678681 0.4022845
Moved 3534.87 280.007 547 -0.1851689 0.4089505
Moved 3534.901 275.6342 549 -0.1952911 0.4140946
Moved 3534.931 285.9853 564.0775 -0.1713304 0.4528742
Moved 3534.962 308.8311 582.0649 -0.1184466 0.499138
Moved 3534.993 323.1997 596.1997 -0.08518587 0.535493
Moved 3535.023 339 613.5 -0.04861111 0.5799896
Moved 3535.054 363.0827 634.0724 0.007135869 0.6329021
Moved 3535.085 385.2071 653.3204 0.05834987 0.6824083
Moved 3535.116 402.8378 668.8378 0.09916156 0.7223192
Moved 3535.146 412.8876 676.6657 0.122425 0.7424529
Moved 3535.177 425.8434 687.6747 0.1524151 0.7707682
Moved 3535.208 440.2198 700.1758 0.185694 0.8029213
Moved 3535.239 449.7521 707.8348 0.2077595 0.8226202
Moved 3535.269 456.8714 713.8714 0.2242394 0.8381464
Moved 3535.3 458.3095 715.3095 0.2275684 0.8418454
Moved 3535.331 461.1811 717.1811 0.2342154 0.8466591
Moved 3535.362 463.6112 718 0.2398409 0.8487654
Moved 3535.392 490.2709 718 0.3015529 0.8487654
Moved 3535.423 546.3383 698.5539 0.4313385 0.7987497
Moved 3535.454 605.2604 676.7328 0.5677324 0.7426256
Ended 3535.484 642 663 0.6527777 0.7073045
Candidates 3535.576 13 sharp shall sheep snap thai detail step ceo asleep sleep so karl atop
Began 3536.222 385 648 0.05787035 0.6687242
Moved 3536.252 404.8435 648 0.1038045 0.6687242
Moved 3536.283 462.2632 643.9839 0.2367203 0.6583948
Moved 3536.314 525.2995 632.2429 0.3826378 0.6281968
Moved 3536.344 569.5281 624.5704 0.4850187 0.6084629
Moved 3536.375 601.8414 618.6317 0.5598181 0.5931885
Moved 3536.406 622.5 613 0.6076388 0.5787036
Moved 3536.437 634.3027 610.9395 0.6349599 0.5734038
Moved 3536.467 648.5977 609 0.6680502 0.5684156
Ended 3536.498 658.6541 607.6208 0.6913288 0.5648683
Accept 3536.56 0 sharp
Began 3536.897 516 676 0.3611111 0.7407405
Stationary 3536.928 516 676 0.3611111 0.7407405
Stationary 3536.959 516 676 0.3611111 0.7407405
Moved 3536.99 494.597 655.3688 0.3115671 0.6876768
Moved 3537.021 476.2696 634.9283 0.2691427 0.6351037
Moved 3537.051 459.8784 615.6541 0.2312 0.5855299
Moved 3537.082 443.5489 599.5489 0.1934002 0.5441071
Moved 3537.113 430.4018 584.6822 0.1629671 0.5058698
Moved 3537.143 418.4937 569.4896 0.1354022 0.466794
Moved 3537.174 411.2353 558.4705 0.1186001 0.438453
Moved 3537.205 405.4997 551.2496 0.1053234 0.4198805
Moved 3537.235 403 547.2523 0.09953707 0.4095994
Moved 3537.266 400.3808 543.3808 0.09347409 0.3996419
Moved 3537.297 398.5072 542 0.08913696 0.3960905
Moved 3537.328 399 541 0.09027779 0.3935184
Stationary 3537.358 399 541 0.09027779 0.3935184
Moved 3537.389 439.3484 589.1686 0.1836768 0.5174089
Moved 3537.42 459.0352 618.5528 0.2292482 0.5929855
Moved 3537.45 478.9989 646.4429 0.2754604 0.6647192
Moved 3537.481 499.1831 670.2092 0.3221831 0.7258466
Moved 3537.512 514.5809 689.4761 0.3578262 0.7754015
Moved 3537.542 525.0438 701.8047 0.3820459 0.8071107
Moved 3537.573 534.3378 711.0034 0.4035598 0.8307698
Moved 3537.604 541.6016 718.2005 0.4203739 0.849281
Moved 3537.635 545.0755 723.0755 0.4284155 0.8618195
Moved 3537.666 547 724.7073 0.4328704 0.8660164
Moved 3537.696 548.0428 725 0.4352842 0.8667694
Moved 3537.727 549 726 0.4375 0.8693414
Moved 3537.758 550 726 0.4398148 0.8693414
Stationary 3537.788 550 726 0.4398148 0.8693414
Moved 3537.819 551.1601 726 0.4425002 0.8693414
Stationary 3537.85 551.1601 726 0.4425002 0.8693414
Moved 3537.881 553.3474 726 0.4475633 0.8693414
Moved 3537.911 559.6861 708.6277 0.4622363 0.8246598
Moved 3537.942 570.078 689.3831 0.4862916 0.7751622
Moved 3537.973 577.3004 671.099 0.50301 0.7281352
Moved 3538.003 581.117 654.1812 0.5118449 0.6846221
Moved 3538.034 590.1199 624.6401 0.532685 0.6086422
Moved 3538.065 594.8151 602.5547 0.5435535 0.5518382
Moved 3538.096 598.7722 581.139 0.5527135 0.4967567
Moved 3538.126 601.3411 563.6119 0.55866 0.4516767
Moved 3538.157 603.2145 552.1418 0.5629967 0.4221753
Moved 3538.188 604 542.7234 0.5648147 0.397951
Moved 3538.219 604.7178 536.8464 0.5664765 0.3828354
Moved 3538.249 605 531.0363 0.5671296 0.3678915
Moved 3538.28 606.3721 527.6279 0.5703056 0.3591253
Moved 3538.311 606 524 0.5694444 0.3497942
Moved 3538.341 606 522.2528 0.5694444 0.3453003
Moved 3538.372 606 520.6901 0.5694444 0.3412811
Moved 3538.403 606 519.9728 0.5694444 0.3394362
Moved 3538.434 606 518.9083 0.5694444 0.3366981
Stationary 3538.464 606 519 0.5694444 0.3369341
Moved 3538.495 606 526.0067 0.5694444 0.3549553
Moved 3538.526 593.0471 542.2549 0.5394608 0.3967459
Moved 3538.556 585.6326 553.6124 0.5222976 0.4259576
Moved 3538.587 575.8545 569.2546 0.4996631 0.4661898
Moved 3538.618 556.6315 596.1881 0.4551654 0.5354632
Moved 3538.649 541.0379 614.9621 0.4190693 0.5837501
Moved 3538.679 524.1777 627.764 0.3800409 0.6166768
Moved 3538.71 503.6476 640.9016 0.3325177 0.6504669
Moved 3538.741 485.3611 651.3651 0.2901877 0.6773794
Moved 3538.771 472.1169 659.4416 0.2595297 0.6981522
Moved 3538.802 455.5 669 0.2210648 0.7227365
Moved 3538.833 441.1284 681.4973 0.1877971 0.7548799
Moved 3538.864 431.2556 689.7444 0.1649435 0.7760915
Moved 3538.894 425.25 696.2501 0.1510416 0.7928244
Moved 3538.925 421.3766 703.8703 0.1420753 0.8124235
Moved 3538.956 417.5031 712.4907 0.1331091 0.8345953
Moved 3538.987 413.6342 721.0974 0.1241532 0.856732
Moved 3539.017 410.1913 730.6174 0.1161836 0.8812176
Moved 3539.048 407.2174 740.5652 0.1092995 0.9068035
Moved 3539.079 405.5 749.5 0.1053241 0.9297838
Moved 3539.109 406 754.4313 0.1064815 0.9424672
Moved 3539.14 405 760.085 0.1041667 0.9570085
Moved 3539.171 405 767.7141 0.1041667 0.9766307
Moved 3539.201 405 776.3384 0.1041667 0.9988126
Moved 3539.232 405 784.032 0.1041667 1.018601
Moved 3539.263 416.4314 792.6472 0.1306283 1.040759
Moved 3539.294 423.1607 800.2411 0.1462054 1.060291
Moved 3539.324 425.5 802.5 0.1516204 1.066101
Moved 3539.355 426 804.5 0.1527777 1.071245
Moved 3539.386 428.3535 805 0.1582258 1.072531
Moved 3539.417 428 806.0745 0.1574074 1.075294
Moved 3539.447 429.5 806 0.1608796 1.075103
Moved 3539.478 430.5 807 0.1631944 1.077675
Moved 3539.509 431.1535 807 0.1647073 1.077675
Moved 3539.54 433.3326 808.3326 0.1697514 1.081102
Moved 3539.57 434.8776 808 0.1733277 1.080247
Moved 3539.601 438.489 809 0.1816874 1.082819
Moved 3539.632 442.6205 810.6205 0.1912512 1.086987
Moved 3539.662 445.1036 811 0.196999 1.087963
Moved 3539.693 448.0094 811 0.2037254 1.087963
Moved 3539.724 448.8787 812 0.2057378 1.090535
Stationary 3539.755 449 812 0.2060185 1.090535
Stationary 3539.785 449 812 0.2060185 1.090535
Stationary 3539.816 449 812 0.2060185 1.090535
Stationary 3539.847 449 812 0.2060185 1.090535
Moved 3539.877 435.6111 812 0.1750258 1.090535
Moved 3539.908 425.1696 801.0848 0.1508555 1.062461
Moved 3539.939 415.6641 796.332 0.128852 1.050237
Moved 3539.969 403.1332 791.7833 0.09984543 1.038537
Moved 3540 392.0976 784.8232 0.07429987 1.020635
Moved 3540.031 384.2026 779.8018 0.05602449 1.007721
Moved 3540.062 378.0554 775.0554 0.04179487 0.9955127
Moved 3540.093 369.9589 769.3059 0.02305289 0.9807249
Moved 3540.123 363.3319 762.3319 0.007712841 0.9627877
Moved 3540.154 355.6849 753.6849 -0.009988596 0.9405474
Moved 3540.185 346.0531 744.0531 -0.03228456 0.9157744
Moved 3540.215 337.5079 733.3848 -0.05206511 0.8883355
Moved 3540.246 329.9382 721.9073 -0.06958757 0.8588148
Moved 3540.277 324.1916 714.2874 -0.08288984 0.8392163
Moved 3540.307 319.4268 707.4268 -0.09391938 0.821571
Moved 3540.338 315.2959 701.2959 -0.1034817 0.8058022
Moved 3540.369 312.7844 694.5688 -0.1092954 0.7884998
Moved 3540.4 310.912 688.912 -0.1136296 0.7739504
Moved 3540.43 310.2809 684.5619 -0.1150904 0.762762
Moved 3540.461 310 680 -0.1157407 0.7510287
Moved 3540.492 310 676.251 -0.1157407 0.7413862
Moved 3540.522 310 672.7529 -0.1157407 0.732389
Moved 3540.553 310 670.248 -0.1157407 0.7259463
Moved 3540.584 310 666.3739 -0.1157407 0.7159821
Moved 3540.615 318.498 665 -0.09606934 0.7124484
Moved 3540.646 326.1186 661.6271 -0.07842914 0.7037733
Moved 3540.676 335.6038 660 -0.05647263 0.6995884
Moved 3540.707 347.1672 660 -0.02970546 0.6995884
Moved 3540.738 356.0088 660 -0.009238969 0.6995884
Moved 3540.768 363.5599 660 0.008240442 0.6995884
Moved 3540.799 374.1938 660 0.03285597 0.6995884
Moved 3540.83 381.8795 660 0.05064686 0.6995884
Moved 3540.861 385.8156 660 0.05975832 0.6995884
Moved 3540.891 389.3883 660 0.06802847 0.6995884
Moved 3540.922 393.2634 660 0.07699856 0.6995884
Moved 3540.953 396.1371 667 0.08365085 0.7175924
Moved 3540.983 398.7564 668 0.08971393 0.7201646
Moved 3541.014 400.5459 669 0.09385625 0.7227365
Moved 3541.045 403.4278 669 0.1005272 0.7227365
Moved 3541.076 405.1493 671.1494 0.1045123 0.7282647
Moved 3541.106 408.5972 674.5972 0.1124934 0.7371325
Moved 3541.137 414.3596 684.7192 0.1258325 0.7631667
Moved 3541.168 421.1078 702.4314 0.1414533 0.8087226
Moved 3541.198 427.8394 719.5181 0.1570356 0.8526697
Moved 3541.229 436.8961 731.8701 0.1780002 0.8844395
Moved 3541.26 446.5525 745.5524 0.2003529 0.9196306
Moved 3541.291 455.4291 757.1436 0.2209007 0.9494434
Moved 3541.321 460.356 763.5341 0.2323056 0.9658797
Moved 3541.352 464.1128 768.1128 0.2410018 0.9776562
Moved 3541.383 466.9865 770.9865 0.2476539 0.9850474
Moved 3541.413 470.8612 774.8612 0.2566231 0.9950134
Moved 3541.444 473.4366 777 0.2625846 1.000514
Moved 3541.475 475 780.3081 0.2662037 1.009023
Moved 3541.506 478.172 782.172 0.2735463 1.013817
Moved 3541.536 480.7881 784.7881 0.2796021 1.020545
Ended 3541.567 487 790 0.2939814 1.033951
Candidates 3541.69 13 contrast contact increase cheese coverage contract chest best context connect clear chat vintage
Began 3542.243 366 724 0.01388888 0.8641974
Moved 3542.273 371.9083 724 0.02756546 0.8641974
Moved 3542.304 400.5187 724 0.09379327 0.8641974
Moved 3542.335 439.0005 724 0.1828714 0.8641974
Moved 3542.366 488.0392 724 0.2963871 0.8641974
Moved 3542.396 528.1295 724 0.3891888 0.8641974
Moved 3542.427 549.9552 724 0.4397111 0.8641974
Moved 3542.458 560.3135 724 0.4636886 0.8641974
Moved 3542.489 566.012 724 0.4768797 0.8641974
Ended 3542.52 568 724 0.4814814 0.8641974
Accept 3542.581 0 contrast
Began 3543.318 341 635 -0.04398147 0.6352879
Stationary 3543.349 341 635 -0.04398147 0.6352879
Stationary 3543.38 341 635 -0.04398147 0.6352879
Moved 3543.41 352.5372 665.6116 -0.01727501 0.7140214
Moved 3543.441 357.2899 680.4498 -0.00627329 0.7521854
Moved 3543.472 361.1459 698.7297 0.002652606 0.7992018
Moved 3543.502 362 714.1348 0.004629592 0.8388238
Moved 3543.533 362 722.336 0.004629592 0.8599175
Moved 3543.564 362 727.4722 0.004629592 0.8731278
Moved 3543.595 362 733.6814 0.004629592 0.8890982
Moved 3543.625 362 737.4435 0.004629592 0.8987741
Moved 3543.656 362 739.7582 0.004629592 0.9047276
Moved 3543.687 362 742.6334 0.004629592 0.912123
Moved 3543.718 362 745.5 0.004629592 0.9194959
Moved 3543.748 362 747.5 0.004629592 0.9246398
Moved 3543.779 362 748.184 0.004629592 0.9263992
Moved 3543.81 362 749.3734 0.004629592 0.9294581
Moved 3543.84 362 750.2495 0.004629592 0.9317114
Moved 3543.871 371.0405 751 0.02555668 0.9336418
Moved 3543.902 405.6086 738.8127 0.1055753 0.9022959
Moved 3543.933 431.4518 731.235 0.1653975 0.8828058
Moved 3543.963 451.9743 722.4103 0.2129034 0.8601087
Moved 3543.994 465.5473 718.6906 0.2443224 0.8505414
Moved 3544.025 476.5606 714.8131 0.2698163 0.8405685
Moved 3544.055 484.1205 711.9397 0.287316 0.8331781
Moved 3544.086 487.7176 711 0.2956426 0.8307611
Moved 3544.117 491.4954 710 0.3043875 0.8281891
Moved 3544.148 494.5 708.5 0.3113426 0.824331
Moved 3544.178 497.2525 708 0.3177142 0.8230453
Moved 3544.209 498.5 708 0.3206019 0.8230453
Moved 3544.24 500.5 707 0.3252315 0.820473
Moved 3544.271 501 706.4609 0.3263889 0.8190867
Moved 3544.301 502.4266 706 0.3296912 0.8179011
Ended 3544.332 502.4266 706 0.3296912 0.8179011
Candidates 3544.393 13 to you i up full uk top go too ii o took yo
Began 3544.885 315 702 -0.1041667 0.807613
Stationary 3544.916 315 702 -0.1041667 0.807613
Moved 3544.947 325.1715 702 -0.08062149 0.807613
Moved 3544.977 365.0262 702 0.01163463 0.807613
Moved 3545.008 398.1895 702 0.08840153 0.807613
Moved 3545.039 428.0232 702 0.1574611 0.807613
Moved 3545.069 451.0152 702 0.2106834 0.807613
Moved 3545.1 470.7889 702 0.2564558 0.807613
Moved 3545.131 482.4716 702 0.2834991 0.807613
Moved 3545.161 489.4037 702 0.2995456 0.807613
Moved 3545.192 493.5733 702 0.3091974 0.807613
Moved 3545.223 495.0655 702 0.3126516 0.807613
Ended 3545.254 498 702 0.3194444 0.807613
Accept 3545.315 0 to
Began 3545.53 354 541 -0.01388888 0.3935184
Stationary 3545.561 354 541 -0.01388888 0.3935184
Stationary 3545.592 354 541 -0.01388888 0.3935184
Moved 3545.622 354 563.382 -0.01388888 0.4510852
Moved 3545.653 371.0895 596.2834 0.02567013 0.5357084
Moved 3545.684 377.7625 634.575 0.04111687 0.6341948
Moved 3545.714 383.5199 659.3196 0.05444418 0.6978384
Moved 3545.745 387.5 672 0.06365737 0.7304525
Moved 3545.776 392.2586 681.3879 0.07467259 0.7545983
Moved 3545.807 397.0025 690.0038 0.08565406 0.7767587
Moved 3545.837 400.873 698.6191 0.09461353 0.7989174
Moved 3545.868 404.3201 704.6401 0.1025927 0.8144034
Moved 3545.899 408.2939 711.5877 0.1117913 0.8322726
Moved 3545.929 413.1669 717.1669 0.1230716 0.8466225
Moved 3545.96 415 720.0361 0.1273148 0.8540023
Moved 3545.991 416.5575 721 0.1309202 0.8564813
Moved 3546.022 418.2162 722.2162 0.1347598 0.8596097
Moved 3546.052 430.1575 722 0.1624016 0.8590533
Moved 3546.083 466.6208 713.8276 0.2468073 0.8380338
Moved 3546.114 504.0013 704.7497 0.3333364 0.8146852
Moved 3546.145 530.6417 698.7463 0.3950039 0.7992443
Moved 3546.175 551.5 694 0.443287 0.7870369
Moved 3546.206 566.2463 691.9589 0.4774219 0.7817872
Moved 3546.237 572.9128 691 0.4928536 0.7793208
Moved 3546.267 575.7869 690 0.4995066 0.7767489
Moved 3546.298 577.2233 690 0.5028318 0.7767489
Stationary 3546.329 577 690 0.5023147 0.7767489
Moved 3546.36 560.7806 690 0.46477 0.7767489
Moved 3546.39 539.676 690 0.4159165 0.7767489
Moved 3546.421 522.5885 690 0.3763623 0.7767489
Moved 3546.452 508.3936 699.249 0.3435038 0.8005373
Moved 3546.482 490.653 699 0.3024375 0.7998971
Moved 3546.513 474.4925 701 0.2650289 0.8050409
Moved 3546.544 460.038 702.5924 0.2315694 0.8091367
Moved 3546.575 444.1609 704.4732 0.194817 0.8139741
Moved 3546.605 430.3167 705 0.16277 0.8153291
Moved 3546.636 418.3463 705.9307 0.1350607 0.8177229
Moved 3546.667 405.864 706.784 0.1061666 0.8199175
Moved 3546.698 394.3766 709 0.07957547 0.8256172
Moved 3546.728 386.4072 711 0.06112775 0.8307611
Moved 3546.759 378.7981 713.0673 0.04351407 0.8360784
Moved 3546.79 370.1779 715.9407 0.02356003 0.8434688
Moved 3546.82 363.3649 718 0.007789235 0.8487654
Moved 3546.851 355 720.5 -0.01157408 0.8551954
Moved 3546.882 347.6081 722.1959 -0.02868498 0.8595572
Moved 3546.913 339.774 723 -0.0468195 0.8616255
Moved 3546.943 334.1538 724 -0.05982906 0.8641974
Moved 3546.974 329.0076 725 -0.07174174 0.8667694
Moved 3547.005 322.2548 725 -0.08737315 0.8667694
Moved 3547.035 314.0161 725 -0.1064443 0.8667694
Moved 3547.066 302.4183 725 -0.133291 0.8667694
Moved 3547.097 295.0772 725 -0.1502843 0.8667694
Moved 3547.128 288.9685 725 -0.1644248 0.8667694
Moved 3547.158 281.8205 725 -0.180971 0.8667694
Moved 3547.189 278.0577 718.2021 -0.1896812 0.849285
Moved 3547.22 275.1738 718 -0.196357 0.8487654
Moved 3547.25 272.3026 718 -0.2030032 0.8487654
Moved 3547.281 269.426 716.426 -0.2096621 0.8447168
Ended 3547.312 268.5 715.5 -0.2118056 0.8423354
Candidates 3547.404 13 your type our upper put or hype grow potter tour rupert it report
Began 3547.926 233 697 -0.2939815 0.7947529
Stationary 3547.957 233 697 -0.2939815 0.7947529
Moved 3547.988 261.3814 697 -0.2282838 0.7947529
Moved 3548.019 318.1004 697 -0.09698981 0.7947529
Moved 3548.049 356.4205 704 -0.008285792 0.8127571
Moved 3548.08 384.5249 704 0.05677054 0.8127571
Moved 3548.111 404.2285 704 0.1023807 0.8127571
Moved 3548.141 421.4378 704 0.1422172 0.8127571
Moved 3548.172 433.8474 704 0.170943 0.8127571
Moved 3548.203 442.9824 704 0.1920888 0.8127571
Moved 3548.233 450.403 697 0.2092661 0.7947529
Moved 3548.264 454.7273 696.2727 0.219276 0.7928824
Moved 3548.295 457.5974 696 0.2259199 0.7921809
Moved 3548.326 459 696 0.2291666 0.7921809
Ended 3548.356 460 695 0.2314815 0.7896089
Accept 3548.418 0 your
Began 3548.571 381 593 0.04861106 0.5272633
Stationary 3548.602 381 593 0.04861106 0.5272633
Stationary 3548.633 381 593 0.04861106 0.5272633
Stationary 3548.664 381 593 0.04861106 0.5272633
Moved 3548.694 358.7588 621.2412 -0.002873093 0.5999002
Moved 3548.725 344.6547 638.3453 -0.03552148 0.643892
Moved 3548.756 331.6061 652.7424 -0.06572668 0.6809217
Moved 3548.786 316.6323 666.4731 -0.1003881 0.7162372
Moved 3548.817 298.6053 680.1973 -0.1421174 0.7515361
Moved 3548.848 284.0305 689.7817 -0.1758554 0.7761874
Moved 3548.879 268.2328 698.3836 -0.2124241 0.7983117
Moved 3548.909 252.9561 705.0219 -0.2477867 0.8153853
Moved 3548.94 242.3518 710 -0.2723337 0.8281891
Moved 3548.971 236.4908 712.7546 -0.285901 0.8352742
Moved 3549.001 234.5 713 -0.2905093 0.8359053
Moved 3549.032 235 714.5 -0.2893518 0.8397632
Moved 3549.063 235 715 -0.2893518 0.8410493
Moved 3549.094 235 717.8936 -0.2893518 0.8484916
Moved 3549.125 252.131 720.3552 -0.2496967 0.8548227
Moved 3549.155 303.9442 723 -0.1297587 0.8616255
Moved 3549.186 343.467 723 -0.0382709 0.8616255
Moved 3549.217 380.9926 723 0.04859388 0.8616255
Moved 3549.247 418.3878 714.3843 0.135157 0.8394657
Moved 3549.278 446.9109 711.5089 0.2011826 0.8320702
Moved 3549.309 468.2767 708.6359 0.2506406 0.8246809
Moved 3549.34 487.3298 707 0.2947448 0.820473
Moved 3549.37 508.4255 705.2624 0.3435775 0.8160039
Moved 3549.401 519.8367 705 0.3699924 0.8153291
Moved 3549.432 525.4834 704 0.3830634 0.8127571
Moved 3549.462 530.027 704 0.3935811 0.8127571
Moved 3549.493 533.9004 703 0.4025472 0.8101851
Moved 3549.524 536 703 0.4074074 0.8101851
Moved 3549.554 537.3231 703 0.4104701 0.8101851
Stationary 3549.585 537.3231 703 0.4104701 0.8101851
Moved 3549.616 517.7146 703 0.3650801 0.8101851
Moved 3549.647 489.1796 703 0.2990268 0.8101851
Moved 3549.677 452.3387 703 0.2137471 0.8101851
Moved 3549.708 417.6242 703 0.1333893 0.8101851
Moved 3549.739 394.595 703 0.08008093 0.8101851
Moved 3549.77 376.1971 703 0.03749321 0.8101851
Moved 3549.8 358.7101 703 -0.002985994 0.8101851
Moved 3549.831 345.8919 703 -0.03265753 0.8101851
Moved 3549.862 337.7868 703 -0.05141943 0.8101851
Moved 3549.893 332.143 703 -0.06448378 0.8101851
Moved 3549.923 327.225 703 -0.07586797 0.8101851
Moved 3549.954 324.5 703 -0.08217593 0.8101851
Moved 3549.985 323.961 703 -0.08342355 0.8101851
Moved 3550.015 322.7754 703 -0.08616816 0.8101851
Stationary 3550.046 322.7754 703 -0.08616816 0.8101851
Moved 3550.077 321.9267 703 -0.08813256 0.8101851
Moved 3550.107 322 701.6567 -0.08796295 0.8067299
Moved 3550.138 322 695.5825 -0.08796295 0.7911071
Moved 3550.169 322 674.4186 -0.08796295 0.7366731
Moved 3550.2 322 668.1806 -0.08796295 0.7206291
Moved 3550.23 322 657.3724 -0.08796295 0.69283
Moved 3550.261 322 643.9932 -0.08796295 0.6584187
Moved 3550.292 322 630.9119 -0.08796295 0.6247734
Moved 3550.323 322 621.712 -0.08796295 0.6011111
Moved 3550.353 322 615.6272 -0.08796295 0.5854608
Moved 3550.384 322 610.4423 -0.08796295 0.5721253
Moved 3550.415 322 606.1451 -0.08796295 0.5610728
Moved 3550.445 322 604.0411 -0.08796295 0.5556613
Moved 3550.476 322 600.1935 -0.08796295 0.545765
