healthy food is good for you
healthy food is good for you
FixStart
List

0.6 0.6
432 388.8
Began 2806.033 454 429 0.2175926 0.1054526
Stationary 2806.064 454 429 0.2175926 0.1054526
Moved 2806.095 483.752 438.1671 0.2864631 0.1290306
Moved 2806.126 508.5675 442.952 0.3439063 0.1413373
Moved 2806.156 527.6269 446.9067 0.3880253 0.151509
Moved 2806.187 534.9813 447 0.4050493 0.1517489
Moved 2806.218 538.1974 447 0.4124942 0.1517489
Moved 2806.249 539 448 0.4143518 0.1543209
Stationary 2806.28 539 448 0.4143518 0.1543209
Moved 2806.31 527.4004 448 0.3875009 0.1543209
Moved 2806.341 508.5354 448 0.343832 0.1543209
Moved 2806.372 491.8963 448 0.3053156 0.1543209
Moved 2806.402 470.5381 448 0.2558753 0.1543209
Moved 2806.433 450.6795 448 0.2099063 0.1543209
Moved 2806.464 432.5695 448 0.1679851 0.1543209
Moved 2806.495 416.6073 456.2244 0.1310354 0.1754741
Moved 2806.525 398.4456 467.6287 0.0889943 0.2048063
Moved 2806.556 379.4042 479.997 0.04491707 0.2366178
Moved 2806.587 362.2742 492.2327 0.005264283 0.2680882
Moved 2806.617 338.5769 510.0165 -0.04959052 0.3138283
Moved 2806.648 322.5031 520.2485 -0.08679841 0.3401452
Moved 2806.679 308.2539 526.9365 -0.1197826 0.357347
Moved 2806.71 301.1276 528 -0.1362788 0.3600822
Moved 2806.74 292.0871 528 -0.1572058 0.3600822
Moved 2806.771 276.6992 516.1418 -0.1928259 0.3295827
Moved 2806.802 256.7767 494.3689 -0.2389429 0.2735825
Moved 2806.833 234.9918 457.3819 -0.2893709 0.1784513
Moved 2806.863 223.5926 419.3705 -0.3157578 0.08068535
Moved 2806.894 223 387.5499 -0.3171296 -0.001157674
Moved 2806.925 235.8232 371.8707 -0.2874463 -0.04148483
Moved 2806.956 272.8983 363 -0.2016243 -0.06430049
Moved 2806.986 333.3033 363 -0.06179789 -0.06430049
Moved 2807.017 399.7448 374.4015 0.09200196 -0.03497567
Moved 2807.048 507.1244 396.23 0.3405658 0.02116757
Moved 2807.078 572.8618 408.8103 0.4927357 0.05352443
Moved 2807.109 595.3844 412.7692 0.5448713 0.06370682
Moved 2807.14 604.942 415.2355 0.5669953 0.07005005
Moved 2807.171 610.3703 416 0.5795609 0.07201634
Moved 2807.201 611 418.0511 0.5810185 0.07729177
Moved 2807.232 584.8179 449.1821 0.5204119 0.1573611
Moved 2807.263 538.0355 477.1919 0.4121191 0.2294029
Moved 2807.293 491.8955 499.0522 0.3053138 0.2856281
Moved 2807.324 455.8755 516.144 0.2219339 0.3295883
Moved 2807.355 432.748 525.3445 0.168398 0.3532523
Moved 2807.386 409.3601 535.3199 0.1142594 0.3789092
Moved 2807.417 392.1975 544.3519 0.07453134 0.4021395
Moved 2807.447 383.0259 548.3247 0.05330076 0.4123577
Moved 2807.478 379.3371 548 0.0447617 0.4115225
Moved 2807.509 376.2877 548 0.03770301 0.4115225
Moved 2807.54 371.8342 534.3369 0.02739399 0.3763807
Moved 2807.57 371 507.5312 0.025463 0.3074361
Moved 2807.601 388.1174 474.7064 0.06508669 0.2230103
Moved 2807.632 403.501 446.8982 0.1006968 0.151487
Moved 2807.662 416.3159 417.8243 0.1303608 0.07670861
Moved 2807.693 424.6899 400.6202 0.1497452 0.03245931
Moved 2807.724 432.3174 387.5239 0.1674015 -0.001224667
Moved 2807.755 435.0318 381.9363 0.1736848 -0.01559583
Moved 2807.785 436.9084 380 0.1780286 -0.02057613
Moved 2807.816 439.4 380 0.1837963 -0.02057613
Moved 2807.847 444.5483 380 0.1957136 -0.02057613
Moved 2807.877 453.4327 397.8654 0.2162794 0.02537394
Moved 2807.908 457.773 410.865 0.2263264 0.05880901
Moved 2807.939 460.5654 430.5235 0.2327903 0.109371
Moved 2807.97 463.4389 453.0726 0.239442 0.1673678
Moved 2808 464 480.9039 0.2407408 0.2389504
Moved 2808.031 465.822 506.0414 0.2449582 0.3036045
Moved 2808.062 467.6844 533.1592 0.2492693 0.3733517
