taking the train is usually faster
taking the train is usually faster
FixStart
List

0.6 0.6
432 388.8
Began 2715.822 463 299 0.2384259 -0.2289095
Stationary 2715.852 463 299 0.2384259 -0.2289095
Stationary 2715.883 463 299 0.2384259 -0.2289095
Stationary 2715.914 463 299 0.2384259 -0.2289095
Stationary 2715.944 463 299 0.2384259 -0.2289095
Moved 2715.975 463 309.5654 0.2384259 -0.2017352
Moved 2716.006 463 311.0386 0.2384259 -0.197946
Moved 2716.037 470 314.5613 0.2546296 -0.1888857
Moved 2716.067 470 317.4279 0.2546296 -0.1815128
Moved 2716.098 470 325.8755 0.2546296 -0.1597851
Moved 2716.129 471 349.1557 0.2569444 -0.09990826
Moved 2716.159 471 387.194 0.2569444 -0.002073084
Moved 2716.19 471 425.2112 0.2569444 0.09570789
Moved 2716.221 471 452.2203 0.2569444 0.1651757
Moved 2716.252 473 474.984 0.2615741 0.2237242
Moved 2716.282 473 489.3373 0.2615741 0.2606411
Moved 2716.313 466.3553 495.7383 0.2461928 0.2771046
Moved 2716.344 456.1758 498 0.2226293 0.2829217
Moved 2716.375 444.3432 498 0.1952388 0.2829217
Moved 2716.405 422.132 479.0991 0.1438242 0.2343082
Moved 2716.436 392.7707 455.4755 0.07585804 0.1735481
Moved 2716.467 366.5 430.5 0.0150463 0.1093106
Moved 2716.498 333.2853 397.0139 -0.06183957 0.02318374
Moved 2716.528 307.7148 367.2864 -0.1210305 -0.0532757
Moved 2716.559 287.9348 344.9255 -0.1668177 -0.1107885
Moved 2716.59 271.2544 323.6491 -0.2054297 -0.1655116
Moved 2716.621 254.5682 302.163 -0.244055 -0.2207743
Moved 2716.651 244.1529 287.8705 -0.2681646 -0.2575347
Moved 2716.682 238.8604 280.7208 -0.2804158 -0.275924
Moved 2716.713 239 279.7941 -0.2800926 -0.2783073
Stationary 2716.743 239 279.7941 -0.2800926 -0.2783073
Moved 2716.774 309.3462 316.9482 -0.1172542 -0.1827465
Moved 2716.805 378.6922 344.8892 0.0432689 -0.1108819
Moved 2716.836 444.7774 364.5833 0.196244 -0.06022834
Moved 2716.866 490.6806 374.1901 0.3025014 -0.03551923
Moved 2716.897 544.1542 384.1924 0.4262828 -0.009793293
Moved 2716.928 566.6955 387.0994 0.4784618 -0.002316447
Moved 2716.958 581.9119 390.9706 0.513685 0.007640501
Moved 2716.989 591.5304 393.8434 0.5359499 0.01502944
Moved 2717.02 593 394 0.5393519 0.01543206
Moved 2717.051 594.5 395.5 0.542824 0.01929004
Moved 2717.082 594 397.0659 0.5416667 0.02331765
Moved 2717.112 594 401.0242 0.5416667 0.03349834
Moved 2717.143 584.4301 413.1866 0.519514 0.06478019
Moved 2717.174 574.8273 436.1271 0.4972855 0.1237837
Moved 2717.204 569.4631 448.0738 0.4848682 0.1545107
Moved 2717.235 566.8613 454.2773 0.4788456 0.1704663
Moved 2717.266 566 455.7036 0.4768519 0.1741345
Moved 2717.297 562.1191 447.9335 0.4678683 0.15415
Moved 2717.327 527.8207 354.7864 0.3884739 -0.08542598
Moved 2717.358 513.0366 310.1464 0.3542514 -0.2002407
Moved 2717.389 505.2755 268.0659 0.3362857 -0.3084726
Moved 2717.419 503.2701 232.2411 0.3316437 -0.4006145
Moved 2717.45 503 201.9595 0.3310186 -0.4784993
Moved 2717.481 503 183.2817 0.3310186 -0.5265388
Moved 2717.512 509.8245 165.1755 0.346816 -0.5731081
Moved 2717.542 513.8439 151.6245 0.3561201 -0.6079616
Moved 2717.573 515.5 142 0.3599537 -0.6327161
Moved 2717.604 517 135.2013 0.3634259 -0.6502024
Moved 2717.635 518 129.7311 0.3657407 -0.6642721
Moved 2717.665 519 123.9758 0.3680556 -0.6790745
Moved 2717.696 519 119.4795 0.3680556 -0.6906392
Moved 2717.727 520 115.6052 0.3703704 -0.7006039
Moved 2717.758 520 111.4618 0.3703704 -0.7112609
Moved 2717.788 520 109.8628 0.3703704 -0.7153735
Moved 2717.819 520 108.6925 0.3703704 -0.7183836
Stationary 2717.85 520 108.6925 0.3703704 -0.7183836
Moved 2717.88 494.2647 132.1912 0.3107979 -0.6579446
Moved 2717.911 481.1126 148.8687 0.2803532 -0.6150499
Moved 2717.942 466.6067 178.7866 0.2467748 -0.5381002
Moved 2717.973 456.8614 203.1287 0.2242163 -0.4754922
Moved 2718.003 449.236 230.2919 0.2065649 -0.405628
Moved 2718.034 441.6432 255.1598 0.1889887 -0.3416673
Moved 2718.065 436.0336 279.7647 0.1760037 -0.278383
Moved 2718.095 430.1707 302.8047 0.1624323 -0.2191236
Moved 2718.126 428 318.5 0.1574074 -0.1787552
Moved 2718.157 426 331.0112 0.1527777 -0.1465761
Moved 2718.188 426 338.2522 0.1527777 -0.1279522
Ended 2718.219 426 339 0.1527777 -0.1260288
Candidates 2718.372 13 reading rating trading using testing trains reasons ratings heating readings taking eating treating
Began 2720.063 481 265 0.2800926 -0.3163581
Moved 2720.093 458.9944 265 0.2291536 -0.3163581
Moved 2720.124 386.815 265 0.06207188 -0.3163581
Moved 2720.155 285.8538 302.6895 -0.1716347 -0.21942
Moved 2720.185 185.303 338.4016 -0.4043912 -0.1275681
Moved 2720.216 127.5 360 -0.5381944 -0.07201654
Moved 2720.247 89.15893 367.2403 -0.6269469 -0.05339438
Moved 2720.278 82.27232 368 -0.6428881 -0.05144041
Moved 2720.308 77.96631 368 -0.6528558 -0.05144041
Moved 2720.339 57.4175 368 -0.7004223 -0.05144041
Ended 2720.37 57.4175 368 -0.7004223 -0.05144041
Accept 2720.431 0 reading
Delete 2720.431 LeftSwipe
Began 2720.615 452 331 0.2129629 -0.146605
Stationary 2720.646 452 331 0.2129629 -0.146605
Moved 2720.677 471.2608 331 0.2575481 -0.146605
Moved 2720.708 490.4045 331 0.3018622 -0.146605
Moved 2720.739 508.6139 331 0.3440137 -0.146605
Moved 2720.769 529.1903 342.9387 0.3916442 -0.1158983
Moved 2720.8 541.761 348.3805 0.420743 -0.101902
Moved 2720.831 548.5589 351.7795 0.4364789 -0.09315985
Moved 2720.861 552.5702 354 0.4457644 -0.08744855
Moved 2720.892 554 355.4347 0.4490741 -0.08375859
Moved 2720.923 555.5 356 0.4525463 -0.0823046
Moved 2720.954 555 357.225 0.4513889 -0.07915379
Moved 2720.984 555 360.729 0.4513889 -0.07014161
Moved 2721.015 539.0063 370.395 0.4143664 -0.04528037
Moved 2721.046 522.2031 382.8646 0.37547 -0.01320835
Moved 2721.076 506.1115 395.9108 0.338221 0.02034674
Moved 2721.107 482.5588 414.153 0.2837008 0.06726594
Moved 2721.138 472.3875 423.6125 0.2601562 0.09159601
Moved 2721.169 469.3399 427.8802 0.2531016 0.1025724
Moved 2721.199 457.3586 442.8018 0.225367 0.1409511
Moved 2721.23 451.9279 451.1081 0.2127961 0.162315
Moved 2721.261 448.096 457.8079 0.203926 0.179547
Moved 2721.292 445.5539 464.3383 0.1980415 0.1963432
Moved 2721.322 441.6853 467.3146 0.1890864 0.2039985
