travel at the speed of light
travel at the speed of light
Basic
Radial

0.6 0.6
432 388.8
Began 1867.842 366 582 0.01388888 0.4989711
Stationary 1867.873 366 582 0.01388888 0.4989711
Stationary 1867.903 366 582 0.01388888 0.4989711
Moved 1867.934 355.9437 582 -0.009389668 0.4989711
Moved 1867.965 340.4467 591.7295 -0.04526218 0.5239955
Moved 1867.996 325.5996 592 -0.07963061 0.5246913
Moved 1868.026 300.3113 592 -0.1381682 0.5246913
Moved 1868.057 278.0093 578.2558 -0.1897933 0.489341
Moved 1868.088 249.4714 557.5595 -0.2558533 0.4361098
Moved 1868.119 220.5449 529.257 -0.3228127 0.3633152
Moved 1868.149 203.9456 504.2427 -0.361237 0.298978
Moved 1868.18 187.7402 481.6104 -0.3987494 0.2407672
Moved 1868.211 173.1162 461.9627 -0.4326013 0.1902332
Moved 1868.241 162.6783 445.7971 -0.4567632 0.1486551
Moved 1868.272 155.3586 430.3965 -0.4737069 0.1090444
Moved 1868.303 150.1677 415.8386 -0.4857229 0.07160112
Moved 1868.334 148 399.1197 -0.4907407 0.02859995
Moved 1868.364 163.7206 372.1353 -0.4543505 -0.04080431
Moved 1868.395 202.5185 338.8388 -0.3645405 -0.1264435
Moved 1868.426 258.861 297.1284 -0.2341181 -0.2337233
Moved 1868.457 286.6633 272.3367 -0.1697609 -0.2974881
Moved 1868.487 305.3607 248.1857 -0.1264798 -0.3596048
Moved 1868.518 323.9904 228.0096 -0.08335561 -0.4114979
Moved 1868.549 335.3369 214.5509 -0.05709062 -0.446114
Moved 1868.579 339.9803 209.0396 -0.04634201 -0.4602893
Moved 1868.61 343 206.3436 -0.03935183 -0.4672233
Moved 1868.641 348.2266 221.4977 -0.02725318 -0.4282468
Moved 1868.672 349 297.7025 -0.02546296 -0.2322468
Moved 1868.702 324.5713 370.1274 -0.08201092 -0.04596859
Moved 1868.733 304.7096 416.5807 -0.127987 0.07351007
Moved 1868.764 280.0395 453.6579 -0.1850938 0.1688731
Moved 1868.795 262.7878 478.5395 -0.2250282 0.232869
Moved 1868.825 251.0526 497.5791 -0.2521932 0.2818392
Moved 1868.856 246.3756 507.4366 -0.2630195 0.3071929
Moved 1868.887 245 514.0498 -0.2662037 0.3242021
Moved 1868.917 254.4653 519.6703 -0.2442933 0.3386582
Moved 1868.948 301.8375 523 -0.1346355 0.3472221
Moved 1868.979 379.5466 501.127 0.04524678 0.2909643
Moved 1869.01 440.6801 479.2647 0.1867594 0.2347343
Moved 1869.04 488.9068 454.9684 0.2983955 0.1722437
Moved 1869.071 515.7651 440.6175 0.3605673 0.135333
Moved 1869.102 538.9753 429.5665 0.4142948 0.1069098
Moved 1869.132 561.8264 416.0992 0.4671908 0.07227144
Moved 1869.163 577.5307 407.4111 0.5035433 0.04992559
Moved 1869.194 590.6541 400.173 0.5339214 0.03130897
Ended 1869.225 592 400 0.5370371 0.03086416
Candidates 1869.286 13 travel excel rebel isabel panel label peaceful develop level real cancel email evil
Began 1870.023 345 447 -0.03472224 0.1517489
Stationary 1870.054 345 447 -0.03472224 0.1517489
Moved 1870.085 372.478 437.5777 0.02888431 0.1275146
Moved 1870.116 393.4278 431.9287 0.07737905 0.1129853
Moved 1870.146 405.4387 428.3903 0.1051821 0.1038844
Moved 1870.177 416.4413 426.5196 0.1306511 0.0990729
Moved 1870.208 425.0625 426 0.1506075 0.09773654
Moved 1870.239 429.7918 425 0.1615552 0.09516452
Moved 1870.269 433.7261 424 0.1706623 0.09259254
Ended 1870.3 436.3309 422.8345 0.1766918 0.08959499
Accept 1870.361 0 travel
Began 1870.699 367 340 0.01620372 -0.1234569
Moved 1870.73 342.9294 340 -0.03951529 -0.1234569
Moved 1870.761 303.7204 340 -0.1302769 -0.1234569
Moved 1870.792 273.1977 340 -0.2009313 -0.1234569
Moved 1870.822 254.7918 340 -0.2435374 -0.1234569
Moved 1870.853 240.3028 340 -0.2770769 -0.1234569
Moved 1870.884 234.2288 340 -0.291137 -0.1234569
Moved 1870.914 233 353.5 -0.2939815 -0.08873464
Moved 1870.945 241.087 374.7081 -0.2752616 -0.03418699
Moved 1870.976 261.2726 404.3028 -0.2285358 0.04193098
Moved 1871.007 292.6807 437.7822 -0.1558318 0.1280405
Moved 1871.037 324.5857 463.1745 -0.08197749 0.19335
Moved 1871.068 352.045 483.03 -0.01841431 0.2444187
Moved 1871.099 363.8193 491.4097 0.008840958 0.2659713
Moved 1871.13 372.2385 497.159 0.02832979 0.2807586
Moved 1871.16 380 503 0.04629632 0.2957818
Stationary 1871.191 380.488 503 0.04742603 0.2957818
Ended 1871.222 381 503 0.04861106 0.2957818
Candidates 1871.344 13 gay bay fast vast nasty may cast day bag bath vary battery daddy
Began 1872.22 359 417 -0.002314796 0.0745884
