I just cannot figure this out
I just cannot figure this out
Basic
List

0.6 0.6
432 388.8
Began 1712.946 518 519 0.3657407 0.3369341
Stationary 1712.977 518 519 0.3657407 0.3369341
Stationary 1713.008 518 519 0.3657407 0.3369341
Stationary 1713.038 518 519 0.3657407 0.3369341
Stationary 1713.069 518 519 0.3657407 0.3369341
Stationary 1713.1 518 519 0.3657407 0.3369341
Stationary 1713.13 518 519 0.3657407 0.3369341
Stationary 1713.161 518 519 0.3657407 0.3369341
Stationary 1713.192 518 519 0.3657407 0.3369341
Stationary 1713.223 518 519 0.3657407 0.3369341
Stationary 1713.253 518 519 0.3657407 0.3369341
Stationary 1713.284 518 519 0.3657407 0.3369341
Stationary 1713.315 518 519 0.3657407 0.3369341
Stationary 1713.345 518 519 0.3657407 0.3369341
Stationary 1713.376 518 519 0.3657407 0.3369341
Stationary 1713.407 518 519 0.3657407 0.3369341
Stationary 1713.438 518 519 0.3657407 0.3369341
Stationary 1713.468 518 519 0.3657407 0.3369341
Stationary 1713.499 518 519 0.3657407 0.3369341
Stationary 1713.53 518 519 0.3657407 0.3369341
Stationary 1713.56 518 519 0.3657407 0.3369341
Stationary 1713.591 518 519 0.3657407 0.3369341
Moved 1713.622 507.892 519 0.3423427 0.3369341
Moved 1713.653 504.6846 519 0.3349181 0.3369341
Moved 1713.683 500.9255 519 0.3262164 0.3369341
Moved 1713.714 498.1703 519 0.3198386 0.3369341
Moved 1713.745 495.7296 519 0.314189 0.3369341
Moved 1713.775 492.9619 519 0.3077823 0.3369341
Moved 1713.806 491.2023 519 0.303709 0.3369341
Moved 1713.837 488.5 519 0.2974537 0.3369341
Moved 1713.868 486.5 519 0.2928241 0.3369341
Moved 1713.898 484.2638 519 0.2876477 0.3369341
Moved 1713.929 481.5106 519 0.2812746 0.3369341
Moved 1713.96 479.048 519 0.275574 0.3369341
Moved 1713.99 477 519 0.2708333 0.3369341
Moved 1714.021 475.9193 519 0.2683318 0.3369341
Moved 1714.052 473.885 519 0.2636226 0.3369341
Ended 1714.083 474 519 0.2638889 0.3369341
Candidates 1714.144 13 o I pi you ip po pop up pip p iop lou iu
Began 1715.219 416 407 0.1296297 0.04886827
Stationary 1715.25 416 407 0.1296297 0.04886827
Moved 1715.281 400.6008 417.5995 0.09398331 0.07613029
Moved 1715.311 380.0918 438.9082 0.04650881 0.1309366
Moved 1715.342 364.4203 454.5797 0.01023203 0.171244
Moved 1715.373 350.444 466.556 -0.02212038 0.2020473
Moved 1715.403 340.0623 476.5836 -0.04615198 0.2278383
Moved 1715.434 331.8786 486.4952 -0.06509582 0.2533311
Moved 1715.465 326.3672 493.4492 -0.07785365 0.271217
Moved 1715.495 321.8624 499.1376 -0.08828143 0.2858476
Moved 1715.526 317.6843 505.9473 -0.09795307 0.3033623
Moved 1715.557 313.8687 510.1312 -0.1067853 0.3141235
Moved 1715.588 312.5305 513.939 -0.1098832 0.3239172
Moved 1715.618 309.7599 517.4802 -0.1162966 0.3330252
Moved 1715.649 308.0017 520.9966 -0.1203664 0.3420693
Moved 1715.68 306.5 523.5 -0.1238426 0.3485081
Moved 1715.711 304.8138 529.3724 -0.1277459 0.3636121
Moved 1715.741 303.0651 538.7397 -0.1317938 0.387705
Moved 1715.772 302 551.7637 -0.1342593 0.4212028
Moved 1715.803 301 562.3361 -0.1365741 0.4483951
Moved 1715.833 300 577.3233 -0.1388889 0.4869425
Moved 1715.864 300 590.0698 -0.1388889 0.5197266
Moved 1715.895 300 600.4684 -0.1388889 0.5464721
Moved 1715.926 300 609.3141 -0.1388889 0.5692236
Moved 1715.956 300 618.795 -0.1388889 0.5936086
Moved 1715.987 300 627.0251 -0.1388889 0.6147763
Moved 1716.018 300 634.1877 -0.1388889 0.6331987
Moved 1716.048 300 637.5 -0.1388889 0.641718
Moved 1716.079 300 643.5395 -0.1388889 0.6572517
Ended 1716.11 300 647 -0.1388889 0.6661521
Accept 1716.171 1 I
Began 1716.54 425 289 0.150463 -0.2546296
Stationary 1716.57 425 289 0.150463 -0.2546296
Stationary 1716.601 425 289 0.150463 -0.2546296
Stationary 1716.632 425 289 0.150463 -0.2546296
Stationary 1716.663 425 289 0.150463 -0.2546296
Stationary 1716.693 425 289 0.150463 -0.2546296
Stationary 1716.724 425 289 0.150463 -0.2546296
Stationary 1716.755 425 289 0.150463 -0.2546296
Stationary 1716.786 425 289 0.150463 -0.2546296
Stationary 1716.816 425 289 0.150463 -0.2546296
Stationary 1716.847 425 289 0.150463 -0.2546296
Moved 1716.878 425 301.4495 0.150463 -0.2226093
Moved 1716.908 425 301.13 0.150463 -0.2234311
Moved 1716.939 425 304.7972 0.150463 -0.2139991
Moved 1716.97 425 310 0.150463 -0.2006174
Moved 1717 425 317.3629 0.150463 -0.1816798
Moved 1717.031 425 330.3682 0.150463 -0.1482301
Moved 1717.062 425 341.4868 0.150463 -0.1196329
Moved 1717.093 425 350.1363 0.150463 -0.09738608
Moved 1717.123 425 359.2686 0.150463 -0.07389775
Moved 1717.154 425 368.2908 0.150463 -0.05069246
Moved 1717.185 425 375.6379 0.150463 -0.0317955
Moved 1717.215 430.0824 383.1782 0.1622277 -0.01240185
Moved 1717.246 433 389.9596 0.1689814 0.00504011
Moved 1717.277 434 396.4559 0.1712963 0.0217486
Moved 1717.308 435.9862 400.9724 0.1758939 0.0333651
Moved 1717.338 436 404.4217 0.1759259 0.04223682
Moved 1717.369 437 408.1837 0.1782407 0.05191269
Moved 1717.4 438.9432 410.9432 0.182739 0.0590103
Moved 1717.43 440.5 413.5 0.1863426 0.06558634
Moved 1717.461 441.1185 416.1185 0.1877742 0.07232109
Moved 1717.492 442.8648 418.8647 0.1918166 0.07938456
Moved 1717.523 444 421.6337 0.1944444 0.08650638
Moved 1717.553 445 424.0814 0.1967593 0.09280193
Moved 1717.584 447.8573 432.572 0.2033734 0.1146399
Moved 1717.615 449 442.4676 0.2060185 0.1400914
Moved 1717.646 449 454.5167 0.2060185 0.171082
Moved 1717.676 449 464.0391 0.2060185 0.1955737
Moved 1717.707 449 478.8054 0.2060185 0.2335527
Moved 1717.738 439.3551 491.2897 0.1836925 0.2656628
Moved 1717.768 435.8278 502.2582 0.1755273 0.2938739
Moved 1717.799 434.4937 509.519 0.172439 0.3125489
Moved 1717.83 431.7473 516.758 0.1660818 0.3311676
Moved 1717.86 428.9885 525.0344 0.1596956 0.3524547
Moved 1717.891 427.5 531 0.15625 0.3677982
Moved 1717.922 425.7948 537.4104 0.1523028 0.3842859
Moved 1717.953 425 542.9156 0.150463 0.3984455
Moved 1717.983 424 545.7086 0.1481481 0.4056291
Moved 1718.014 423 547.0875 0.1458333 0.4091756
Moved 1718.045 421.5159 547 0.1423979 0.4089505
Moved 1718.075 417.7611 548 0.1337062 0.4115225
Moved 1718.106 410.8571 548 0.1177247 0.4115225
Moved 1718.137 402.6064 541.2129 0.09862602 0.394066
Moved 1718.168 385.826 527.4224 0.05978256 0.3585965
Moved 1718.198 362.888 507.5795 0.006685158 0.3075604
Moved 1718.229 340.2118 486.3104 -0.04580597 0.2528558
Moved 1718.26 322 468.5 -0.08796295 0.2070472
Moved 1718.291 306.626 453.626 -0.123551 0.1687911
Moved 1718.321 294.8864 443.9148 -0.1507259 0.1438137
Moved 1718.352 287.5 438 -0.1678241 0.1286007
Moved 1718.383 278.2427 431.6214 -0.1892529 0.1121949
Moved 1718.413 270.1614 425.1076 -0.2079598 0.09544133
Moved 1718.444 262.2291 419.6146 -0.2263215 0.08131313
Moved 1718.475 255.7923 414.8962 -0.2412214 0.06917733
Moved 1718.505 249.2288 409.2288 -0.2564147 0.05460083
Moved 1718.536 242.7222 403.7222 -0.2714764 0.04043756
Moved 1718.567 235.8542 398.2361 -0.2873744 0.02632753
Moved 1718.598 230.3804 393.3804 -0.3000453 0.01383852
Moved 1718.628 225.4287 390.4287 -0.3115076 0.006246566
Moved 1718.659 221.323 387.6615 -0.3210115 -0.0008706693
Moved 1718.69 218.9025 386 -0.3266145 -0.005144111
Moved 1718.72 217.5 385 -0.3298611 -0.007716127
Moved 1718.751 216.8937 385 -0.3312645 -0.007716127
Stationary 1718.782 216.8937 385 -0.3312645 -0.007716127
Stationary 1718.813 216.8937 385 -0.3312645 -0.007716127
Moved 1718.843 234.5436 412.0581 -0.2904084 0.06187776
Moved 1718.874 251.0328 436.0526 -0.2522388 0.1235919
Moved 1718.905 267.6433 456.4172 -0.2137886 0.17597
Moved 1718.936 280.7393 471.7393 -0.1834739 0.2153787
Moved 1718.966 295.6082 490.4515 -0.1490551 0.2635068
Moved 1718.997 306.7682 503.7682 -0.1232216 0.2977577
Moved 1719.028 316.3609 514.8145 -0.1010164 0.326169
Moved 1719.058 324.7006 521.7006 -0.08171152 0.3438801
Moved 1719.089 332.9253 529.9253 -0.06267294 0.3650341
