want to join us for lunch
want to join us for lunch
FixStart
Radial

0.6 0.6
432 388.8
Began 2888.233 588 374 0.5277778 -0.03600823
Ended 2888.233 588 374 0.5277778 -0.03600823
Candidates 2888.325 7 g f h d j s k
Began 2889.493 418 356 0.1342593 -0.0823046
Stationary 2889.524 418 356 0.1342593 -0.0823046
Stationary 2889.554 418 356 0.1342593 -0.0823046
Moved 2889.585 401.2096 356 0.09539266 -0.0823046
Moved 2889.616 388.1738 356 0.06521702 -0.0823046
Moved 2889.646 374.8849 356 0.03445585 -0.0823046
Moved 2889.677 358.5541 356 -0.003347049 -0.0823046
Moved 2889.708 342.9254 356 -0.03952444 -0.0823046
Moved 2889.739 334.5344 356 -0.05894824 -0.0823046
Moved 2889.769 325.5291 356 -0.07979373 -0.0823046
Moved 2889.8 318.6102 356 -0.09580964 -0.0823046
Moved 2889.831 314.7624 356 -0.1047167 -0.0823046
Moved 2889.862 312.6307 356 -0.1096512 -0.0823046
Moved 2889.892 311.5 356 -0.1122685 -0.0823046
Ended 2889.923 311.5 356 -0.1122685 -0.0823046
Cancel 2890.015
Began 2890.323 365 329 0.01157403 -0.151749
Stationary 2890.353 365 329 0.01157403 -0.151749
Stationary 2890.384 365 329 0.01157403 -0.151749
Stationary 2890.415 365 329 0.01157403 -0.151749
Stationary 2890.445 365 329 0.01157403 -0.151749
Stationary 2890.476 365 329 0.01157403 -0.151749
Moved 2890.507 355.9745 341.0255 -0.009318391 -0.1208192
Moved 2890.538 351 347.5 -0.02083332 -0.1041667
Moved 2890.568 341.9147 358.0853 -0.04186417 -0.07694103
Moved 2890.599 331.511 367.1168 -0.06594678 -0.05371203
Moved 2890.63 319.351 379.5613 -0.09409502 -0.02170437
Moved 2890.66 303.7985 394.7441 -0.1300961 0.017346
Moved 2890.691 284.7128 412.5886 -0.1742759 0.06324226
Moved 2890.722 265.2823 430.4723 -0.2192539 0.1092394
Moved 2890.752 254.8441 441.3669 -0.2434165 0.1372606
Moved 2890.783 248.3307 450.004 -0.2584937 0.1594752
Moved 2890.814 243.7861 453.2139 -0.2690137 0.1677312
Moved 2890.845 239.6901 458.3099 -0.278495 0.180838
Moved 2890.875 237.3023 460.6977 -0.2840225 0.1869797
Moved 2890.906 234.759 463.241 -0.2899098 0.1935211
Moved 2890.937 232.6219 466.7562 -0.2948567 0.2025622
Moved 2890.968 229.9513 469.0488 -0.3010387 0.2084587
Moved 2890.998 224.7965 471.6017 -0.312971 0.215025
Moved 2891.029 219.6951 474.1525 -0.3247799 0.2215854
Moved 2891.06 213.1396 476.2868 -0.3399545 0.2270751
Moved 2891.091 206.1733 477 -0.3560802 0.2289094
Moved 2891.121 199.5263 479.4912 -0.3714668 0.2353168
Moved 2891.152 194.9613 480 -0.3820341 0.2366254
Moved 2891.183 190.5361 482.2319 -0.3922775 0.242366
Moved 2891.213 188.1511 483.8489 -0.3977983 0.2465248
Moved 2891.244 185.6022 484 -0.4036986 0.2469135
Moved 2891.275 186 485.5 -0.4027778 0.2507715
Moved 2891.305 185 485 -0.4050926 0.2494856
Moved 2891.336 184 463.7783 -0.4074074 0.194903
Moved 2891.367 184 436.3921 -0.4074074 0.1244652
Moved 2891.398 184 408.4704 -0.4074074 0.05265008
Moved 2891.428 184 392.2554 -0.4074074 0.010945
Moved 2891.459 184 372.1989 -0.4074074 -0.04064081
Moved 2891.49 184 356.8008 -0.4074074 -0.08024482
Moved 2891.521 184 345.827 -0.4074074 -0.1084697
Moved 2891.551 184 339.9208 -0.4074074 -0.1236606
Moved 2891.582 184 333.8047 -0.4074074 -0.1393912
Moved 2891.613 184 327.7099 -0.4074074 -0.1550672
Moved 2891.644 184 324.3099 -0.4074074 -0.163812
Moved 2891.674 184 322.0682 -0.4074074 -0.1695778
Moved 2891.705 184 320.5342 -0.4074074 -0.1735233
Moved 2891.736 191.0421 319.994 -0.3911063 -0.1749126
Moved 2891.766 228 313.5 -0.3055556 -0.1916154
Moved 2891.797 284.8571 299.9429 -0.1739418 -0.2264844
Moved 2891.828 331.8646 281.2402 -0.06512821 -0.2745881
Moved 2891.859 359.0201 264.588 -0.002268255 -0.3174179
Moved 2891.889 377.0742 253.2433 0.03952374 -0.3465966
Moved 2891.92 390.7803 242.9758 0.0712506 -0.3730045
Moved 2891.951 402.0916 234.1267 0.09743432 -0.3957647
Moved 2891.981 412.0977 227.4512 0.1205965 -0.4129343
Moved 2892.012 418.6582 222.6709 0.1357829 -0.4252292
Moved 2892.043 422.3928 219.3036 0.1444277 -0.4338899
Moved 2892.074 425.1687 216.8313 0.1508534 -0.4402488
Moved 2892.104 427.7232 215.2769 0.1567666 -0.4442468
Moved 2892.135 430.2844 213.7156 0.1626954 -0.4482624
Moved 2892.166 431.6444 213.3556 0.1658436 -0.4491883
Moved 2892.197 434.0916 210.9083 0.1715084 -0.4554828
Moved 2892.227 436.6474 209 0.1774247 -0.4603909
Moved 2892.258 438.5 207.5 0.181713 -0.464249
Moved 2892.289 438 208 0.1805556 -0.462963
Moved 2892.319 438 220.8387 0.1805556 -0.4299415
Moved 2892.35 422.3506 246.8286 0.1443302 -0.3630952
Moved 2892.381 408.6506 272.629 0.1126171 -0.2967362
Moved 2892.412 397.5 293 0.08680551 -0.2443416
