the bathroom is good for reading
Moved 2423.422 443 352.6397 0.1921296 -0.09094732
Moved 2423.452 443 313.5384 0.1921296 -0.1915165
Moved 2423.483 453.0128 294.936 0.2153074 -0.2393621
Moved 2423.514 454 286.0078 0.2175926 -0.2623257
Moved 2423.544 442.1083 285 0.1900655 -0.2649178
Moved 2423.575 409.1443 306.2078 0.1137599 -0.210371
Moved 2423.606 369.2594 335.6533 0.02143383 -0.1346366
Moved 2423.637 334.3798 362.239 -0.05930602 -0.06625776
Moved 2423.667 293.1484 387.7723 -0.1547491 -0.0005856659
Moved 2423.698 265.6496 404.5669 -0.2184037 0.04261024
Moved 2423.729 250.198 415.4416 -0.2541712 0.07058014
Moved 2423.76 240.5708 421.6195 -0.2764566 0.0864698
Moved 2423.79 232.3443 428.1038 -0.2954993 0.1031476
Moved 2423.821 226.4013 433.5986 -0.3092561 0.1172803
Moved 2423.852 224.2175 438.5649 -0.3143112 0.1300536
Moved 2423.882 223 443.9124 -0.3171296 0.1438076
Moved 2423.913 222 448.392 -0.3194444 0.1553292
Moved 2423.944 229.6754 461.7159 -0.3016774 0.1895985
Moved 2423.975 255.3353 493.3358 -0.2422794 0.2709252
Moved 2424.005 295.8033 541.1771 -0.1486034 0.393974
Moved 2424.036 332.3816 578.3816 -0.06393149 0.4896644
Moved 2424.067 370.9027 611.1843 0.0252378 0.5740336
Moved 2424.097 393.5643 628.095 0.07769525 0.6175282
Moved 2424.128 405.6952 636.8476 0.1057758 0.64004
Moved 2424.159 412.3799 640.6899 0.1212498 0.6499225
Moved 2424.19 415.4531 642.4531 0.1283636 0.6544574
Moved 2424.22 418.8643 642 0.1362599 0.653292
Moved 2424.251 424.2716 642 0.1487768 0.653292
Moved 2424.282 431.1752 623.6496 0.1647574 0.6060945
Moved 2424.313 441.4397 600.4567 0.1885179 0.5464422
Moved 2424.343 452.4632 566.2263 0.2140352 0.4584008
Moved 2424.374 462.1454 528.2731 0.2364476 0.3607846
Moved 2424.405 473.739 486.1917 0.2632848 0.2525504
Moved 2424.436 480.7068 454.8972 0.2794138 0.1720607
Moved 2424.466 485.3263 422.7374 0.2901071 0.08934515
Moved 2424.497 487.1004 409.5982 0.294214 0.05555086
Moved 2424.528 487 402.2879 0.2939814 0.03674864
Moved 2424.558 468.0928 398.677 0.2502147 0.02746134
Moved 2424.589 430.6747 415.7573 0.1635988 0.07139225
Moved 2424.62 390.7439 446.5732 0.07116646 0.1506511
Moved 2424.651 368 471.5 0.01851857 0.2147633
Moved 2424.681 354.9119 501.2936 -0.01177803 0.291393
Moved 2424.712 346.4211 532.8947 -0.03143276 0.3726715
Moved 2424.743 344.4454 559.8824 -0.03600607 0.4420843
Moved 2424.773 344 575.8618 -0.03703703 0.4831836
Moved 2424.804 344 588.9144 -0.03703703 0.5167551
Moved 2424.835 344 597.4526 -0.03703703 0.5387154
Moved 2424.866 344 603.6196 -0.03703703 0.5545771
Moved 2424.896 355.8075 608.4037 -0.009704779 0.566882
Moved 2424.927 379.1309 616.8658 0.04428436 0.5886464
Moved 2424.958 439.4482 628.908 0.1839079 0.6196193
Moved 2424.989 476.9778 629 0.270782 0.6198559
Moved 2425.019 504.5781 629 0.3346715 0.6198559
Moved 2425.05 530.7526 629 0.3952605 0.6198559
Moved 2425.081 556.5563 618.0986 0.4549914 0.5918172
Moved 2425.112 572 616.5 0.4907407 0.5877057
Moved 2425.142 587.9709 610.6116 0.5277105 0.5725607
Moved 2425.173 602.7715 603.1371 0.5619711 0.553336
Moved 2425.204 614.1866 594.8134 0.5883948 0.5319274
Moved 2425.234 623.5097 579.9806 0.6099762 0.4937772
Moved 2425.265 631.9252 523.7941 0.6294565 0.3492645
Moved 2425.296 627.1292 455.3002 0.6183547 0.1730971
Moved 2425.326 605.3681 384.1044 0.5679817 -0.01001966
Moved 2425.357 583.5426 317.9083 0.5174597 -0.180277
Moved 2425.388 573.38 262.5602 0.4939351 -0.3226332
Moved 2425.419 573 236.354 0.4930556 -0.3900361
Moved 2425.449 573 218.27 0.4930556 -0.4365483
Ended 2425.48 573 210.9703 0.4930556 -0.4553232
Accept 2425.542 0 the
Candidates 2425.542 1 bathroom
Began 2426.494 406 435 0.1064815 0.1208847
Moved 2426.525 445.9729 473.0414 0.1990114 0.2187278
Moved 2426.556 486.3709 507.2782 0.2925253 0.3067855
Moved 2426.586 527.394 537.2627 0.3874862 0.383906
Moved 2426.617 537.327 543.5514 0.4104792 0.4000807
Moved 2426.648 550.6165 552.9623 0.4412417 0.4242857
Moved 2426.678 556.8261 557.8261 0.455616 0.4367955
Moved 2426.709 558 558 0.4583333 0.4372427
Stationary 2426.74 558 558 0.4583333 0.4372427
Moved 2426.771 524.3787 545.2755 0.3805063 0.4045151
Moved 2426.801 413.5799 492.3804 0.1240276 0.2684681
Moved 2426.832 358.1397 460.9507 -0.004306237 0.1876303
Moved 2426.863 313.838 435.3515 -0.1068564 0.1217887
Moved 2426.894 290.9448 423.397 -0.15985 0.09104167
Moved 2426.924 277.4223 417.2111 -0.1911521 0.0751314
Moved 2426.955 270.4126 413.7063 -0.2073783 0.06611691
Ended 2426.986 268 412.5 -0.212963 0.06301432
Accept 2427.078 0 bathroom
Candidates 2427.078 13 is good goods god his odds gods if of odd id pass pa
Began 2429.505 443 431 0.1921296 0.1105966
Stationary 2429.536 443 431 0.1921296 0.1105966
Stationary 2429.567 443 431 0.1921296 0.1105966
Moved 2429.597 448.378 431 0.2045786 0.1105966
Moved 2429.628 459.9883 431 0.2314545 0.1105966
Moved 2429.659 474.5251 436.2792 0.2651044 0.1241749
Moved 2429.69 493.5846 451.5604 0.3092235 0.1634784
Moved 2429.72 516.1812 470.9085 0.3615305 0.213242
Moved 2429.751 541.812 491.1019 0.4208611 0.2651796
Moved 2429.782 566.7555 512.286 0.4786007 0.3196655
Moved 2429.813 588.6791 528.1993 0.5293497 0.3605949
Moved 2429.843 601.991 535.9955 0.5601645 0.3806467
Moved 2429.874 610.4341 541.9561 0.5797085 0.3959774
Moved 2429.905 617.4899 546.2449 0.5960414 0.4070085
Moved 2429.936 622.0078 550.0078 0.6064996 0.4166867
Moved 2429.966 625.5 552.5 0.6145833 0.4230966
Moved 2429.997 625 552 0.613426 0.4218106
Stationary 2430.028 625 552 0.613426 0.4218106
Moved 2430.058 612.1342 552 0.5836439 0.4218106
Moved 2430.089 567.6213 532.0938 0.480605 0.3706115
Moved 2430.12 488.4412 495.763 0.2973176 0.2771682
Moved 2430.151 434.87 469.435 0.1733101 0.2094521
Moved 2430.181 393.7349 448.8674 0.07808993 0.1565519
Moved 2430.212 368.8213 436.308 0.02041956 0.1242488
Moved 2430.243 352.3459 428.3365 -0.01771773 0.1037461
Moved 2430.273 345.1593 425.5797 -0.03435339 0.09665536
Ended 2430.304 341 423.5 -0.04398147 0.09130646
Accept 2430.427 0 is
Candidates 2430.427 13 good of goods off ps god pd hood odds pa odd gods oops
Began 2431.41 487 453 0.2939814 0.167181
Stationary 2431.458 487 453 0.2939814 0.167181
Moved 2431.487 460.6358 453 0.2329532 0.167181
Moved 2431.518 429.0995 453 0.1599526 0.167181
Moved 2431.549 405.8399 446 0.1061109 0.1491768
Moved 2431.579 392.6224 446 0.07551491 0.1491768
Moved 2431.61 383.539 446 0.05448838 0.1491768
Moved 2431.641 383 446 0.05324075 0.1491768
Stationary 2431.671 383 446 0.05324075 0.1491768
Moved 2431.702 391.8242 457.8132 0.07366707 0.1795606
Moved 2431.733 456.5903 489.0666 0.2235887 0.2599449
Moved 2431.764 513.7526 511.8981 0.3559087 0.3186679
Moved 2431.794 553.6724 525.9761 0.4483157 0.3548768
Moved 2431.825 582.0822 535.5308 0.514079 0.3794516
Moved 2431.856 602.948 543.8348 0.5623797 0.4008097
Moved 2431.886 618.6277 552.1766 0.5986753 0.4222649
Moved 2431.917 629.4654 556.9769 0.6237625 0.4346114
Moved 2431.948 634.2459 560.2459 0.6348285 0.4430192
Moved 2431.979 636 561.0029 0.6388888 0.4449663
Stationary 2432.01 636 561 0.6388888 0.4449587
Moved 2432.04 626.4636 561 0.6168138 0.4449587
Moved 2432.071 577.4401 561 0.5033336 0.4449587
Moved 2432.102 524.5 561 0.3807871 0.4449587
Moved 2432.132 486.8591 561 0.2936553 0.4449587
Moved 2432.163 459.558 561 0.2304585 0.4449587
Moved 2432.194 441.4839 561.7032 0.1886203 0.4467674
Moved 2432.225 429.4596 564.1081 0.1607862 0.4529528
Ended 2432.255 418 569 0.1342593 0.4655349
Accept 2432.347 0 good
Candidates 2432.347 13 for site door sort sport spot dot die fit shot show did shoe
Began 2433.3 417 374 0.1319444 -0.03600823
Stationary 2433.331 417 374 0.1319444 -0.03600823
Stationary 2433.362 417 374 0.1319444 -0.03600823
Moved 2433.392 410.0392 397.0907 0.1158316 0.02338131
Moved 2433.423 403.3728 410.0453 0.1003999 0.05670096
Moved 2433.454 393.9078 435.2459 0.07849018 0.1215171
Moved 2433.484 387.4098 458.1561 0.06344855 0.1804424
Moved 2433.515 381.8882 478.8914 0.05066713 0.233774
Moved 2433.546 379.0048 495.9663 0.0439926 0.277691
Moved 2433.577 379 517.1343 0.04398147 0.3321355
Moved 2433.607 379 537.6619 0.04398147 0.3849329
Moved 2433.638 387.2814 551.1258 0.06315142 0.4195621
Moved 2433.669 389.7023 559.107 0.06875534 0.4400899
Moved 2433.699 390 563.4738 0.06944448 0.4513215
Moved 2433.73 390 565.7182 0.06944448 0.457094
Moved 2433.761 390 567.5 0.06944448 0.4616768
Moved 2433.792 376.5773 568 0.03837347 0.4629629
Moved 2433.822 363.9559 568 0.009157161 0.4629629
Moved 2433.853 332.6515 558.329 -0.06330669 0.4380888
Moved 2433.884 324.5976 553.7988 -0.08194993 0.4264372
Moved 2433.915 299.7654 542.3827 -0.139432 0.3970747
Moved 2433.945 280.3767 531.226 -0.1843132 0.3683796
Moved 2433.976 264.657 517.9884 -0.2207014 0.3343322
Moved 2434.007 251.5732 503.5021 -0.250988 0.2970732
Moved 2434.037 240.6773 484.1852 -0.27621 0.2473898
Moved 2434.068 228.856 461.424 -0.3035741 0.1888475
Moved 2434.099 219.9519 437.8558 -0.3241854 0.1282298
Moved 2434.13 214.4504 418.3513 -0.3369203 0.07806385
Moved 2434.16 211.4697 403.3486 -0.3438201 0.03947674
Moved 2434.191 211 388.5345 -0.3449074 0.001374625
Moved 2434.222 211 378.9047 -0.3449074 -0.02339343
Moved 2434.253 222.5357 366.2322 -0.3182045 -0.05598719
Moved 2434.283 234.1492 353.2339 -0.2913213 -0.08941917
Moved 2434.314 260.4871 343.114 -0.230354 -0.1154476
Moved 2434.345 282.7532 339.6941 -0.178812 -0.1242436
Moved 2434.375 315.8022 340 -0.1023096 -0.1234569
Moved 2434.406 360.1646 361.1363 0.0003810724 -0.06909397
Moved 2434.437 423.3926 395.1798 0.1467421 0.01846659
Moved 2434.468 483.3614 436.9678 0.2855588 0.125946
Moved 2434.498 516.5811 465.8649 0.3624561 0.2002696
Moved 2434.529 536.7289 483.1074 0.4090946 0.2446177
Moved 2434.56 553.3733 495.5822 0.4476234 0.2767031
Moved 2434.591 563.197 503.3977 0.4703633 0.2968048
Moved 2434.621 570.5593 507 0.4874058 0.3060699
Moved 2434.652 573.321 507 0.4937986 0.3060699
Moved 2434.683 579.4633 482.3993 0.5080168 0.2427964
Moved 2434.713 563.7356 385.5217 0.4716101 -0.006374429
Moved 2434.744 540.61 306.5311 0.4180787 -0.2095393
Moved 2434.775 528.896 246.3761 0.390963 -0.364259
Moved 2434.806 520.6376 214.913 0.3718463 -0.4451829
Moved 2434.836 515.5355 193.6066 0.3600359 -0.4999832
Moved 2434.867 509.0182 184.0364 0.3449495 -0.5245979
Moved 2434.898 500.7289 179.2429 0.3257613 -0.5369266
Moved 2434.928 468.9349 194.9359 0.2521641 -0.4965641
Moved 2434.959 429.1908 228.8092 0.1601638 -0.4094414
Moved 2434.99 397.0012 273.2477 0.08565088 -0.2951447
Moved 2435.021 380.5 309.5 0.04745374 -0.2019033
Moved 2435.052 375.0443 359.0264 0.03482461 -0.07452074
Moved 2435.082 375 396.9784 0.03472219 0.0230925
Moved 2435.113 375 426.3424 0.03472219 0.09861718
Moved 2435.144 385.8196 444.3685 0.05976756 0.1449807
Moved 2435.174 390.6491 459.5966 0.07094711 0.1841474
Moved 2435.205 395.8387 469.6773 0.08295983 0.2100753
Ended 2435.236 398 474 0.08796295 0.2211934
Accept 2435.389 0 for
Candidates 2435.389 13 respond resolve reading trading headline response taking deadline define washing testing responded become
Began 2436.373 433 376 0.1689814 -0.03086435
Moved 2436.403 433 389.7945 0.1689814 0.004615391
Moved 2436.434 433 420.4911 0.1689814 0.08356757
Moved 2436.465 433 460.1318 0.1689814 0.1855242
Moved 2436.496 448.6342 493.561 0.2051717 0.2715046
Moved 2436.526 458.7071 522.2677 0.2284887 0.3453386
Moved 2436.557 467.5735 543.3383 0.2490128 0.3995324
Moved 2436.588 473.4102 555.8204 0.2625236 0.4316367
Moved 2436.619 478.7339 566.101 0.2748471 0.4580785
Moved 2436.649 482.1312 572.2625 0.2827112 0.4739259
Moved 2436.68 484 575.8971 0.287037 0.4832743
Moved 2436.711 485 578.2839 0.2893518 0.4894132
Moved 2436.741 487.1367 580.1367 0.2942979 0.4941787
Moved 2436.772 487.9016 581 0.2960685 0.496399
Moved 2436.803 488 582.3306 0.2962963 0.4998215
Moved 2436.834 489 583.1066 0.2986111 0.5018172
Moved 2436.864 490.3606 583 0.3017606 0.5015431
Moved 2436.895 490 584.1263 0.300926 0.5044399
Moved 2436.926 491 584 0.3032407 0.5041152
Stationary 2436.957 491 584 0.3032407 0.5041152
Stationary 2436.987 491 584 0.3032407 0.5041152
Stationary 2437.018 491 584 0.3032407 0.5041152
Stationary 2437.049 491 584 0.3032407 0.5041152
Stationary 2437.079 491 584 0.3032407 0.5041152
Stationary 2437.11 491 584 0.3032407 0.5041152
Moved 2437.141 483.8922 584 0.2867875 0.5041152
Moved 2437.171 480.2336 584 0.2783186 0.5041152
Moved 2437.202 475.4211 584 0.2671783 0.5041152
Expand 2437.202
Moved 2437.233 470.9513 575.9514 0.2568317 0.4834139
Moved 2437.264 465.1944 573.1943 0.2435054 0.4763228
Moved 2437.295 460.4456 571.7228 0.2325129 0.472538
Moved 2437.325 456.9636 570 0.2244527 0.4681069
Moved 2437.356 454.5 569 0.21875 0.4655349
Moved 2437.387 453.913 567.913 0.2173911 0.462739
Moved 2437.417 453 568 0.2152778 0.4629629
Stationary 2437.448 453 568 0.2152778 0.4629629
Stationary 2437.479 453 568 0.2152778 0.4629629
Stationary 2437.51 453 568 0.2152778 0.4629629
Stationary 2437.54 453 568 0.2152778 0.4629629
Stationary 2437.571 453 568 0.2152778 0.4629629
Moved 2437.602 461.2201 575 0.2343058 0.480967
Moved 2437.633 462.675 576.675 0.2376737 0.4852752
Moved 2437.663 465.4403 579.4402 0.2440748 0.4923873
Moved 2437.694 468.2022 581.2022 0.2504681 0.4969192
Moved 2437.725 471.9342 583.9671 0.2591069 0.5040305
Moved 2437.755 474.391 585.391 0.2647939 0.5076928
Moved 2437.786 476 587.1561 0.2685185 0.5122326
Moved 2437.817 478.9192 588 0.2752759 0.5144032
Moved 2437.848 480 590.5 0.2777778 0.5208333
Moved 2437.878 482 591 0.2824074 0.5221192
Moved 2437.909 483 591 0.2847222 0.5221192
Ended 2437.94 484.1523 591 0.2873896 0.5221192
Accept 2438.001 2 reading
Began 2438.462 381.3334 390 0.04938285 0.005143954
Moved 2438.493 433.2122 408.751 0.1694728 0.05337193
Moved 2438.524 503.9341 422.1168 0.3331807 0.08774883
Moved 2438.554 535.9152 425.9929 0.4072112 0.09771837
Moved 2438.585 568.8262 430.4711 0.4833941 0.1092362
Moved 2438.616 600 432.5 0.5555555 0.1144546
Moved 2438.646 627.4236 434 0.6190363 0.1183127
Moved 2438.677 640.7272 434 0.6498316 0.1183127
Moved 2438.708 651.5591 434 0.6749054 0.1183127
Moved 2438.739 659.4535 434 0.6931793 0.1183127
Moved 2438.77 668.7457 434 0.714689 0.1183127
Moved 2438.8 676.0998 434 0.7317124 0.1183127
Moved 2438.831 680.1356 434 0.7410547 0.1183127
Ended 2438.862 680 434 0.7407407 0.1183127
PhraseEnd 2438.923
