what goes up must come down
what goes up must come down
Basic
Radial

0.6 0.6
432 388.8
Began 864.2861 198 478 -0.375 0.2314814
Stationary 864.3168 198 478 -0.375 0.2314814
Moved 864.3476 220.5432 466.5603 -0.3228167 0.2020583
Moved 864.3784 291.6984 441.1905 -0.1581055 0.1368068
Moved 864.409 369.0808 417.5784 0.02102047 0.07607613
Moved 864.4398 400.9835 401.0984 0.09486923 0.03368923
Moved 864.4705 414.1566 391.8956 0.1253624 0.01001955
Moved 864.5012 417 387.3207 0.1319444 -0.001747108
Moved 864.5319 406.9852 378.7079 0.108762 -0.02389931
Moved 864.5627 362.4609 375 0.005696615 -0.03343629
Moved 864.5933 311.4953 375 -0.1122795 -0.03343629
Moved 864.6241 272.0393 387.9229 -0.2036127 -0.0001984663
Moved 864.6548 236.4875 400.8375 -0.2859085 0.03301825
Moved 864.6855 218.6228 407.9509 -0.3272621 0.05131391
Moved 864.7162 212.3335 417.3331 -0.3418207 0.07544506
Moved 864.7469 224.2571 441.3911 -0.3142197 0.1373227
Moved 864.7778 273.0327 485.0785 -0.2013131 0.2496874
Moved 864.8085 317.0428 512.8228 -0.09943809 0.3210462
Moved 864.8392 350.0916 530.5458 -0.02293617 0.36663
Moved 864.8699 395.6279 550.8405 0.08247197 0.4188284
Ended 864.9007 425 561 0.150463 0.4449587
Candidates 864.9928 13 what that they ebay every start thai also chat sheet safety salary wednesday
Began 865.9454 237 415 -0.2847222 0.06944436
Stationary 865.9761 237 415 -0.2847222 0.06944436
Moved 866.0068 292.7717 415 -0.1556211 0.06944436
Moved 866.0375 390.5865 404.4016 0.07080217 0.04218517
Moved 866.0682 438.0411 394.6557 0.1806507 0.01711849
Ended 866.099 464.454 385.0797 0.2417918 -0.007511068
Accept 866.1604 0 what
Began 866.3755 304 336 -0.1296296 -0.1337449
Stationary 866.4063 304 336 -0.1296296 -0.1337449
Stationary 866.437 304 336 -0.1296296 -0.1337449
Moved 866.4677 338.3799 373.3799 -0.05004654 -0.03760318
Moved 866.4984 386.5963 414.1864 0.06156564 0.06735177
Moved 866.5292 425.4499 441.2999 0.1515045 0.1370882
Moved 866.5599 438.7718 452.8478 0.182342 0.1667896
Moved 866.5906 441.7898 456.7899 0.1893283 0.1769286
Moved 866.6213 442 459.3614 0.1898148 0.1835426
Moved 866.6521 425.8896 462.2221 0.1525221 0.1909004
Moved 866.6829 387.4992 473.5628 0.06365557 0.2200689
Moved 866.7136 348.3704 486.6343 -0.02692044 0.2536889
Moved 866.7443 307 499 -0.1226852 0.2854938
Moved 866.775 283.3909 504.7454 -0.1773358 0.300271
