the five boxing wizards jump quickly
the five boxing wizards jump quickly
FixStart
Radial

0.6 0.6
432 388.8
Began 3719.625 385 220 0.05787035 -0.4320988
Stationary 3719.656 385 220 0.05787035 -0.4320988
Stationary 3719.687 385 220 0.05787035 -0.4320988
Moved 3719.717 385 237.446 0.05787035 -0.3872272
Moved 3719.748 365.8799 268.9871 0.01361072 -0.3061034
Moved 3719.779 349.0509 310.3049 -0.02534504 -0.1998332
Moved 3719.81 338.2779 340.8052 -0.05028258 -0.1213857
Moved 3719.84 332.559 359.5436 -0.06352092 -0.07319046
Moved 3719.871 329.5 374 -0.07060184 -0.03600823
Moved 3719.902 329 384.9745 -0.07175927 -0.007781512
Moved 3719.932 329 392 -0.07175927 0.01028803
Moved 3719.963 329 397.1676 -0.07175927 0.02357914
Moved 3719.994 329 399.5 -0.07175927 0.02957815
Moved 3720.025 341.4149 400 -0.04302114 0.03086416
Moved 3720.055 363.9685 379.9134 0.009186466 -0.02079889
Moved 3720.086 387.9353 355.0862 0.06466508 -0.08465473
Moved 3720.117 406 332 0.1064815 -0.144033
Moved 3720.147 422.2977 301.5534 0.1442077 -0.2223421
Moved 3720.178 446.6003 268.3195 0.2004637 -0.3078202
Moved 3720.209 456.709 251.485 0.2238634 -0.3511189
Moved 3720.24 461.9053 241.1895 0.2358918 -0.3775991
Moved 3720.27 463.6682 236.6637 0.2399726 -0.3892395
Moved 3720.301 464 231.5637 0.2407408 -0.4023567
Moved 3720.332 464 229.2416 0.2407408 -0.4083293
Moved 3720.362 464 227.9713 0.2407408 -0.4115965
Moved 3720.393 451.3063 227 0.2113572 -0.4140947
Moved 3720.424 438.3046 227 0.1812606 -0.4140947
Moved 3720.455 421.4137 238.6207 0.1421614 -0.384206
Moved 3720.485 400.3134 252.0541 0.09331812 -0.3496552
Moved 3720.516 384.541 264.5942 0.0568078 -0.3174017
Moved 3720.547 366.206 279.8234 0.01436581 -0.278232
Moved 3720.577 347.5 298 -0.02893518 -0.2314816
Moved 3720.608 334.7349 311.3314 -0.05848403 -0.1971929
Moved 3720.639 322.2269 325.4823 -0.08743767 -0.1607966
Moved 3720.67 312.3241 336.5678 -0.1103608 -0.1322845
Moved 3720.7 307.1177 342.8823 -0.1224126 -0.1160436
Moved 3720.731 303.0067 348.9867 -0.131929 -0.1003429
Moved 3720.762 299.7626 355.9495 -0.1394384 -0.08243451
Ended 3720.792 299.7626 355.9495 -0.1394384 -0.08243451
Candidates 3720.915 13 the there right further title either where height roger rule trigger tiger turkey
Began 3721.345 298 320 -0.1435185 -0.1748972
Stationary 3721.376 298 320 -0.1435185 -0.1748972
Stationary 3721.407 298 320 -0.1435185 -0.1748972
Moved 3721.438 325.5489 320 -0.07974794 -0.1748972
Moved 3721.468 365.1494 320 0.01191984 -0.1748972
Moved 3721.499 394.314 320 0.07943043 -0.1748972
Moved 3721.53 411.0988 320 0.1182843 -0.1748972
Moved 3721.561 421 320 0.1412037 -0.1748972
Moved 3721.591 425.6975 320 0.1520777 -0.1748972
Ended 3721.622 426 320 0.1527777 -0.1748972
Accept 3721.714 0 the
Began 3722.236 407 292 0.1087963 -0.2469136
Stationary 3722.267 407 292 0.1087963 -0.2469136
Stationary 3722.298 407 292 0.1087963 -0.2469136
Stationary 3722.328 407 292 0.1087963 -0.2469136
Stationary 3722.359 407 292 0.1087963 -0.2469136
Stationary 3722.39 407 292 0.1087963 -0.2469136
Moved 3722.421 386.6647 292 0.06172389 -0.2469136
Moved 3722.451 373.9883 282.5977 0.03238032 -0.2710966
Moved 3722.482 359.7958 281.2565 -0.0004727642 -0.274546
Moved 3722.513 346.86 279.772 -0.03041665 -0.2783642
Moved 3722.543 336.6903 280 -0.0539576 -0.2777778
Moved 3722.574 329.3865 279 -0.07086456 -0.2803498
Moved 3722.605 324 279 -0.08333336 -0.2803498
Moved 3722.635 321.9041 279 -0.08818487 -0.2803498
Moved 3722.666 322 291.8332 -0.08796295 -0.2473426
Moved 3722.697 350.5225 322.7026 -0.02193873 -0.167946
Moved 3722.728 383.5 351.5 0.05439818 -0.0938786
Moved 3722.759 403.4943 365.6966 0.1006812 -0.05736472
Moved 3722.789 422.971 379.9783 0.1457662 -0.0206321
Moved 3722.82 437.2404 390.1924 0.1787973 0.005638727
Moved 3722.851 449 397.5 0.2060185 0.02443408
Moved 3722.881 461.3947 403.6973 0.2347099 0.0403737
Moved 3722.912 472.5815 408.7908 0.2606053 0.05347416
Moved 3722.943 482.7722 412.9431 0.284195 0.06415386
Moved 3722.973 489.9697 415.4849 0.3008558 0.0706914
Moved 3723.004 498.4409 416 0.3204652 0.07201634
Moved 3723.035 505.795 416 0.3374885 0.07201634
Moved 3723.066 510.826 405.522 0.3491342 0.04506696
Moved 3723.096 513 390.3893 0.3541666 0.006145351
Moved 3723.127 501.4379 357.2242 0.3274027 -0.07915591
Moved 3723.158 478.1759 306.149 0.2735552 -0.2105221
Moved 3723.188 464.5601 281.1202 0.2420373 -0.2748966
Moved 3723.219 446.1531 251.9219 0.1994286 -0.3499952
Moved 3723.25 428.5 226.5 0.1585648 -0.4153807
Moved 3723.281 414.4888 207.2844 0.1261316 -0.4648034
Moved 3723.312 401.7206 190.7206 0.09657531 -0.5074059
Moved 3723.342 393.4133 180.2178 0.07734567 -0.5344193
Moved 3723.373 384.3355 172.3356 0.05633225 -0.5546924
Moved 3723.404 376.122 164.0814 0.03731956 -0.5759223
Moved 3723.434 371 159 0.025463 -0.5889918
Moved 3723.465 366.9509 155.9509 0.01609008 -0.596834
Moved 3723.496 363.6946 153.6946 0.008552372 -0.6026374
Moved 3723.526 360 151.5 0 -0.608282
Moved 3723.557 358.5981 151 -0.003245026 -0.6095679
Moved 3723.588 356.0602 150 -0.009119858 -0.6121399
Moved 3723.619 354.9294 150 -0.01173745 -0.6121399
Moved 3723.649 353.669 150 -0.01465509 -0.6121399
Moved 3723.68 351.7475 150 -0.01910309 -0.6121399
Moved 3723.711 349.2092 167.3263 -0.02497872 -0.5675763
Moved 3723.741 346.8682 185.593 -0.03039762 -0.5205941
Moved 3723.772 342.785 219.2902 -0.03984958 -0.4339246
Moved 3723.803 335.7105 246.4476 -0.05622575 -0.364075
Moved 3723.834 326.1971 276.4087 -0.07824744 -0.2870148
Moved 3723.864 318.1952 297.512 -0.09677038 -0.2327366
Moved 3723.895 306.037 322.9259 -0.1249142 -0.1673717
Moved 3723.926 296.7973 342.3041 -0.1463025 -0.1175307
Moved 3723.957 288.8047 359.9883 -0.164804 -0.0720466
Moved 3723.987 284.1865 372.0674 -0.1754942 -0.0409788
Moved 3724.018 281.6297 384.8514 -0.1814126 -0.008098343
Moved 3724.049 280.102 392.694 -0.184949 0.01207297
Moved 3724.079 280 397.8952 -0.1851852 0.02545054
Moved 3724.11 280 399 -0.1851852 0.02829214
Ended 3724.141 280 399 -0.1851852 0.02829214
Candidates 3724.294 13 drove five drive derive driver dive arrived succeed river soccer arrives arrive success
Began 3724.74 271 315 -0.2060186 -0.1877573
Stationary 3724.771 271 315 -0.2060186 -0.1877573
Stationary 3724.801 271 315 -0.2060186 -0.1877573
Stationary 3724.832 271 315 -0.2060186 -0.1877573
Stationary 3724.863 271 315 -0.2060186 -0.1877573
Stationary 3724.894 271 315 -0.2060186 -0.1877573
Stationary 3724.924 271 315 -0.2060186 -0.1877573
Stationary 3724.955 271 315 -0.2060186 -0.1877573
Stationary 3724.986 271 315 -0.2060186 -0.1877573
Stationary 3725.016 271 315 -0.2060186 -0.1877573
Stationary 3725.047 271 315 -0.2060186 -0.1877573
Stationary 3725.077 271 315 -0.2060186 -0.1877573
Moved 3725.108 281.1533 324.1379 -0.1825155 -0.1642543
Moved 3725.139 288.8085 337.6808 -0.1647951 -0.1294218
Moved 3725.17 299.9273 356.3727 -0.1390572 -0.08134583
Moved 3725.201 312.081 376.1296 -0.1109235 -0.03053076
Moved 3725.231 318.5599 389.1198 -0.09592622 0.002879979
Moved 3725.262 325.5927 400.389 -0.07964656 0.03186473
Moved 3725.293 329.6998 408.0497 -0.07013927 0.05156815
Moved 3725.323 331.8969 410.897 -0.06505335 0.05889139
Moved 3725.354 333.1241 413.1241 -0.06221269 0.06461947
Moved 3725.385 333.7125 414 -0.06085078 0.06687239
Ended 3725.416 334 414 -0.06018519 0.06687239
Accept 3725.477 1 five
Began 3725.999 366 385 0.01388888 -0.007716127
Stationary 3726.03 366 385 0.01388888 -0.007716127
Stationary 3726.061 366 385 0.01388888 -0.007716127
Stationary 3726.092 366 385 0.01388888 -0.007716127
Stationary 3726.122 366 385 0.01388888 -0.007716127
Stationary 3726.153 366 385 0.01388888 -0.007716127
Moved 3726.184 366 374.1904 0.01388888 -0.03551868
Moved 3726.214 366 361.1215 0.01388888 -0.06913197
Moved 3726.245 366 337.8535 0.01388888 -0.1289777
Moved 3726.276 366 300.4878 0.01388888 -0.2250829
Moved 3726.306 366 264 0.01388888 -0.31893
Moved 3726.337 373.4684 241.3977 0.031177 -0.3770636
Moved 3726.368 375.3015 221.9854 0.03542006 -0.4269924
Moved 3726.399 376 207.6431 0.03703703 -0.463881
Moved 3726.429 377 197.7961 0.03935188 -0.4892075
Moved 3726.46 378 194.0326 0.04166663 -0.4988874
Moved 3726.491 379.4993 192.5007 0.0451373 -0.5028274
Moved 3726.521 386.7153 201.1737 0.06184101 -0.4805204
Moved 3726.552 406.7141 242.4281 0.1081344 -0.3744134
Moved 3726.583 433.6669 327.7045 0.1705252 -0.1550812
Moved 3726.614 448.7672 375.3016 0.2054796 -0.03266048
Moved 3726.645 467.5953 424.4729 0.2490632 0.09380878
Moved 3726.675 479.8372 456.0929 0.2774008 0.175136
Moved 3726.706 490.0057 475.0114 0.3009391 0.2237946
Moved 3726.737 496.9769 488.9538 0.3170761 0.2596547
Moved 3726.767 504 500 0.3333333 0.2880658
Moved 3726.798 509.0943 506.1887 0.3451258 0.3039831
Moved 3726.829 511.6376 509.6376 0.351013 0.3128539
Moved 3726.86 513.5 511.5 0.3553241 0.317644
Moved 3726.89 513 512 0.3541666 0.31893
Stationary 3726.921 513 512 0.3541666 0.31893
Stationary 3726.952 513 512 0.3541666 0.31893
Moved 3726.982 492.5314 489.2064 0.3067857 0.2603045
Moved 3727.013 423.2612 405.3265 0.1464381 0.0445641
Moved 3727.044 375.1803 352.3279 0.03513962 -0.09174936
Moved 3727.074 338.8674 308.4409 -0.04891803 -0.2046273
Moved 3727.105 315.7849 284.0943 -0.1023498 -0.2672472
Moved 3727.136 293.3203 258.0803 -0.1543513 -0.3341556
Moved 3727.167 278.0574 241.0574 -0.1896818 -0.377939
Moved 3727.198 267.6788 229.3485 -0.2137064 -0.4080543
Moved 3727.228 259.8365 221.2546 -0.23186 -0.4288718
Moved 3727.259 253.75 215.75 -0.245949 -0.4430298
Moved 3727.29 251.3356 212.3356 -0.2515379 -0.4518118
Moved 3727.32 248.7936 210.7936 -0.2574222 -0.4557779
Moved 3727.351 248 211 -0.2592593 -0.455247
Moved 3727.382 247 211 -0.2615741 -0.455247
Moved 3727.412 247 238 -0.2615741 -0.3858025
Moved 3727.443 281.8284 286.3807 -0.1809528 -0.2613666
Moved 3727.474 314.3786 335.8416 -0.1056051 -0.1341524
Moved 3727.505 362.1537 396.846 0.004985531 0.02275204
Moved 3727.535 407.5121 447.8378 0.1099818 0.1539036
Moved 3727.566 437.8413 477.8413 0.1801883 0.2310732
Moved 3727.597 456.2613 499.6216 0.222827 0.2870925
Moved 3727.627 472.1118 514.8897 0.259518 0.3263623
Moved 3727.658 478.6475 521.6475 0.274647 0.3437434
