the collapse of the Roman empire
Moved 611.1545 356.8346 443.1103 -0.007327348 0.1417444
Moved 611.1852 328.0815 458.3511 -0.07388537 0.180944
Moved 611.216 305 470 -0.1273148 0.2109053
Moved 611.2467 284.1244 479.6252 -0.1756379 0.2356614
Moved 611.2774 267.0825 486.367 -0.2150869 0.2530015
Moved 611.3082 251.7774 490.0446 -0.2505154 0.2624602
Moved 611.3389 236.1349 495.1461 -0.2867248 0.2755814
Moved 611.3696 220.7994 499.8802 -0.3222237 0.2877578
Moved 611.4003 207.7634 504.6183 -0.3523996 0.2999441
Moved 611.431 197.4487 506.1838 -0.3762762 0.3039706
Moved 611.4617 191.5153 508.7423 -0.3900108 0.3105511
Ended 611.4924 191 509 -0.3912037 0.3112139
Candidates 611.6153 13 the unless enters threw time else emerge this tenure remove times yankees ignore
Began 612.199 494 365 0.3101851 -0.05915646
Stationary 612.2297 494 365 0.3101851 -0.05915646
Moved 612.2604 553.0317 365 0.4468327 -0.05915646
Moved 612.2911 618.0726 365 0.5973902 -0.05915646
Ended 612.3218 656.981 365 0.687456 -0.05915646
Accept 612.414 0 the
Began 613.52 421 521 0.1412037 0.3420781
Stationary 613.5507 421 521 0.1412037 0.3420781
Moved 613.5815 408.169 510.2253 0.1115022 0.3143654
Moved 613.6121 398 502.5 0.08796295 0.2944958
Moved 613.6429 384.4125 489.4125 0.05651047 0.2608346
Moved 613.6736 373.2619 477.2619 0.03069887 0.229583
Moved 613.7043 361.7469 464.6837 0.004043778 0.1972315
Moved 613.735 353.175 455.175 -0.01579856 0.1727753
Moved 613.7657 344.5852 446.5852 -0.03568242 0.150682
Moved 613.7965 338.288 440.288 -0.05025933 0.1344854
Moved 613.8271 333.5598 435.5598 -0.06120413 0.1223245
Moved 613.8579 333 434.2574 -0.06249999 0.1189747
Moved 613.8886 333 434 -0.06249999 0.1183127
Moved 613.9194 333 432.9768 -0.06249999 0.115681
Moved 613.9501 341.196 433 -0.04352773 0.1157406
Moved 613.9808 347.8454 433 -0.02813568 0.1157406
Moved 614.0115 354.5793 433 -0.01254797 0.1157406
Moved 614.0422 357.6641 440.6641 -0.005407135 0.135453
Moved 614.0729 360.2008 442 0.0004647175 0.1388888
Moved 614.1036 360 443.374 0 0.1424226
Moved 614.1344 360 444.9515 0 0.1464802
Moved 614.1651 360 447.5 0 0.1530349
Moved 614.1959 348.028 451.324 -0.02771293 0.1628702
Moved 614.2266 337.2083 457.3959 -0.05275866 0.1784872
Moved 614.2573 326.7113 463.1443 -0.07705723 0.1932724
Moved 614.288 317.5382 468.2309 -0.09829124 0.2063551
Moved 614.3187 307.5292 474.9805 -0.1214602 0.2237153
Moved 614.3494 302.2731 479.7269 -0.133627 0.2359229
Moved 614.3801 298.764 484.472 -0.1417501 0.2481276
Moved 614.4109 296.2556 487.7444 -0.1475565 0.2565443
Moved 614.4416 293.3753 491.6247 -0.1542238 0.2665243
Moved 614.4723 290.502 496.498 -0.160875 0.2790585
Moved 614.5031 287.9475 500.1049 -0.1667881 0.2883356
Moved 614.5338 284.0595 502.9404 -0.1757881 0.2956286
Moved 614.5645 279.3766 506.8116 -0.1866281 0.3055854
Moved 614.5952 275.3159 509.6841 -0.196028 0.3129733
Moved 614.6259 270.5585 511.2208 -0.2070405 0.3169258
Moved 614.6567 267.9068 513.0931 -0.2131786 0.3217416
Moved 614.6874 266.0389 513.9611 -0.2175025 0.3239738
Moved 614.7181 266 515.3724 -0.2175926 0.3276038
Moved 614.7488 265 516 -0.2199074 0.329218
Moved 614.7795 265 519.2165 -0.2199074 0.3374909
Moved 614.8102 283.544 522.0777 -0.1769815 0.34485
Moved 614.841 310.2342 522 -0.1151987 0.3446501
Moved 614.8717 339.9082 508.0367 -0.04650886 0.3087364
Moved 614.9024 368.0717 496.8481 0.01868437 0.2799591
Moved 614.9332 394.0304 487.2386 0.07877409 0.2552432
Moved 614.9639 416.0681 480.7245 0.1297872 0.2384889
Moved 614.9946 433.1676 475.3665 0.1693694 0.224708
Moved 615.0253 450.5 470.5 0.2094908 0.2121912
Moved 615.056 468.3321 464.8893 0.2507688 0.1977605
Moved 615.0867 483.735 460.106 0.2864236 0.1854578
Moved 615.1174 498.9214 456.1797 0.3215773 0.1753593
Moved 615.1482 511.7456 455 0.3512629 0.172325
Moved 615.1789 520.9089 454 0.3724743 0.169753
Moved 615.2096 525.094 454 0.3821621 0.169753
Moved 615.2404 527.9691 454 0.3888173 0.169753
Moved 615.2711 528 454 0.3888889 0.169753
Stationary 615.3018 528 454 0.3888889 0.169753
Moved 615.3325 518.3138 454 0.3664672 0.169753
Moved 615.3632 505.5658 464.1736 0.336958 0.1959199
Moved 615.394 488.3055 467.6328 0.2970034 0.2048167
Moved 615.4246 453.5262 471.9415 0.2164958 0.2158989
Moved 615.4554 441.9821 473.3773 0.1897735 0.2195917
Moved 615.4861 416.0462 473 0.1297365 0.2186213
Moved 615.5168 392.2891 473 0.07474323 0.2186213
Moved 615.5475 358.2886 473 -0.003961474 0.2186213
Moved 615.5782 322.5 460.5 -0.08680557 0.1864711
Moved 615.609 291.261 455.8768 -0.1591181 0.1745803
Moved 615.6397 255.4349 444.145 -0.2420488 0.1444058
Moved 615.6705 228.5946 436.3544 -0.3041791 0.1243681
Moved 615.7012 206.0749 430.5928 -0.3563082 0.1095494
Moved 615.7319 192.7782 426.7556 -0.3870874 0.09967996
Moved 615.7626 177.4607 421.8922 -0.4225447 0.08717113
Moved 615.7933 167.072 418.018 -0.4465927 0.07720672
Moved 615.824 161 416.5 -0.4606481 0.07330243
Moved 615.8548 151.9395 413.6465 -0.4816214 0.0659631
Moved 615.8855 145.553 411.7765 -0.4964051 0.06115352
Moved 615.9162 139.8155 410 -0.5096864 0.05658428
Moved 615.947 136.3602 408.3602 -0.5176846 0.05236676
Moved 615.9776 134.9307 408 -0.5209938 0.05144025
Moved 616.0084 132.6171 407 -0.5263494 0.04886827
Moved 616.0391 133 405.7433 -0.5254629 0.0456361
Moved 616.0698 195.2029 388.0391 -0.3814749 0.0001005871
Moved 616.1005 308.0685 348.3583 -0.1202118 -0.1019592
Moved 616.1312 379.826 319.8284 0.04589349 -0.1753385
Moved 616.1619 416.7645 298.5541 0.1313992 -0.2300565
Moved 616.1927 438.7291 282.2258 0.1822432 -0.2720532
Moved 616.2234 447.654 272.3461 0.2029027 -0.2974639
Moved 616.2542 452.6978 266.3022 0.2145783 -0.3130088
Moved 616.2849 453 265 0.2152778 -0.3163581
Stationary 616.3156 453 265 0.2152778 -0.3163581
Moved 616.3463 431.1962 290.8283 0.164806 -0.2499272
Moved 616.3769 407 311 0.1087963 -0.1980453
Moved 616.4077 354.6823 350.5628 -0.01230945 -0.09628916
Moved 616.4385 314.2368 386.5507 -0.1059335 -0.003727768
Moved 616.4692 285.2287 409.5142 -0.1730817 0.05533473
Moved 616.4999 263.7262 427.019 -0.222856 0.1003575
Moved 616.5306 237.4649 446.5195 -0.2836461 0.1505132
Moved 616.5613 214.4533 461.8191 -0.3369137 0.1898638
Moved 616.592 195.7865 472.7281 -0.3801239 0.217922
Moved 616.6228 181.6241 480.1879 -0.4129072 0.2371087
Moved 616.6535 180.3813 481.6187 -0.415784 0.2407887
Moved 616.6842 178.5111 484 -0.4201133 0.2469135
Moved 616.715 176.5 485.5 -0.4247685 0.2507715
Moved 616.7457 175.0809 486 -0.4280534 0.2520575
Moved 616.7764 173.6474 486 -0.4313717 0.2520575
Moved 616.8071 170.3482 487 -0.4390089 0.2546296
Moved 616.8378 168.9201 487 -0.4423146 0.2546296
Moved 616.8685 165.9309 487 -0.4492341 0.2546296
Ended 616.8992 164.5 487 -0.4525463 0.2546296
Candidates 617.0221 13 programs japanese thousands depends represents disagree williams speaks heritage orleans believes europeans diane
Began 617.913 443 431 0.1921296 0.1105966
Moved 617.9438 424.631 431 0.1496087 0.1105966
Moved 617.9745 381.0333 442.1611 0.04868815 0.1393033
Moved 618.0051 329.5515 450.8448 -0.07048259 0.1616379
Moved 618.0359 271.4485 457.3025 -0.2049804 0.178247
Moved 618.0667 225.7601 461.3029 -0.3107405 0.1885361
Ended 618.0973 196.4782 463 -0.3785226 0.1929011
Cancel 618.2202
Began 619.0189 372 520 0.02777775 0.3395061
Stationary 619.0496 372 520 0.02777775 0.3395061
Stationary 619.0804 372 520 0.02777775 0.3395061
Stationary 619.1111 372 520 0.02777775 0.3395061
Moved 619.1418 394.2334 520 0.07924388 0.3395061
Moved 619.1726 406.7377 520 0.1081891 0.3395061
Moved 619.2032 419.2504 520 0.1371538 0.3395061
Moved 619.234 432.1244 520 0.1669547 0.3395061
Moved 619.2647 444.5815 520 0.1957906 0.3395061
Moved 619.2955 455.8192 512.2361 0.2218037 0.3195373
Moved 619.3262 472.5 508.5 0.2604167 0.3099279
Moved 619.3569 487.8814 505.8237 0.2960217 0.3030445
Moved 619.3876 503.2167 501.9567 0.33152 0.2930984
Moved 619.4183 514.6558 499.0861 0.3579996 0.2857151
Moved 619.449 523.6765 496.5809 0.3788808 0.2792718
Moved 619.4798 537.1995 491.5337 0.4101841 0.2662903
Moved 619.5105 546.8206 488.3931 0.4324552 0.2582127
Moved 619.5413 555.3522 485.8826 0.4522042 0.2517557
Moved 619.572 558.1902 484.4048 0.4587737 0.2479547
Moved 619.6027 562.4674 482.5326 0.4686746 0.2431392
Moved 619.6334 564.1701 482 0.472616 0.2417695
Moved 619.6641 564 480.5 0.4722223 0.2379114
Moved 619.6949 565 481 0.474537 0.2391974
Stationary 619.7256 565 481 0.474537 0.2391974
Moved 619.7563 553.5803 480 0.4481024 0.2366254
Moved 619.787 544.8306 478.9576 0.4278487 0.2339445
Moved 619.8177 532.5016 478.1003 0.3993094 0.2317395
Moved 619.8484 519.8927 474.4464 0.370122 0.2223413
Moved 619.8792 506.5 469 0.3391203 0.2083333
Moved 619.9099 491.0441 450.6617 0.3033429 0.161167
Moved 619.9406 474.6751 422.2852 0.2654516 0.08818191
Moved 619.9713 456.5609 372.3231 0.2235207 -0.04032135
Moved 620.002 451.2602 344.5613 0.2112505 -0.111725
Moved 620.0328 448.3802 331.2108 0.2045838 -0.1460627
Moved 620.0635 445.8224 314.1119 0.198663 -0.1900416
Moved 620.0942 441.9394 299.7576 0.1896745 -0.226961
Moved 620.1249 437.3941 290.1823 0.179153 -0.2515888
Moved 620.1556 434.0501 283.5752 0.1714123 -0.2685824
Moved 620.1863 430.6513 278.3027 0.1635447 -0.2821433
Moved 620.2171 428.1984 276.0992 0.1578666 -0.2878109
Moved 620.2478 422.5248 275 0.1447334 -0.2906379
Moved 620.2786 410.0152 275 0.115776 -0.2906379
Moved 620.3092 393.6296 293.3704 0.07784635 -0.2433891
Moved 620.34 375.6439 309.3165 0.0362126 -0.2023752
Moved 620.3707 351.8822 336.1178 -0.01879121 -0.133442
Moved 620.4014 327.9454 360.2708 -0.07420053 -0.07132
Moved 620.4321 302 386 -0.1342593 -0.005144111
Moved 620.4628 271.6024 412.7693 -0.204624 0.06370713
Moved 620.4936 255.4957 424.5026 -0.241908 0.09388512
Moved 620.5243 248.3457 430.6543 -0.258459 0.1097075
Moved 620.5551 237.2875 438.7125 -0.2840567 0.1304332
Moved 620.5858 228.3889 445.6111 -0.3046552 0.1481766
Moved 620.6165 221.6505 451.3495 -0.3202534 0.1629358
Moved 620.6472 215.9181 455.082 -0.333523 0.1725359
Moved 620.6779 210.8311 457.5844 -0.3452982 0.1789722
Moved 620.7086 207.5479 460.452 -0.3528983 0.1863478
Moved 620.7393 207 462.323 -0.3541667 0.1911599
Moved 620.77 207 463.5 -0.3541667 0.1941872
Moved 620.8008 233.8487 455.4378 -0.292017 0.1734511
Moved 620.8315 276.8594 428.0404 -0.1924551 0.1029845
Moved 620.8622 315.9115 397.5433 -0.1020568 0.02454538
Moved 620.893 354.2332 364.8036 -0.01334916 -0.05966147
Moved 620.9237 408.2263 317.0963 0.111635 -0.1823657
Moved 620.9544 430.624 299.579 0.1634814 -0.2274202
Moved 620.9852 439.5 292 0.1840278 -0.2469136
Moved 621.0159 450.707 280.1163 0.2099699 -0.2774788
Moved 621.0466 457.0494 273.9011 0.2246515 -0.2934642
Ended 621.0773 462 269 0.2361111 -0.30607
Candidates 621.1694 13 Roman women golden given human oven woman plan domain wolfram contain problem truman
Began 622.0911 461 387 0.2337964 -0.002572055
Moved 622.1218 475.6904 387 0.2678019 -0.002572055
Moved 622.1526 520.8027 387 0.3722285 -0.002572055
Moved 622.1833 575.7219 372.7917 0.4993562 -0.03911587
Moved 622.214 621.5755 359.3851 0.6054988 -0.07359791
Ended 622.2447 630 356 0.6250001 -0.0823046
Accept 622.3062 0 Roman
Began 623.3814 256 536 -0.2407407 0.3806583
Stationary 623.4121 256 536 -0.2407407 0.3806583
Stationary 623.4429 256 536 -0.2407407 0.3806583
Stationary 623.4735 256 536 -0.2407407 0.3806583
Moved 623.5043 266.3653 536 -0.2167469 0.3806583
Moved 623.535 271.47 536 -0.2049306 0.3806583
Moved 623.5657 277.2149 520.4627 -0.1916321 0.3406962
Moved 623.5964 283.3524 508.2951 -0.1774249 0.3094009
Moved 623.6272 288.5472 494.2641 -0.1654 0.273313
Moved 623.6579 292.418 478.9098 -0.1564397 0.2338214
Moved 623.6886 296.3038 463.4811 -0.1474449 0.1941385
Moved 623.7193 298.8403 451.6387 -0.1415734 0.1636797
Moved 623.7501 300 440.9036 -0.1388889 0.136069
Moved 623.7808 302.5763 429.6948 -0.1329253 0.1072397
Moved 623.8115 311.0682 408.4147 -0.113268 0.05250683
Moved 623.8422 317.7751 400.2699 -0.09774288 0.0315583
Moved 623.8729 334.7991 381.3724 -0.05833542 -0.0170462
Moved 623.9037 354.2011 356.4208 -0.01342326 -0.08122221
Moved 623.9344 374.8964 326.1555 0.03448238 -0.1590652
Moved 623.9651 389.7084 299.7012 0.06876956 -0.227106
Moved 623.9958 397.966 270.1471 0.08788436 -0.3031197
Moved 624.0266 403 252.5 0.09953707 -0.3485083
Moved 624.0573 407.7649 224.558 0.1105669 -0.4203756
Moved 624.088 409.2451 208.5292 0.1139933 -0.461602
Moved 624.1187 411.1271 201.7457 0.1183499 -0.4790491
Moved 624.1494 413.3753 197.6246 0.123554 -0.4896486
Moved 624.1801 418.1168 196 0.1345296 -0.4938272
Moved 624.2109 424.2738 196 0.148782 -0.4938272
Moved 624.2416 451.1598 268.5538 0.211018 -0.3072177
Moved 624.2723 465.1356 305.4068 0.2433695 -0.2124311
Moved 624.303 469.1283 312.5472 0.2526118 -0.1940659
Moved 624.3337 476.7476 327.9127 0.2702491 -0.1545457
Moved 624.3645 485.2745 341.4804 0.2899873 -0.1196492
Moved 624.3952 495.8731 357.7885 0.3145211 -0.07770452
Moved 624.4259 506.4492 372.082 0.3390027 -0.04094143
Moved 624.4566 516.3894 388.7788 0.3620125 0.00200303
Moved 624.4874 526.1819 401.4183 0.3846804 0.03451214
Moved 624.5181 534.2837 415.4728 0.4034344 0.0706604
Moved 624.5488 540.9653 427.896 0.4189012 0.1026131
Moved 624.5795 544.617 435.234 0.4273542 0.1214865
Moved 624.6102 547.3574 443.0721 0.4336976 0.1416463
Moved 624.641 550.2308 450.4617 0.4403492 0.1606523
Moved 624.6717 552.5 463.5 0.4456018 0.1941872
Moved 624.7024 552 471.3115 0.4444444 0.2142786
Moved 624.7332 552 474.618 0.4444444 0.2227829
Moved 624.7639 552 482.8217 0.4444444 0.243883
