sharp cheese keeps the mind sharp
sharp cheese keeps the mind sharp
FixStart
List

0.6 0.6
432 388.8
Began 1428.337 524 395 0.3796296 0.01800408
Stationary 1428.368 524 395 0.3796296 0.01800408
Moved 1428.399 509.9339 395 0.3470691 0.01800408
Moved 1428.429 496.6385 395 0.3162927 0.01800408
Moved 1428.46 479.5 395 0.2766204 0.01800408
Moved 1428.491 462.4173 395 0.2370772 0.01800408
Moved 1428.522 436.4822 395 0.1770422 0.01800408
Moved 1428.552 418.5 395 0.1354167 0.01800408
Moved 1428.583 399.6108 395 0.0916917 0.01800408
Moved 1428.614 384.434 402 0.05656024 0.03600815
Moved 1428.645 375.747 402 0.03645132 0.03600815
Moved 1428.675 371.1532 402 0.02581755 0.03600815
Moved 1428.706 369.8457 402 0.02279103 0.03600815
Stationary 1428.737 370 402 0.02314816 0.03600815
Stationary 1428.767 370 402 0.02314816 0.03600815
Moved 1428.798 386.0393 402 0.06027609 0.03600815
Moved 1428.829 416.1801 403.0983 0.1300466 0.0388331
Moved 1428.86 446.1999 406.82 0.1995369 0.04840529
Moved 1428.89 468.3476 408.5435 0.2508046 0.05283811
Moved 1428.921 487.4244 410.8721 0.2949638 0.0588273
Moved 1428.952 507.9073 412.6512 0.3423779 0.06340317
Moved 1428.983 523.8679 413 0.3793238 0.06430033
Moved 1429.013 539.489 413 0.4154837 0.06430033
Moved 1429.044 549 414.5 0.4375 0.0681584
Moved 1429.075 555.4954 415 0.4525355 0.06944436
Moved 1429.105 560.9728 415.9728 0.4652149 0.07194649
Moved 1429.136 564.5 416 0.4733796 0.07201634
Moved 1429.167 566.5 416 0.4780093 0.07201634
Moved 1429.198 567.2285 416 0.4796956 0.07201634
Moved 1429.228 567 417 0.4791667 0.0745884
Moved 1429.259 547.6077 419.8649 0.434277 0.08195703
Moved 1429.29 521.3479 422.628 0.3734905 0.08906367
Moved 1429.321 491.1122 426.3535 0.3035006 0.09864563
Moved 1429.351 458.1226 426 0.2271355 0.09773654
Moved 1429.382 435.6268 426 0.1750621 0.09773654
Moved 1429.413 403.9043 426 0.1016304 0.09773654
Moved 1429.444 384.2528 426 0.05614083 0.09773654
Moved 1429.474 364.12 426 0.009536942 0.09773654
Moved 1429.505 349.2883 426 -0.02479568 0.09773654
Moved 1429.536 338.35 426 -0.05011579 0.09773654
Moved 1429.567 331.2258 427 -0.06660689 0.1003086
Moved 1429.597 323.6857 427 -0.08406088 0.1003086
Moved 1429.628 319.4571 427 -0.09384939 0.1003086
Moved 1429.659 315.7318 427 -0.1024728 0.1003086
Moved 1429.689 313.5 427 -0.1076389 0.1003086
Moved 1429.72 312.8256 427 -0.1091999 0.1003086
Moved 1429.751 311.6941 427 -0.1118192 0.1003086
Moved 1429.782 312 428.1577 -0.1111111 0.1032861
Moved 1429.812 322.7599 430.552 -0.08620392 0.1094443
Moved 1429.843 340.5562 436.7781 -0.04500891 0.1254579
Moved 1429.874 369.2043 450.9296 0.02130618 0.1618558
Moved 1429.905 390.6003 462.1144 0.07083417 0.1906235
Moved 1429.935 406.5375 470.2687 0.1077258 0.2115965
Moved 1429.966 418.5337 477.1503 0.1354946 0.2292959
Moved 1429.997 432.9167 483.4584 0.1687887 0.2455204
Moved 1430.027 447.7381 486.9476 0.2030974 0.2544948
Moved 1430.058 465.6921 489.6692 0.2446577 0.2614948
Moved 1430.089 483.5023 491 0.285885 0.2649176
Moved 1430.12 505.0426 491 0.3357468 0.2649176
Moved 1430.15 526.4074 491 0.3852024 0.2649176
Moved 1430.181 547.9218 491 0.435004 0.2649176
Moved 1430.212 563.8211 484 0.4718082 0.2469135
Moved 1430.243 580.722 483 0.5109307 0.2443414
Moved 1430.273 598.0714 483 0.5510913 0.2443414
Moved 1430.304 610.5 483 0.5798612 0.2443414
Moved 1430.335 619.5515 483 0.6008135 0.2443414
Moved 1430.366 629.5502 483 0.6239588 0.2443414
Moved 1430.396 638.0883 483 0.6437228 0.2443414
Moved 1430.427 644.7902 483 0.6592364 0.2443414
Moved 1430.458 651.2419 483 0.6741711 0.2443414
Moved 1430.489 659.0559 483 0.6922591 0.2443414
Moved 1430.519 665.2054 483 0.706494 0.2443414
Moved 1430.55 669.7269 483 0.7169603 0.2443414
Moved 1430.581 675.4141 483 0.7301251 0.2443414
Moved 1430.611 680.8616 490 0.7427351 0.2623456
Moved 1430.642 685.3198 491.6599 0.7530552 0.266615
Moved 1430.673 689.0448 495.0448 0.7616778 0.2753209
Moved 1430.704 692.7686 497.7686 0.7702976 0.2823265
Ended 1430.734 693 498 0.7708333 0.2829217
Candidates 1430.827 13 sharp so cheap shall shell sheep detail do step audio email also thai
Began 1432.025 463 432 0.2384259 0.1131687
Stationary 1432.056 463 432 0.2384259 0.1131687
Stationary 1432.087 463 432 0.2384259 0.1131687
Moved 1432.117 448.9232 411.8849 0.2058409 0.0614322
Moved 1432.148 430.9886 385.539 0.1643253 -0.006329767
Moved 1432.179 413.1626 361.3287 0.1230615 -0.06859924
Moved 1432.209 398 339 0.08796295 -0.1260288
Moved 1432.24 392.4379 327.8759 0.07508774 -0.1546404
Moved 1432.271 388.4004 321.8008 0.06574164 -0.1702656
Moved 1432.302 386.7025 318.7025 0.06181141 -0.1782343
Moved 1432.332 386 315.9757 0.06018519 -0.1852477
Moved 1432.363 386 314.6462 0.06018519 -0.1886671
Stationary 1432.394 386 315 0.06018519 -0.1877573
Stationary 1432.425 386 315 0.06018519 -0.1877573
Moved 1432.455 405.3334 327.2223 0.1049384 -0.1563213
Moved 1432.486 418.8703 338.892 0.1362739 -0.1263067
Moved 1432.517 432.7949 353.1923 0.1685066 -0.08952615
Moved 1432.547 442.2453 364.6604 0.1903827 -0.06002991
Moved 1432.578 447.2735 372.4102 0.202022 -0.04009726
Moved 1432.609 450.7871 378.1807 0.2101553 -0.02525557
Moved 1432.64 454.2538 387.7615 0.2181802 -0.0006134127
Moved 1432.67 457.9707 394.9122 0.2267842 0.01777817
Moved 1432.701 460.6942 403.0826 0.2330884 0.0387928
Moved 1432.732 463.1228 410.3684 0.2387102 0.05753191
Moved 1432.763 464 421.2018 0.2407408 0.08539568
Moved 1432.793 466 433.8157 0.2453704 0.1178387
Moved 1432.824 467 446.184 0.2476852 0.1496501
Moved 1432.855 467 454.7864 0.2476852 0.1717756
Moved 1432.886 467 464.6304 0.2476852 0.1970945
Moved 1432.916 467 475.5242 0.2476852 0.2251136
Moved 1432.947 455.5 488 0.2210648 0.2572016
Moved 1432.978 446.0812 496.6891 0.1992621 0.27955
Moved 1433.009 435.2437 506.805 0.1741753 0.3055683
Moved 1433.039 422.6569 514.3372 0.1450391 0.3249414
Moved 1433.07 409.6757 520.1297 0.11499 0.3398397
Moved 1433.101 393.9827 524.8035 0.07866362 0.3518607
Moved 1433.131 384.5 527.5 0.05671293 0.3587962
Moved 1433.162 377.5097 529 0.04053176 0.3626543
Moved 1433.193 373.3882 530 0.03099114 0.3652262
Moved 1433.224 371.8768 530 0.02749264 0.3652262
Moved 1433.254 370.5 530 0.02430558 0.3652262
Moved 1433.285 369.6458 530 0.0223281 0.3652262
Moved 1433.316 369 530 0.02083332 0.3652262
Stationary 1433.347 369 530 0.02083332 0.3652262
Moved 1433.377 368 520.2515 0.01851857 0.3401529
Moved 1433.408 368 510.7393 0.01851857 0.3156874
Moved 1433.439 368 502.1483 0.01851857 0.2935913
Moved 1433.469 368 492.7083 0.01851857 0.2693115
Moved 1433.5 376.0633 481.5443 0.03718366 0.2405974
Moved 1433.531 377 472.4166 0.03935188 0.2171208
Moved 1433.562 378 464.5016 0.04166663 0.1967634
Moved 1433.592 378 457.0477 0.04166663 0.1775916
Moved 1433.623 378 451.6006 0.04166663 0.1635818
Moved 1433.654 378 447.9149 0.04166663 0.1541021
Moved 1433.685 372.1843 442.3384 0.02820442 0.1397591
Moved 1433.715 368.448 436.896 0.01955559 0.1257612
Moved 1433.746 365.731 432.731 0.01326621 0.1150489
Moved 1433.777 363.3402 429.3402 0.007732014 0.1063276
Moved 1433.807 362 428 0.004629592 0.1028806
Moved 1433.838 362 425.5 0.004629592 0.09645053
Stationary 1433.869 362 425.5 0.004629592 0.09645053
Moved 1433.9 362 426 0.004629592 0.09773654
Moved 1433.931 362 439.8874 0.004629592 0.1334552
Moved 1433.961 367.6386 456.3434 0.01768192 0.1757802
Moved 1433.992 375.8494 477.9728 0.03668835 0.2314115
Moved 1434.023 377 494.8117 0.03935188 0.2747214
Moved 1434.053 378 506.6514 0.04166663 0.3051733
Moved 1434.084 378 515.8153 0.04166663 0.328743
Moved 1434.115 378 521.4684 0.04166663 0.3432829
Moved 1434.146 378 525.3671 0.04166663 0.3533103
Moved 1434.176 378 528 0.04166663 0.3600822
Ended 1434.207 378 529.4511 0.04166663 0.3638145
Accept 1434.361 0 sharp
Candidates 1434.361 13 cheese chest best chef be chat chester curse need create bed needs chart
Began 1435.436 476 402 0.2685185 0.03600815
Stationary 1435.467 476 402 0.2685185 0.03600815
Stationary 1435.498 476 402 0.2685185 0.03600815
Stationary 1435.529 476 402 0.2685185 0.03600815
Stationary 1435.559 476 402 0.2685185 0.03600815
Stationary 1435.59 476 402 0.2685185 0.03600815
Stationary 1435.621 476 402 0.2685185 0.03600815
Moved 1435.651 466.6726 402 0.2469274 0.03600815
Moved 1435.682 465.6959 402 0.2446664 0.03600815
Stationary 1435.713 465.6959 402 0.2446664 0.03600815
Moved 1435.744 464.8585 402 0.2427279 0.03600815
Stationary 1435.774 465 402 0.2430555 0.03600815
Stationary 1435.805 465 402 0.2430555 0.03600815
Stationary 1435.836 465 402 0.2430555 0.03600815
Stationary 1435.867 465 402 0.2430555 0.03600815
Moved 1435.897 476.8076 402 0.270388 0.03600815
Moved 1435.928 488.153 402 0.2966506 0.03600815
Moved 1435.959 501.0816 394.8858 0.3265777 0.01771028
Moved 1435.99 513.6686 392.2663 0.3557143 0.01097295
Moved 1436.02 525.5646 389.8871 0.3832515 0.004853535
Moved 1436.051 539.3419 388 0.4151432 -3.924585E-08
Moved 1436.082 550.7719 387 0.4416014 -0.002572055
Moved 1436.113 563.4126 387 0.4708625 -0.002572055
Moved 1436.143 573.7746 387 0.4948486 -0.002572055
Moved 1436.174 582.2206 387 0.5143995 -0.002572055
Moved 1436.205 589.2676 387 0.5307121 -0.002572055
Moved 1436.235 593.6403 387 0.5408341 -0.002572055
Moved 1436.266 597.4526 387 0.5496588 -0.002572055
Moved 1436.297 599.5 387 0.5543981 -0.002572055
Moved 1436.328 601 394.657 0.5578703 0.01712202
Moved 1436.358 601 397.0773 0.5578703 0.02334697
Moved 1436.389 601 401.6362 0.5578703 0.03507257
Moved 1436.42 584.5 415 0.5196759 0.06944436
Moved 1436.451 560.1815 437.5154 0.463383 0.1273544
Moved 1436.481 524.6671 454.3332 0.3811739 0.17061
Moved 1436.512 486.0227 466.5315 0.2917193 0.2019842
