I can play much better now
Moved 220.9941 479 294.5536 0.275463 -0.2403456
Moved 221.0248 468.6895 353.2012 0.251596 -0.08950307
Moved 221.0555 457.533 404.4905 0.2257709 0.0424137
Moved 221.0863 443.6757 453.9729 0.1936937 0.1696833
Moved 221.117 435.1091 488.509 0.1738637 0.2585108
Moved 221.1477 430.1831 507.2675 0.162461 0.3067578
Moved 221.1784 426.3382 513.6617 0.1535607 0.323204
Moved 221.2092 423.7836 517 0.1476472 0.33179
Moved 221.2399 404.0188 502.8405 0.1018954 0.2953715
Moved 221.2706 367.1783 456.5026 0.01661658 0.1761898
Moved 221.3013 334.3499 405.2299 -0.05937511 0.04431552
Moved 221.3321 317.6316 373.6578 -0.09807507 -0.03688836
Moved 221.3628 308.1664 350.7771 -0.1199851 -0.09573799
Moved 221.3935 301.3653 332.2785 -0.1357285 -0.1433166
Moved 221.4243 297.3109 313.5543 -0.1451138 -0.1914757
Moved 221.455 294.4316 299.1579 -0.1517788 -0.2285033
Moved 221.4858 293 287.291 -0.1550926 -0.2590254
Moved 221.5165 292 281.1187 -0.1574074 -0.2749005
Moved 221.5472 307.1372 279 -0.1223676 -0.2803498
Moved 221.5779 346.3117 298.4996 -0.03168588 -0.2301966
Moved 221.6087 378.2015 315.1854 0.04213303 -0.1872803
Moved 221.6394 412.8589 342.7515 0.1223585 -0.11638
Moved 221.6702 428.9063 355.9064 0.1595054 -0.08254534
Moved 221.7009 440.5223 366.363 0.1863942 -0.0556507
Moved 221.7316 446.7295 376.4589 0.2007626 -0.02968384
Moved 221.7624 450.2379 382.238 0.2088842 -0.0148201
Moved 221.7931 452 386.1105 0.2129629 -0.00486001
Ended 221.8238 453 387 0.2152778 -0.002572055
Accept 221.916 0 play
Candidates 221.916 13 much nick luck bitch click kick block mock black fuck church chuck mutual
Began 222.7764 388 262 0.06481478 -0.3240741
Stationary 222.8072 388 262 0.06481478 -0.3240741
Moved 222.8379 383.432 273.0938 0.05424072 -0.2955408
Moved 222.8687 367 315 0.01620372 -0.1877573
Moved 222.8994 351.6388 352.8427 -0.01935457 -0.09042519
Moved 222.9301 334.3758 386.311 -0.05931532 -0.004344084
Moved 222.9608 320.7589 412.4822 -0.09083594 0.06296864
Moved 222.9916 313.3096 428.3809 -0.1080797 0.1038601
Moved 223.0224 304.4664 444.8893 -0.12855 0.1463203
Moved 223.0531 297.8489 457.2014 -0.1438682 0.1779871
Moved 223.0838 292.1562 466.7657 -0.1570459 0.2025868
Moved 223.1145 287.0555 473.9445 -0.1688529 0.2210505
Moved 223.1453 283.6571 479.6858 -0.1767197 0.2358172
Moved 223.176 280.7986 483.2014 -0.1833366 0.2448595
Moved 223.2067 279.1967 485.8033 -0.1870448 0.2515517
Moved 223.2374 279 490.2195 -0.1875 0.2629101
Moved 223.2682 293.3912 497.4348 -0.1541869 0.281468
Moved 223.2989 312.4693 503.7055 -0.1100247 0.2975964
Moved 223.3297 326.5951 506 -0.07732624 0.3034978
Moved 223.3604 337.3872 507 -0.05234435 0.3060699
Moved 223.3911 344.327 507 -0.0362801 0.3060699
Moved 223.4219 348.5 507 -0.02662038 0.3060699
Moved 223.4526 352.1346 507 -0.01820703 0.3060699
Moved 223.4833 353.9393 507 -0.01402939 0.3060699
Moved 223.5141 355.371 507 -0.01071533 0.3060699
Moved 223.5448 356 507 -0.009259283 0.3060699
Moved 223.5755 358.0883 507 -0.004425099 0.3060699
Moved 223.6062 359.0183 507 -0.002272477 0.3060699
Stationary 223.6369 359 507 -0.002314796 0.3060699
Moved 223.6677 360.0137 507 3.178914E-05 0.3060699
Stationary 223.6984 360 507 0 0.3060699
Stationary 223.7292 360 507 0 0.3060699
Moved 223.7599 353.5931 507 -0.01483068 0.3060699
Moved 223.7906 338.9743 507 -0.04867067 0.3060699
Moved 223.8213 326.1046 507 -0.07846147 0.3060699
Moved 223.8521 312.2535 497.5549 -0.1105242 0.281777
Moved 223.8828 299.5116 500 -0.1400195 0.2880658
Moved 223.9136 285.8658 499 -0.171607 0.2854938
Moved 223.9443 276.0194 498 -0.1943994 0.2829217
Moved 223.975 267.5 498 -0.2141203 0.2829217
Moved 224.0057 259.8199 496.9399 -0.2318984 0.2801952
Moved 224.0363 253.1196 497 -0.2474084 0.2803498
Moved 224.0672 247.3874 496 -0.2606774 0.2777777
Moved 224.0979 242.5379 494.7689 -0.271903 0.2746113
Moved 224.1286 237.6396 495 -0.2832417 0.2752057
Moved 224.1594 233.951 495 -0.2917801 0.2752057
Moved 224.1901 231.0768 495 -0.2984334 0.2752057
Moved 224.2209 229.7986 495 -0.301392 0.2752057
Moved 224.2516 229 495 -0.3032407 0.2752057
Stationary 224.2823 229 495 -0.3032407 0.2752057
Moved 224.313 239.6002 495 -0.2787032 0.2752057
Moved 224.3438 250.4076 495 -0.2536861 0.2752057
Moved 224.3745 261.4208 495 -0.2281927 0.2752057
Moved 224.4052 268.6928 493.6536 -0.2113592 0.2717426
Moved 224.436 274.8376 494 -0.1971352 0.2726337
Moved 224.4667 278.7899 494 -0.1879862 0.2726337
Moved 224.4975 282.6608 493 -0.1790259 0.2700616
Moved 224.5282 284.5 493 -0.1747685 0.2700616
Moved 224.5589 286 493 -0.1712963 0.2700616
Moved 224.5896 288.5 492 -0.1655093 0.2674896
Ended 224.6204 289.1934 492 -0.1639043 0.2674896
Accept 224.7433 0 much
Candidates 224.7433 13 better needed breed free net he best bed need btw beer bet brief
Began 225.5423 437 261 0.1782407 -0.3266461
Moved 225.573 443.4122 278.1247 0.1930839 -0.2826011
Moved 225.6038 459.8677 329.4708 0.2311752 -0.1505381
Moved 225.6345 475.6434 395.5735 0.2676931 0.01947921
Moved 225.6652 491.5106 443.7766 0.3044228 0.1434581
Moved 225.696 494.4399 451.8799 0.3112036 0.1643
Moved 225.7267 499.368 464.736 0.322611 0.1973661
Moved 225.7574 501 470.1739 0.3263889 0.2113525
Moved 225.7881 502 475.1008 0.3287037 0.2240245
Moved 225.8188 494.1992 476.9751 0.3106463 0.2288453
Moved 225.8496 461.2679 478 0.2344164 0.2314814
Moved 225.8803 414.856 478 0.1269815 0.2314814
Moved 225.9111 375.7978 478 0.03656884 0.2314814
Moved 225.9418 346.0922 480 -0.03219401 0.2366254
Moved 225.9725 327.8101 483.4828 -0.07451376 0.2455834
Moved 226.0032 306.2359 488.6132 -0.1244539 0.2587787
Moved 226.0339 288.0865 493.8324 -0.1664663 0.2722026
Moved 226.0647 274.5338 497.2933 -0.1978385 0.281104
Moved 226.0955 264.6954 500.8262 -0.2206125 0.2901907
Moved 226.1262 254.2156 504 -0.2448712 0.2983539
Moved 226.1569 245.3 506 -0.2655093 0.3034978
Moved 226.1877 237.7017 508.4328 -0.283098 0.3097551
Moved 226.2184 233.0576 509 -0.2938481 0.3112139
Moved 226.2491 229.1853 510 -0.3028118 0.3137859
Ended 226.2798 227.7476 510 -0.3061398 0.3137859
Accept 226.4028 0 better
Candidates 226.4028 13 now note blue more notes not nor moore mike miss node mode blow
Began 226.833 273 380 -0.2013889 -0.02057613
Moved 226.8638 313.4484 394.7465 -0.1077583 0.01735208
Moved 226.8945 390.3331 413.3333 0.07021546 0.06515762
Moved 226.9252 464 421 0.2407408 0.08487643
Moved 226.9559 506.1812 423 0.3383823 0.09002049
Moved 226.9866 535.6859 423 0.4066803 0.09002049
Moved 227.0174 556.9502 423 0.4559032 0.09002049
Moved 227.0481 570.3137 423 0.4868374 0.09002049
Moved 227.0788 583.8608 423 0.5181962 0.09002049
Moved 227.1096 593.1531 423 0.5397063 0.09002049
Moved 227.1403 599.8959 423 0.5553145 0.09002049
Moved 227.1711 604.0429 423 0.5649141 0.09002049
Moved 227.2018 607.3893 423 0.5726606 0.09002049
Moved 227.2325 609.2481 423 0.5769632 0.09002049
Moved 227.2632 610.8395 423 0.5806469 0.09002049
Moved 227.294 612 423 0.5833334 0.09002049
Moved 227.3247 613.5 423 0.5868056 0.09002049
Moved 227.3554 614.1279 423 0.588259 0.09002049
Stationary 227.3861 614.1279 423 0.588259 0.09002049
Moved 227.4169 615.3234 423 0.5910264 0.09002049
Moved 227.4476 616.5 423 0.5937499 0.09002049
Moved 227.4784 616 423 0.5925925 0.09002049
Moved 227.5091 617.0217 423 0.5949576 0.09002049
Stationary 227.5398 617 423 0.5949074 0.09002049
Ended 227.5705 617 423 0.5949074 0.09002049
Accept 227.6627 0 now
PhraseEnd 227.6627
