if you were not so stupid
if you were not so stupid
Basic
List

0.6 0.6
432 388.8
Began 160.8717 497 535 0.3171296 0.3780863
Stationary 160.9025 497 535 0.3171296 0.3780863
Moved 160.9331 486.8722 535 0.2936857 0.3780863
Moved 160.9639 460.8253 518.0865 0.2333918 0.3345844
Moved 160.9946 429.0945 500.4504 0.1599411 0.2892243
Moved 161.0253 393.2393 481.5851 0.07694285 0.2407023
Moved 161.056 359.6754 459.4912 -0.0007512669 0.1838764
Moved 161.0868 337.5 447 -0.05208333 0.1517489
Moved 161.1175 317.0954 432.7302 -0.09931629 0.1150468
Moved 161.1482 301.0478 421.2382 -0.1364634 0.08548916
Moved 161.1789 289.8113 414.9371 -0.1624738 0.06928267
Moved 161.2097 282.1871 410.3957 -0.1801224 0.05760208
Moved 161.2404 276.0411 406.5206 -0.1943493 0.04763516
Moved 161.2711 271.3004 403.6502 -0.2053231 0.04025255
Moved 161.3019 268.772 400.772 -0.2111758 0.0328498
Moved 161.3326 266.2581 399.2581 -0.2169951 0.02895602
Moved 161.3633 265 398 -0.2199074 0.02572008
Moved 161.3941 263.5021 397 -0.2233748 0.02314815
Moved 161.4248 263 395.949 -0.2245371 0.02044485
Ended 161.4555 263 395.949 -0.2245371 0.02044485
Candidates 161.5784 13 is id if of us ps its odd odds his pa other kids
Began 162.5003 399 349 0.09027779 -0.1003086
Moved 162.5311 399 367.2816 0.09027779 -0.05328818
Moved 162.5618 407.2367 406.4733 0.1093441 0.04751358
Moved 162.5925 407.7895 440.4741 0.1106239 0.1349641
Moved 162.6232 411.177 467.7079 0.1184653 0.2050101
Moved 162.6539 415.9302 488.2559 0.1294681 0.2578596
Moved 162.6846 418.3238 504.619 0.1350088 0.299946
Moved 162.7154 421.6614 515.3229 0.1427348 0.3274764
Moved 162.7461 424.7031 526.8122 0.1497757 0.3570272
Moved 162.7769 426.5782 536.1564 0.1541162 0.3810607
Moved 162.8076 428.4466 542.8932 0.1584413 0.3983879
Moved 162.8383 429 547.987 0.1597223 0.4114891
Moved 162.869 430 552.8647 0.162037 0.4240346
Moved 162.8997 431 555.7385 0.1643519 0.4314262
Moved 162.9305 431 559.1873 0.1643519 0.4402963
Moved 162.9612 432.1248 562.1248 0.1669555 0.4478516
Moved 162.992 432 564.9932 0.1666667 0.4552293
Moved 163.0226 432 568.8631 0.1666667 0.4651828
Moved 163.0533 432 571.4286 0.1666667 0.4717813
Moved 163.0841 434.2975 577.2975 0.1719848 0.4868761
Moved 163.1149 435.1756 582.1756 0.1740175 0.4994228
Moved 163.1455 436 586.5674 0.1759259 0.5107187
Moved 163.1763 437 589.5847 0.1782407 0.5184792
Moved 163.207 438 592 0.1805556 0.5246913
Moved 163.2378 438 595.327 0.1805556 0.5332483
Moved 163.2685 439 596.828 0.1828703 0.537109
Moved 163.2992 439 598.7025 0.1828703 0.5419303
Moved 163.33 440 599 0.1851852 0.5426954
Moved 163.3607 441.2238 599 0.188018 0.5426954
Moved 163.3914 443.0033 600.0033 0.1921373 0.5452758
Ended 163.4221 444.4328 601.4328 0.1954462 0.5489526
Accept 163.4836 2 if
Began 163.6987 276 474 -0.1944444 0.2211934
Stationary 163.7294 276 474 -0.1944444 0.2211934
Moved 163.7601 320.1665 483.4333 -0.09220724 0.245456
Moved 163.7909 349.0632 488.3439 -0.02531668 0.2580861
Moved 163.8216 389.2079 496.2014 0.06761093 0.2782956
Moved 163.8524 419.7543 502.9509 0.1383201 0.2956554
Moved 163.8831 438.2525 506.8505 0.18114 0.3056853
Moved 163.9137 449.6778 509.4194 0.2075876 0.3122927
Moved 163.9445 460.1433 512.2858 0.2318132 0.3196651
Moved 163.9753 467.4614 515.1538 0.2487532 0.3270416
Moved 164.006 472.5346 516.7673 0.2604968 0.3311917
Moved 164.0367 477.133 519 0.2711412 0.3369341
Moved 164.0674 482.8722 521 0.2844264 0.3420781
Moved 164.0982 486.3112 523.3112 0.2923871 0.3480226
Moved 164.1289 488 524 0.2962963 0.3497942
Moved 164.1596 490.6843 525 0.30251 0.3523662
Moved 164.1904 492 525.5573 0.3055556 0.3537996
Moved 164.2211 493.5 526 0.3090277 0.3549381
Moved 164.2518 494 526 0.3101851 0.3549381
Stationary 164.2825 494 526 0.3101851 0.3549381
Moved 164.3133 488.2764 526 0.2969361 0.3549381
Moved 164.344 475.1349 526 0.266516 0.3549381
Moved 164.3747 456.4708 519 0.2233121 0.3369341
Moved 164.4054 435.9681 516 0.1758522 0.329218
Moved 164.4362 431.5996 515.1499 0.1657398 0.3270316
Moved 164.4669 423.7422 515 0.1475515 0.326646
Moved 164.4976 418.4105 514 0.1352096 0.324074
Moved 164.5283 414.8336 514 0.1269296 0.324074
Moved 164.5591 412.2249 514 0.120891 0.324074
Moved 164.5898 410.8663 514 0.117746 0.324074
Moved 164.6205 409 514 0.113426 0.324074
Moved 164.6513 408 514 0.1111111 0.324074
Stationary 164.682 408 514 0.1111111 0.324074
Ended 164.7127 408 514 0.1111111 0.324074
Candidates 164.8357 13 you roy to root toy too egypt rio suit fruit report sit deputy
Began 165.7575 259 497 -0.2337963 0.2803498
Stationary 165.7882 259 497 -0.2337963 0.2803498
Stationary 165.8189 259 497 -0.2337963 0.2803498
Stationary 165.8497 259 497 -0.2337963 0.2803498
Stationary 165.8804 259 497 -0.2337963 0.2803498
Moved 165.9111 272.4268 497 -0.2027157 0.2803498
Moved 165.9419 280.1648 497 -0.1848036 0.2803498
Moved 165.9726 287.1947 492.8185 -0.1685308 0.2695948
Moved 166.0033 293.934 488.533 -0.1529307 0.2585725
Moved 166.0341 300.6793 489 -0.1373164 0.2597736
Moved 166.0648 306.4223 489 -0.1240225 0.2597736
Moved 166.0955 309.7828 489 -0.1162435 0.2597736
Moved 166.1262 312.6539 489 -0.1095974 0.2597736
Moved 166.157 315.525 489 -0.1029513 0.2597736
Moved 166.1877 317.0454 489 -0.09943187 0.2597736
Moved 166.2184 318.4948 489 -0.09607687 0.2597736
Moved 166.2492 320 489 -0.09259259 0.2597736
Moved 166.2799 321 489 -0.09027779 0.2597736
Stationary 166.3106 321 489 -0.09027779 0.2597736
Stationary 166.3413 321 489 -0.09027779 0.2597736
Stationary 166.3721 321 489 -0.09027779 0.2597736
Stationary 166.4028 321 489 -0.09027779 0.2597736
Moved 166.4335 310.1949 489 -0.1152896 0.2597736
Moved 166.4642 307.7856 489 -0.1208667 0.2597736
Moved 166.4949 302.9081 489 -0.1321571 0.2597736
Moved 166.5257 300.3977 489 -0.1379683 0.2597736
Moved 166.5564 297.5254 489 -0.1446172 0.2597736
Moved 166.5872 294.6558 489 -0.1512596 0.2597736
Moved 166.6179 293 489 -0.1550926 0.2597736
Moved 166.6486 290.2128 489 -0.1615444 0.2597736
Moved 166.6793 287.3409 489 -0.1681924 0.2597736
Moved 166.7101 285.4713 489 -0.1725202 0.2597736
Moved 166.7408 283.9725 496.1926 -0.1759896 0.2782729
Moved 166.7715 282.5 496 -0.1793981 0.2777777
