healthy food is good for you
healthy food is good for you
Basic
Radial

0.6 0.6
432 388.8
Began 1560.89 343 369 -0.03935183 -0.04886839
Stationary 1560.921 343 369 -0.03935183 -0.04886839
Stationary 1560.952 343 369 -0.03935183 -0.04886839
Stationary 1560.982 343 369 -0.03935183 -0.04886839
Moved 1561.013 328.8999 369 -0.07199088 -0.04886839
Moved 1561.044 314.4055 384.063 -0.1055428 -0.0101261
Moved 1561.074 296.2808 397.6566 -0.1474981 0.02483678
Moved 1561.105 276.9942 411.4327 -0.1921431 0.06026927
Moved 1561.136 260.8024 424.498 -0.2296242 0.09387353
Moved 1561.167 246.1916 442.7125 -0.2634453 0.1407214
Moved 1561.197 234.417 456.7288 -0.2907014 0.1767714
Moved 1561.228 223.6988 470.9614 -0.315512 0.2133781
Moved 1561.259 215.0699 486.8601 -0.3354862 0.2542698
Moved 1561.289 207.8654 499.3365 -0.3521635 0.2863593
Moved 1561.32 203.3546 506.6454 -0.3626051 0.3051578
Moved 1561.351 200.8011 512.3979 -0.3685161 0.3199533
Moved 1561.382 198.9942 517.0058 -0.3726987 0.331805
Moved 1561.412 197.6419 519.7162 -0.375829 0.3387763
Moved 1561.443 196.8318 520.1682 -0.3777041 0.3399388
Stationary 1561.474 197 520 -0.3773148 0.3395061
Moved 1561.505 195.5 520 -0.3807871 0.3395061
Moved 1561.535 192.1547 520 -0.3885309 0.3395061
Moved 1561.566 185.6469 487.0577 -0.4035952 0.254778
Moved 1561.597 179.3806 455.9482 -0.4181004 0.1747638
Moved 1561.627 177 418.0744 -0.4236111 0.07735182
Moved 1561.658 177 383.0836 -0.4236111 -0.01264509
Moved 1561.689 189 362 -0.3958333 -0.06687243
Moved 1561.72 199.5705 345.1154 -0.3713645 -0.1103
Moved 1561.75 231.1961 326.4418 -0.2981572 -0.1583286
Moved 1561.781 277.9052 315.4886 -0.1900343 -0.1865004
Moved 1561.812 317.349 311.7608 -0.09872919 -0.1960885
Moved 1561.843 350.8197 309 -0.02125074 -0.2031893
Moved 1561.873 382.9994 309 0.05323936 -0.2031893
Moved 1561.904 435.8933 319.3787 0.175679 -0.1764953
Moved 1561.935 480.5298 329.0994 0.2790042 -0.1514935
Moved 1561.965 508.4996 337.357 0.3437491 -0.1302547
Moved 1561.996 525.7333 351.8267 0.383642 -0.09303842
Moved 1562.027 534.9548 370.2278 0.4049879 -0.04571051
Moved 1562.057 535 394.9384 0.4050927 0.01784552
Moved 1562.088 523.1826 420.7717 0.3777376 0.0842893
Moved 1562.119 510.7887 443.6958 0.349048 0.1432504
Moved 1562.15 495.6788 458.3212 0.3140713 0.1808671
Moved 1562.181 473.5893 473.1317 0.2629381 0.2189601
Moved 1562.211 447.3892 488.0068 0.2022897 0.257219
Moved 1562.242 427.4668 497.7333 0.1561731 0.2822357
Moved 1562.273 408.0888 505.8191 0.1113167 0.3030326
Moved 1562.303 385.1548 512.2415 0.05822877 0.3195509
Moved 1562.334 366.9515 516.7281 0.01609137 0.3310908
Moved 1562.365 347.8926 519.6215 -0.02802635 0.3385325
Moved 1562.396 335.5996 520 -0.05648245 0.3395061
Moved 1562.426 327.334 520 -0.07561584 0.3395061
Moved 1562.457 324.4173 520 -0.08236746 0.3395061
Moved 1562.488 322.5 520 -0.08680557 0.3395061
Moved 1562.518 323 498.7713 -0.08564815 0.2849055
Moved 1562.549 343.832 467.5574 -0.03742601 0.2046228
Moved 1562.58 366.655 441.345 0.01540502 0.1372042
Moved 1562.611 390.0237 424.3176 0.06949921 0.09340926
Moved 1562.641 414.0943 411.1803 0.1252183 0.05962006
Moved 1562.672 428.012 405.5952 0.1574351 0.0452551
Moved 1562.703 448.7226 412.7226 0.2053763 0.0635868
Moved 1562.733 468.1273 432.735 0.2502946 0.1150592
Moved 1562.764 478.3124 456.0933 0.2738712 0.1751371
Moved 1562.795 480 481.2576 0.2777778 0.2398599
