reading week is just about here
reading week is just about here
Basic
Radial

0.6 0.6
432 388.8
Began 2202.51 307 510 -0.1226852 0.3137859
Stationary 2202.541 307 510 -0.1226852 0.3137859
Moved 2202.572 293.9683 510 -0.1528512 0.3137859
Moved 2202.603 279.1244 510 -0.1872121 0.3137859
Moved 2202.633 256.5544 510 -0.2394573 0.3137859
Moved 2202.664 234.4769 510 -0.2905628 0.3137859
Moved 2202.695 217.9261 510 -0.3288746 0.3137859
Moved 2202.725 206.0778 510 -0.3563014 0.3137859
Moved 2202.756 197.4888 510 -0.3761832 0.3137859
Moved 2202.787 188.621 510 -0.3967107 0.3137859
Moved 2202.818 182.5139 510 -0.4108473 0.3137859
Moved 2202.848 174.8588 499.3942 -0.4285675 0.2865075
Moved 2202.879 165.7533 485.9221 -0.4496452 0.2518573
Moved 2202.91 156.1647 466.3293 -0.471841 0.2014643
Moved 2202.94 148.8178 446.0444 -0.4888478 0.1492912
Moved 2202.971 143.6705 425.3466 -0.5007628 0.09605599
Moved 2203.002 142 409.8783 -0.5046296 0.0562713
Moved 2203.033 142 399.4258 -0.5046296 0.02938726
Moved 2203.063 156.781 388.1314 -0.4704143 0.0003379461
Moved 2203.094 184.8446 379.3593 -0.4054523 -0.02222422
Moved 2203.125 214.9475 378 -0.3357696 -0.02572024
Moved 2203.156 240.3868 378 -0.2768824 -0.02572024
Moved 2203.186 274.8534 391.3414 -0.1970985 0.008593939
Moved 2203.217 306.3951 404.67 -0.1240854 0.04287555
Moved 2203.248 339.5162 429.0484 -0.04741624 0.105577
Moved 2203.278 375.031 458.644 0.03479391 0.1816974
Moved 2203.309 415.9306 490.8824 0.1294689 0.2646153
Moved 2203.34 448.4673 515.9338 0.2047856 0.3290477
Moved 2203.371 469.0027 530.0013 0.2523209 0.3652297
Moved 2203.401 483.1911 537.0956 0.2851646 0.3834761
Moved 2203.432 493.2572 539 0.3084658 0.3883744
Moved 2203.463 501.882 539 0.3284306 0.3883744
Moved 2203.493 509.4057 517.783 0.3458464 0.3338039
Moved 2203.524 512 484.9865 0.3518519 0.2494507
Moved 2203.555 512 448.8914 0.3518519 0.1566135
Moved 2203.586 500.5861 409.8792 0.3254307 0.05627346
Moved 2203.616 493.1151 364.4604 0.3081369 -0.06054435
Moved 2203.647 480.65 317.5999 0.2792823 -0.1810703
Moved 2203.678 474.5966 286.6849 0.26527 -0.2605841
Moved 2203.708 470.6777 268.8719 0.2561983 -0.3063996
Moved 2203.739 464.8225 256.7338 0.2426448 -0.3376189
Moved 2203.77 454.1388 253 0.2179139 -0.3472223
Moved 2203.801 431.4589 263.8928 0.165414 -0.3192059
Moved 2203.832 403.1544 296.2495 0.0998944 -0.2359839
Moved 2203.862 377.6912 336.0405 0.04095177 -0.1336409
Moved 2203.893 361.1062 371.9366 0.002560616 -0.04131529
Moved 2203.924 350.9418 401.9391 -0.02096807 0.03585168
Ended 2203.954 345.4779 436.6544 -0.03361588 0.1251397
Candidates 2204.139 13 reading trading rating wedding reasons respond readings testing awesome washing using eating weapons
Began 2204.722 376 418 0.03703703 0.07716041
Stationary 2204.753 376 418 0.03703703 0.07716041
Moved 2204.784 390.8648 418 0.0714464 0.07716041
Moved 2204.815 413.4081 418 0.1236299 0.07716041
Moved 2204.845 436.6329 409.6734 0.1773911 0.05574426
Moved 2204.876 456 408 0.2222222 0.05144025
Moved 2204.907 467.6229 407 0.2491269 0.04886827
Moved 2204.938 475.8227 406 0.2681081 0.04629618
Moved 2204.968 479.6558 406 0.2769809 0.04629618
Moved 2204.999 482.7 406 0.2840278 0.04629618
Ended 2205.03 485 406 0.2893518 0.04629618
Accept 2205.091 0 reading
Began 2205.429 202 493 -0.3657407 0.2700616
Stationary 2205.46 202 493 -0.3657407 0.2700616
Moved 2205.49 202 505.6248 -0.3657407 0.3025328
Moved 2205.521 219 522.5 -0.3263889 0.3459361
Moved 2205.552 235.7685 542.4759 -0.2875729 0.3973144
Moved 2205.583 245.8555 554.0694 -0.2642233 0.4271331
Moved 2205.614 252.1733 561.1733 -0.2495989 0.4454044
Moved 2205.644 256.2519 564.6259 -0.2401577 0.4542847
Moved 2205.675 259.4969 567.4968 -0.2326462 0.4616687
Moved 2205.706 264.7306 569 -0.220531 0.4655349
Moved 2205.736 269.4742 571.2371 -0.2095504 0.4712887
Moved 2205.767 274.5003 571 -0.197916 0.4706789
Moved 2205.798 281.8695 571 -0.1808577 0.4706789
Moved 2205.829 294.4409 571 -0.1517573 0.4706789
Moved 2205.859 311.2085 558.9218 -0.1129433 0.4396136
Moved 2205.89 333.169 547.4617 -0.06210879 0.410138
Moved 2205.921 356.0244 532.5366 -0.009202807 0.3717505
Moved 2205.951 384.2959 507.3674 0.05624046 0.3070149
Moved 2205.982 422.8819 471.4557 0.1455599 0.2146493
Moved 2206.013 463.5511 436.5276 0.2397018 0.1248137
