this is too much to handle
this is too much to handle
FixStart
Radial

0.6 0.6
432 388.8
Began 2341.445 358 255 -0.004629641 -0.3420782
Stationary 2341.476 358 255 -0.004629641 -0.3420782
Stationary 2341.506 358 255 -0.004629641 -0.3420782
Stationary 2341.537 358 255 -0.004629641 -0.3420782
Moved 2341.568 358 283.4311 -0.004629641 -0.268953
Moved 2341.599 358 306.752 -0.004629641 -0.2089714
Moved 2341.629 349.5 330.5 -0.02430553 -0.147891
Moved 2341.66 348 351.5519 -0.0277778 -0.09374508
Moved 2341.691 346 373.6629 -0.03240739 -0.03687533
Moved 2341.721 345 391.3191 -0.03472224 0.008536681
Moved 2341.752 345 402.0914 -0.03472224 0.03624316
Moved 2341.783 345 408.4687 -0.03472224 0.0526458
Moved 2341.814 345 412.1058 -0.03472224 0.06200052
Moved 2341.844 345 413.5 -0.03472224 0.06558634
Moved 2341.875 345 415.2013 -0.03472224 0.06996214
Moved 2341.906 354.4094 415 -0.01294121 0.06944436
Moved 2341.937 359.6191 415 -0.0008816023 0.06944436
Moved 2341.967 369.0725 393.6695 0.0210012 0.01458203
Moved 2341.998 383.5431 359.735 0.05449782 -0.072698
Moved 2342.029 393.9936 327.032 0.07868896 -0.1568108
Moved 2342.059 400.7558 302.3547 0.09434213 -0.2202812
Moved 2342.09 404.8904 287.5479 0.1039129 -0.2583645
Moved 2342.121 408.7635 275.9459 0.1128785 -0.2882051
Moved 2342.152 410.6255 270.7489 0.1171888 -0.3015718
Moved 2342.182 412 267.5 0.1203704 -0.309928
Moved 2342.213 413.0712 268 0.12285 -0.308642
Moved 2342.244 417.8212 275.5232 0.1338454 -0.2892923
Moved 2342.274 432.6148 307.2297 0.1680899 -0.2077426
Moved 2342.305 446.2874 335.5748 0.1997394 -0.1348386
Moved 2342.336 463.0082 370.0164 0.2384449 -0.04625422
Moved 2342.367 473.2399 390.4798 0.2621294 0.00637804
Moved 2342.397 481.8254 404.7672 0.2820033 0.04312554
Moved 2342.428 486.4487 411.8975 0.2927054 0.06146458
Moved 2342.459 489 417.6505 0.2986111 0.07626157
Moved 2342.49 490 419.5 0.300926 0.08101848
Moved 2342.52 490 420.3134 0.300926 0.08311036
Moved 2342.551 490 421 0.300926 0.08487643
Moved 2342.582 470.3286 416.8697 0.2553904 0.07425328
Moved 2342.613 438.9452 396.6347 0.1827436 0.02220856
Moved 2342.643 399.6094 369.8845 0.09168833 -0.04659339
Moved 2342.674 364.7595 343.2076 0.01101732 -0.1152069
Moved 2342.705 337.2618 322.4464 -0.05263468 -0.1686051
Moved 2342.735 315.3029 301.303 -0.1034654 -0.2229861
Moved 2342.766 300.8106 287.8422 -0.1370126 -0.2576076
Moved 2342.797 288.3806 275.3806 -0.1657856 -0.2896589
Moved 2342.828 275.9196 263.1495 -0.1946305 -0.3211175
Moved 2342.858 269.5357 255.3035 -0.2094081 -0.3412977
Moved 2342.889 260.647 244.4705 -0.2299838 -0.3691604
Moved 2342.92 255.0893 238.1339 -0.2428489 -0.385458
Moved 2342.95 251.0889 234.089 -0.252109 -0.3958617
Moved 2342.981 247.1709 230.5854 -0.2611786 -0.4048729
Moved 2343.012 246 227.7078 -0.2638889 -0.4122743
Moved 2343.043 243.8415 225.8416 -0.2688854 -0.4170742
Moved 2343.073 242.5 224.5 -0.2719907 -0.4205247
Moved 2343.104 242 224 -0.2731481 -0.4218107
Ended 2343.135 242 224 -0.2731481 -0.4218107
Candidates 2343.258 13 this thus third toys if groups food is tips todd gross did id
Began 2343.596 255 268 -0.2430556 -0.308642
Stationary 2343.626 255 268 -0.2430556 -0.308642
Stationary 2343.657 255 268 -0.2430556 -0.308642
Moved 2343.688 262.5413 268 -0.2255989 -0.308642
Moved 2343.719 274.6071 268 -0.1976688 -0.308642
Moved 2343.75 288.3524 268 -0.165851 -0.308642
Moved 2343.78 298.7517 268 -0.1417784 -0.308642
Moved 2343.811 311.0724 268 -0.1132583 -0.308642
Moved 2343.842 325.3162 277.7022 -0.08028667 -0.2836877
Moved 2343.872 335.0063 275 -0.05785589 -0.2906379
Moved 2343.903 343.2508 276 -0.03877133 -0.288066
Moved 2343.934 349.4905 277 -0.02432754 -0.2854939
Moved 2343.964 353.5274 277 -0.01498287 -0.2854939
Ended 2343.995 355 277 -0.01157408 -0.2854939
Accept 2344.057 0 this
Began 2344.364 488 415 0.2962963 0.06944436
Stationary 2344.395 488 415 0.2962963 0.06944436
Stationary 2344.425 488 415 0.2962963 0.06944436
Moved 2344.456 469.5 396.5 0.2534722 0.02186214
Moved 2344.487 456.7919 387.0336 0.2240553 -0.002485715
Moved 2344.518 439.2153 375.4395 0.1833688 -0.03230578
Moved 2344.548 423.0766 363.0613 0.1460106 -0.06414288
Moved 2344.579 408.8377 352.8918 0.1130503 -0.09029882
Moved 2344.61 394.9291 343.7574 0.08085439 -0.1137926
Moved 2344.64 383.8889 336.4444 0.05529831 -0.1326019
Moved 2344.671 374.6001 329.7334 0.03379653 -0.1498627
Moved 2344.702 367.0244 325.3414 0.01626015 -0.1611589
Moved 2344.733 359.943 320.943 -0.0001320243 -0.1724718
Moved 2344.763 354.1982 317.5991 -0.01343002 -0.1810723
Moved 2344.794 352.0237 316 -0.01846358 -0.1851853
Moved 2344.825 350.5981 316 -0.02176374 -0.1851853
Moved 2344.855 350 316 -0.02314816 -0.1851853
Moved 2344.886 350 328.0657 -0.02314816 -0.154152
Moved 2344.917 374.3364 365.3387 0.03318608 -0.05828543
Moved 2344.948 399.8177 401.7772 0.09217054 0.03543504
Moved 2344.979 423.8515 433.5644 0.1478045 0.1171922
Moved 2345.009 441.5 452.5 0.1886574 0.165895
Moved 2345.04 461.4793 471.268 0.2349059 0.2141666
Moved 2345.071 479.5607 488.4806 0.2767609 0.2584377
Moved 2345.101 492.8225 500.8669 0.3074597 0.2902954
Moved 2345.132 503.5397 508.0318 0.3322679 0.3087237
Moved 2345.163 514.4951 516.1213 0.3576276 0.3295301
Moved 2345.194 523.7119 521.4746 0.3789628 0.3432988
Moved 2345.224 530.1883 524 0.3939544 0.3497942
Moved 2345.255 533.6215 526.6215 0.4019017 0.3565367
Moved 2345.286 536.4956 528.4956 0.4085547 0.3613569
Moved 2345.316 539.3667 529.3667 0.4152007 0.3635974
Moved 2345.347 540.9488 529 0.4188629 0.3626543
Moved 2345.378 542 529.8061 0.4212962 0.3647275
Moved 2345.409 543.3392 530 0.4243964 0.3652262
Moved 2345.439 544.1813 530 0.4263456 0.3652262
Moved 2345.47 545.0248 530 0.4282981 0.3652262
Stationary 2345.501 545.0248 530 0.4282981 0.3652262
Stationary 2345.531 545 530 0.4282407 0.3652262
Stationary 2345.562 545 530 0.4282407 0.3652262
Moved 2345.593 525.6574 512.8492 0.3834662 0.3211141
Moved 2345.624 496.209 494.5386 0.3152987 0.2740191
Moved 2345.655 458.6906 470.4395 0.2284505 0.2120356
Moved 2345.685 428.606 452.0707 0.1588101 0.1647908
Moved 2345.716 393.7656 435.2031 0.07816107 0.1214072
Moved 2345.747 369.6154 423.3077 0.02225777 0.09081189
Moved 2345.777 346.2948 414.6978 -0.03172507 0.06866702
Moved 2345.808 327.6564 405.1385 -0.07486944 0.0440804
Moved 2345.839 310.0435 396.5218 -0.1156399 0.02191814
Moved 2345.87 296.5717 391.6429 -0.1468247 0.009369673
Moved 2345.9 287.1729 387.0576 -0.1685813 -0.002423903
Moved 2345.931 279.4055 383.2027 -0.1865614 -0.01233882
Moved 2345.962 273.6663 379.3331 -0.1998466 -0.02229141
Moved 2345.992 270.4623 378 -0.2072632 -0.02572024
Ended 2346.023 268.9632 378 -0.2107334 -0.02572024
Candidates 2346.115 13 asia causes cia data cruz suits sits vegas gays says arts drugs affairs
Began 2346.914 382 330 0.05092591 -0.149177
Stationary 2346.945 382 330 0.05092591 -0.149177
Stationary 2346.976 382 330 0.05092591 -0.149177
Moved 2347.006 362.0179 330 0.004670918 -0.149177
