watch out for low flying objects
watch out for low flying objects
Basic
Radial

0.6 0.6
432 388.8
Began 1700.756 359 487 -0.002314796 0.2546296
Stationary 1700.787 359 487 -0.002314796 0.2546296
Stationary 1700.818 359 487 -0.002314796 0.2546296
Stationary 1700.849 359 487 -0.002314796 0.2546296
Stationary 1700.879 359 487 -0.002314796 0.2546296
Stationary 1700.91 359 487 -0.002314796 0.2546296
Stationary 1700.941 359 487 -0.002314796 0.2546296
Stationary 1700.971 359 487 -0.002314796 0.2546296
Stationary 1701.002 359 487 -0.002314796 0.2546296
Stationary 1701.033 359 487 -0.002314796 0.2546296
Stationary 1701.064 359 487 -0.002314796 0.2546296
Stationary 1701.094 359 487 -0.002314796 0.2546296
Stationary 1701.125 359 487 -0.002314796 0.2546296
Stationary 1701.156 359 487 -0.002314796 0.2546296
Stationary 1701.187 359 487 -0.002314796 0.2546296
Stationary 1701.217 359 487 -0.002314796 0.2546296
Moved 1701.248 344.4359 487 -0.03602812 0.2546296
Moved 1701.279 331.9861 487 -0.06484702 0.2546296
Moved 1701.309 315.6738 487 -0.102607 0.2546296
Moved 1701.34 303.1525 487 -0.1315915 0.2546296
Moved 1701.371 287.1163 487 -0.1687122 0.2546296
Moved 1701.401 270.4211 487 -0.2073587 0.2546296
Moved 1701.432 260.8641 487 -0.2294813 0.2546296
Moved 1701.463 254.1449 487 -0.2450349 0.2546296
Moved 1701.494 250.1999 487 -0.2541669 0.2546296
Moved 1701.524 248.5399 487 -0.2580096 0.2546296
Moved 1701.555 244.9407 487 -0.266341 0.2546296
Moved 1701.586 240.1515 487 -0.2774272 0.2546296
Moved 1701.617 236.1987 487 -0.2865771 0.2546296
Moved 1701.647 233.5 487 -0.2928241 0.2546296
Moved 1701.678 231.8768 487 -0.2965815 0.2546296
Moved 1701.709 231 487 -0.2986111 0.2546296
Moved 1701.739 230 487 -0.3009259 0.2546296
Moved 1701.77 228.886 487 -0.3035046 0.2546296
Moved 1701.801 227.056 487 -0.3077408 0.2546296
Stationary 1701.832 227 487 -0.3078704 0.2546296
Moved 1701.862 225.5 487 -0.3113426 0.2546296
Moved 1701.893 225 487 -0.3125 0.2546296
Moved 1701.924 225 479.85 -0.3125 0.2362397
Moved 1701.954 234.5515 453.2768 -0.29039 0.1678929
Moved 1701.985 240.1041 428.5314 -0.2775368 0.1042473
Moved 1702.016 243 403.3776 -0.2708333 0.0395513
Moved 1702.047 243 387.9827 -0.2708333 -4.454405E-05
Moved 1702.077 243 377.6536 -0.2708333 -0.0266112
Moved 1702.108 243 369.2275 -0.2708333 -0.04828323
Moved 1702.139 243 361.8826 -0.2708333 -0.06717438
Moved 1702.169 236 357.1337 -0.287037 -0.07938863
Moved 1702.2 234 354.3839 -0.2916667 -0.08646137
Moved 1702.231 232.5 352.5 -0.2951389 -0.09130666
Moved 1702.262 232 350.7592 -0.2962963 -0.09578399
Stationary 1702.292 232 351 -0.2962963 -0.09516476
Moved 1702.323 232 364.5178 -0.2962963 -0.06039686
Moved 1702.354 253.2019 384.722 -0.2472179 -0.008430952
Moved 1702.384 281.871 413.4839 -0.1808542 0.0655449
Moved 1702.415 310.623 439.0984 -0.1142986 0.1314259
Moved 1702.446 328.6811 455.9009 -0.07249743 0.1746423
Moved 1702.477 343.5594 469.5594 -0.03805692 0.2097721
Moved 1702.507 352.0115 477.5173 -0.01849179 0.2302399
Moved 1702.538 356.0388 481.0388 -0.009169528 0.2392971
