a picture is worth many words
a picture is worth many words
Basic
Radial

0.6 0.6
432 388.8
Began 520.6119 176 412 -0.4259259 0.06172835
Stationary 520.6426 176 412 -0.4259259 0.06172835
Ended 520.6733 176 412 -0.4259259 0.06172835
Candidates 520.7349 5 a s d q w
Began 521.3494 315 408 -0.1041667 0.05144025
Stationary 521.3801 315 408 -0.1041667 0.05144025
Moved 521.4108 334.1972 408 -0.05972862 0.05144025
Moved 521.4415 356.3472 408 -0.008455466 0.05144025
Moved 521.4722 375.1698 408 0.03511528 0.05144025
Moved 521.5031 395.2885 408 0.08168638 0.05144025
Moved 521.5338 409.2895 401 0.1140961 0.03343609
Moved 521.5645 420.8891 400 0.1409469 0.03086416
Moved 521.5952 425.6964 399.1518 0.152075 0.02868256
Moved 521.6259 428.7145 399 0.1590612 0.02829214
Moved 521.6567 430.1529 399 0.1623909 0.02829214
Moved 521.6874 432.0209 399 0.1667151 0.02829214
Ended 521.7181 433.2338 399 0.1695226 0.02829214
Accept 521.7795 0 a
Began 522.2097 514 510 0.3564815 0.3137859
Stationary 522.2404 514 510 0.3564815 0.3137859
Stationary 522.2712 514 510 0.3564815 0.3137859
Stationary 522.3018 514 510 0.3564815 0.3137859
Stationary 522.3326 514 510 0.3564815 0.3137859
Stationary 522.3633 514 510 0.3564815 0.3137859
Moved 522.394 493.8426 510 0.3098207 0.3137859
Moved 522.4247 471.9019 510 0.2590322 0.3137859
Moved 522.4555 446.7119 510 0.200722 0.3137859
Moved 522.4863 424.1623 510 0.1485237 0.3137859
Moved 522.517 409.0873 510 0.113628 0.3137859
Moved 522.5477 397.9042 515.4177 0.08774122 0.3277203
Moved 522.5784 390.4355 518 0.0704527 0.3343621
Moved 522.6091 386.6107 519 0.06159882 0.3369341
Moved 522.6399 383.7981 519 0.0550881 0.3369341
Moved 522.6706 382.5 520 0.05208333 0.3395061
Moved 522.7014 381.7927 520 0.050446 0.3395061
Moved 522.7321 379.5034 520 0.04514684 0.3395061
Moved 522.7628 372.9049 498.0798 0.02987246 0.2831269
Moved 522.7935 350.769 442.417 -0.02136797 0.1399613
Moved 522.8242 338.7236 406.412 -0.04925092 0.04735605
Moved 522.855 330.101 374.6702 -0.06921053 -0.03428463
Moved 522.8857 324.509 352.527 -0.08215507 -0.09123727
Moved 522.9164 317.8447 326.3011 -0.09758174 -0.1586905
Moved 522.9471 313.0399 307.1996 -0.1087039 -0.20782
Moved 522.9778 310.1672 293.6687 -0.1153538 -0.2426217
Moved 523.0086 306.6432 284.9295 -0.1235112 -0.2650991
Moved 523.0394 303.7625 276.5249 -0.1301795 -0.286716
Moved 523.0701 302 270.8918 -0.1342593 -0.3012041
Moved 523.1008 300 266.5629 -0.1388889 -0.3123382
Moved 523.1315 299 263.5142 -0.1412037 -0.3201796
Moved 523.1622 297.636 262 -0.144361 -0.3240741
Moved 523.193 298 259.5 -0.1435185 -0.3305041
Moved 523.2237 296.5 259 -0.1469907 -0.3317901
Stationary 523.2544 296.5 259 -0.1469907 -0.3317901
Moved 523.2852 297 259 -0.1458333 -0.3317901
Moved 523.3159 319.9921 327.5811 -0.09261081 -0.1553984
Moved 523.3466 336.6581 378.8377 -0.05403206 -0.02356564
Moved 523.3773 352.1848 418.3505 -0.01809085 0.07806177
Moved 523.408 363.0395 447.1185 0.007035931 0.1520538
Moved 523.4388 368.1855 463.9273 0.01894782 0.1952862
Moved 523.4695 375.2198 484.7692 0.03523092 0.2488918
Moved 523.5002 377.9883 498.953 0.04163951 0.2853729
Moved 523.5309 380.8618 507.7236 0.04829128 0.307931
Moved 523.5616 381 513.795 0.04861106 0.3235467
Moved 523.5924 382 518.5349 0.05092591 0.3357379
Moved 523.6231 383 521.1405 0.05324075 0.3424395
Moved 523.6539 383.7386 523.7386 0.05495042 0.3491218
Moved 523.6846 384 526.5095 0.0555556 0.3562487
Moved 523.7153 385.3805 528 0.05875111 0.3600822
Moved 523.746 385 530.1262 0.05787035 0.3655507
Moved 523.7767 385.7888 531 0.05969634 0.3677982
Moved 523.8074 386 532.3388 0.06018519 0.3712416
Moved 523.8382 389.6415 532 0.06861459 0.3703703
Moved 523.8689 398.6619 532 0.08949508 0.3703703
Moved 523.8997 406.7866 532 0.1083023 0.3703703
Moved 523.9304 414.5938 532 0.1263746 0.3703703
Moved 523.9611 421.3444 525 0.1420008 0.3523662
Moved 523.9918 426.3743 524 0.1536443 0.3497942
Moved 524.0226 427 522.8828 0.1550926 0.3469206
Moved 524.0533 428.5 523 0.1585648 0.3472221
Moved 524.084 428 521.6266 0.1574074 0.3436897
Moved 524.1147 416.7713 520.5964 0.131415 0.3410401
Moved 524.1454 399.056 521 0.09040742 0.3420781
Moved 524.1761 379.992 521 0.04627784 0.3420781
Moved 524.2069 362.7776 521 0.006429553 0.3420781
Moved 524.2377 345.3685 521 -0.0338693 0.3420781
Moved 524.2684 332.4118 519.603 -0.06386165 0.3384849
Moved 524.2991 320.9315 518.7328 -0.09043629 0.3362469
Moved 524.3298 306.2578 518 -0.1244032 0.3343621
Moved 524.3605 296.6629 517 -0.1466137 0.33179
Moved 524.3912 293.3305 516.4435 -0.1543275 0.3303587
Moved 524.422 285.7299 516 -0.1719214 0.329218
Moved 524.4527 280.1847 516 -0.1847576 0.329218
Moved 524.4834 273.3931 515 -0.2004789 0.326646
Moved 524.5141 267.6509 514 -0.2137711 0.324074
Moved 524.5449 264.8106 513 -0.2203458 0.321502
Moved 524.5756 261.8835 513 -0.2271215 0.321502
Moved 524.6064 260.6276 513 -0.2300286 0.321502
Moved 524.6371 260 513 -0.2314815 0.321502
Ended 524.6678 260 513 -0.2314815 0.321502
Candidates 524.8214 13 picture occur luxury occurs occurred preview outdoor pair opposite lecture oxford policies review
Began 525.3438 243 426 -0.2708333 0.09773654
Stationary 525.3745 243 426 -0.2708333 0.09773654
Moved 525.4053 260.512 426 -0.2302963 0.09773654
Moved 525.436 284.5 426 -0.1747685 0.09773654
Moved 525.4667 308.1561 426 -0.120009 0.09773654
Moved 525.4974 320.7271 426 -0.0909096 0.09773654
Moved 525.5281 330.2233 426 -0.06892756 0.09773654
Moved 525.5588 336.2072 426 -0.05507583 0.09773654
Moved 525.5895 341.4774 419 -0.0428764 0.07973251
Moved 525.6203 346.6734 419 -0.03084868 0.07973251
Moved 525.6511 349.2015 419 -0.02499645 0.07973251
Moved 525.6817 350 419 -0.02314816 0.07973251
Ended 525.7125 350 419 -0.02314816 0.07973251
Accept 525.7739 0 picture
Began 525.9583 468 536 0.25 0.3806583
Stationary 525.989 468 536 0.25 0.3806583
Stationary 526.0198 468 536 0.25 0.3806583
Stationary 526.0505 468 536 0.25 0.3806583
