want to join us for lunch
want to join us for lunch
Basic
List

0.6 0.6
432 388.8
Began 1822.1 237 494 -0.2847222 0.2726337
Stationary 1822.13 237 494 -0.2847222 0.2726337
Stationary 1822.161 237 494 -0.2847222 0.2726337
Stationary 1822.192 237 494 -0.2847222 0.2726337
Stationary 1822.223 237 494 -0.2847222 0.2726337
Stationary 1822.253 237 494 -0.2847222 0.2726337
Stationary 1822.284 237 494 -0.2847222 0.2726337
Moved 1822.315 225.6403 485.7383 -0.3110179 0.2513846
Moved 1822.346 215.1342 471.4146 -0.3353376 0.2145437
Moved 1822.376 200.2798 449.5917 -0.3697228 0.1584147
Moved 1822.407 189.6225 429.245 -0.3943924 0.1060827
Moved 1822.438 180.6079 411.2158 -0.4152595 0.05971139
Moved 1822.468 175.3743 398.7485 -0.4273744 0.02764537
Moved 1822.499 170.9279 386.7836 -0.4376669 -0.003128562
Moved 1822.53 170 379.3547 -0.4398148 -0.02223576
Moved 1822.561 170 369 -0.4398148 -0.04886839
Moved 1822.591 170 358.9738 -0.4398148 -0.0746559
Moved 1822.622 170 349.1915 -0.4398148 -0.0998161
Moved 1822.653 182.5 336.5 -0.4108796 -0.1324588
Moved 1822.683 191.7637 325.3544 -0.3894358 -0.1611256
Moved 1822.714 205.3632 309.3094 -0.3579556 -0.2023934
Moved 1822.745 222.9454 297.3169 -0.3172561 -0.2332385
Moved 1822.776 260.7578 283.1382 -0.2297272 -0.2697063
Moved 1822.806 292.262 273.9127 -0.156801 -0.2934346
Moved 1822.837 324.7243 263.8827 -0.08165672 -0.3192318
Moved 1822.868 360.9117 248.1637 0.002110402 -0.3596613
Moved 1822.898 380.3475 239.2175 0.04710058 -0.382671
Moved 1822.929 391.2569 234.6858 0.07235387 -0.3943267
Moved 1822.96 399.243 230.9191 0.09084016 -0.4040147
Moved 1822.99 403.8333 229 0.1014659 -0.4089506
Moved 1823.021 407.5 228 0.1099537 -0.4115227
Moved 1823.052 410.0586 227 0.1158764 -0.4140947
Moved 1823.083 412 262.3018 0.1203704 -0.323298
Moved 1823.113 393.4297 324.5682 0.07738371 -0.1631478
Moved 1823.144 374.9365 367.1451 0.03457526 -0.05363927
Moved 1823.175 359.1615 400.677 -0.001940976 0.03260542
Moved 1823.205 350.463 420.5865 -0.02207652 0.08381286
Moved 1823.236 344.4846 437.5463 -0.03591532 0.1274338
Moved 1823.267 340.6876 450.6249 -0.04470472 0.1610722
Moved 1823.297 337.5706 462.7177 -0.05191991 0.192175
Moved 1823.328 335.8297 471.5109 -0.05594974 0.2147912
Moved 1823.359 334.071 479.7871 -0.06002088 0.2360779
Moved 1823.39 332.617 487.1489 -0.06338651 0.2550126
Ended 1823.42 333 492.5 -0.06249999 0.2687756
Candidates 1823.512 13 want range and rant any each randy danny game same teacher save wave
Began 1824.403 344 510 -0.03703703 0.3137859
Stationary 1824.434 344 510 -0.03703703 0.3137859
Stationary 1824.464 344 510 -0.03703703 0.3137859
Moved 1824.495 371.103 510 0.02570132 0.3137859
Moved 1824.526 396.006 510 0.08334736 0.3137859
Moved 1824.557 419.9076 517 0.1386751 0.33179
Moved 1824.587 439.1942 518 0.18332 0.3343621
Moved 1824.618 452.3743 519 0.2138294 0.3369341
Moved 1824.649 470.5871 521.1174 0.2559885 0.3423801
Moved 1824.68 483.5309 521 0.2859512 0.3420781
Moved 1824.71 493.2962 521 0.3085561 0.3420781
Moved 1824.741 500.2746 521 0.3247096 0.3420781
Moved 1824.772 509.4171 521 0.3458728 0.3420781
Moved 1824.802 517.8353 521 0.3653594 0.3420781
Moved 1824.833 526.1224 522.3741 0.3845425 0.3456124
Moved 1824.864 529.5692 522 0.3925212 0.3446501
Moved 1824.895 533.1016 522 0.4006981 0.3446501
Ended 1824.925 537.6271 522 0.4111739 0.3446501
Accept 1824.987 0 want
Candidates 1824.987 13 to top too tip you tp yo rip trip rp ttp yup group
Began 1825.847 489 361 0.2986111 -0.06944452
Stationary 1825.877 489 361 0.2986111 -0.06944452
Moved 1825.908 475.5533 371.085 0.2674846 -0.04350575
Moved 1825.939 458.7889 384.4365 0.2286781 -0.009165555
Moved 1825.969 443.7738 394.5901 0.1939208 0.01694989
Moved 1826 434.7029 401.2228 0.1729235 0.03400908
Moved 1826.031 429.3368 406.6631 0.1605019 0.04800184
Moved 1826.062 426.5 413.5 0.1539352 0.06558634
Moved 1826.092 424.9476 420.2096 0.1503417 0.08284348
Moved 1826.123 425 435.6618 0.150463 0.1225869
Moved 1826.154 436.2639 456.5277 0.1765367 0.1762543
Moved 1826.184 449.9879 479.981 0.2083053 0.2365765
Moved 1826.215 465.5132 504.2653 0.2442434 0.2990363
Moved 1826.246 478.1096 521.1644 0.2734019 0.342501
Moved 1826.276 490.1461 535.4326 0.301264 0.3791988
Moved 1826.307 495.4014 543.1021 0.3134291 0.3989249
Moved 1826.338 499.4656 548.9313 0.3228371 0.4139178
Moved 1826.369 502.2292 553.2291 0.3292342 0.424972
Moved 1826.399 502 556.0468 0.3287037 0.4322189
Stationary 1826.43 502 556.0468 0.3287037 0.4322189
Moved 1826.461 502 557 0.3287037 0.4346707
Moved 1826.491 490.0981 557 0.3011531 0.4346707
Moved 1826.522 477 557 0.2708333 0.4346707
Moved 1826.553 453.3268 543.3307 0.2160342 0.399513
Moved 1826.584 422.856 531.3292 0.1455 0.368645
Moved 1826.614 395.8042 519.2463 0.08288006 0.3375675
Moved 1826.645 375.1515 507.4697 0.03507286 0.3072779
Moved 1826.676 354.7438 494.425 -0.0121672 0.2737267
Moved 1826.706 339.6895 483.0137 -0.0470151 0.2443767
Moved 1826.737 329.358 473.7686 -0.07093047 0.220598
Moved 1826.768 322.4933 462.8221 -0.08682117 0.1924435
Moved 1826.799 317.4058 443.652 -0.09859771 0.1431379
Moved 1826.829 317 418.8945 -0.09953702 0.079461
Moved 1826.86 325.788 394.015 -0.07919441 0.01547052
Moved 1826.891 339 355 -0.04861111 -0.08487654
Moved 1826.921 349.0341 329.4147 -0.02538398 -0.1506825
Moved 1826.952 356.04 303.84 -0.009166648 -0.2164609
Moved 1826.983 363 283 0.006944438 -0.2700618
Moved 1827.014 369.4102 259.5643 0.02178291 -0.3303388
Moved 1827.044 373.8849 242.3451 0.03214111 -0.3746269
Moved 1827.075 376.6862 227.8827 0.0386255 -0.4118244
Moved 1827.106 379.0793 215.6036 0.04416505 -0.4434063
Moved 1827.136 380.8712 203.2577 0.04831284 -0.4751603
Moved 1827.167 382.6249 195.7502 0.05237241 -0.4944696
Moved 1827.198 385.3669 190.2664 0.05871951 -0.5085742
Moved 1827.229 386.8311 185.3379 0.06210893 -0.5212502
Moved 1827.259 388 182.4203 0.06481478 -0.5287544
Ended 1827.29 389 179.673 0.06712963 -0.5358206
Accept 1827.382 0 to
Candidates 1827.382 13 gotten form torn hiv horn shown open burn join luc keen john didn
Began 1828.303 395 280 0.08101851 -0.2777778
Stationary 1828.334 395 280 0.08101851 -0.2777778
Moved 1828.365 384.7014 314.6548 0.05717913 -0.1886452
Moved 1828.396 379.3219 359.2947 0.04472663 -0.07383072
Moved 1828.426 376.344 415.7452 0.03783325 0.07136094
Moved 1828.457 376 455.8351 0.03703703 0.174473
Moved 1828.488 376 491.4066 0.03703703 0.2659633
Moved 1828.518 387.751 535.0042 0.0642385 0.3780971
Moved 1828.549 396.3791 567.1717 0.08421094 0.4608325
Moved 1828.58 404.3473 595.1575 0.1026557 0.5328125
Moved 1828.61 410.7397 614.219 0.1174529 0.5818388
Moved 1828.641 416 628.5 0.1296297 0.6185699
Moved 1828.672 419.0796 638.3182 0.1367583 0.6438226
Moved 1828.703 423.8385 651.1924 0.1477743 0.6769353
