win first prize in the contest
win first prize in the contest
FixStart
Radial

0.6 0.6
432 388.8
Began 298.7739 468 341 0.25 -0.1208849
Stationary 298.8046 468 341 0.25 -0.1208849
Stationary 298.8354 468 341 0.25 -0.1208849
Moved 298.866 452.5441 380.0958 0.2142224 -0.0203299
Moved 298.8967 447.4434 400.8961 0.2024153 0.03316895
Moved 298.9275 443.5887 421.7015 0.1934924 0.08668087
Moved 298.9578 441 439.4439 0.1875 0.1323145
Moved 298.9889 438.1399 452.4406 0.1808793 0.1657421
Moved 299.0197 436.2723 458.4554 0.1765563 0.1812124
Moved 299.0503 433.4095 462.5905 0.1699293 0.191848
Moved 299.081 430.5403 465.4597 0.1632877 0.1992276
Moved 299.1118 428.003 466 0.1574144 0.2006171
Moved 299.1425 423.2655 466 0.146448 0.2006171
Moved 299.1732 418.5237 466 0.1354716 0.2006171
Moved 299.2039 412.4777 466 0.1214762 0.2006171
Moved 299.2346 400.5336 458.1838 0.09382775 0.1805138
Moved 299.2653 390.0529 455.0132 0.06956676 0.172359
Moved 299.2961 379.5659 454 0.04529138 0.169753
Moved 299.3268 369.3878 454 0.02173116 0.169753
Moved 299.3575 352.6113 454 -0.01710345 0.169753
Moved 299.3883 338.2826 454 -0.0502717 0.169753
Moved 299.4189 327.7502 454 -0.07465228 0.169753
Moved 299.4497 319.399 454 -0.09398375 0.169753
Moved 299.4804 314.6067 454 -0.1050772 0.169753
Moved 299.5111 314 464.5381 -0.1064815 0.1968573
Moved 299.5418 314 470.5226 -0.1064815 0.2122495
Moved 299.5726 355.3622 494.114 -0.01073569 0.2729269
Moved 299.6033 439.7009 518.9252 0.1844928 0.3367418
Moved 299.634 481.4908 524.4576 0.2812286 0.350971
Moved 299.6647 509.9279 526 0.3470554 0.3549381
Moved 299.6954 534.7241 527 0.4044539 0.3575102
Moved 299.7261 552.2779 527 0.4450877 0.3575102
Moved 299.7569 564.8017 518.8776 0.4740779 0.3366193
Moved 299.7876 578.481 511.7114 0.505743 0.3181877
Moved 299.8183 587.8459 505.0771 0.527421 0.3011242
Moved 299.849 594.5377 498.4623 0.5429114 0.2841108
Moved 299.8798 599.7787 491.8319 0.5550433 0.2670572
Moved 299.9104 605.4847 483.273 0.5682516 0.2450437
Moved 299.9411 608.1211 471.3947 0.5743544 0.2144923
Moved 299.9719 608 458.352 0.5740741 0.1809464
Moved 300.0026 599.4792 429.4238 0.5543501 0.1065427
Moved 300.0333 585.1381 390.159 0.5211529 0.005552896
Moved 300.064 567.7349 349.9638 0.4808679 -0.09782979
Moved 300.0947 553.9102 317.3665 0.4488661 -0.1816707
Moved 300.1255 544.6313 292.8939 0.4273872 -0.2446145
Moved 300.1562 539.442 274.6522 0.415375 -0.2915325
Moved 300.1869 535.5961 252.1727 0.4064724 -0.34935
Moved 300.2177 534 239.4055 0.4027778 -0.3821875
Moved 300.2484 533.1698 235.5094 0.400856 -0.3922083
Moved 300.2791 533 227.6124 0.4004629 -0.4125195
Ended 300.3098 533 217.3162 0.4004629 -0.4390016
Candidates 300.4019 13 twin win from won erin ron room rob run heroin trim region aaron
Began 301.1699 291 345 -0.1597222 -0.1105968
Stationary 301.2006 291 345 -0.1597222 -0.1105968
Moved 301.2313 303.4318 345 -0.1309448 -0.1105968
Moved 301.262 311.3899 345 -0.1125234 -0.1105968
Moved 301.2928 318.2047 345 -0.09674847 -0.1105968
Moved 301.3235 322.4771 345 -0.08685862 -0.1105968
Moved 301.3542 326.3459 345 -0.07790312 -0.1105968
Moved 301.3849 328.8654 345 -0.07207096 -0.1105968
Moved 301.4156 331.5 355.5 -0.06597221 -0.08359061
Moved 301.4463 333.6067 353 -0.0610957 -0.09002065
Moved 301.4771 335.4756 354 -0.05676955 -0.08744855
Moved 301.5078 337.0369 357.0369 -0.05315542 -0.07963777
Moved 301.5385 338 362.7527 -0.05092591 -0.06493635
Moved 301.5692 338 367.569 -0.05092591 -0.05254902
Moved 301.5999 338 372.4881 -0.05092591 -0.03989686
