my watch fell in the water
my watch fell in the water
Basic
List

0.6 0.6
432 388.8
Began 1503.741 522 257 0.375 -0.3369342
Stationary 1503.772 522 257 0.375 -0.3369342
Moved 1503.802 506.8743 271.1174 0.3399867 -0.3006241
Moved 1503.833 478.9742 304.3699 0.2754033 -0.2150981
Moved 1503.864 449.7146 355.7137 0.2076727 -0.08304101
Moved 1503.894 433.4583 396.7002 0.1700422 0.02237704
Moved 1503.925 421.2714 431.8216 0.1418318 0.1127098
Moved 1503.956 413.258 455.855 0.1232824 0.174524
Moved 1503.987 406.8885 476.8904 0.1085381 0.2286274
Moved 1504.017 401.139 494.583 0.09522915 0.2741332
Moved 1504.048 394.3926 506.2148 0.07961243 0.3040504
Moved 1504.079 391.1588 513.5235 0.07212698 0.3228484
Moved 1504.109 388.2823 521.4354 0.06546824 0.3431981
Moved 1504.14 385.4083 527.775 0.05881558 0.3595036
Moved 1504.171 382.9198 533.1605 0.05305499 0.373355
Moved 1504.202 381.015 536.985 0.04864584 0.3831917
Moved 1504.232 380 541.7103 0.04629632 0.3953453
Moved 1504.263 380 547.5 0.04629632 0.4102365
Ended 1504.294 380 547.5 0.04629632 0.4102365
Candidates 1504.386 13 my buy but mt ny mit mi not by nyt mr butt nutty
Began 1505.983 226 490 -0.3101852 0.2623456
Stationary 1506.014 226 490 -0.3101852 0.2623456
Stationary 1506.045 226 490 -0.3101852 0.2623456
Stationary 1506.076 226 490 -0.3101852 0.2623456
Moved 1506.106 226 457.7164 -0.3101852 0.1793116
Moved 1506.137 226 424.9764 -0.3101852 0.09510389
Moved 1506.168 214.492 397.2134 -0.336824 0.02369688
Moved 1506.198 209.3286 376.15 -0.3487765 -0.03047849
Moved 1506.229 201.7147 357.144 -0.3664013 -0.07936203
Moved 1506.26 196.4841 345.4523 -0.378509 -0.1094333
Moved 1506.291 192.6108 336.8325 -0.387475 -0.1316038
Moved 1506.321 190 332.0634 -0.3935185 -0.1438699
Moved 1506.352 188.6292 330.6292 -0.3966918 -0.1475588
Moved 1506.383 189 329 -0.3958333 -0.151749
Stationary 1506.413 189 329 -0.3958333 -0.151749
Stationary 1506.444 189 329 -0.3958333 -0.151749
Moved 1506.475 207.5174 343.5777 -0.3529691 -0.114255
Moved 1506.506 232.3013 367.3013 -0.2955987 -0.05323739
Moved 1506.536 251.0574 387.3513 -0.252182 -0.001668498
Moved 1506.567 282.5829 420.8412 -0.1792061 0.08446819
Moved 1506.598 311.2622 451.2622 -0.112819 0.1627114
Moved 1506.629 328.0068 468.0068 -0.07405838 0.2057787
Moved 1506.659 341.1431 481.1431 -0.04365022 0.2395654
Moved 1506.69 355.0672 493.6538 -0.01141846 0.2717432
Moved 1506.721 361.284 500.5681 0.002972285 0.2895268
Moved 1506.751 364.8445 502.8445 0.01121412 0.2953818
Moved 1506.782 365 504.5 0.01157403 0.2996398
Moved 1506.813 366.0447 504 0.01399229 0.2983539
Stationary 1506.844 366 504 0.01388888 0.2983539
Moved 1506.874 359.3099 480.6199 -0.001597355 0.2382198
Moved 1506.905 344.2456 440.203 -0.0364685 0.1342669
Moved 1506.936 330.1963 393.6823 -0.0689901 0.01461496
Moved 1506.966 321.5 357 -0.08912037 -0.07973259
Moved 1506.997 314.811 326.8659 -0.1046042 -0.157238
Moved 1507.028 311 281.3607 -0.113426 -0.2742782
Moved 1507.059 310 259.0677 -0.1157407 -0.3316159
Moved 1507.089 310 253.1327 -0.1157407 -0.3468809
Moved 1507.12 310 239.8137 -0.1157407 -0.3811375
Moved 1507.151 310 233.84 -0.1157407 -0.3965023
Moved 1507.181 310 228.903 -0.1157407 -0.4092003
Moved 1507.212 310 227.5 -0.1157407 -0.4128087
Moved 1507.243 310 227 -0.1157407 -0.4140947
Moved 1507.274 364.0847 277.3017 0.009455482 -0.2847178
Moved 1507.304 411.5796 340.5038 0.1193972 -0.122161
Moved 1507.335 449.4454 400.2017 0.2070495 0.03138299
Moved 1507.366 461.1163 421.2327 0.2340656 0.08547492
Moved 1507.396 465.4286 428.8571 0.2440475 0.1050851
Moved 1507.427 467.9606 433.941 0.2499089 0.1181608
Ended 1507.458 469 435.5 0.2523148 0.1221707
Accept 1507.55 0 my
Candidates 1507.55 13 watch such catch suck search stuck struck arch ask hatch stretch which deck
Began 1508.41 327 366 -0.07638887 -0.05658444
Stationary 1508.441 327 366 -0.07638887 -0.05658444
Moved 1508.472 305.0828 387.07 -0.1271231 -0.002391996
Moved 1508.502 286.833 412.2505 -0.169368 0.06237257
Moved 1508.533 272.8359 435.2461 -0.2017687 0.1215176
Moved 1508.564 261.3824 455.8309 -0.2282816 0.1744621
Moved 1508.595 253.137 471.726 -0.247368 0.2153445
Moved 1508.625 247.2336 489.1824 -0.2610334 0.2602428
Moved 1508.656 243.2816 503.5922 -0.2701816 0.297305
Moved 1508.687 241.4056 514.1888 -0.2745242 0.3245597
Moved 1508.717 240.5379 520.9243 -0.2765326 0.3418833
Moved 1508.748 240 524.9997 -0.2777777 0.3523654
Moved 1508.779 240 527.8746 -0.2777777 0.3597596
Moved 1508.81 240 529.7443 -0.2777777 0.3645685
Moved 1508.84 240 532.5 -0.2777777 0.3716563
Moved 1508.871 240 534.0615 -0.2777777 0.3756724
Moved 1508.902 240 535.5 -0.2777777 0.3793723
Moved 1508.932 246.0295 536.8614 -0.2638205 0.3828739
Moved 1508.963 257.5849 537 -0.2370719 0.3832304
Moved 1508.994 296.0512 514.685 -0.1480296 0.3258358
Moved 1509.025 328.5402 497.1443 -0.07282361 0.280721
Moved 1509.055 360.3466 482.8425 0.0008022785 0.2439363
Moved 1509.086 379.8339 472.8092 0.04591167 0.2181306
Moved 1509.117 397.537 463.7315 0.08689106 0.1947826
Moved 1509.148 415.0831 456.1072 0.1275072 0.1751729
Moved 1509.178 442.0235 447.293 0.1898692 0.1525024
Moved 1509.209 470.8396 439.5401 0.2565732 0.1325619
Moved 1509.24 485.4611 435.3847 0.2904192 0.1218742
Moved 1509.27 493.9686 432.5157 0.3101125 0.114495
Moved 1509.301 503.0818 431 0.3312078 0.1105966
Moved 1509.332 509.7664 430 0.3466815 0.1080246
Moved 1509.363 514.5092 430 0.3576603 0.1080246
Moved 1509.393 519 428.5 0.3680556 0.1041665
Moved 1509.424 525.3522 427.8826 0.3827597 0.1025785
Moved 1509.455 535.9683 427 0.407334 0.1003086
Moved 1509.485 547.5743 426 0.4341998 0.09773654
Moved 1509.516 551.8461 425.1539 0.4440883 0.09556036
Moved 1509.547 553.2794 425 0.4474061 0.09516452
Moved 1509.578 556.1354 425 0.4540172 0.09516452
Moved 1509.608 558.0082 425 0.4583524 0.09516452
Ended 1509.639 558.0082 425 0.4583524 0.09516452
Accept 1509.7 0 watch
Candidates 1509.7 13 feel sell del help fell gel cell hell steel seek tell deep geek
Began 1510.991 446 383 0.199074 -0.01286016
Stationary 1511.021 446 383 0.199074 -0.01286016
Moved 1511.052 419.9093 412.3088 0.138679 0.06252269
Moved 1511.083 381.257 455.7232 0.04920612 0.1741851
Moved 1511.114 352.9712 487.5768 -0.01627033 0.2561132
Moved 1511.144 324.8332 517.1668 -0.08140475 0.3322192
Moved 1511.175 305.1903 536.8096 -0.1268742 0.3827407
Moved 1511.206 287.2027 555.7972 -0.1685122 0.4315771
Moved 1511.236 278.9128 566.0872 -0.1877018 0.458043
Moved 1511.267 270.2897 576.2804 -0.2076627 0.4842602
Moved 1511.298 265.1136 583.3297 -0.2196445 0.5023911
Moved 1511.329 262.0414 586.9172 -0.226756 0.5116183
Moved 1511.359 260 589.8127 -0.2314815 0.5190655
Moved 1511.39 259 592.6945 -0.2337963 0.5264775
Moved 1511.421 258 595.5 -0.2361111 0.5336933
Moved 1511.452 258 598.5 -0.2361111 0.5414093
Moved 1511.482 258 599.9844 -0.2361111 0.5452273
Moved 1511.513 258 602.8506 -0.2361111 0.5525993
Moved 1511.544 258 605.5 -0.2361111 0.5594135
Moved 1511.574 266.6404 609.2343 -0.2161101 0.5690182
Moved 1511.605 270.2122 612.1061 -0.2078422 0.5764045
Moved 1511.636 274.9616 615.9808 -0.1968481 0.5863703
Moved 1511.667 278.55 617.55 -0.1885416 0.5904062
Moved 1511.697 282.8436 619 -0.1786028 0.5941358
Moved 1511.728 284.5 620.5 -0.1747685 0.5979937
Moved 1511.759 287.1735 620 -0.16858 0.5967077
Expand 1511.759
Moved 1511.789 288.3039 620 -0.1659633 0.5967077
Moved 1511.82 290.5 620 -0.1608796 0.5967077
Moved 1511.851 291.8892 620 -0.1576639 0.5967077
Moved 1511.882 293.1671 620 -0.1547057 0.5967077
Moved 1511.912 295.1305 620 -0.150161 0.5967077
Moved 1511.943 296.6967 620 -0.1465355 0.5967077
Moved 1511.974 299.5711 620 -0.1398816 0.5967077
Moved 1512.005 302.1201 620 -0.1339812 0.5967077
Moved 1512.035 305.9838 620 -0.1250375 0.5967077
Moved 1512.066 310.7281 620 -0.1140554 0.5967077
Moved 1512.097 317.5 620 -0.09837966 0.5967077
Moved 1512.127 327.0114 620 -0.07636239 0.5967077
Moved 1512.158 340.5989 611.8802 -0.04490986 0.5758234
Moved 1512.189 358.9744 611 -0.002374003 0.5735595
Moved 1512.219 376.4171 610.4305 0.03800263 0.5720948
Moved 1512.25 398.4619 609 0.08903205 0.5684156
Moved 1512.281 402.9159 607.6947 0.09934235 0.5650583
Moved 1512.312 418.0697 608 0.1344207 0.5658435
Moved 1512.342 428.8768 608 0.159437 0.5658435
Moved 1512.373 437.7775 608 0.1800406 0.5658435
Moved 1512.404 443.9294 608 0.1942809 0.5658435
Moved 1512.435 451.8077 608 0.2125179 0.5658435
Moved 1512.465 453.6771 608 0.2168451 0.5658435
Moved 1512.496 457.4181 608 0.2255048 0.5658435
Moved 1512.527 463.328 608 0.2391853 0.5658435
Moved 1512.557 472.5055 608 0.2604294 0.5658435
Moved 1512.588 481.0057 608 0.2801058 0.5658435
Moved 1512.619 486.7414 608 0.2933829 0.5658435
Moved 1512.65 491 608 0.3032407 0.5658435
Moved 1512.68 495.519 608 0.3137015 0.5658435
Moved 1512.711 498.1266 608 0.3197376 0.5658435
Moved 1512.742 500.9974 608 0.3263829 0.5658435
Moved 1512.772 503.4335 608 0.3320221 0.5658435
Moved 1512.803 505.4324 608 0.336649 0.5658435
Moved 1512.834 507.5 608 0.3414352 0.5658435
Moved 1512.865 510.1813 616.2689 0.3476418 0.5871111
Moved 1512.895 514.4353 615 0.357489 0.5838476
Moved 1512.926 519.1753 616.5876 0.3684613 0.5879311
Moved 1512.957 523.4529 618.4529 0.3783633 0.5927286
Moved 1512.988 525.973 619 0.3841968 0.5941358
Moved 1513.018 527.3892 619 0.3874751 0.5941358
Moved 1513.049 529 619 0.3912036 0.5941358
Moved 1513.08 530.5 619 0.3946759 0.5941358
Moved 1513.11 531.1216 620 0.3961148 0.5967077
Ended 1513.141 532 620 0.3981481 0.5967077
Accept 1513.203 4 fell
Began 1513.755 495 460 0.3125 0.1851851
Stationary 1513.786 495 460 0.3125 0.1851851
Moved 1513.817 495 442.7094 0.3125 0.1407133
Moved 1513.848 480.3062 412.8419 0.2784865 0.06389374
Moved 1513.878 465.0118 377.6923 0.2430829 -0.02651175
Moved 1513.909 452.0611 336.9312 0.2131043 -0.1313498
Moved 1513.94 445.6154 311.6538 0.1981837 -0.1963637
Moved 1513.971 442.9328 297.6641 0.1919741 -0.2323454
