exercise is good for the mind
exercise is good for the mind
Basic
Radial

0.6 0.6
432 388.8
Began 1199.608 279 488 -0.1875 0.2572016
Stationary 1199.639 279 488 -0.1875 0.2572016
Stationary 1199.669 279 488 -0.1875 0.2572016
Stationary 1199.7 279 488 -0.1875 0.2572016
Stationary 1199.731 279 488 -0.1875 0.2572016
Stationary 1199.762 279 488 -0.1875 0.2572016
Stationary 1199.792 279 488 -0.1875 0.2572016
Stationary 1199.823 279 488 -0.1875 0.2572016
Stationary 1199.854 279 488 -0.1875 0.2572016
Stationary 1199.885 279 488 -0.1875 0.2572016
Stationary 1199.915 279 488 -0.1875 0.2572016
Stationary 1199.946 279 488 -0.1875 0.2572016
Stationary 1199.977 279 488 -0.1875 0.2572016
Stationary 1200.007 279 488 -0.1875 0.2572016
Stationary 1200.038 279 488 -0.1875 0.2572016
Stationary 1200.069 279 488 -0.1875 0.2572016
Stationary 1200.099 279 488 -0.1875 0.2572016
Stationary 1200.13 279 488 -0.1875 0.2572016
Moved 1200.161 286.4248 458.0291 -0.170313 0.1801158
Moved 1200.192 297.7245 419.8264 -0.1441561 0.08185802
Moved 1200.222 307.1849 387.649 -0.1222571 -0.0009028509
Moved 1200.253 316.5 359 -0.1006944 -0.07458848
Moved 1200.284 323.3161 337.8936 -0.08491646 -0.1288745
Moved 1200.315 331.0882 316.6912 -0.06692538 -0.1834076
Moved 1200.345 335.9138 303.3447 -0.05575503 -0.2177348
Moved 1200.376 338.4566 295.6301 -0.04986897 -0.2375769
Moved 1200.407 340 289.3328 -0.04629632 -0.2537737
Moved 1200.438 341 285.5944 -0.04398147 -0.263389
Moved 1200.468 342.0743 282.9257 -0.04149472 -0.2702528
Moved 1200.499 342 279.978 -0.04166668 -0.2778346
Moved 1200.53 342 278.5401 -0.04166668 -0.2815327
Moved 1200.56 342 277.8887 -0.04166668 -0.2832081
Moved 1200.591 333.1491 276.0746 -0.06215483 -0.287874
Moved 1200.622 324.7066 274.2355 -0.08169766 -0.2926041
Moved 1200.652 312.8289 273 -0.1091925 -0.295782
Moved 1200.683 300.4773 273 -0.1377841 -0.295782
Moved 1200.714 293.9021 273 -0.1530045 -0.295782
Moved 1200.745 288.1642 273 -0.1662867 -0.295782
Moved 1200.775 284.2103 273 -0.1754392 -0.295782
Moved 1200.806 280.5 273 -0.1840278 -0.295782
Moved 1200.837 275.6656 273 -0.1952184 -0.295782
Moved 1200.867 270.9601 281.0399 -0.2061109 -0.2751031
Moved 1200.898 265.1858 281.9071 -0.2194773 -0.2728727
Moved 1200.929 261.5444 282 -0.2279064 -0.2726338
Moved 1200.96 258.6758 283 -0.2345467 -0.2700618
Moved 1200.99 256.8021 284.1979 -0.2388841 -0.2669807
Moved 1201.021 256 284 -0.2407407 -0.2674897
Moved 1201.052 255 285.5847 -0.2430556 -0.2634138
Moved 1201.083 255 292.3866 -0.2430556 -0.2459193
Moved 1201.113 255 304.6144 -0.2430556 -0.214469
Moved 1201.144 262.9188 339.0261 -0.224725 -0.1259618
Moved 1201.175 263 370.9197 -0.2245371 -0.04393087
Moved 1201.205 263 388.1677 -0.2245371 0.000431312
Moved 1201.236 263 404.4717 -0.2245371 0.04236551
Moved 1201.267 263 427.254 -0.2245371 0.1009619
Moved 1201.297 254.0985 442.606 -0.2451423 0.1404474
Moved 1201.328 252.2322 451.3034 -0.2494625 0.1628173
Moved 1201.359 249.5 460.5 -0.255787 0.1864711
Moved 1201.39 245.8733 471.5068 -0.2641822 0.2147809
Moved 1201.42 243.9986 482.0057 -0.2685218 0.2417842
Moved 1201.451 243 489.6088 -0.2708333 0.2613393
Moved 1201.482 242 496.9355 -0.2731481 0.2801839
Moved 1201.512 239.7225 503.5551 -0.2784203 0.2972095
Moved 1201.543 238.8526 508.1474 -0.2804338 0.309021
Moved 1201.574 239 512.0145 -0.2800926 0.3189674
Moved 1201.605 238 513.5299 -0.2824074 0.3228649
Moved 1201.635 238 516.394 -0.2824074 0.3302315
Moved 1201.666 238 518.2697 -0.2824074 0.3350556
Moved 1201.697 238 520.8736 -0.2824074 0.341753
Moved 1201.728 255.2241 528.408 -0.2425369 0.3611316
Moved 1201.758 269.8648 533.1459 -0.2086462 0.3733176
Moved 1201.789 280.3458 536 -0.1843848 0.3806583
Moved 1201.82 286.9717 537 -0.1690469 0.3832304
Moved 1201.85 291.7147 538 -0.1580678 0.3858024
Moved 1201.881 295.4565 538 -0.1494062 0.3858024
Moved 1201.912 298.5 539.5 -0.1423611 0.3896604
Moved 1201.943 299.3159 539 -0.1404725 0.3883744
Moved 1201.973 300.263 539 -0.13828 0.3883744
Stationary 1202.004 300.263 539 -0.13828 0.3883744
Moved 1202.035 300 524.785 -0.1388889 0.3518133
Moved 1202.065 285.9466 498.8932 -0.1714199 0.285219
Moved 1202.096 275.5773 471.5911 -0.1954229 0.2149976
Moved 1202.127 266.9863 443.9658 -0.2153094 0.143945
Moved 1202.158 259.4466 416.3399 -0.2327624 0.07289065
Moved 1202.188 254.6131 386.3566 -0.2439513 -0.004226818
Moved 1202.219 253 361.1295 -0.2476852 -0.0691114
Moved 1202.25 253 338.2687 -0.2476852 -0.1279099
Moved 1202.28 257.8098 314.1288 -0.2365514 -0.1899979
Moved 1202.311 266.668 292.5519 -0.2160463 -0.245494
Moved 1202.342 273.8473 274.4581 -0.1994275 -0.2920316
Moved 1202.373 281.8739 259.2521 -0.1808474 -0.3311417
Moved 1202.403 290.5055 243.8242 -0.1608669 -0.3708225
Moved 1202.434 300.116 231.884 -0.1386204 -0.4015329
Moved 1202.465 307 223.5 -0.1226852 -0.4230967
Moved 1202.495 312.513 217.974 -0.1099236 -0.4373097
Moved 1202.526 316.3805 214.6195 -0.1009712 -0.4459375
Moved 1202.557 318.8206 213.1794 -0.09532278 -0.4496414
Moved 1202.588 322.547 210.7266 -0.08669674 -0.4559502
Moved 1202.618 324.2412 210 -0.08277506 -0.457819
Moved 1202.649 327.1177 210 -0.07611637 -0.457819
Moved 1202.68 331.9612 210 -0.0649047 -0.457819
Moved 1202.71 344.0126 229.0168 -0.03700778 -0.4089074
Moved 1202.741 356.5113 251.0226 -0.008075734 -0.3523082
Moved 1202.772 372.2146 289.158 0.02827456 -0.2542234
Moved 1202.803 384.3989 314.9481 0.05647898 -0.1878907
Moved 1202.833 394.0447 336.7709 0.07880707 -0.1317621
Moved 1202.864 407.17 359.7975 0.1091897 -0.07253741
Moved 1202.895 416.2339 377.4678 0.1301711 -0.02708914
Moved 1202.925 425.7709 392.6793 0.1522474 0.01203506
Moved 1202.956 439.1573 407.9888 0.1832345 0.0514114
Moved 1202.987 462.4818 433.4818 0.2372264 0.1169799
Moved 1203.018 479 449.5 0.275463 0.158179
Moved 1203.048 488.3058 458.2294 0.2970043 0.180631
Moved 1203.079 495.819 464.819 0.3143957 0.1975795
Moved 1203.11 501.6095 469.8047 0.3277998 0.2104031
Moved 1203.141 504.263 472.263 0.3339421 0.2167257
Moved 1203.171 507.2118 474.2118 0.340768 0.2217381
Moved 1203.202 509.0777 477.0777 0.3450872 0.2291093
Moved 1203.233 510.9464 479 0.3494129 0.2340534
Moved 1203.263 511 481.4515 0.349537 0.2403587
Moved 1203.294 512 486.6462 0.3518519 0.2537197
Moved 1203.325 512 497.8235 0.3518519 0.2824679
Moved 1203.355 512 503.6477 0.3518519 0.2974477
Moved 1203.386 512 508.272 0.3518519 0.3093414
Moved 1203.417 507.9192 512.5101 0.3424056 0.3202419
Moved 1203.448 497.8594 516.7604 0.3191189 0.3311739
Moved 1203.478 473.2494 518 0.2621513 0.3343621
Moved 1203.509 436.1016 501.2406 0.176161 0.2912566
Moved 1203.54 396.4067 478.0508 0.08427481 0.2316121
Moved 1203.571 359 450.5 -0.002314796 0.1607509
