are you sure you want this
are you sure you want this
Basic
List

0.6 0.6
432 388.8
Began 3226.538 141 373 -0.5069445 -0.03858032
Stationary 3226.569 141 373 -0.5069445 -0.03858032
Stationary 3226.6 141 373 -0.5069445 -0.03858032
Stationary 3226.63 141 373 -0.5069445 -0.03858032
Stationary 3226.661 141 373 -0.5069445 -0.03858032
Moved 3226.692 177.1396 399.7506 -0.4232879 0.03022268
Moved 3226.723 207.279 422.4592 -0.3535209 0.08862958
Moved 3226.753 233.8583 444.4866 -0.2919946 0.1452844
Moved 3226.784 257.9771 461.7599 -0.2361642 0.1897115
Moved 3226.815 285.0879 477.9377 -0.1734077 0.2313211
Moved 3226.845 310.3575 494.286 -0.1149132 0.2733693
Moved 3226.876 326.4974 508.1979 -0.07755235 0.3091508
Moved 3226.907 332.4836 513.7418 -0.06369536 0.32341
Moved 3226.938 336.9948 517.4974 -0.05325288 0.3330693
Moved 3226.969 339.2658 521 -0.04799589 0.3420781
Moved 3226.999 339 523.5 -0.04861111 0.3485081
Moved 3227.03 339 524 -0.04861111 0.3497942
Moved 3227.061 310.0077 525 -0.1157229 0.3523662
Moved 3227.091 284.6046 515.1727 -0.1745263 0.3270903
Moved 3227.122 264.8679 508.467 -0.2202132 0.309843
Moved 3227.152 247.1817 502.0779 -0.2611535 0.2934101
Moved 3227.184 231.0442 496.261 -0.2985087 0.2784491
Moved 3227.214 224 494.5 -0.3148148 0.2739197
Ended 3227.245 224 495 -0.3148148 0.2752057
Candidates 3227.337 13 are date ate at art water after see arts data dates ar address
Began 3227.86 365 510 0.01157403 0.3137859
Stationary 3227.89 365 510 0.01157403 0.3137859
Stationary 3227.921 365 510 0.01157403 0.3137859
Stationary 3227.952 365 510 0.01157403 0.3137859
Moved 3227.983 410.246 510 0.1163102 0.3137859
Moved 3228.013 449.136 518.5947 0.2063334 0.3358915
Moved 3228.044 472.4767 519 0.2603628 0.3369341
Moved 3228.075 494.6183 523.1237 0.3116165 0.3475402
Moved 3228.105 509.5871 524 0.3462664 0.3497942
Moved 3228.136 516.6723 525 0.3626674 0.3523662
Moved 3228.167 517.5 526.5 0.3645833 0.3562242
Moved 3228.198 518.3596 526 0.366573 0.3549381
Moved 3228.229 519 526 0.3680556 0.3549381
Moved 3228.259 510.6709 526 0.3487752 0.3549381
Moved 3228.29 485.8084 526 0.2912231 0.3549381
Moved 3228.321 456.8918 526 0.2242865 0.3549381
Moved 3228.351 424.2367 519.9619 0.1486961 0.3394082
Moved 3228.382 404.8909 515.3782 0.1039141 0.3276187
Moved 3228.413 396.2125 513.6063 0.08382519 0.3230613
Moved 3228.444 390.396 514 0.070361 0.324074
Moved 3228.474 387.4472 514 0.06353517 0.324074
Ended 3228.505 387 514 0.06250004 0.324074
Accept 3228.566 0 are
Candidates 3228.566 13 you toy root tour your roy report to for too hot u utility
Began 3229.242 178 369 -0.4212963 -0.04886839
Stationary 3229.273 178 369 -0.4212963 -0.04886839
Stationary 3229.304 178 369 -0.4212963 -0.04886839
Stationary 3229.335 178 369 -0.4212963 -0.04886839
Stationary 3229.365 178 369 -0.4212963 -0.04886839
Moved 3229.396 193.4238 355.7175 -0.3855931 -0.08303127
Moved 3229.427 200.6617 354 -0.3688387 -0.08744855
Moved 3229.458 214.4592 354 -0.3368999 -0.08744855
Moved 3229.488 236.7202 366.7857 -0.2853698 -0.05456359
Moved 3229.519 274.7976 397.1646 -0.1972279 0.02357149
Moved 3229.55 311.4423 431.2973 -0.1124021 0.1113613
Moved 3229.581 339.3762 454.3633 -0.04774024 0.1706875
Moved 3229.611 374.347 477.4082 0.03321072 0.2299593
Moved 3229.642 396.9807 496.4839 0.0856034 0.2790222
Moved 3229.673 411.2539 506.7524 0.1186434 0.305433
Moved 3229.703 422.3138 513.5425 0.1442449 0.3228974
Moved 3229.734 431.8148 518.9074 0.1662381 0.3366959
Moved 3229.765 435.2036 522.2036 0.1740824 0.3451738
Moved 3229.796 437.9579 524.9579 0.180458 0.3522578
Moved 3229.826 438 526.2776 0.1805556 0.3556521
Moved 3229.857 438 527 0.1805556 0.3575102
Moved 3229.888 438 528.5 0.1805556 0.3613682
Moved 3229.918 401.4318 528 0.09590685 0.3600822
Moved 3229.949 365.6416 510.5206 0.01305928 0.3151248
Moved 3229.98 335.6743 499.6697 -0.0563094 0.2872163
Moved 3230.011 306.744 491.416 -0.1232778 0.2659876
Moved 3230.042 284.5905 487.6558 -0.1745589 0.2563163
Moved 3230.072 271.884 486 -0.2039722 0.2520575
Moved 3230.103 260.8658 484.4664 -0.2294773 0.2481132
Moved 3230.134 253.1125 482.7042 -0.2474247 0.2435806
Moved 3230.164 246.7075 481.2358 -0.2622511 0.2398041
Moved 3230.195 238.7251 479.575 -0.2807289 0.2355323
Moved 3230.226 230.4719 476.824 -0.2998336 0.2284566
Moved 3230.257 224.5 475.5 -0.3136574 0.2250513
Ended 3230.287 221.3579 475 -0.3209307 0.2237653
Accept 3230.379 0 you
Candidates 3230.379 13 sure suite air sites site sue asia said assure assured affairs sir die
Began 3231.025 324 516 -0.08333336 0.329218
Stationary 3231.056 324 516 -0.08333336 0.329218
Moved 3231.086 333.4455 516 -0.06146868 0.329218
Moved 3231.117 366.4904 516 0.01502395 0.329218
Moved 3231.148 398.675 526.535 0.08952538 0.3563141
Moved 3231.178 431.2206 531 0.1648625 0.3677982
Moved 3231.209 459.3665 534.7481 0.2300149 0.3774385
Moved 3231.24 474.6624 536.1325 0.2654223 0.3809991
Moved 3231.271 486.4373 538.6093 0.2926789 0.3873695
Moved 3231.302 496.5476 540.3869 0.3160823 0.3919415
Moved 3231.332 500.1355 541.1355 0.3243877 0.3938669
Stationary 3231.363 500 541 0.324074 0.3935184
Stationary 3231.394 500 541 0.324074 0.3935184
Moved 3231.424 482.3471 541 0.2832109 0.3935184
Moved 3231.455 454.2778 530.2839 0.2182357 0.3659565
Moved 3231.486 435.6425 526.8061 0.1750983 0.3570115
Moved 3231.517 409.8592 522.9598 0.1154148 0.3471187
Moved 3231.547 394.1848 520.2369 0.07913142 0.3401155
Moved 3231.578 383 517.5 0.05324075 0.3330761
Moved 3231.609 378.0634 516.0634 0.04181345 0.3293812
Moved 3231.639 374.3163 516 0.03313958 0.329218
Ended 3231.67 374 516 0.03240744 0.329218
Accept 3231.732 0 sure
Candidates 3231.732 13 you toy root roy your tour error report i type u route it
Began 3232.561 194 478 -0.3842593 0.2314814
Stationary 3232.592 194 478 -0.3842593 0.2314814
Moved 3232.623 176.4547 463.3898 -0.4248734 0.1939036
Moved 3232.654 153.5 440.5 -0.4780093 0.1350308
Moved 3232.684 132.4463 415.2617 -0.5267448 0.07011732
Moved 3232.715 118.5986 396.7184 -0.5587994 0.02242371
Moved 3232.746 107.1466 380.911 -0.5853087 -0.01823308
