the union will go on strike
Moved 2136.834 407.6074 409.7178 0.1102022 0.05585843
Moved 2136.865 399.1226 371.9196 0.0905616 -0.04135901
Moved 2136.896 393.4174 333.5042 0.07735501 -0.1401643
Moved 2136.926 392 300.027 0.07407407 -0.2262681
Moved 2136.957 392 269.1534 0.07407407 -0.3056754
Moved 2136.988 392 248.6294 0.07407407 -0.3584636
Moved 2137.018 401.9299 236.2803 0.09706 -0.3902256
Moved 2137.049 403.804 228.5881 0.101398 -0.41001
Moved 2137.08 405 224.5 0.1041667 -0.4205247
Moved 2137.111 407.2174 224 0.1092995 -0.4218107
Moved 2137.141 427.6691 285.4256 0.1566415 -0.2638231
Moved 2137.172 446.8224 376.1478 0.2009779 -0.03048422
Moved 2137.203 456.8633 414.9759 0.2242205 0.0693824
Moved 2137.233 470.3468 464.3873 0.2554325 0.1964693
Moved 2137.264 481.6772 499.2572 0.2816601 0.2861553
Moved 2137.295 490.2639 529.8798 0.3015369 0.3649172
Moved 2137.325 497.9988 557.3301 0.3194416 0.4355198
Moved 2137.356 502.5251 573.1005 0.3299193 0.4760814
Moved 2137.387 504.3927 580.7853 0.3342423 0.495847
Moved 2137.418 504 583.9492 0.3333333 0.5039845
Moved 2137.448 504 584.8166 0.3333333 0.5062154
Moved 2137.479 506.358 585 0.3387916 0.5066872
Moved 2137.51 513.1199 565.4004 0.3544443 0.4562766
Moved 2137.541 516 528.7471 0.3611111 0.3620038
Moved 2137.571 516 485.134 0.3611111 0.2498301
Moved 2137.602 508.2001 442.0017 0.3430558 0.1388932
Moved 2137.633 504.5 408 0.3344907 0.05144025
Moved 2137.663 496.3532 369.4129 0.3156325 -0.04780632
Moved 2137.694 488.7338 327.5804 0.297995 -0.1554001
Moved 2137.725 483.0726 299.3268 0.2848902 -0.2280689
Moved 2137.756 476.8961 268.2166 0.270593 -0.3080848
Moved 2137.786 470.252 229.3898 0.2552129 -0.4079482
Moved 2137.817 467.7713 208.6281 0.2494707 -0.4613476
Ended 2137.848 468 202 0.25 -0.4783951
Candidates 2137.97 13 union opinion rubin icon reunion whom function kingdom lincoln dublin junction region emotion
Began 2138.523 270 397 -0.2083333 0.02314815
Moved 2138.554 295.4968 397 -0.149313 0.02314815
Moved 2138.585 414.8738 416.4789 0.1270227 0.07324827
Moved 2138.615 543.5897 430.7228 0.4249762 0.1098838
Moved 2138.646 611.6524 434.7101 0.5825287 0.1201392
Moved 2138.677 653.0317 435 0.6783141 0.1208847
Moved 2138.708 674.517 435 0.7280486 0.1208847
Ended 2138.738 681 437 0.7430556 0.1260288
Accept 2138.8 0 union
Began 2139.199 205 533 -0.3587963 0.3729423
Stationary 2139.23 205 533 -0.3587963 0.3729423
Stationary 2139.26 205 533 -0.3587963 0.3729423
Stationary 2139.291 205 533 -0.3587963 0.3729423
Stationary 2139.322 205 533 -0.3587963 0.3729423
Stationary 2139.353 205 533 -0.3587963 0.3729423
Stationary 2139.383 205 533 -0.3587963 0.3729423
Stationary 2139.414 205 533 -0.3587963 0.3729423
Stationary 2139.445 205 533 -0.3587963 0.3729423
Moved 2139.476 227.1751 533 -0.307465 0.3729423
Moved 2139.506 258.4175 533 -0.2351446 0.3729423
Moved 2139.537 292.8163 550.405 -0.1555178 0.4177084
Moved 2139.568 330.7205 561.9441 -0.0677766 0.447387
Moved 2139.598 361.4348 568.687 0.003321171 0.4647297
Moved 2139.629 383.3732 571.9105 0.05410462 0.4730207
Moved 2139.66 412.0298 573.7525 0.1204393 0.4777584
Moved 2139.69 434.739 574 0.173007 0.478395
Moved 2139.721 450.4731 574 0.2094285 0.478395
Moved 2139.752 462.0003 574 0.2361119 0.478395
Moved 2139.783 471.618 564.2547 0.2583749 0.4533299
Moved 2139.813 481.9714 553.5429 0.2823411 0.425779
Moved 2139.844 493 533.5 0.3078704 0.3742283
Moved 2139.875 512.1949 493.4393 0.3523031 0.2711916
Moved 2139.906 531.2088 455.6346 0.3963166 0.1739572
Moved 2139.936 556.1337 411.386 0.4540132 0.06014922
Moved 2139.967 573.5503 377.8994 0.4943293 -0.02597895
Ended 2139.998 589 345 0.5300926 -0.1105968
Began 2140.028 609 292 0.576389 -0.2469136
Moved 2140.059 609 280.7975 0.576389 -0.2757266
Moved 2140.09 613.277 272.167 0.5862895 -0.2979245
Candidates 2140.09 13 will wool roll tool toll took still till well full tell stroll grill
Ended 2140.121 617.0485 267.8546 0.5950195 -0.3090161
NextCandidatePanel 2140.182
Began 2140.581 166 455 -0.4490741 0.172325
Moved 2140.612 187.1959 455 -0.4000094 0.172325
Moved 2140.643 282.1743 467.2093 -0.1801521 0.2037275
Moved 2140.673 382.7078 475.6505 0.05256434 0.2254383
Moved 2140.704 489.8357 479.2736 0.3005457 0.2347571
Moved 2140.735 596.1475 482.5074 0.5466377 0.2430745
Moved 2140.766 630.3392 484 0.6257851 0.2469135
Moved 2140.796 658.6323 478.0638 0.6912783 0.2316454
Ended 2140.827 660 477 0.6944445 0.2289094
Accept 2140.888 0 will
Began 2141.472 198 398 -0.375 0.02572008
Stationary 2141.503 198 398 -0.375 0.02572008
Stationary 2141.533 198 398 -0.375 0.02572008
Stationary 2141.564 198 398 -0.375 0.02572008
Stationary 2141.595 198 398 -0.375 0.02572008
Moved 2141.625 207.9648 398 -0.3519332 0.02572008
Moved 2141.656 215.4973 398 -0.3344971 0.02572008
Moved 2141.687 228.0302 407.3686 -0.3054855 0.04981626
Moved 2141.718 243.0679 410.4272 -0.2706761 0.05768301
Moved 2141.748 257.4882 415.0977 -0.2372959 0.06969554
Moved 2141.779 276.8862 422.2073 -0.192393 0.08798175
Moved 2141.81 311.3574 437.1787 -0.1125987 0.1264884
Moved 2141.841 343.7043 455.0579 -0.03772165 0.172474
Moved 2141.871 378.5471 478.4557 0.04293313 0.2326535
Moved 2141.902 415.0877 509.6338 0.1275179 0.312844
Moved 2141.933 447.8421 535.4818 0.2033382 0.3793255
Moved 2141.963 472.4554 557.8985 0.2603136 0.4369816
Moved 2141.994 491.5663 572.7109 0.3045516 0.4750793
Moved 2142.025 502.693 579.8465 0.3303079 0.4934322
Moved 2142.055 512.3829 586.5886 0.3527381 0.5107729
Moved 2142.086 518.6655 590.6655 0.3672811 0.5212588
Moved 2142.117 521.1636 592 0.373064 0.5246913
Moved 2142.148 524.0844 594.0844 0.3798251 0.5300524
Moved 2142.178 525.3745 595.3745 0.3828113 0.5333706
Moved 2142.209 526.1956 596.1956 0.3847121 0.5354824
Moved 2142.24 527.2233 596 0.387091 0.5349793
Moved 2142.271 527 597.374 0.3865741 0.5385132
Moved 2142.301 527 598.0481 0.3865741 0.5402471
Stationary 2142.332 527 598.0481 0.3865741 0.5402471
Stationary 2142.363 527 598 0.3865741 0.5401233
Moved 2142.393 516.1965 598 0.3615659 0.5401233
Moved 2142.424 509.4303 598 0.3459034 0.5401233
Moved 2142.455 498.9164 588.5498 0.3215657 0.5158173
Moved 2142.486 486.2201 583.305 0.2921761 0.5023275
Moved 2142.516 473.7471 578.8735 0.2633034 0.4909297
Moved 2142.547 460.2726 574.5682 0.2321125 0.4798563
Moved 2142.578 449.1673 569.0558 0.2064058 0.4656784
Moved 2142.608 440.5539 565.1846 0.1864673 0.4557217
Moved 2142.639 420.303 553.6516 0.1395904 0.4260584
Moved 2142.67 394.9395 538.9597 0.08087833 0.3882706
Moved 2142.7 380.9305 528.1444 0.04845033 0.3604536
Moved 2142.731 349.2364 505.1719 -0.02491578 0.3013681
Moved 2142.762 322.188 483.0396 -0.08752768 0.2444432
Moved 2142.793 297.7062 458.0722 -0.1441985 0.1802268
Moved 2142.823 275.5281 435.2828 -0.1955369 0.121612
Moved 2142.854 260.5484 417.5484 -0.2302121 0.07599893
Moved 2142.885 254.2435 408.7305 -0.2448066 0.05331922
Moved 2142.916 250.4516 404.4516 -0.2535843 0.0423137
Ended 2142.946 250 404 -0.2546296 0.04115226
Candidates 2143.069 13 site supports sports super suits supported stores sites asia spots sits die adopted
Began 2143.468 466 426 0.2453704 0.09773654
Moved 2143.499 441.5185 426 0.1887003 0.09773654
Moved 2143.53 354.8038 405.8069 -0.01202817 0.04579952
Moved 2143.561 302.6367 396.4849 -0.1327853 0.02182325
Moved 2143.591 268.7374 392.565 -0.2112559 0.01174118
Moved 2143.622 221.0115 390 -0.3217326 0.005143954
Moved 2143.653 177.4445 385.9537 -0.422582 -0.005263065
Moved 2143.683 132.4881 372.465 -0.5266479 -0.03995628
Ended 2143.714 115 362 -0.5671296 -0.06687243
Cancel 2143.775
Began 2144.206 371 415 0.025463 0.06944436
Stationary 2144.236 371 415 0.025463 0.06944436
Stationary 2144.267 371 415 0.025463 0.06944436
Stationary 2144.298 371 415 0.025463 0.06944436
Moved 2144.328 359.5314 415 -0.001084805 0.06944436
Moved 2144.359 356.6587 415 -0.007734498 0.06944436
Moved 2144.39 353.7873 415 -0.01438121 0.06944436
Moved 2144.42 351.2675 415 -0.02021422 0.06944436
Moved 2144.451 348.3963 415 -0.02686044 0.06944436
Moved 2144.482 344.0476 415 -0.03692692 0.06944436
Moved 2144.513 339.6484 407 -0.04711017 0.04886827
Moved 2144.543 334.1599 404.08 -0.05981515 0.04135787
Moved 2144.574 330.418 402.209 -0.06847695 0.0365457
Moved 2144.605 328 401 -0.07407407 0.03343609
Moved 2144.635 326.917 401 -0.07658109 0.03343609
Moved 2144.666 327 408.2916 -0.07638887 0.05219016
Moved 2144.697 348.5496 428.4996 -0.02650559 0.1041655
Moved 2144.728 396.3822 465.1583 0.08421808 0.1984522
Moved 2144.758 491.4419 522.8758 0.3042636 0.3469027
Moved 2144.789 518.4815 531.9544 0.3668554 0.3702531
Moved 2144.82 550.812 542.1874 0.4416944 0.3965724
Moved 2144.85 578.9174 552.405 0.5067531 0.4228522
Moved 2144.881 598.3881 557.9553 0.5518243 0.4371276
Moved 2144.912 610.0464 561.3488 0.578811 0.4458559
Moved 2144.943 619.6627 563.2209 0.6010711 0.4506709
Moved 2144.973 623.7407 564 0.6105109 0.4526748
Moved 2145.004 626.5 565.5 0.6168981 0.4565328
Moved 2145.035 628.4881 565 0.6215003 0.4552468
Moved 2145.065 629.3729 565 0.6235483 0.4552468
Moved 2145.096 630 565 0.6250001 0.4552468
Ended 2145.127 630 565 0.6250001 0.4552468
Began 2146.355 282 339 -0.1805555 -0.1260288
Stationary 2146.386 282 339 -0.1805555 -0.1260288
Stationary 2146.417 282 339 -0.1805555 -0.1260288
Stationary 2146.448 282 339 -0.1805555 -0.1260288
Stationary 2146.478 282 339 -0.1805555 -0.1260288
Stationary 2146.509 282 339 -0.1805555 -0.1260288
Stationary 2146.54 282 339 -0.1805555 -0.1260288
Stationary 2146.57 282 339 -0.1805555 -0.1260288
Stationary 2146.601 282 339 -0.1805555 -0.1260288
Moved 2146.632 291 339 -0.1597222 -0.1260288
Moved 2146.663 292.843 339 -0.155456 -0.1260288
Moved 2146.693 294.3886 339 -0.1518781 -0.1260288
Moved 2146.724 295.089 339 -0.1502571 -0.1260288
Moved 2146.755 296.0421 339 -0.1480507 -0.1260288
Moved 2146.785 297 339 -0.1458333 -0.1260288
Moved 2146.816 299 339 -0.1412037 -0.1260288
Moved 2146.847 303.7876 339 -0.1301212 -0.1260288
Moved 2146.877 312.828 351.828 -0.1091944 -0.09303505
Moved 2146.908 325.6918 365.6918 -0.07941703 -0.05737697
Moved 2146.939 349.432 390.4321 -0.02446289 0.00625524
Moved 2146.97 377.5627 418.3992 0.04065434 0.07818708
Moved 2147 413.1013 451.6375 0.1229196 0.1636766
Moved 2147.031 442.8692 475.8954 0.1918269 0.2260683
Moved 2147.062 470.4414 500.5831 0.2556514 0.2895654
Moved 2147.093 508.2622 527.9467 0.3431995 0.3599451
Moved 2147.123 522.6594 539.3243 0.3765264 0.3892084
Moved 2147.154 533.6072 549.0715 0.4018686 0.4142785
Moved 2147.185 537.9161 552.9161 0.4118428 0.4241667
Moved 2147.215 543.8428 557.8428 0.4255622 0.4368384
Moved 2147.246 545.5 561 0.4293981 0.4449587
Moved 2147.277 548.5 564.5 0.4363426 0.4539608
Stationary 2147.307 548.5 564.5 0.4363426 0.4539608
Moved 2147.338 548 565.1909 0.4351853 0.4557377
Ended 2147.369 548 565 0.4351853 0.4552468
Candidates 2147.461 13 ship do go cup chip shop zip dip sp gdp gop gfp skip
Began 2147.922 262 423 -0.2268519 0.09002049
Stationary 2147.952 262 423 -0.2268519 0.09002049
Stationary 2147.983 262 423 -0.2268519 0.09002049
Stationary 2148.014 262 423 -0.2268519 0.09002049
Stationary 2148.045 262 423 -0.2268519 0.09002049
Stationary 2148.075 262 423 -0.2268519 0.09002049
Stationary 2148.106 262 423 -0.2268519 0.09002049
Stationary 2148.137 262 423 -0.2268519 0.09002049
Moved 2148.167 275.5504 436.2506 -0.1954853 0.1241013
Moved 2148.198 278.5688 443.4219 -0.1884982 0.1425458
Moved 2148.229 294 463.5 -0.1527778 0.1941872
Moved 2148.26 303.3889 476.4861 -0.1310442 0.2275876
Moved 2148.29 313.9168 490.8613 -0.1066741 0.2645609
Moved 2148.321 321.6865 500.6865 -0.08868873 0.2898313
Moved 2148.352 326.5887 506.5887 -0.07734085 0.3050121
Moved 2148.383 329.2658 510.2657 -0.07114405 0.3144694
Moved 2148.413 330.1364 513.1364 -0.06912863 0.3218528
Moved 2148.444 330 514.374 -0.06944443 0.3250358
Moved 2148.475 330 515.1558 -0.06944443 0.3270466
Stationary 2148.505 330 515 -0.06944443 0.326646
Stationary 2148.536 330 515 -0.06944443 0.326646
Moved 2148.567 321.2482 515 -0.08970325 0.326646
Moved 2148.597 305.2605 505.8521 -0.1267118 0.3031175
Moved 2148.628 288.8805 503.9829 -0.1646285 0.2983099
Moved 2148.659 278.7838 504 -0.1880004 0.2983539
Moved 2148.69 260.1252 503.0139 -0.2311915 0.2958176
Moved 2148.72 236.2139 502 -0.286542 0.2932098
Moved 2148.751 215.8394 502 -0.3337051 0.2932098
Moved 2148.782 198.5 502 -0.3738426 0.2932098
Moved 2148.813 184.4872 502 -0.4062796 0.2932098
Moved 2148.843 174.0713 509 -0.4303906 0.3112139
Moved 2148.874 168.145 510 -0.4441088 0.3137859
Moved 2148.905 164.6983 511 -0.4520871 0.3163579
Moved 2148.935 161.7307 511 -0.4589569 0.3163579
Moved 2148.966 159.93 512 -0.4631249 0.31893
Moved 2148.997 159 513 -0.4652778 0.321502
Ended 2149.027 159 513 -0.4652778 0.321502
Accept 2149.089 2 go
Began 2149.519 486 622 0.2916667 0.6018518
Stationary 2149.55 486 622 0.2916667 0.6018518
Stationary 2149.58 486 622 0.2916667 0.6018518
Moved 2149.611 481.2553 611.6443 0.2806835 0.5752169
Moved 2149.642 476.7533 605.2598 0.2702622 0.5587956
Moved 2149.672 472.8889 598.7779 0.261317 0.5421241
Moved 2149.703 470.0137 593.0273 0.2546612 0.5273336
Moved 2149.734 467.3554 587.7108 0.2485079 0.5136594
Moved 2149.765 466 582.1912 0.2453704 0.499463
Moved 2149.795 461.7305 573.1915 0.2354872 0.4763154
Moved 2149.826 458.8554 563.5662 0.2288319 0.4515589
Moved 2149.857 456.3482 549.4371 0.2230282 0.4152189
Moved 2149.887 452.4771 530.3399 0.2140675 0.3661004
Moved 2149.918 441.6859 477.2579 0.1890877 0.2295727
Moved 2149.949 436.4384 438.788 0.1769406 0.1306275
Moved 2149.98 435.1887 418.2641 0.1740478 0.07783964
Moved 2150.01 433 384.196 0.1689814 -0.009784031
Moved 2150.041 432 355.8974 0.1666667 -0.08256841
Moved 2150.072 430.9427 331.4839 0.1642191 -0.1453602
Moved 2150.103 431 306.4075 0.1643519 -0.2098572
Moved 2150.133 431 288.9256 0.1643519 -0.2548211
Moved 2150.164 431 277.2526 0.1643519 -0.2848442
Moved 2150.195 439.7673 266.7376 0.1846467 -0.3118889
Moved 2150.225 442.1264 257.6208 0.1901074 -0.3353376
Moved 2150.256 444.999 251.001 0.1967569 -0.3523638
Moved 2150.287 446.6543 246.3457 0.2005886 -0.3643371
Moved 2150.317 447 243.5846 0.2013889 -0.3714389
Ended 2150.348 448 243 0.2037037 -0.3729424
Candidates 2150.41 13 in on inn pin un tin pub run ion yum tim um john
Began 2151.085 389 362 0.06712963 -0.06687243
Moved 2151.116 389 392.3552 0.06712963 0.01120147
Moved 2151.147 406.9617 439.6546 0.1087077 0.1328564
Moved 2151.177 424.3912 485.8631 0.1490537 0.2517054
Moved 2151.208 451.0926 527.3081 0.2108625 0.3583027
Moved 2151.239 481.3863 562.8249 0.2809868 0.4496524
Moved 2151.27 519.5228 598.5228 0.3692658 0.5414681
Moved 2151.3 546.3741 619.8176 0.4314216 0.5962386
Moved 2151.331 572.1059 635.2635 0.4909859 0.6359658
Moved 2151.362 594.096 648.3406 0.5418888 0.6696002
Moved 2151.393 614.1581 660.8046 0.588329 0.7016578
Moved 2151.423 626.8477 667.9391 0.6177028 0.7200077
Ended 2151.454 634 671 0.6342593 0.7278805
Accept 2151.515 1 on
Began 2152.191 252 415 -0.25 0.06944436
Stationary 2152.222 252 415 -0.25 0.06944436
Stationary 2152.252 252 415 -0.25 0.06944436
Stationary 2152.283 252 415 -0.25 0.06944436
Stationary 2152.314 252 415 -0.25 0.06944436
Stationary 2152.344 252 415 -0.25 0.06944436
Stationary 2152.375 252 415 -0.25 0.06944436
Stationary 2152.406 252 415 -0.25 0.06944436
Stationary 2152.437 252 415 -0.25 0.06944436
Stationary 2152.468 252 415 -0.25 0.06944436
Stationary 2152.498 252 415 -0.25 0.06944436
Stationary 2152.529 252 415 -0.25 0.06944436
Stationary 2152.56 252 415 -0.25 0.06944436
Stationary 2152.59 252 415 -0.25 0.06944436
Stationary 2152.621 252 415 -0.25 0.06944436
Stationary 2152.652 252 415 -0.25 0.06944436
Stationary 2152.682 252 415 -0.25 0.06944436
Stationary 2152.713 252 415 -0.25 0.06944436
Stationary 2152.744 252 415 -0.25 0.06944436
Stationary 2152.775 252 415 -0.25 0.06944436
Stationary 2152.805 252 415 -0.25 0.06944436
Moved 2152.836 261.6295 425.259 -0.2277095 0.09583064
Moved 2152.867 273.9731 439.3677 -0.1991363 0.1321186
Moved 2152.897 289.342 455.342 -0.1635602 0.1732047
Moved 2152.928 300.513 467.3848 -0.1377014 0.2041788
Moved 2152.959 308.6483 479.3104 -0.1188697 0.2348517
Moved 2152.99 317.0812 492.703 -0.09934913 0.2692978
Moved 2153.02 323.8465 503.2698 -0.0836886 0.2964756
Moved 2153.051 329.5867 511.8801 -0.07040109 0.3186215
Moved 2153.082 334.5805 517.5805 -0.05884141 0.3332831
Moved 2153.112 337.6538 521.6539 -0.05172724 0.3437599
Moved 2153.143 340.5334 524.5334 -0.04506161 0.351166
Moved 2153.174 342.0616 527.0615 -0.04152418 0.3576685
Moved 2153.205 342 528.3745 -0.04166668 0.3610453
Moved 2153.235 342 529.2492 -0.04166668 0.3632952
Stationary 2153.266 342 529.2492 -0.04166668 0.3632952
Moved 2153.297 342 530.187 -0.04166668 0.3657071
Moved 2153.327 342 531.1931 -0.04166668 0.3682948
Moved 2153.358 332.1072 531 -0.06456663 0.3677982
Moved 2153.389 326.7579 531 -0.0769493 0.3677982
Moved 2153.419 320.2406 531 -0.09203573 0.3677982
Moved 2153.45 312.2717 531 -0.1104823 0.3677982
Moved 2153.481 304.6505 531 -0.1281238 0.3677982
Moved 2153.512 298.065 523.355 -0.1433682 0.3481352
Moved 2153.542 288.451 520.4836 -0.1656227 0.34075
Moved 2153.573 279.8501 516.6167 -0.1855323 0.3308042
Moved 2153.604 275.7411 515 -0.1950436 0.326646
Moved 2153.635 273.5 513.5 -0.2002315 0.3227879
Moved 2153.665 272.9088 514 -0.2015999 0.324074
Moved 2153.696 272 514 -0.2037037 0.324074
Moved 2153.727 270.9801 514 -0.2060646 0.324074
Stationary 2153.757 270.9801 514 -0.2060646 0.324074
Stationary 2153.788 270.9801 514 -0.2060646 0.324074
Stationary 2153.819 270.9801 514 -0.2060646 0.324074
Stationary 2153.85 270.9801 514 -0.2060646 0.324074
Stationary 2153.88 270.9801 514 -0.2060646 0.324074
Stationary 2153.911 270.9801 514 -0.2060646 0.324074
Moved 2153.942 284 514 -0.1759259 0.324074
Moved 2153.972 312.9061 526.651 -0.1090136 0.3566126
Moved 2154.003 341.9705 531.3941 -0.04173493 0.3688119
Moved 2154.034 380.6985 536.0582 0.04791329 0.3808081
Moved 2154.064 414.1745 539.5979 0.1254039 0.3899122
Moved 2154.095 441.2156 542.4684 0.1879991 0.3972951
Moved 2154.126 463.321 542 0.2391689 0.3960905
Moved 2154.157 482.2824 542 0.2830611 0.3960905
Moved 2154.188 493.1425 542 0.3082003 0.3960905
Moved 2154.218 500.1602 542 0.3244449 0.3960905
Moved 2154.249 505.8696 542 0.337661 0.3960905
Moved 2154.28 510.9667 528.0665 0.34946 0.3602533
Moved 2154.31 519.6003 507.9327 0.3694451 0.3084689
Moved 2154.341 527.4483 483.9309 0.3876118 0.2467358
Moved 2154.372 533.1948 457.6235 0.4009137 0.1790726
Moved 2154.402 538.1128 430.872 0.4122982 0.1102674
Moved 2154.433 542.9814 406.1488 0.423568 0.04667898
Moved 2154.464 546 383.9691 0.4305556 -0.01036758
Moved 2154.494 547 370.5 0.4328704 -0.04501037
Moved 2154.525 547 362.3989 0.4328704 -0.06584646
Moved 2154.556 512.5656 355 0.353161 -0.08487654
Moved 2154.587 477.4294 364.395 0.2718274 -0.0607124
Moved 2154.617 448.6609 384.588 0.2052335 -0.008775765
Moved 2154.648 412.3105 418.2518 0.1210891 0.07780816
Moved 2154.679 392.0265 444.9603 0.07413536 0.1465028
Moved 2154.709 377.0251 463.1699 0.03940989 0.1933382
Moved 2154.74 361.4956 480.5044 0.003462036 0.2379227
Moved 2154.771 345.5198 497.9001 -0.03351897 0.282665
Moved 2154.802 329.7754 511.7797 -0.06996428 0.3183633
Moved 2154.832 317.0529 521.9576 -0.09941454 0.3445411
Moved 2154.863 302.7016 530.7194 -0.1326351 0.3670765
Moved 2154.894 289.0807 538.4597 -0.164165 0.3869846
Moved 2154.925 280.6823 542.6589 -0.1836059 0.3977851
Moved 2154.955 272.2763 547.4342 -0.2030641 0.4100673
Ended 2154.986 267 550 -0.2152778 0.4166666
Candidates 2155.109 13 stole strike sterile stroke fertile woke deeply style settle front supplier struggle file
Began 2156.153 326 367 -0.07870371 -0.05401234
Moved 2156.184 336.1538 391.8204 -0.05519956 0.009825984
Moved 2156.214 382.9189 497.8188 0.053053 0.2824557
Moved 2156.245 421.9815 557.5778 0.1434756 0.4361567
Moved 2156.276 471.1293 614.9987 0.2572437 0.5838443
Moved 2156.307 582.4543 714.3984 0.5149405 0.8395017
Ended 2156.337 669.5 754.5 0.7164351 0.9426438
Accept 2156.399 1 strike
Began 2156.829 139 358 -0.511574 -0.07716057
Moved 2156.859 150.8519 358 -0.4841391 -0.07716057
Moved 2156.89 224.7799 364.945 -0.3130094 -0.05929798
Moved 2156.921 346 380 -0.03240739 -0.02057613
Moved 2156.951 475.0296 380 0.2662722 -0.02057613
Moved 2156.982 575.2482 365.792 0.4982597 -0.05711936
Moved 2157.013 610.0634 361.1561 0.5788503 -0.06904296
Moved 2157.044 631.5963 355.1346 0.628695 -0.08453047
Moved 2157.074 650.3826 350.7234 0.672182 -0.0958759
Ended 2157.105 656 349 0.6851852 -0.1003086
Candidates 2157.167 13 all al dl school fall call skill wall aol chl fail well evil
Began 2158.119 419.5211 443 0.1377804 0.1414608
Moved 2158.149 313.1723 427.658 -0.1083975 0.1020009
Moved 2158.18 228.6328 425 -0.3040907 0.09516452
Moved 2158.211 180.6766 433.5882 -0.4151005 0.1172535
Moved 2158.241 126.8042 434 -0.5398051 0.1183127
Moved 2158.272 41.33294 416.5833 -0.7376552 0.07351652
Ended 2158.303 39 416 -0.7430556 0.07201634
Cancel 2158.364
Began 2158.825 219 421 -0.3263889 0.08487643
Stationary 2158.856 219 421 -0.3263889 0.08487643
Moved 2158.886 249.7432 421 -0.255224 0.08487643
Moved 2158.917 291.0945 436.0189 -0.1595034 0.1235054
Moved 2158.948 334.4184 443.0523 -0.05921661 0.1415953
Moved 2158.979 381.9807 448.7974 0.05088131 0.1563719
Moved 2159.009 427.7995 452.5428 0.1569432 0.1660051
Moved 2159.04 465.1101 452 0.2433103 0.164609
Moved 2159.071 510.61 452 0.3486342 0.164609
Moved 2159.102 545.9547 452 0.4304507 0.164609
Moved 2159.132 580.3569 452 0.5100853 0.164609
Moved 2159.163 610.9022 443.0082 0.5807922 0.1414819
Moved 2159.194 641.9224 441 0.6525983 0.1363167
Moved 2159.224 667.2927 440 0.7113256 0.1337448
Moved 2159.255 682.5 439 0.7465278 0.1311728
Moved 2159.286 688.2338 439 0.7598005 0.1311728
