he is still on our team
he is still on our team
Basic
List

0.6 0.6
432 388.8
Began 3541.593 333 423 -0.06249999 0.09002049
Stationary 3541.624 333 423 -0.06249999 0.09002049
Stationary 3541.655 333 423 -0.06249999 0.09002049
Stationary 3541.685 333 423 -0.06249999 0.09002049
Moved 3541.716 313.6968 429.4548 -0.1071834 0.1066225
Moved 3541.747 291.8591 441.5705 -0.1577337 0.1377842
Moved 3541.777 271.9141 449.4072 -0.2039026 0.1579404
Moved 3541.808 255.6148 455.7541 -0.2416324 0.1742646
Moved 3541.839 248.4037 458.1987 -0.2583247 0.1805522
Moved 3541.87 243.9783 461.0217 -0.2685687 0.1878128
Moved 3541.9 241 462.7816 -0.275463 0.1923393
Moved 3541.931 239.4502 464.5497 -0.2790504 0.1968872
Moved 3541.962 238.5 465.5 -0.28125 0.1993312
Moved 3541.992 238 467.7551 -0.2824074 0.2051312
Moved 3542.023 238 469 -0.2824074 0.2083333
Moved 3542.054 238 471.2805 -0.2824074 0.2141988
Moved 3542.085 238 475.4224 -0.2824074 0.2248519
Moved 3542.115 238 480.9115 -0.2824074 0.2389698
Moved 3542.146 238 489.6006 -0.2824074 0.2613184
Moved 3542.177 238 497.2031 -0.2824074 0.2808722
Moved 3542.208 238 505.2158 -0.2824074 0.3014808
Moved 3542.238 238 510.3177 -0.2824074 0.3146033
Moved 3542.269 238 513.9255 -0.2824074 0.3238825
Moved 3542.3 238 515 -0.2824074 0.326646
Ended 3542.331 238 517 -0.2824074 0.33179
Candidates 3542.423 13 de free see few fee fe get dr user se fewer use he
Began 3543.929 59 392 -0.6967593 0.01028803
Stationary 3543.959 59 392 -0.6967593 0.01028803
Ended 3543.99 59 392 -0.6967593 0.01028803
Accept 3544.052 0 de
Delete 3544.052 LeftSwipe
Began 3544.759 344 458 -0.03703703 0.180041
Stationary 3544.789 344 458 -0.03703703 0.180041
Moved 3544.82 344 442.7054 -0.03703703 0.1407031
Moved 3544.851 358.2593 427.2888 -0.004029324 0.1010514
Moved 3544.882 366.4143 414.7322 0.01484782 0.06875548
Moved 3544.912 373.2092 406.1862 0.03057679 0.04677521
Moved 3544.943 379.6931 400.3069 0.04558583 0.03165347
Moved 3544.974 388.2927 395.9025 0.06549239 0.02032523
Moved 3545.004 395.0743 393.4628 0.08119056 0.01405045
Moved 3545.035 399.2844 392 0.09093612 0.01028803
Moved 3545.066 402.0323 391 0.09729692 0.007715971
Moved 3545.097 403 389.5 0.09953707 0.003857946
Moved 3545.127 405.5 390 0.1053241 0.005143954
Moved 3545.158 406.2385 388.7615 0.1070336 0.001958447
Moved 3545.189 407.2286 389 0.1093255 0.002572016
Stationary 3545.22 407.2286 389 0.1093255 0.002572016
Moved 3545.25 408.1188 387.8812 0.1113861 -0.0003056859
Stationary 3545.281 408.1188 387.8812 0.1113861 -0.0003056859
Moved 3545.312 394.7925 388 0.0805382 -3.924585E-08
Moved 3545.343 370.6987 413.6411 0.02476553 0.06594913
Moved 3545.373 343.8528 438.1472 -0.03737772 0.1289793
Moved 3545.404 326.0092 457.3226 -0.0786823 0.1782987
Moved 3545.435 312.6599 470.3401 -0.1095837 0.2117801
Moved 3545.466 303.1161 481.3549 -0.1316757 0.2401102
Moved 3545.496 293.2857 492.9525 -0.1544313 0.2699394
Moved 3545.527 284.0487 501.9675 -0.1758132 0.2931263
Moved 3545.558 278 509.5 -0.1898148 0.3124999
Moved 3545.588 273.8356 512.1644 -0.1994547 0.3193529
Moved 3545.619 269.1635 515.9182 -0.2102696 0.3290076
Moved 3545.65 265.6397 519.3603 -0.2184266 0.3378607
Moved 3545.681 261.851 521 -0.2271969 0.3420781
Moved 3545.711 258.1387 524.8613 -0.23579 0.3520093
Moved 3545.742 254.3762 526.6238 -0.2444996 0.3565427
Moved 3545.773 251.6149 529.3851 -0.2508915 0.3636448
Moved 3545.803 250 530.8553 -0.2546296 0.367426
Moved 3545.834 248.7593 531 -0.2575016 0.3677982
Ended 3545.865 247.5 532 -0.2604167 0.3703703
Candidates 3545.957 13 the there he she where hr her free here sheet hee sheer threw
Began 3546.941 263 389 -0.2245371 0.002572016
Moved 3546.971 290.8227 423.0284 -0.1601326 0.09009345
Moved 3547.002 326 461 -0.07870371 0.1877571
Moved 3547.033 354.3636 490.2999 -0.01304726 0.263117
Moved 3547.064 382.2787 514.223 0.05157103 0.3246474
Moved 3547.094 387.7412 519.7412 0.06421585 0.3388405
Moved 3547.125 396.5659 524.3773 0.08464316 0.3507645
Moved 3547.156 401.1886 527.5943 0.09534389 0.3590387
Moved 3547.187 406.6876 531.3438 0.1080732 0.3686825
Moved 3547.217 415.2631 539.2631 0.1279239 0.3890511
Moved 3547.248 420.6625 548.4938 0.1404225 0.4127925
Moved 3547.279 425.5657 556.8486 0.1517725 0.4342812
Moved 3547.31 429.0377 565.0753 0.1598094 0.4554405
Moved 3547.34 432.7823 576.1293 0.1684776 0.4838715
Moved 3547.371 435 585.5 0.1736111 0.5079731
Moved 3547.402 437 593.8054 0.1782407 0.5293347
Moved 3547.433 439.7131 602.4263 0.1845212 0.5515078
Moved 3547.463 442.4659 610.3975 0.1908932 0.57201
Moved 3547.494 444.942 615.8841 0.1966251 0.5861216
Moved 3547.525 447.6716 622.3431 0.2029435 0.6027343
Moved 3547.555 451.412 627.824 0.2116019 0.6168311
Moved 3547.586 453 631.178 0.2152778 0.6254578
Moved 3547.617 455.474 633.474 0.2210046 0.631363
Ended 3547.648 455.474 633.474 0.2210046 0.631363
Accept 3547.709 2 he
Began 3548.754 403 586 0.09953707 0.5092591
Stationary 3548.785 403 586 0.09953707 0.5092591
Stationary 3548.815 403 586 0.09953707 0.5092591
Stationary 3548.846 403 586 0.09953707 0.5092591
Moved 3548.877 403 577.4977 0.09953707 0.4873911
Moved 3548.908 403 567.2481 0.09953707 0.461029
Moved 3548.938 394.5536 559.6608 0.07998516 0.4415142
Moved 3548.969 392 554.5834 0.07407407 0.4284551
Moved 3549 390.351 551.351 0.07025699 0.4201414
Moved 3549.031 388.5975 548.5975 0.06619792 0.4130593
Moved 3549.062 389 546.9207 0.06712963 0.4087464
Moved 3549.092 389 545.6414 0.06712963 0.4054561
Moved 3549.123 389 544.6938 0.06712963 0.4030189
Moved 3549.154 389 542.9559 0.06712963 0.3985491
Moved 3549.184 389 540.1512 0.06712963 0.3913352
Moved 3549.215 401.7144 536.7618 0.09656111 0.3826179
Moved 3549.246 412.2865 532.9283 0.1210336 0.372758
Moved 3549.277 421.2792 530.1802 0.14185 0.3656897
Moved 3549.307 430.7173 529.4276 0.1636976 0.3637539
Moved 3549.338 441.0473 529 0.1876094 0.3626543
Moved 3549.369 453.0739 529 0.2154488 0.3626543
Moved 3549.399 461.5706 529 0.2351172 0.3626543
Moved 3549.43 469.7884 529 0.2541397 0.3626543
Moved 3549.461 475.3421 529 0.2669956 0.3626543
Moved 3549.492 479.41 529 0.2764121 0.3626543
Moved 3549.522 482.1596 529 0.2827769 0.3626543
Stationary 3549.553 482 529 0.2824074 0.3626543
Stationary 3549.584 482 529 0.2824074 0.3626543
Stationary 3549.615 482 529 0.2824074 0.3626543
