I want to hold your hand
I want to hold your hands
Basic
List

0.6 0.6
432 388.8
Began 2062.642 497 535 0.3171296 0.3780863
Stationary 2062.673 497 535 0.3171296 0.3780863
Stationary 2062.704 497 535 0.3171296 0.3780863
Stationary 2062.734 497 535 0.3171296 0.3780863
Stationary 2062.765 497 535 0.3171296 0.3780863
Stationary 2062.796 497 535 0.3171296 0.3780863
Stationary 2062.827 497 535 0.3171296 0.3780863
Stationary 2062.857 497 535 0.3171296 0.3780863
Stationary 2062.888 497 535 0.3171296 0.3780863
Stationary 2062.919 497 535 0.3171296 0.3780863
Stationary 2062.949 497 535 0.3171296 0.3780863
Stationary 2062.98 497 535 0.3171296 0.3780863
Stationary 2063.011 497 535 0.3171296 0.3780863
Stationary 2063.042 497 535 0.3171296 0.3780863
Stationary 2063.072 497 535 0.3171296 0.3780863
Stationary 2063.103 497 535 0.3171296 0.3780863
Stationary 2063.134 497 535 0.3171296 0.3780863
Stationary 2063.164 497 535 0.3171296 0.3780863
Stationary 2063.195 497 535 0.3171296 0.3780863
Stationary 2063.226 497 535 0.3171296 0.3780863
Stationary 2063.257 497 535 0.3171296 0.3780863
Ended 2063.287 497 535 0.3171296 0.3780863
Candidates 2063.748 5 o I p u y
Began 2064.239 409 420 0.113426 0.08230445
Stationary 2064.27 409 420 0.113426 0.08230445
Stationary 2064.301 409 420 0.113426 0.08230445
Moved 2064.332 396.8297 434.7555 0.08525391 0.1202558
Moved 2064.362 385.2516 447.8981 0.05845268 0.1540589
Moved 2064.393 370.1383 461.8617 0.02346834 0.1899734
Moved 2064.424 358.1153 471.1635 -0.004362762 0.2138979
Moved 2064.454 348.589 479.4109 -0.02641429 0.2351103
Moved 2064.485 342.1947 485.8053 -0.04121601 0.2515568
Moved 2064.516 335.9435 493.0565 -0.05568638 0.270207
Moved 2064.546 330.5608 500.3176 -0.06814634 0.2888827
Moved 2064.577 325.6127 506.3873 -0.07960021 0.3044939
Moved 2064.608 321.7597 511.2403 -0.08851926 0.316976
Moved 2064.639 317.6074 516.7853 -0.0981311 0.3312378
Moved 2064.669 312.8607 521.2786 -0.1091188 0.3427947
Moved 2064.7 309.3431 524.6569 -0.1172614 0.3514837
Moved 2064.731 306.7142 528.2858 -0.1233467 0.3608172
Moved 2064.761 303.9687 533.0627 -0.1297022 0.3731035
Moved 2064.792 301.2093 538.5815 -0.1360897 0.387298
Moved 2064.823 298.8287 544.3425 -0.1416002 0.4021154
Moved 2064.854 295.0213 554.9149 -0.1504137 0.4293076
Moved 2064.884 293.2559 562.2324 -0.1545003 0.4481286
Moved 2064.915 291.4959 570.5122 -0.1585742 0.4694243
Moved 2064.946 290.0825 577.7525 -0.161846 0.4880464
Moved 2064.977 290 588.3531 -0.162037 0.5153114
Moved 2065.007 288.5816 598.6736 -0.1653203 0.5418559
Moved 2065.038 289 608.7037 -0.1643519 0.5676534
Moved 2065.069 289 615.3109 -0.1643519 0.5846471
Moved 2065.099 287.5866 621.8267 -0.1676235 0.601406
Moved 2065.13 288 627.3298 -0.1666667 0.6155601
Moved 2065.161 288 632.3857 -0.1666667 0.6285639
Moved 2065.191 287 637.6857 -0.1689815 0.6421957
Moved 2065.222 287 645.2974 -0.1689815 0.661773
Moved 2065.253 286.1452 652.7096 -0.1709602 0.6808373
Moved 2065.283 286 657.184 -0.1712963 0.6923456
Moved 2065.314 286 663.0063 -0.1712963 0.7073206
Moved 2065.345 286 666.7569 -0.1712963 0.7169672
Moved 2065.376 286 669 -0.1712963 0.7227365
Moved 2065.406 285 673 -0.1736111 0.7330247
Stationary 2065.437 285 673 -0.1736111 0.7330247
Moved 2065.468 285 675 -0.1736111 0.7381686
Moved 2065.499 285 676 -0.1736111 0.7407405
Moved 2065.529 285 677 -0.1736111 0.7433126
Stationary 2065.56 285 677 -0.1736111 0.7433126
Ended 2065.591 284 677 -0.1759259 0.7433126
Accept 2066.021 1 I
Began 2067.065 269 537 -0.2106481 0.3832304
Stationary 2067.096 269 537 -0.2106481 0.3832304
Stationary 2067.126 269 537 -0.2106481 0.3832304
Stationary 2067.157 269 537 -0.2106481 0.3832304
Stationary 2067.188 269 537 -0.2106481 0.3832304
Stationary 2067.219 269 537 -0.2106481 0.3832304
Stationary 2067.249 269 537 -0.2106481 0.3832304
Stationary 2067.28 269 537 -0.2106481 0.3832304
Stationary 2067.31 269 537 -0.2106481 0.3832304
Stationary 2067.341 269 537 -0.2106481 0.3832304
Stationary 2067.372 269 537 -0.2106481 0.3832304
Moved 2067.403 269 546.1945 -0.2106481 0.4068786
Moved 2067.433 269 547.3606 -0.2106481 0.4098781
Moved 2067.464 269 549.8337 -0.2106481 0.416239
Moved 2067.495 269 551.5837 -0.2106481 0.42074
Moved 2067.526 269 553.5 -0.2106481 0.4256686
Moved 2067.556 269 555 -0.2106481 0.4295266
Moved 2067.587 269 556 -0.2106481 0.4320986
Moved 2067.618 260.7161 557 -0.2298238 0.4346707
Moved 2067.648 258.3027 558 -0.2354103 0.4372427
Moved 2067.679 255.548 558 -0.241787 0.4372427
Moved 2067.71 250.4207 558 -0.2536557 0.4372427
Moved 2067.74 249.2585 558 -0.256346 0.4372427
Moved 2067.771 246.5834 558 -0.2625385 0.4372427
Moved 2067.802 243.8248 558 -0.268924 0.4372427
Moved 2067.833 241.0677 558 -0.2753063 0.4372427
Moved 2067.863 238.7237 549.0657 -0.2807322 0.4142636
Moved 2067.894 234.8746 548.8746 -0.2896422 0.413772
Moved 2067.925 232.1223 547.1223 -0.2960131 0.4092651
Moved 2067.956 230 545.3781 -0.3009259 0.4047788
Moved 2067.986 226.9715 542.9715 -0.3079364 0.3985892
Moved 2068.017 224.2073 541.2073 -0.314335 0.3940515
Moved 2068.048 221.4475 538.4475 -0.3207234 0.3869534
Moved 2068.078 218.6776 535.6776 -0.3271352 0.3798292
Moved 2068.109 216.2374 532.2374 -0.3327837 0.370981
Moved 2068.14 213.5 529.5 -0.3391204 0.3639403
Moved 2068.171 210.7221 524.4442 -0.3455506 0.3509366
Moved 2068.201 208.231 521.231 -0.3513171 0.3426723
Moved 2068.232 206.5497 516.0993 -0.3552091 0.3294735
Moved 2068.263 204.7937 511.5874 -0.3592739 0.3178688
Moved 2068.293 203.0395 506.079 -0.3633346 0.303701
Moved 2068.324 202 500.3357 -0.3657407 0.2889292
Moved 2068.355 200 491.2473 -0.3703704 0.2655536
Moved 2068.385 198.0569 482.1708 -0.3748683 0.2422087
Moved 2068.416 196.3008 470.2031 -0.3789334 0.2114277
Moved 2068.447 194.8729 457.2373 -0.3822387 0.1780794
Moved 2068.478 194 444.4705 -0.3842593 0.145243
Moved 2068.508 193 431.4529 -0.3865741 0.1117616
Moved 2068.539 192 419.4009 -0.3888888 0.08076369
Moved 2068.57 191.2049 410.6146 -0.3907295 0.05816491
Moved 2068.601 191 401.3556 -0.3912037 0.03435072
Moved 2068.631 191 395.3885 -0.3912037 0.01900327
Moved 2068.662 191 390.3818 -0.3912037 0.006126082
Moved 2068.693 191 384.9902 -0.3912037 -0.007741205
Moved 2068.723 191 379.4717 -0.3912037 -0.02193506
Moved 2068.754 202.0111 372.9778 -0.3657151 -0.03863731
Moved 2068.785 210.2644 365.0517 -0.3466102 -0.05902349
Moved 2068.815 224.076 352.2827 -0.3146389 -0.09186568
Moved 2068.846 239.6568 341.1716 -0.2785723 -0.1204433
Moved 2068.877 256.2545 330.8727 -0.2401516 -0.1469323
Moved 2068.908 273.3552 323.4918 -0.2005667 -0.1659162
Moved 2068.938 288.6014 317.1594 -0.1652746 -0.1822032
Moved 2068.969 305.0526 310.6491 -0.1271931 -0.1989478
Moved 2069 321.5344 303.7328 -0.08904084 -0.2167366
Moved 2069.031 336.0838 298.3054 -0.05536149 -0.2306962
Moved 2069.061 349.417 291.1873 -0.02449761 -0.249004
Moved 2069.092 359.0928 286.6357 -0.00210007 -0.2607106
Moved 2069.123 370.1493 280.3403 0.02349377 -0.2769026
Moved 2069.153 381.595 273.9366 0.04998843 -0.2933728
Moved 2069.184 390.8308 268.4461 0.07136772 -0.3074946
Moved 2069.215 399.1006 261.9329 0.09051064 -0.3242467
Moved 2069.245 407.0764 255.9236 0.1089732 -0.3397028
Moved 2069.276 414.4431 248.5569 0.1260258 -0.35865
Moved 2069.307 420.9367 243.0634 0.1410571 -0.3727795
Moved 2069.338 425.7166 238.2834 0.1521217 -0.3850734
Moved 2069.368 429.1258 235.8741 0.1600134 -0.3912703
Moved 2069.399 432.7593 232.1204 0.1684244 -0.4009251
Moved 2069.43 435.6283 230.3717 0.1750655 -0.4054227
Moved 2069.46 437.3855 229 0.1791331 -0.4089506
Moved 2069.491 438.3634 227.6366 0.1813968 -0.4124573
Moved 2069.522 439.5966 227 0.1842512 -0.4140947
Moved 2069.552 440.5 227 0.1863426 -0.4140947
Moved 2069.583 441 242.9321 0.1875 -0.373117
Moved 2069.614 431.8059 264.4854 0.1662173 -0.3176817
Moved 2069.645 423.079 286.1489 0.1460163 -0.2619629
Moved 2069.676 415.8839 303.2903 0.1293609 -0.2178748
Moved 2069.706 408.9726 319.7397 0.1133626 -0.1755667
Moved 2069.737 398.1032 342.7935 0.08820195 -0.1162719
Moved 2069.768 391.063 357.874 0.07190515 -0.07748474
Moved 2069.798 385.5508 369.8984 0.05914539 -0.04655775
Moved 2069.829 379.5335 381.933 0.04521648 -0.01560454
Moved 2069.86 374.1942 392.6117 0.03285686 0.01186131
Moved 2069.89 369.6649 402.0026 0.0223725 0.03601498
Moved 2069.921 365.1415 410.2877 0.01190176 0.05732426
Moved 2069.952 360.4854 417.5146 0.001123548 0.07591208
Moved 2069.983 356.4164 425.1671 -0.008295278 0.09559438
Moved 2070.013 352.6661 432.0016 -0.01697659 0.1131729
Moved 2070.044 348.323 440.3539 -0.02703001 0.1346551
Moved 2070.075 344 448.5 -0.03703703 0.1556069
Moved 2070.105 340.7108 455.5783 -0.04465083 0.1738124
Moved 2070.136 337.9523 461.0954 -0.05103633 0.1880025
Moved 2070.167 335.6302 464.7396 -0.05641162 0.1973754
Moved 2070.198 332.7631 469.2369 -0.0630483 0.2089425
Moved 2070.228 331 474.0084 -0.06712963 0.221215
Moved 2070.259 328.2474 478.5051 -0.07350132 0.2327806
Moved 2070.29 326.8548 484.2905 -0.07672509 0.2476606
Moved 2070.32 325 490.7929 -0.08101851 0.264385
Moved 2070.351 324 496.2839 -0.08333336 0.2785079
Moved 2070.382 324 500.3841 -0.08333336 0.2890537
Moved 2070.413 323 505.6357 -0.08564815 0.302561
Moved 2070.443 323 509.567 -0.08564815 0.3126724
Moved 2070.474 323 512.3228 -0.08564815 0.3197601
Moved 2070.505 323 514.7943 -0.08564815 0.326117
Moved 2070.535 323 516.0959 -0.08564815 0.3294646
Ended 2070.566 323 517 -0.08564815 0.33179
Candidates 2070.658 13 want rant range went sent teacher frame debt tent really france trent rent
Began 2071.272 331 499 -0.06712963 0.2854938
Stationary 2071.303 331 499 -0.06712963 0.2854938
Stationary 2071.334 331 499 -0.06712963 0.2854938
Stationary 2071.365 331 499 -0.06712963 0.2854938
Stationary 2071.395 331 499 -0.06712963 0.2854938
Stationary 2071.426 331 499 -0.06712963 0.2854938
Stationary 2071.457 331 499 -0.06712963 0.2854938
Stationary 2071.488 331 499 -0.06712963 0.2854938
Stationary 2071.518 331 499 -0.06712963 0.2854938
