the back yard of our house
the back yard of our house
Basic
Radial

0.6 0.6
432 388.8
Began 1519.108 270 543 -0.2083333 0.3986624
Stationary 1519.139 270 543 -0.2083333 0.3986624
Moved 1519.17 289.0238 530.181 -0.1642967 0.3656917
Moved 1519.2 305.7676 514.2789 -0.125538 0.3247914
Moved 1519.231 319.1814 499.8187 -0.09448756 0.2875993
Moved 1519.262 331.5406 484.3513 -0.06587818 0.247817
Moved 1519.293 341.3961 471.7549 -0.0430647 0.215419
Moved 1519.323 349.5 460 -0.02430553 0.1851851
Moved 1519.354 357.167 449.833 -0.006557902 0.1590354
Moved 1519.385 363.4001 440.7998 0.007870695 0.1358018
Moved 1519.415 369.084 432.374 0.02102782 0.1141305
Moved 1519.446 372.9709 425.0874 0.03002524 0.09538933
Moved 1519.477 375.7196 417.5608 0.03638794 0.0760308
Moved 1519.508 378.4863 409.5412 0.04279226 0.05540432
Moved 1519.538 380 402.5108 0.04629632 0.03732191
Moved 1519.569 382.7149 396.8552 0.05258083 0.02277559
Moved 1519.6 385.4742 389.5773 0.05896817 0.004056648
Moved 1519.63 388.2322 385.7678 0.06535242 -0.005741433
Moved 1519.661 389 382.0126 0.06712963 -0.01539984
Moved 1519.692 390.0339 380.9661 0.06952295 -0.01809132
Moved 1519.723 390 379.6424 0.06944448 -0.0214959
Moved 1519.753 382.6115 380 0.05234142 -0.02057613
Moved 1519.784 366.5 393.5 0.0150463 0.01414597
Moved 1519.815 349.6353 405.3039 -0.02399231 0.04450582
Moved 1519.846 332.0729 419.1059 -0.06464596 0.08000483
Moved 1519.876 316.1663 431.8337 -0.1014669 0.112741
Moved 1519.907 305.9974 442.0032 -0.1250059 0.138897
Moved 1519.938 294.7527 452.9964 -0.1510354 0.1671718
Moved 1519.969 284.9718 464.0283 -0.1736765 0.1955458
Moved 1519.999 274.9897 475.0103 -0.1967831 0.2237918
Moved 1520.03 268.0096 482.6538 -0.2129407 0.2434511
Moved 1520.061 261.1735 490.2397 -0.228765 0.262962
Moved 1520.091 256.8399 495.3203 -0.2387966 0.2760294
Moved 1520.122 252.0903 499.8195 -0.2497911 0.2876014
Moved 1520.153 248.6194 503.3806 -0.2578254 0.2967606
Moved 1520.184 244.8851 506 -0.2664698 0.3034978
Moved 1520.214 242.5 510 -0.2719907 0.3137859
Moved 1520.245 240.5 511.5 -0.2766204 0.317644
Moved 1520.276 240 513.0445 -0.2777777 0.3216165
Stationary 1520.307 240 513.0445 -0.2777777 0.3216165
Ended 1520.337 240 514 -0.2777777 0.324074
Candidates 1520.429 13 the where there what she other edge refer he register wife else enter
Began 1521.044 186 421 -0.4027778 0.08487643
Stationary 1521.075 186 421 -0.4027778 0.08487643
Moved 1521.105 197.1833 421 -0.3768905 0.08487643
Moved 1521.136 209.1913 421 -0.3490941 0.08487643
Moved 1521.167 222.1759 421 -0.3190374 0.08487643
Moved 1521.198 240.717 421 -0.2761181 0.08487643
Moved 1521.228 259.9557 421 -0.231584 0.08487643
Moved 1521.259 274.3475 421 -0.1982697 0.08487643
Moved 1521.29 288.9036 421 -0.1645749 0.08487643
Moved 1521.321 299.2563 421 -0.1406104 0.08487643
Moved 1521.351 307.4459 421 -0.121653 0.08487643
Moved 1521.382 312.3458 421 -0.1103106 0.08487643
Moved 1521.413 314.9918 421 -0.1041857 0.08487643
Ended 1521.443 316.3771 421 -0.1009789 0.08487643
Accept 1521.505 0 the
Began 1521.812 323 242 -0.08564815 -0.3755144
Stationary 1521.843 323 242 -0.08564815 -0.3755144
Stationary 1521.874 323 242 -0.08564815 -0.3755144
Stationary 1521.904 323 242 -0.08564815 -0.3755144
Stationary 1521.935 323 242 -0.08564815 -0.3755144
Stationary 1521.966 323 242 -0.08564815 -0.3755144
Moved 1521.997 316.3188 247.9388 -0.1011138 -0.3602397
Moved 1522.027 304.3858 257.4913 -0.1287366 -0.3356705
Moved 1522.058 289.3261 269.7391 -0.163597 -0.3041689
Moved 1522.089 278.2514 280.7486 -0.1892329 -0.2758524
Moved 1522.119 267.2609 291.7391 -0.2146739 -0.2475847
Moved 1522.15 256.8029 300.3577 -0.2388821 -0.2254176
Moved 1522.181 244.0646 310.7612 -0.268369 -0.1986594
Moved 1522.212 234.0269 319.9731 -0.2916045 -0.1749664
Moved 1522.242 225.7562 329.3251 -0.3107496 -0.1509128
Moved 1522.273 215.9281 340.0719 -0.3334997 -0.1232719
Moved 1522.304 204.8959 351.1041 -0.3590373 -0.09489687
Moved 1522.335 190.914 361.0688 -0.3914027 -0.06926752
Moved 1522.365 181.5 369.5 -0.4131944 -0.04758238
Moved 1522.396 171.4196 376.5804 -0.4365287 -0.02937152
Moved 1522.427 164.0984 381.9016 -0.453476 -0.01568516
Moved 1522.457 159.2948 386.7051 -0.4645953 -0.003330482
Moved 1522.488 155.8689 390.131 -0.4725256 0.005480998
Moved 1522.519 154.0803 392.9197 -0.476666 0.01265357
Moved 1522.55 154 395.6813 -0.4768519 0.01975632
Moved 1522.58 154 398.4407 -0.4768519 0.0268537
Moved 1522.611 179.6718 399 -0.4174264 0.02829214
Moved 1522.642 205.0062 388.1227 -0.358782 0.0003154582
Moved 1522.673 228.4101 377.4844 -0.3046063 -0.02704628
Moved 1522.703 246.7842 358.0851 -0.2620736 -0.07694165
Moved 1522.734 265.7245 339.2755 -0.2182303 -0.1253203
Moved 1522.765 279.4845 324.5156 -0.1863786 -0.1632831
Moved 1522.796 291.169 307.7465 -0.159331 -0.2064135
Moved 1522.826 298.8337 296.5551 -0.1415887 -0.2351979
Moved 1522.857 305.4855 287.2717 -0.126191 -0.2590748
Moved 1522.888 310.3616 279.6384 -0.1149037 -0.2787079
Moved 1522.918 311.7357 278.2643 -0.1117229 -0.2822421
Moved 1522.949 313.1143 275.8857 -0.1085317 -0.2883599
Moved 1522.98 314.903 276 -0.1043911 -0.288066
Moved 1523.01 334.9169 292.5974 -0.05806272 -0.245377
Moved 1523.041 375.5456 326.3182 0.03598511 -0.1586465
Moved 1523.072 402.5386 349.904 0.09846906 -0.09798364
Moved 1523.103 428.5351 372.5351 0.158646 -0.03977606
Moved 1523.133 447.2464 390.2465 0.2019593 0.005777932
Moved 1523.164 459.5299 401.3975 0.2303934 0.03445845
Moved 1523.195 467.6772 409.6772 0.2492527 0.05575407
Moved 1523.226 474.6273 415.6274 0.2653411 0.07105795
Moved 1523.256 479.111 419.0555 0.2757199 0.07987513
Moved 1523.287 481.5 421.5 0.28125 0.08616251
Moved 1523.318 483.0942 423.0942 0.2849402 0.09026272
Moved 1523.349 484.3567 424.3567 0.2878626 0.09350992
Ended 1523.379 485.1482 425.1483 0.289695 0.0955458
Candidates 1523.441 13 back bank call cash ball nacl naacp fall basal crack jack camp hall
Began 1524.055 207 410 -0.3541667 0.05658428
Stationary 1524.086 207 410 -0.3541667 0.05658428
Moved 1524.117 226.0187 410 -0.3101418 0.05658428
Moved 1524.148 244.5 410 -0.2673611 0.05658428
Moved 1524.178 261.894 410 -0.2270973 0.05658428
Moved 1524.209 283.8893 410 -0.1761821 0.05658428
Moved 1524.24 303.3767 410 -0.1310724 0.05658428
Moved 1524.27 316.5816 410 -0.1005056 0.05658428
Moved 1524.301 328.5713 410 -0.07275159 0.05658428
Moved 1524.332 338.5233 410 -0.04971449 0.05658428
Moved 1524.363 348.4465 410 -0.02674426 0.05658428
Moved 1524.393 355.2045 410 -0.01110062 0.05658428
Moved 1524.424 361.6962 410 0.003926357 0.05658428
Moved 1524.455 366.0937 410 0.01410574 0.05658428
Moved 1524.485 369.8434 410 0.02278576 0.05658428
Moved 1524.516 371.1197 417.8381 0.02574007 0.07674394
Moved 1524.547 373.5 417 0.03125002 0.0745884
Ended 1524.578 373.5 417 0.03125002 0.0745884
Accept 1524.67 0 back
Began 1525.008 351 524 -0.02083332 0.3497942
Stationary 1525.039 351 524 -0.02083332 0.3497942
Stationary 1525.069 351 524 -0.02083332 0.3497942
