the bathroom is good for reading
the bathroom is good for reading
FixStart
List

0.6 0.6
432 388.8
Began 3604.113 456 368 0.2222222 -0.05144041
Stationary 3604.144 456 368 0.2222222 -0.05144041
Stationary 3604.174 456 368 0.2222222 -0.05144041
Moved 3604.205 444.587 388.413 0.1958031 0.001062189
Moved 3604.236 436.6032 419.949 0.1773222 0.08217336
Moved 3604.266 429.0938 447.9896 0.1599392 0.1542941
Moved 3604.297 424.6062 473.5443 0.1495514 0.2200211
Moved 3604.328 421.8623 491.8259 0.1431999 0.267042
Moved 3604.358 422 503.3427 0.1435185 0.2966633
Moved 3604.389 422 512.0129 0.1435185 0.318963
Moved 3604.42 422 517.1873 0.1435185 0.3322718
Moved 3604.451 422 519.5 0.1435185 0.3382201
Moved 3604.481 422 521.5 0.1435185 0.3433641
Moved 3604.512 422 522.3106 0.1435185 0.345449
Stationary 3604.543 422 522 0.1435185 0.3446501
Moved 3604.573 430.1612 522 0.1624102 0.3446501
Moved 3604.604 435.9476 515.1835 0.1758046 0.3271179
Moved 3604.635 441.4782 506.5218 0.188607 0.3048399
Moved 3604.666 446.9901 498.5148 0.201366 0.2842458
Moved 3604.696 452.7902 487.2798 0.2147921 0.2553492
Moved 3604.727 458.383 472.5425 0.2277383 0.2174447
Moved 3604.758 462.4571 457.7145 0.2371692 0.1793067
Moved 3604.788 467.2169 441.4819 0.2481873 0.1375561
Moved 3604.819 471.3745 424.8148 0.2578114 0.09468827
Moved 3604.85 476.9279 405.7523 0.2706665 0.04565922
Moved 3604.881 480.2014 390.9932 0.2782439 0.007698584
Moved 3604.911 484.7327 372.871 0.2887332 -0.03891203
Moved 3604.942 488.4199 356.9006 0.2972682 -0.07998815
Moved 3604.973 490.1628 347.3489 0.3013028 -0.1045554
Moved 3605.003 491 340.2682 0.3032407 -0.1227671
Moved 3605.034 492 336.7705 0.3055556 -0.1317631
Moved 3605.065 493.0632 332.9368 0.3080167 -0.1416235
Moved 3605.095 493 332 0.3078704 -0.144033
Stationary 3605.126 493 332 0.3078704 -0.144033
Moved 3605.157 472.7155 350.2845 0.2609155 -0.09700484
Moved 3605.188 453.8517 373.6854 0.2172493 -0.03681748
Moved 3605.219 435.7434 397.3207 0.1753319 0.02397306
Moved 3605.249 418.2636 415.7364 0.1348695 0.07133837
Moved 3605.279 401.7692 435.6411 0.09668797 0.1225336
Moved 3605.311 385.045 454.955 0.05797466 0.1722092
Moved 3605.341 367.6327 472.3673 0.01766831 0.2169941
