traveling requires a lot of fuel
Moved 664.5991 250.0986 365.8224 -0.2544013 -0.006671419
Moved 664.621 255.7877 358.7654 -0.2412323 -0.02829215
Moved 664.644 271.3171 337.0244 -0.2052845 -0.09490088
Moved 664.6661 278.8216 326.6498 -0.187913 -0.1266857
Moved 664.6892 291 307.5 -0.1597222 -0.1853554
Moved 664.7109 297.4693 299.143 -0.144747 -0.210959
Moved 664.7329 310 282.5 -0.1157407 -0.2619485
Moved 664.7542 316.0205 272.9658 -0.1018043 -0.2911589
Moved 664.7888 324.7561 261.3659 -0.08158316 -0.3266976
Moved 664.8113 330.6362 252.0457 -0.06797174 -0.3552522
Moved 664.8344 332.8559 248.2882 -0.06283358 -0.3667641
Moved 664.8559 335.5 243 -0.05671298 -0.3829657
Moved 664.877 336.0802 241.8396 -0.05536988 -0.3865209
Stationary 664.8982 336.0802 241.8396 -0.05536988 -0.3865209
Moved 664.9202 338.081 240 -0.05073836 -0.3921569
Stationary 664.9421 338.081 240 -0.05073836 -0.3921569
Stationary 664.9698 338 240 -0.05092591 -0.3921569
Moved 664.9924 328.4176 270.0383 -0.07310732 -0.3001276
Moved 665.0286 324.1089 299.1289 -0.08308128 -0.211002
Moved 665.0516 321.4368 319.2242 -0.08926675 -0.1494357
Moved 665.074 315.8427 346.1014 -0.1022161 -0.06709109
Moved 665.0959 312.8025 357.3889 -0.1092536 -0.03250973
Moved 665.1187 307.0679 379.2623 -0.1225279 0.03450459
Moved 665.1406 306.5 382 -0.1238426 0.04289216
Moved 665.1636 301.1374 401.1566 -0.1362561 0.1015828
Moved 665.1865 298.2552 408.4896 -0.1429277 0.1240489
Moved 665.2084 292.5096 419.9807 -0.1562277 0.1592546
Moved 665.2296 288.4317 425.7578 -0.1656673 0.1769539
Moved 665.2642 281.9475 434.7366 -0.1806771 0.2044627
Moved 665.2856 271.8914 448.2173 -0.2039552 0.2457637
Moved 665.3062 269.0177 451.9822 -0.2106071 0.2572985
Moved 665.3263 266.1519 456.2722 -0.217241 0.2704417
Moved 665.3472 262.7085 462.5829 -0.2252117 0.2897762
Moved 665.3677 263 462.4024 -0.2245371 0.2892231
Moved 665.3888 263 463.8414 -0.2245371 0.2936318
Moved 665.4088 263 464.5 -0.2245371 0.2956496
Moved 665.4291 263 465.1415 -0.2245371 0.2976148
Stationary 665.4491 263 465 -0.2245371 0.2971814
Moved 665.4818 271.5858 465 -0.2046624 0.2971814
Moved 665.5026 310.6334 439.2095 -0.1142745 0.2181663
Moved 665.5229 333.8183 426.2966 -0.0606057 0.1786047
Moved 665.5443 357.6994 414.227 -0.005325526 0.1416268
Moved 665.5648 395.1241 395.1504 0.0813057 0.08318134
Moved 665.5856 411.1891 387.8451 0.1184933 0.06079987
Moved 665.6059 423.1457 383.1954 0.1461706 0.04655455
Moved 665.6265 446.9074 371.5463 0.2011746 0.01086478
Moved 665.6468 455.5299 367.235 0.2211339 -0.002343608
Moved 665.6669 465.1422 359.8781 0.2433846 -0.02488323
Moved 665.7003 478.9797 352.0068 0.2754161 -0.04899886
Moved 665.7212 483.2915 349.5695 0.285397 -0.05646594
Moved 665.7416 485.8618 348.1382 0.2913467 -0.06085115
Moved 665.7631 489.7365 346.2635 0.3003161 -0.06659462
Moved 665.7835 492.3408 346 0.3063445 -0.06740196
Moved 665.804 493.5 346 0.3090277 -0.06740196
Moved 665.8243 496.094 346 0.3150324 -0.06740196
Moved 665.8445 497 346 0.3171296 -0.06740196
Stationary 665.8645 497 346 0.3171296 -0.06740196
Moved 665.884 497 353.7256 0.3171296 -0.04373289
Moved 665.9168 474.9793 391.4641 0.2661557 0.07188769
Moved 665.9426 463.641 414.718 0.2399097 0.1431312
Moved 665.963 446.5585 446.1947 0.2003669 0.2395671
Moved 665.9831 438.2819 462.4363 0.1812081 0.2893269
Moved 666.0035 433.2971 472.5411 0.1696692 0.3202852
Moved 666.024 428.9496 486.1514 0.1596054 0.3619833
Moved 666.0444 428 490.0209 0.1574074 0.3738385
Moved 666.0644 427.0574 492.8852 0.1552255 0.382614
Moved 666.0846 427 493.6899 0.1550926 0.3850794
Stationary 666.1099 427 494.3724 0.1550926 0.3871702
Stationary 666.1419 427 494 0.1550926 0.3860295
Moved 666.1619 425 479.0759 0.150463 0.340306
Moved 666.1817 423.8602 470.1614 0.1478246 0.3129946
Moved 666.202 424 456.3011 0.1481481 0.2705305
Moved 666.2222 424 441.9329 0.1481481 0.22651
Moved 666.2425 424 413.429 0.1481481 0.1391821
Moved 666.2625 424 396.3706 0.1481481 0.08691984
Moved 666.2823 426.8586 382.9163 0.1547652 0.04569961
Moved 666.3022 432 358.1113 0.1666667 -0.03029627
Moved 666.3219 434.7107 344.6038 0.1729414 -0.07167966
Moved 666.3547 436 315 0.1759259 -0.1623775
Moved 666.3749 437 307.2156 0.1782407 -0.1862266
Moved 666.3986 438 286.9202 0.1805556 -0.2484064
Moved 666.4188 438 279.2546 0.1805556 -0.2718916
Moved 666.4396 438 267.5372 0.1805556 -0.3077904
Moved 666.4598 438 263.2251 0.1805556 -0.3210016
Moved 666.4797 438 261.442 0.1805556 -0.3264644
Moved 666.5006 438 258.7728 0.1805556 -0.3346422
Moved 666.5204 438 257.5 0.1805556 -0.3385417
Moved 666.5403 429.5644 258 0.1610288 -0.3370098
Moved 666.575 420.0846 258 0.1390847 -0.3370098
Moved 666.5972 407.5387 268.4458 0.1100434 -0.3050067
Moved 666.6197 400.3718 269.7769 0.09345323 -0.3009286
Moved 666.6417 387.6285 279.3715 0.06395499 -0.2715335
Moved 666.6638 379.68 287.32 0.04555553 -0.2471813
Moved 666.6872 369.6567 299.015 0.02235343 -0.2113512
Moved 666.7089 361.6851 309.7532 0.003900727 -0.1784523
Moved 666.7318 347.4133 333.9778 -0.02913589 -0.1042345
Moved 666.753 341.4154 343.6409 -0.0430198 -0.07462951
Moved 666.775 337.106 351.788 -0.05299534 -0.04966923
Moved 666.8112 330 367.6272 -0.06944443 -0.001142165
Moved 666.8331 330 370.7887 -0.06944443 0.0085438
Ended 666.8544 330 372 -0.06944443 0.012255
Candidates 666.9205 5 traveling teaching everything developing reaching
Began 667.4298 354 357 -0.01388888 -0.03370098
Moved 667.4619 344.7502 395.9988 -0.03530055 0.08578058
Moved 667.4856 344 420.9969 -0.03703703 0.1623681
Moved 667.5087 344 461.3643 -0.03703703 0.2860427
Ended 667.5325 362 500 0.004629592 0.4044118
Accept 667.5559 traveling
Began 668.8071 331 454 -0.06712963 0.2634804
Stationary 668.8345 331 454 -0.06712963 0.2634804
Stationary 668.8563 331 454 -0.06712963 0.2634804
Stationary 668.8793 331 454 -0.06712963 0.2634804
Stationary 668.9014 331 454 -0.06712963 0.2634804
Moved 668.9291 312.2538 445.9554 -0.1105235 0.238834
Moved 668.9532 295.7647 446 -0.1486927 0.2389706
Moved 668.9891 281.3466 444 -0.1820681 0.2328433
Moved 669.0161 269.6446 443 -0.209156 0.2297794
Moved 669.0384 266.2987 443 -0.2169011 0.2297794
Moved 669.0605 260.5387 443 -0.2302345 0.2297794
Moved 669.083 258.8613 443 -0.2341174 0.2297794
Moved 669.1055 256.9867 443 -0.2384567 0.2297794
Stationary 669.1266 257 443 -0.2384259 0.2297794
Stationary 669.1481 257 443 -0.2384259 0.2297794
Moved 669.1691 255.6772 443 -0.2414881 0.2297794
Moved 669.2021 254.9329 443 -0.243211 0.2297794
Stationary 669.2232 254.9329 443 -0.243211 0.2297794
Moved 669.2446 254 443 -0.2453704 0.2297794
Moved 669.266 251.4949 443 -0.2511692 0.2297794
Moved 669.2881 249.8033 443 -0.2550851 0.2297794
Moved 669.3102 243.8275 451.0575 -0.2689177 0.2544654
Moved 669.3331 239.5635 451 -0.2787883 0.2542892
Moved 669.355 233.2881 452 -0.2933145 0.257353
Moved 669.3777 231.3803 453.3099 -0.2977308 0.261366
Moved 669.4028 225.4083 455.2958 -0.3115549 0.2674505
Moved 669.4387 219.4938 455 -0.3252458 0.2665441
Moved 669.4608 209.8278 457.043 -0.3476208 0.2728035
Moved 669.4831 204.5085 458.0983 -0.3599339 0.2760364
Moved 669.5059 181.8748 461.0179 -0.4123268 0.2849813
Moved 669.5284 168.9081 462.4547 -0.4423423 0.2893831
Moved 669.5515 152.3416 468.6633 -0.4806907 0.3084048
Moved 669.5789 144.7135 469.7621 -0.4983483 0.3117713
Moved 669.6022 139.7214 471 -0.5099042 0.3155637
Moved 669.6247 139 471 -0.511574 0.3155637
Moved 669.6487 139 472 -0.511574 0.3186275
Stationary 669.6841 139 472 -0.511574 0.3186275
Moved 669.707 157.1638 472 -0.4695282 0.3186275
Moved 669.7294 172.4719 468.808 -0.4340928 0.3088482
Moved 669.752 208.2379 458.022 -0.3513012 0.2758029
Moved 669.775 223.5727 453.4855 -0.315804 0.2619041
Moved 669.8003 253 447 -0.2476852 0.2420344
Moved 669.8271 261.5 443.5 -0.2280093 0.2313112
Moved 669.8492 291.3425 436.8128 -0.1589295 0.2108236
Moved 669.8714 302.1594 433.9545 -0.1338902 0.2020664
Moved 669.8931 319.4405 429.1119 -0.0938877 0.18723
Moved 669.9283 329.1435 425.7141 -0.07142717 0.1768202
Moved 669.9503 333.4685 425.1772 -0.06141548 0.1751752
Moved 669.9728 343.0707 424 -0.03918812 0.1715687
Moved 669.9952 348.5174 422.8707 -0.0265801 0.1681087
Moved 670.0223 359.9745 422.0051 -5.905827E-05 0.1654569
Moved 670.0482 371.1292 422 0.02576202 0.1654412
Moved 670.0709 376.8761 422 0.03906509 0.1654412
Moved 670.0955 387.3385 422 0.06328364 0.1654412
Moved 670.1183 391.8129 422 0.07364094 0.1654412
Moved 670.1398 399.5177 433.5178 0.09147624 0.2007284
Moved 670.1769 404.6334 437.2667 0.103318 0.2122142
Moved 670.199 407 441.0291 0.1087963 0.223741
Moved 670.222 407 444.8754 0.1087963 0.2355252
Moved 670.2455 390.5 455.5 0.0706019 0.268076
Moved 670.2695 385.2477 459.8349 0.05844374 0.2813569
Moved 670.2925 369.7122 467.6439 0.02248198 0.3052816
Moved 670.3148 363.9703 471.7723 0.00919044 0.3179298
Moved 670.3427 353.5059 475.1235 -0.01503264 0.3281971
Moved 670.3657 348 476.5 -0.0277778 0.3324143
Moved 670.3876 336.5988 482.2006 -0.05416949 0.3498794
Moved 670.422 324.1395 485.9302 -0.08301034 0.361306
Moved 670.444 313.6663 487.8334 -0.1072539 0.3671368
Moved 670.4652 310.4889 488 -0.1146091 0.3676471
Moved 670.4871 306.0019 488 -0.1249957 0.3676471
Moved 670.5085 297.402 488 -0.1449028 0.3676471
Moved 670.5304 292.0835 488 -0.1572142 0.3676471
Moved 670.5528 282.5 488 -0.1793981 0.3676471
Moved 670.5745 279.1248 488 -0.187211 0.3676471
Moved 670.6007 274.0358 488 -0.1989912 0.3676471
Moved 670.6248 273.0904 488 -0.2011796 0.3676471
Moved 670.6646 272 488 -0.2037037 0.3676471
Moved 670.6902 272 481 -0.2037037 0.3462009
Moved 670.7117 272 479.9299 -0.2037037 0.3429225
Stationary 670.7332 272 479.9299 -0.2037037 0.3429225
Moved 670.7574 272 477.772 -0.2037037 0.3363113
Stationary 670.7801 272 477.772 -0.2037037 0.3363113
Moved 670.8022 272 476.8133 -0.2037037 0.3333741
Stationary 670.8259 272 477 -0.2037037 0.3339461
Moved 670.8503 280.7706 476 -0.1834013 0.3308824
Moved 670.8732 283.416 476 -0.1772779 0.3308824
Moved 670.9098 295 476 -0.150463 0.3308824
Moved 670.9315 301.6282 476 -0.1351199 0.3308824
Moved 670.9529 320.3421 476 -0.09180069 0.3308824
Moved 670.9748 329.3905 476 -0.07085531 0.3308824
Moved 671.0024 347.4661 476 -0.0290136 0.3308824
Moved 671.024 358.6853 476 -0.003043364 0.3308824
Moved 671.0468 374.5573 476 0.03369758 0.3308824
Moved 671.0699 381.7131 476 0.05026181 0.3308824
Moved 671.0945 397.0418 476 0.08574496 0.3308824
Moved 671.1168 404.2467 476 0.102423 0.3308824
Moved 671.1561 424.0912 485.9277 0.1483592 0.361298
Moved 671.1801 429.5695 483.8565 0.1610405 0.3549526
Moved 671.2054 439.196 485.732 0.1833242 0.3606986
Moved 671.2286 443.5044 486 0.1932972 0.3615196
Moved 671.2501 450.2794 487 0.2089801 0.3645834
Moved 671.2745 453.2242 488.1121 0.2157966 0.3679904
Moved 671.2994 458.933 488.9665 0.2290116 0.3706081
Moved 671.3223 462.8438 489 0.2380643 0.3707108
Moved 671.3442 463.5 489 0.2395834 0.3707108
Moved 671.3658 464.3497 490.3497 0.2415503 0.3748461
Moved 671.4107 465.5 490 0.244213 0.3737745
Moved 671.4386 465 490 0.2430555 0.3737745
Stationary 671.4601 465 490 0.2430555 0.3737745
Moved 671.4863 453.7224 490 0.21695 0.3737745
Moved 671.5092 443.3569 481.5892 0.1929558 0.3480063
Moved 671.5303 436.76 479.152 0.1776851 0.3405392
Moved 671.5521 424.1505 475.2876 0.1484965 0.3286998
Moved 671.573 416.1216 473.8536 0.129911 0.3243063
Moved 671.5939 411.2356 472.8471 0.1186009 0.3212228
Moved 671.616 396.5718 469.9144 0.08465707 0.3122377
Moved 671.652 385.2485 469 0.05844573 0.3094364
Moved 671.6736 379.5 469 0.0451388 0.3094364
Moved 671.7029 369.2757 469 0.02147158 0.3094364
Moved 671.7252 359.6116 468 -0.0008991361 0.3063726
Moved 671.7467 355.3084 468 -0.01086021 0.3063726
Moved 671.7685 347.8165 466 -0.02820254 0.300245
Moved 671.7897 343.5 464.5 -0.03819446 0.2956496
Moved 671.8134 340.5852 464.2926 -0.04494165 0.2950141
Moved 671.8359 332.5552 464 -0.06352971 0.2941177
Moved 671.8611 326.2893 464 -0.0780341 0.2941177
Moved 671.8988 319.5537 464 -0.09362574 0.2941177
Moved 671.9211 318.5 464 -0.0960648 0.2941177
Moved 671.9429 314.7749 464 -0.1046878 0.2941177
Moved 671.9674 311.9061 464 -0.1113285 0.2941177
Moved 671.9893 310.4722 464 -0.1146476 0.2941177
Moved 672.0114 309.0324 464 -0.1179806 0.2941177
Moved 672.0341 305.2543 474.9829 -0.1267262 0.3277663
Moved 672.0555 304.0665 473.9335 -0.1294757 0.3245511
Moved 672.0777 301.1978 476.8022 -0.1361161 0.33334
Moved 672.0992 299.7615 478.2385 -0.1394409 0.3377404
Moved 672.1341 297.5 479 -0.1446759 0.3400736
Moved 672.1567 296.3929 480 -0.1472387 0.3431373
Moved 672.1776 295.5 480 -0.1493056 0.3431373
Moved 672.2001 294.088 480 -0.1525741 0.3431373
Moved 672.2226 291.2944 480 -0.1590408 0.3431373
Moved 672.252 285.2419 467.2419 -0.1730512 0.3040499
Moved 672.2735 282.3487 460.3717 -0.1797484 0.2830016
Moved 672.2964 276.6063 448.2126 -0.1930409 0.2457496
Moved 672.3182 275.3701 443.1105 -0.1959024 0.2301178
Moved 672.3395 271.5 430.5 -0.2048611 0.1914829
Moved 672.3729 268.9768 418.9073 -0.2107017 0.1559662
Moved 672.3944 268.5613 414.684 -0.2116635 0.1430271
Moved 672.4167 268 407.3552 -0.212963 0.1205737
Moved 672.4374 267 403.4872 -0.2152778 0.1087229
Moved 672.4576 267 401.8071 -0.2152778 0.1035756
Moved 672.4784 266.2425 398.2425 -0.2170313 0.09265475
Moved 672.4988 266 396.8096 -0.2175926 0.08826476
Moved 672.5192 266 395.5 -0.2175926 0.08425245
Moved 672.5404 264.502 393.502 -0.2210603 0.07813108
Moved 672.5615 265 393 -0.2199074 0.0765931
Moved 672.5953 265 390.6492 -0.2199074 0.06939089
Moved 672.6157 265 387.3113 -0.2199074 0.0591646
Moved 672.6374 265 386.225 -0.2199074 0.05583632
Moved 672.6592 265 383.5773 -0.2199074 0.04772476
Ended 672.6835 277 381.5 -0.1921296 0.0413603
Candidates 672.786 5 required requires destroyed editors queries
Began 673.5885 373 390 0.0300926 0.06740196
Moved 673.6208 333.5 400.5 -0.06134262 0.09957113
Moved 673.6455 304.9387 399.9573 -0.1274567 0.0979086
Moved 673.6684 268.5428 401.8457 -0.2117066 0.1036939
Moved 673.6926 254.2669 402 -0.2447526 0.1041667
Ended 673.7146 254.2669 402 -0.2447526 0.1041667
Accept 673.7361 requires
Began 674.7759 109 439 -0.5810185 0.2175246
Stationary 674.821 109 439 -0.5810185 0.2175246
Ended 674.8447 109 439 -0.5810185 0.2175246
SingleKey 674.8867 q
Began 679.2835 33 439 -0.7569444 0.2175246
Stationary 679.3102 33 439 -0.7569444 0.2175246
Stationary 679.3328 33 439 -0.7569444 0.2175246
Stationary 679.3553 33 439 -0.7569444 0.2175246
Ended 679.3781 33 439 -0.7569444 0.2175246
SingleKey 679.405 q
Began 680.218 139 381 -0.511574 0.03982843
Stationary 680.2524 139 381 -0.511574 0.03982843
Stationary 680.2787 139 381 -0.511574 0.03982843
Stationary 680.3008 139 381 -0.511574 0.03982843
Ended 680.3259 139 381 -0.511574 0.03982843
SingleKey 680.3565 a
Began 681.6511 93 375 -0.6180555 0.02144608
Stationary 681.6819 93 375 -0.6180555 0.02144608
Stationary 681.7041 93 375 -0.6180555 0.02144608
Stationary 681.7265 93 375 -0.6180555 0.02144608
Stationary 681.7484 93 375 -0.6180555 0.02144608
Stationary 681.7703 93 375 -0.6180555 0.02144608
Ended 681.7917 93 375 -0.6180555 0.02144608
SingleKey 681.8264 a
Began 681.898 75 386 -0.6597222 0.05514706
Stationary 681.9276 75 386 -0.6597222 0.05514706
Stationary 681.9496 75 386 -0.6597222 0.05514706
Ended 681.9723 75 386 -0.6597222 0.05514706
SingleKey 681.9939 a
Began 682.0851 83 373 -0.6412038 0.01531863
Stationary 682.1169 83 373 -0.6412038 0.01531863
Ended 682.1426 83 373 -0.6412038 0.01531863
SingleKey 682.1746 a
Began 682.2529 81 375 -0.6458333 0.02144608
Stationary 682.285 81 375 -0.6458333 0.02144608
Ended 682.321 81 375 -0.6458333 0.02144608
SingleKey 682.3541 a
Began 682.4229 77 364 -0.6550926 -0.01225481
Stationary 682.453 77 364 -0.6550926 -0.01225481
Ended 682.4745 77 364 -0.6550926 -0.01225481
SingleKey 682.4991 a
Began 682.5908 68 374 -0.6759259 0.01838245
Ended 682.6223 68 374 -0.6759259 0.01838245
SingleKey 682.6506 a
Began 682.73 68 402 -0.6759259 0.1041667
Ended 682.7626 68 402 -0.6759259 0.1041667
SingleKey 682.7892 a
Began 682.8987 62 389 -0.6898147 0.06433833
Stationary 682.9292 62 389 -0.6898147 0.06433833
Ended 682.9505 62 389 -0.6898147 0.06433833
SingleKey 682.9918 a
Began 683.0538 68 364 -0.6759259 -0.01225481
Stationary 683.0862 68 364 -0.6759259 -0.01225481
Stationary 683.1086 68 364 -0.6759259 -0.01225481
Ended 683.1309 68 364 -0.6759259 -0.01225481
SingleKey 683.1589 a
Began 683.2233 58 376 -0.6990741 0.02450971
Stationary 683.2548 58 376 -0.6990741 0.02450971
Stationary 683.2773 58 376 -0.6990741 0.02450971
Ended 683.299 58 376 -0.6990741 0.02450971
SingleKey 683.3205 a
Began 683.3929 56 382 -0.7037036 0.04289216
Ended 683.4241 56 382 -0.7037036 0.04289216
SingleKey 683.4613 a
Backspace 685.2455
Began 687.6187 336 545 -0.05555556 0.5422794
Stationary 687.67 336 545 -0.05555556 0.5422794
Stationary 687.6999 336 545 -0.05555556 0.5422794
Ended 687.7218 336 545 -0.05555556 0.5422794
SingleKey 687.7617 t
Backspace 689.4528
Began 691.488 333 557 -0.06249999 0.5790441
Stationary 691.518 333 557 -0.06249999 0.5790441
Stationary 691.5405 333 557 -0.06249999 0.5790441
Stationary 691.5631 333 557 -0.06249999 0.5790441
Stationary 691.5868 333 557 -0.06249999 0.5790441
Moved 691.6099 320.4751 545.7276 -0.09149278 0.5445086
Moved 691.6334 320.4497 546.2249 -0.09155153 0.5460321
Moved 691.6562 315.6885 542.3442 -0.102573 0.5341429
Moved 691.6793 312.7504 540.8752 -0.109374 0.5296421
Moved 691.702 306.0239 537.0239 -0.1249446 0.5178429
Moved 691.7244 303.8434 535.9217 -0.129992 0.514466
Moved 691.7533 296.0653 532.0436 -0.1479969 0.5025845
Moved 691.7833 288.4372 528.1458 -0.1656547 0.4906427
Moved 691.8092 277.8395 522.5597 -0.1901863 0.4735285
Moved 691.8358 270.2809 519.7603 -0.2076832 0.4649518
Moved 691.8588 265.957 518.319 -0.2176921 0.4605362
Moved 691.8826 256 515.5 -0.2407407 0.4518995
Moved 691.9051 252.0741 515.0247 -0.2498285 0.4504432
Moved 691.9343 243 513 -0.2708333 0.4442402
Moved 691.957 237.0636 510.0159 -0.2845749 0.4350979
Moved 691.98 228.419 507.1396 -0.3045856 0.4262857
Moved 692.0185 222.5384 503.2692 -0.3181982 0.4144276
Moved 692.043 218.5 500.5 -0.3275463 0.4059436
Moved 692.0657 216.2942 500 -0.3326523 0.4044118
Moved 692.088 212.8516 496.8516 -0.3406213 0.3947659
Moved 692.1106 210.9869 494.9869 -0.3449378 0.389053
Moved 692.1345 204.3634 488.3634 -0.3602698 0.3687605
Moved 692.1569 200.0286 481.381 -0.3703041 0.3473684
Moved 692.1801 187.8818 465.2344 -0.3984218 0.2978997
Moved 692.2079 174.2318 442.1556 -0.430019 0.2271925
Moved 692.2303 168.4953 429.8644 -0.443298 0.1895355
Moved 692.2656 159.9966 413.9915 -0.4629708 0.1409052
Moved 692.2881 155.451 402.2551 -0.473493 0.1049484
Moved 692.311 153.0312 398.0312 -0.4790945 0.09200732
Moved 692.3343 152 388.4399 -0.4814814 0.06262218
Moved 692.3577 152 385.4215 -0.4814814 0.05337477
Moved 692.3801 152 379.284 -0.4814814 0.03457107
Moved 692.4018 152 377.7592 -0.4814814 0.02989956
Moved 692.424 152 372.8914 -0.4814814 0.01498606
Moved 692.4467 152 371.4512 -0.4814814 0.01057363
Moved 692.4698 152 368.5804 -0.4814814 0.001778322
Stationary 692.506 152 368.5804 -0.4814814 0.001778322
Moved 692.5275 160.4283 368 -0.4619715 0
Moved 692.5494 163.3018 368 -0.4553199 0
Moved 692.5731 164.7394 368 -0.4519921 0
Moved 692.5955 169 368 -0.4421296 0
Moved 692.6172 171.4219 368 -0.4365234 0
Moved 692.6548 187.0789 377 -0.4002802 0.02757353
Moved 692.6826 206.2619 377 -0.3558752 0.02757353
Moved 692.7113 217.6323 366.3677 -0.3295549 -0.005000806
Moved 692.7368 243.2639 346.5625 -0.2702224 -0.06567862
Moved 692.774 271.3168 319.6832 -0.2052852 -0.1480293
Moved 692.7987 293.9692 297.0308 -0.1528491 -0.21743
Moved 692.8257 312.6122 279.4753 -0.1096941 -0.2712153
Moved 692.8499 324 269.5 -0.08333336 -0.301777
Moved 692.8741 334.6451 258.3549 -0.05869194 -0.3359224
Moved 692.898 339.5877 254.7062 -0.04725069 -0.3471011
Moved 692.9208 340.7304 253.2695 -0.04460548 -0.3515027
Moved 692.9443 343.2445 251.7555 -0.03878579 -0.3561413
Moved 692.966 344.5 252 -0.03587961 -0.3553922
Moved 692.9888 345.0574 252 -0.03458932 -0.3553922
Moved 693.0262 330.7913 285.734 -0.06761282 -0.2520403
Moved 693.0494 327.5 298.5 -0.07523149 -0.2129289
Moved 693.0721 302.0003 371.5707 -0.1342586 0.01093958
Moved 693.1011 283.2213 403.6681 -0.1777285 0.1092773
Moved 693.1237 274.2982 418.1826 -0.1983838 0.1537456
Moved 693.1468 259.5 439.5 -0.2326389 0.2190564
Moved 693.1701 254.1681 449.2479 -0.2449813 0.2489212
Moved 693.1931 248.4252 458.1495 -0.2582749 0.2761934
Moved 693.2155 246.9915 460.0085 -0.2615937 0.2818887
Moved 693.2383 246 461 -0.2638889 0.2849264
Moved 693.2727 245 461 -0.2662037 0.2849264
Moved 693.2941 245 442.218 -0.2662037 0.2273836
Moved 693.3146 306.4445 355.7884 -0.123971 -0.03741302
Moved 693.3362 352.0614 314.5732 -0.01837641 -0.1636851
Moved 693.3603 421.9481 270.0311 0.1433984 -0.3001497
Moved 693.3843 440.3628 261.3587 0.186025 -0.3267196
Moved 693.408 473.7704 251.0765 0.2633574 -0.3582214
Moved 693.4304 488.1534 251 0.2966513 -0.358456
Moved 693.453 498.8297 251 0.321365 -0.358456
Moved 693.4818 502.4283 251 0.3296952 -0.358456
Moved 693.5208 506.6655 260.6655 0.3395034 -0.3288436
Moved 693.5455 508.5 263.5 0.34375 -0.3201594
Stationary 693.5688 508.5 263.5 0.34375 -0.3201594
