a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 326.4
Began 1121.575 447 250 0.2013889 -0.3615196
Moved 1121.637 431.1148 250 0.1646177 -0.3615196
Moved 1121.687 370.8048 263.7463 0.0250111 -0.3194045
Moved 1121.735 321.8756 264 -0.08825083 -0.3186274
Moved 1121.78 287.0557 264 -0.1688526 -0.3186274
Moved 1121.828 269.8322 255.708 -0.2087217 -0.3440318
Moved 1121.875 259.8065 255 -0.2319294 -0.3462009
Moved 1121.932 254 254 -0.2453704 -0.3492646
Moved 1121.982 250.7318 254 -0.2529357 -0.3492646
Ended 1122.031 249.9306 254 -0.2547903 -0.3492646
Candidates 1122.119 5 a as gas ass faa
Began 1122.515 404 253 0.1018518 -0.3523284
Moved 1122.572 404 280.9772 0.1018518 -0.2666138
Moved 1122.62 413 338.9026 0.1226852 -0.08914649
Moved 1122.671 415 360.2944 0.1273148 -0.02360793
Moved 1122.716 415 367.8938 0.1273148 -0.0003253713
Moved 1122.762 415 369.2316 0.1273148 0.003773465
Ended 1122.806 415 369 0.1273148 0.003063726
Accept 1122.899 a
Began 1123.287 404 211 0.1018518 -0.481005
Stationary 1123.343 404 211 0.1018518 -0.481005
Stationary 1123.399 404 211 0.1018518 -0.481005
Stationary 1123.443 404 211 0.1018518 -0.481005
Moved 1123.489 412.5 224 0.1215278 -0.4411764
Moved 1123.533 430.5 241 0.1631944 -0.3890932
Moved 1123.578 466.5916 266.5951 0.2467397 -0.3106768
Moved 1123.622 516.3517 294.8965 0.3619253 -0.2239689
Moved 1123.669 553.6072 308.1735 0.448165 -0.1832919
Moved 1123.713 583.1712 314.0571 0.5166 -0.1652662
Moved 1123.756 599.6588 319.8293 0.5547657 -0.1475818
Moved 1123.798 613.6655 325.4437 0.5871887 -0.1303809
Moved 1123.841 619.2155 328.2155 0.6000357 -0.1218889
Moved 1123.885 622 329 0.6064814 -0.1194852
Moved 1123.927 623 331.5 0.6087962 -0.111826
Moved 1123.971 623 332.3424 0.6087962 -0.109245
Moved 1124.016 610.4032 336.6492 0.5796369 -0.09605034
Moved 1124.06 591.097 340.5806 0.5349467 -0.08400534
Moved 1124.13 558.9611 345 0.460558 -0.07046569
Moved 1124.174 545.7921 345 0.4300743 -0.07046569
Moved 1124.219 533.9263 345 0.4026071 -0.07046569
Moved 1124.264 526.0216 345 0.3843093 -0.07046569
Moved 1124.31 521.2877 337 0.3733511 -0.0949754
Moved 1124.354 509.4911 330.6607 0.3460441 -0.1143973
Moved 1124.398 466.0988 290.2716 0.2455989 -0.2381385
Moved 1124.443 431.6809 252.2067 0.165928 -0.354759
Moved 1124.487 399.5 216.5 0.09143522 -0.4641543
Moved 1124.531 374.2859 186.5431 0.03306916 -0.5559342
Moved 1124.6 350.5576 157.0768 -0.02185737 -0.6462108
Moved 1124.646 336.7366 140.3154 -0.05385046 -0.6975631
Moved 1124.693 330.2779 131.2778 -0.06880119 -0.7252517
Moved 1124.737 327.2989 127.299 -0.075697 -0.737442
Moved 1124.795 325.5 126 -0.07986113 -0.7414216
Moved 1124.841 323.6148 126 -0.08422504 -0.7414216
Moved 1124.887 330.1919 184.8237 -0.06900022 -0.5612018
Moved 1124.933 344.5332 277.7321 -0.03580282 -0.276556
Moved 1124.982 349 337.9243 -0.02546296 -0.09214364
Moved 1125.028 349 357.8414 -0.02546296 -0.03112316
Moved 1125.102 349 367.1205 -0.02546296 -0.002694597
Moved 1125.15 349 369.2135 -0.02546296 0.003717834
Moved 1125.197 361.8182 372.3636 0.004208882 0.01336911
Moved 1125.244 378.6433 373 0.04315585 0.01531863
Moved 1125.292 394.9081 373 0.08080572 0.01531863
Moved 1125.34 431.5112 373 0.1655352 0.01531863
Moved 1125.39 470.19 373 0.2550696 0.01531863
Moved 1125.444 504.4185 373 0.334302 0.01531863
Moved 1125.493 517.7175 373 0.3650867 0.01531863
Stationary 1125.537 518 373 0.3657407 0.01531863
Moved 1125.607 423.7271 339.3976 0.1475163 -0.08762968
Moved 1125.655 368.144 322.786 0.01885186 -0.1385232
Moved 1125.702 331.3568 312.2448 -0.06630361 -0.1708186
