if you were not so stupid
if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 574.5571 487 561 0.2939814 0.4449587
Stationary 574.575 487 561 0.2939814 0.4449587
Stationary 574.5906 487 561 0.2939814 0.4449587
Stationary 574.6066 487 561 0.2939814 0.4449587
Stationary 574.621 487 561 0.2939814 0.4449587
Moved 574.6368 477.947 554.6629 0.2730254 0.4286596
Moved 574.6529 468.9514 549.9757 0.2522025 0.4166041
Moved 574.6692 462 546.5 0.2361111 0.4076646
Moved 574.6849 446.3395 539.5358 0.1998599 0.3897525
Moved 574.6991 432.0944 532.5472 0.1668852 0.3717777
Moved 574.714 417.9994 524.636 0.1342578 0.35143
Moved 574.7299 403.3852 517.1926 0.1004287 0.3322853
Moved 574.7451 387.0388 507.4233 0.06258975 0.3071586
Moved 574.7606 372.7204 500.8881 0.02944529 0.29035
Moved 574.7769 361.644 495.322 0.003805558 0.276034
Moved 574.7922 352.7032 492.9011 -0.01689076 0.2698072
Moved 574.8075 336.7696 485.3848 -0.05377417 0.2504751
Moved 574.8225 321.0555 478.2071 -0.09014919 0.232014
Moved 574.8383 307.5211 472.0505 -0.1214789 0.2161791
Moved 574.8535 295.1465 466.0732 -0.1501239 0.2008055
Moved 574.868 284.3893 459.3654 -0.1750247 0.1835528
Moved 574.8855 274.3012 453.6007 -0.1983768 0.168726
Moved 574.8999 267.7976 449.1984 -0.2134314 0.1574033
Moved 574.915 257.7783 443.1855 -0.2366244 0.1419379
Moved 574.9316 251.4524 439.7262 -0.2512675 0.1330405
Moved 574.9451 246.3105 435.8737 -0.2631701 0.1231317
Moved 574.9616 242.0071 432.0071 -0.2731318 0.1131868
Moved 574.9778 237.6828 429.1218 -0.2831418 0.1057659
Moved 574.9932 233.365 426.2433 -0.2931365 0.09836251
Moved 575.0079 231.0843 425.0422 -0.298416 0.09527304
Moved 575.023 229.6245 423.6245 -0.3017953 0.09162663
Moved 575.0385 226.3826 421.1913 -0.3092996 0.08536848
Moved 575.0538 224.758 421 -0.3130602 0.08487643
Moved 575.0699 223.322 419.322 -0.3163843 0.08056059
Moved 575.0847 221.895 417.895 -0.3196876 0.07689028
Moved 575.0996 222 416.5 -0.3194444 0.07330243
Ended 575.1151 222 416.5 -0.3194444 0.07330243
Candidates 575.2831 12 its ita is irs puts ours ira press us oed peers orf
Began 576.27 335 430 -0.05787035 0.1080246
Stationary 576.2876 335 430 -0.05787035 0.1080246
Stationary 576.3027 335 430 -0.05787035 0.1080246
Ended 576.3181 335 430 -0.05787035 0.1080246
NextCandidatePanel 576.3773
Began 576.7956 349 421 -0.02546296 0.08487643
Stationary 576.8113 349 421 -0.02546296 0.08487643
Stationary 576.8263 349 421 -0.02546296 0.08487643
Stationary 576.8417 349 421 -0.02546296 0.08487643
Stationary 576.8567 349 421 -0.02546296 0.08487643
Ended 576.8732 349 421 -0.02546296 0.08487643
NextCandidatePanel 576.9323
Began 576.9482 337 413 -0.05324075 0.06430033
Stationary 576.9662 337 413 -0.05324075 0.06430033
Stationary 576.9818 337 413 -0.05324075 0.06430033
Stationary 576.9955 337 413 -0.05324075 0.06430033
Stationary 577.0108 337 413 -0.05324075 0.06430033
Ended 577.0278 337 413 -0.05324075 0.06430033
Cancel 577.0881
Began 577.4869 450 529 0.2083333 0.3626543
Stationary 577.507 450 529 0.2083333 0.3626543
Stationary 577.5212 450 529 0.2083333 0.3626543
Stationary 577.5397 450 529 0.2083333 0.3626543
Stationary 577.5519 450 529 0.2083333 0.3626543
Moved 577.5673 439.1599 511.8998 0.1832406 0.3186723
Moved 577.5833 436.2945 508.4418 0.1766077 0.3097781
Moved 577.599 433.1379 503.2299 0.1693008 0.296373
Moved 577.6144 428.8701 497.4935 0.1594217 0.2816191
Moved 577.6304 422.7501 490.7501 0.1452548 0.2642747
Moved 577.6431 415.8145 482.5775 0.1292003 0.2432546
Moved 577.6595 408.2573 473.5798 0.1117067 0.2201125
Moved 577.6758 400.3956 465.3956 0.09350825 0.1990626
Moved 577.6905 392.7301 457.7301 0.07576416 0.1793469
Moved 577.7057 386.3632 452.136 0.06102602 0.1649588
Moved 577.7218 378.1619 444.1619 0.04204134 0.1444492
Moved 577.7372 371.2769 438.2769 0.02610385 0.1293128
Moved 577.7526 365.9866 432.9866 0.01385778 0.1157061
Moved 577.7678 360.2483 428.6862 0.0005747874 0.1046455
Moved 577.7842 355.4615 424.4614 -0.01050587 0.09377934
Moved 577.7985 350.2594 420.4446 -0.02254769 0.08344787
Moved 577.8138 343.5 416.5 -0.03819446 0.07330243
Moved 577.8301 341.5105 413.5105 -0.04279976 0.06561338
Moved 577.844 338.6353 409.453 -0.04945521 0.05517744
Moved 577.8604 335.7568 407.7568 -0.05611852 0.05081463
Moved 577.8755 332.8854 403.8282 -0.06276518 0.04071031
Moved 577.8911 330.0161 402.5081 -0.06940722 0.03731492
Moved 577.9067 327.1143 399.1143 -0.07612442 0.02858601
Moved 577.9221 324.2588 396.2589 -0.08273423 0.02124186
Moved 577.9377 322.3383 394.3383 -0.08717994 0.01630206
Moved 577.9535 318.3489 390.2326 -0.09641459 0.005742257
Moved 577.9681 315.3626 387.3626 -0.1033274 -0.001639456
Moved 577.9833 313.2417 385.2417 -0.1082368 -0.007094434
Moved 578.0003 310.6058 382.6058 -0.1143385 -0.01387412
Moved 578.0146 309.366 381.366 -0.1172084 -0.01706292
Moved 578.0309 307.9373 379.9373 -0.1205155 -0.02073743
Ended 578.0532 306 378 -0.125 -0.02572024
Candidates 578.2118 12 if of is off id odd igf odds igg ugh pd us
Began 578.6284 320 327 -0.09259259 -0.1568931
Stationary 578.6476 320 327 -0.09259259 -0.1568931
Stationary 578.662 320 327 -0.09259259 -0.1568931
Stationary 578.6774 320 327 -0.09259259 -0.1568931
Stationary 578.6928 320 327 -0.09259259 -0.1568931
Stationary 578.7088 320 327 -0.09259259 -0.1568931
Moved 578.7234 320 336.6299 -0.09259259 -0.1321246
Moved 578.74 326.9375 353.0079 -0.0765335 -0.09000032
Moved 578.755 334.3876 379.2729 -0.05928795 -0.02244635
Moved 578.77 338.1326 394.5303 -0.05061905 0.01679585
Moved 578.7859 341.2826 409.4131 -0.04332726 0.05507492
Moved 578.8024 346.1824 427.1384 -0.03198524 0.1006644
Moved 578.8165 349.051 439.2297 -0.02534484 0.1317634
Moved 578.8325 350.47 446.3502 -0.02206013 0.1500776
Moved 578.8473 352.6952 452.4759 -0.01690929 0.165833
Moved 578.8629 354.0442 457.1327 -0.0137865 0.1778103
Moved 578.8786 355.4843 461.4531 -0.01045292 0.1889224
Moved 578.8939 355.9193 462.8385 -0.009446193 0.1924859
Moved 578.9087 356.5 464 -0.008101861 0.1954732
Ended 578.931 357 465 -0.006944438 0.1980452
Accept 578.9817 0 if
Began 579.1688 259 535 -0.2337963 0.3780863
Stationary 579.1863 259 535 -0.2337963 0.3780863
Stationary 579.2004 259 535 -0.2337963 0.3780863
Stationary 579.2161 259 535 -0.2337963 0.3780863
