where can my little dog be
where can my little dog be
Basic
0.6 0.6
432 388.8
Began 1396.261 231 500 -0.2986111 0.2880658
Stationary 1396.283 231 500 -0.2986111 0.2880658
Stationary 1396.296 231 500 -0.2986111 0.2880658
Stationary 1396.312 231 500 -0.2986111 0.2880658
Stationary 1396.327 231 500 -0.2986111 0.2880658
Stationary 1396.342 231 500 -0.2986111 0.2880658
Stationary 1396.358 231 500 -0.2986111 0.2880658
Moved 1396.373 247.23 488.0039 -0.2610417 0.2572116
Moved 1396.388 276.9276 467.3675 -0.1922971 0.2041344
Moved 1396.405 314.8743 445.5725 -0.1044576 0.1480774
Moved 1396.419 344.5879 426.8918 -0.03567611 0.1000305
Moved 1396.435 373.3824 405.4632 0.03097793 0.04491551
Moved 1396.449 389.4386 394.7733 0.06814479 0.01742104
Moved 1396.465 403.0862 384.3774 0.09973665 -0.009317515
Moved 1396.48 413 377 0.1226852 -0.02829226
Moved 1396.497 417.9925 373.7556 0.1342419 -0.03663687
Moved 1396.512 421.4817 370.5184 0.1423186 -0.04496304
Moved 1396.526 423.6805 369.3195 0.1474086 -0.04804674
Moved 1396.542 424 367.8785 0.1481481 -0.0517528
Stationary 1396.56 424 368 0.1481481 -0.05144041
Stationary 1396.573 424 368 0.1481481 -0.05144041
Moved 1396.588 398.0552 388.1793 0.08809079 0.0004609425
Moved 1396.604 384.2474 400.4889 0.0561283 0.03212155
Moved 1396.619 363.1274 416.902 0.007239382 0.07433624
Moved 1396.635 338.5495 435.6974 -0.04965395 0.1226785
Moved 1396.65 320.6686 451.5698 -0.0910449 0.1635024
Moved 1396.666 298.0363 468.7228 -0.1434344 0.2076202
Moved 1396.681 277.6476 488.3524 -0.1906305 0.258108
Moved 1396.697 261.816 502.9854 -0.2272777 0.2957443
Moved 1396.713 255.5123 508.2752 -0.2418697 0.3093498
Moved 1396.728 247.854 514.146 -0.2595972 0.3244495
Moved 1396.743 244.6675 517.3325 -0.2669734 0.3326454
Moved 1396.758 242.4111 519 -0.2721964 0.3369341
Moved 1396.774 242 520.0301 -0.2731481 0.3395835
Moved 1396.79 242 521.47 -0.2731481 0.3432869
Moved 1396.804 249.266 524.7247 -0.2563287 0.3516582
Moved 1396.821 267.5787 529.1362 -0.2139383 0.3630045
Moved 1396.836 308.6794 533.4656 -0.1187976 0.37414
Moved 1396.85 325.1949 534 -0.0805673 0.3755144
Moved 1396.866 339.6513 535.3651 -0.04710336 0.3790254
Moved 1396.881 347.0244 535 -0.03003602 0.3780863
Moved 1396.897 351.7331 535 -0.01913642 0.3780863
Moved 1396.911 355.3629 535 -0.0107339 0.3780863
Moved 1396.927 356.8264 535 -0.007346422 0.3780863
Stationary 1396.943 357 535 -0.006944438 0.3780863
Stationary 1396.959 357 535 -0.006944438 0.3780863
Stationary 1396.974 357 535 -0.006944438 0.3780863
Moved 1396.996 320.6254 535 -0.09114484 0.3780863
Stationary 1397.007 320.6254 535 -0.09114484 0.3780863
Moved 1397.019 300.7784 535.4786 -0.137087 0.3793173
Moved 1397.036 283.932 537.3424 -0.1760833 0.384111
Ended 1397.051 271.5 539 -0.2048611 0.3883744
Candidates 1397.218 12 where they there sheet the regret threw sheer wheat her what get
Began 1397.605 385 319 0.05787035 -0.1774692
Stationary 1397.622 385 319 0.05787035 -0.1774692
Stationary 1397.636 385 319 0.05787035 -0.1774692
Stationary 1397.651 385 319 0.05787035 -0.1774692
Stationary 1397.667 385 319 0.05787035 -0.1774692
Stationary 1397.682 385 319 0.05787035 -0.1774692
Stationary 1397.697 385 319 0.05787035 -0.1774692
Moved 1397.714 385 344.6276 0.05787035 -0.1115545
Moved 1397.729 385 364.7896 0.05787035 -0.05969758
Moved 1397.744 385 392.1074 0.05787035 0.01056432
Moved 1397.76 385 405.6957 0.05787035 0.04551365
Moved 1397.774 385 416.0407 0.05787035 0.07212113
Moved 1397.79 385 421.9302 0.05787035 0.08726885
Moved 1397.806 393.2304 425.3516 0.07692228 0.09606875
Moved 1397.821 392.6149 429.2299 0.07549752 0.1060438
Moved 1397.837 393 430.7808 0.07638891 0.1100329
Moved 1397.852 393 432.1453 0.07638891 0.1135423
Moved 1397.868 393 433.5855 0.07638891 0.1172466
Stationary 1397.883 393 434 0.07638891 0.1183127
Stationary 1397.897 393 434 0.07638891 0.1183127
Stationary 1397.914 393 434 0.07638891 0.1183127
Stationary 1397.927 393 434 0.07638891 0.1183127
Ended 1397.943 393 434 0.07638891 0.1183127
Accept 1398.226 0 where
Began 1399.157 350 276 -0.02314816 -0.288066
Stationary 1399.178 350 276 -0.02314816 -0.288066
Stationary 1399.192 350 276 -0.02314816 -0.288066
Stationary 1399.207 350 276 -0.02314816 -0.288066
Stationary 1399.222 350 276 -0.02314816 -0.288066
Moved 1399.238 331.5392 284.4608 -0.06588161 -0.2663045
Moved 1399.253 311 296 -0.113426 -0.2366256
Moved 1399.27 290.5788 307.0638 -0.1606971 -0.2081693
Moved 1399.285 243.9754 339.4536 -0.2685754 -0.1248623
Moved 1399.299 213 359 -0.3402778 -0.07458848
Moved 1399.315 199.0181 372.0546 -0.3726434 -0.04101184
Moved 1399.331 184.2301 384.0159 -0.4068747 -0.01024729
Moved 1399.346 172.273 394.7271 -0.4345533 0.01730205
Moved 1399.361 163.3713 404.9001 -0.455159 0.04346734
Moved 1399.377 157.5 410.5 -0.46875 0.05787029
