reading week is just about here
reading week is just about here
FixStart
0.6 0.6
432 388.8
Began 231.2724 432 480 0.1666667 0.2366254
Stationary 231.3183 432 480 0.1666667 0.2366254
Stationary 231.3311 432 480 0.1666667 0.2366254
Stationary 231.3425 432 480 0.1666667 0.2366254
Stationary 231.3519 432 480 0.1666667 0.2366254
Stationary 231.3644 432 480 0.1666667 0.2366254
Moved 231.3797 424.3488 488.5013 0.1489556 0.2584911
Moved 231.3958 420.4435 493.8348 0.1399155 0.2722087
Moved 231.4114 418.5314 498.9373 0.1354893 0.2853324
Moved 231.426 414.4829 504.6894 0.126118 0.300127
Moved 231.442 411.7714 508.8429 0.1198412 0.3108098
Moved 231.4573 408.8885 513.1672 0.1131678 0.3219321
Moved 231.4722 406.0143 517.4786 0.1065145 0.3330211
Moved 231.4951 400.8572 523.1428 0.09457678 0.3475895
Stationary 231.5055 400.8572 523.1428 0.09457678 0.3475895
Moved 231.5189 399.5 526 0.09143522 0.3549381
Moved 231.5339 398.0457 527.9086 0.08806875 0.3598472
Moved 231.5502 395.2166 530.7834 0.08151978 0.3672414
Moved 231.5653 394.1751 531.8249 0.07910907 0.3699199
Moved 231.5803 392.7321 533.2679 0.07576872 0.3736313
Moved 231.5954 390.4444 535.5556 0.07047315 0.3795153
Moved 231.6109 388.3742 538.6258 0.06568094 0.3874119
Moved 231.6261 386.7456 541.5087 0.06191114 0.3948268
Moved 231.6422 383.6121 543.3879 0.05465756 0.3996602
Moved 231.6582 380.7321 547.4019 0.04799088 0.4099843
Moved 231.6734 378.8486 549.1514 0.04363099 0.414484
Moved 231.6888 376.9857 551.0143 0.0393187 0.4192753
Moved 231.7037 374.8771 553.1229 0.03443768 0.4246988
Moved 231.7191 372 554.5 0.02777775 0.4282407
Moved 231.7351 369.0654 556.9673 0.02098481 0.4345865
Moved 231.7504 366.1665 561.2502 0.01427442 0.4456022
Moved 231.7658 363.2878 563.7123 0.00761052 0.4519348
Moved 231.7811 359.0972 566.6019 -0.002089838 0.4593668
Moved 231.7949 355.5171 571.2243 -0.01037702 0.4712558
Moved 231.8113 353.2269 572.8865 -0.01567845 0.4755311
Moved 231.828 350.3977 575.6024 -0.02222762 0.4825163
Moved 231.8432 348.2628 577.7371 -0.02716934 0.4880069
Moved 231.86 345.6428 580.3572 -0.03323421 0.4947458
Moved 231.8738 344.3817 581.6182 -0.03615335 0.4979892
Moved 231.8895 342.9414 583.0586 -0.03948748 0.5016938
Moved 231.9052 341.5 583 -0.04282405 0.5015431
Moved 231.92 340.3048 584 -0.04559065 0.5041152
Moved 231.9361 338.9684 584 -0.04868418 0.5041152
Moved 231.952 335.6143 584 -0.05644833 0.5041152
Moved 231.9653 330.401 584 -0.06851628 0.5041152
Moved 231.9809 324.634 573.2681 -0.08186568 0.4765124
Moved 231.9964 316.5331 566.3141 -0.1006178 0.4586267
Moved 232.0129 307.6542 556.4299 -0.1211708 0.4332045
Moved 232.0269 298.5 549 -0.1423611 0.4140946
Moved 232.0429 288.8282 536.0314 -0.1647494 0.380739
Moved 232.0602 279.6232 522.9348 -0.1860575 0.3470543
Moved 232.0737 273.6023 515.2432 -0.1999947 0.3272716
Moved 232.0892 267.5198 507.3997 -0.2140746 0.307098
Moved 232.1051 262.3156 500.1927 -0.2261212 0.2885616
Moved 232.1195 258.0085 494.0114 -0.2360915 0.2726628
Moved 232.1348 253.6963 486.8271 -0.2460734 0.254185
Moved 232.1501 250.7974 483.3965 -0.2527839 0.2453613
Moved 232.1673 249.0243 477.0973 -0.2568881 0.2291596
Moved 232.1808 246.1656 469.9141 -0.2635055 0.2106842
Moved 232.1971 244.1467 466.2935 -0.2681789 0.201372
Moved 232.2135 244 462.1171 -0.2685185 0.1906304
Moved 232.2343 241.8228 454.4684 -0.2735583 0.1709579
Stationary 232.2448 241.8228 454.4684 -0.2735583 0.1709579
Moved 232.2581 242 451.4594 -0.2731481 0.1632186
Moved 232.274 242 448.617 -0.2731481 0.1559079
Moved 232.2899 242 445.7343 -0.2731481 0.1484936
Moved 232.3051 242 443.4257 -0.2731481 0.1425558
Moved 232.3201 242 440.9685 -0.2731481 0.1362358
Moved 232.3359 242 439.5471 -0.2731481 0.1325798
Moved 232.351 248.2526 438.1068 -0.2586746 0.1288753
Moved 232.3658 252.026 435.9827 -0.2499398 0.1234122
Moved 232.3832 254.9058 434.5471 -0.2432736 0.1197197
Moved 232.3978 260.6819 433.106 -0.229903 0.1160133
Moved 232.4117 266.3279 433 -0.2168335 0.1157406
Moved 232.4276 272.6457 433 -0.2022089 0.1157406
Moved 232.4433 280.0786 433 -0.1850033 0.1157406
