if you were not so stupid
if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 3959.777 528 554 0.3888889 0.4269547
Stationary 3959.796 528 554 0.3888889 0.4269547
Stationary 3959.811 528 554 0.3888889 0.4269547
Stationary 3959.825 528 554 0.3888889 0.4269547
Stationary 3959.842 528 554 0.3888889 0.4269547
Moved 3959.857 522.3702 554 0.375857 0.4269547
Moved 3959.873 514.7108 554 0.3581269 0.4269547
Moved 3959.888 507.5117 554 0.3414623 0.4269547
Moved 3959.903 500.379 549.379 0.3249514 0.4150695
Moved 3959.918 489.9175 542.9647 0.3007349 0.3985716
Moved 3959.934 481.2959 538.6479 0.2807775 0.3874689
Moved 3959.949 467.9958 528.7745 0.2499904 0.3620743
Moved 3959.964 455.0464 521.3591 0.2200148 0.3430018
Moved 3959.981 443.8421 510.6118 0.1940789 0.3153595
Moved 3959.995 433.5888 501.7904 0.1703444 0.2926707
Moved 3960.01 427.5331 496.7776 0.1563267 0.2797776
Moved 3960.026 417.45 488.9666 0.132986 0.2596877
Moved 3960.042 411.2117 482.0146 0.1185457 0.2418071
Moved 3960.057 404.8209 475.1851 0.103752 0.2242413
Moved 3960.073 398.7137 468.7137 0.08961519 0.207597
Moved 3960.088 394.5 463 0.07986108 0.1929011
Moved 3960.111 384.9036 451.8715 0.05764723 0.1642784
Stationary 3960.122 384.9036 451.8715 0.05764723 0.1642784
Moved 3960.135 377.5827 443.0993 0.04070073 0.1417162
Moved 3960.15 369.4758 432.6343 0.02193461 0.1148002
Moved 3960.165 362.2219 423.8663 0.005143384 0.09224875
Moved 3960.181 354.0456 413.2547 -0.01378333 0.06495547
Moved 3960.196 345.6295 403.4011 -0.033265 0.03961186
Moved 3960.211 336.25 393.2501 -0.05497679 0.01350312
Moved 3960.228 328.8845 385.0319 -0.07202655 -0.007633985
Moved 3960.243 319.2315 373.9789 -0.09437153 -0.03606255
Moved 3960.258 311.8486 366.1567 -0.1114616 -0.05618139
Moved 3960.274 305.4736 359.4736 -0.1262186 -0.07337052
Moved 3960.288 300.2891 354.2891 -0.1382196 -0.08670492
Moved 3960.303 295.9727 349.9727 -0.1482113 -0.09780679
Moved 3960.32 291.6566 345.6566 -0.1582023 -0.1089079
Moved 3960.336 289.0159 343.0159 -0.1643151 -0.1157
Moved 3960.35 286.0219 340.0219 -0.1712456 -0.1234007
Moved 3960.365 283.103 338.5515 -0.1780024 -0.1271825
Ended 3960.38 282 337 -0.1805555 -0.1311728
Candidates 3960.539 12 of if off odd odds pigs id is pd igf ps oops
Began 3961.365 442 470 0.1898148 0.2109053
Stationary 3961.386 442 470 0.1898148 0.2109053
Stationary 3961.397 442 470 0.1898148 0.2109053
Stationary 3961.413 442 470 0.1898148 0.2109053
Moved 3961.429 426.4448 470 0.1538075 0.2109053
Moved 3961.445 408.7768 470 0.1129093 0.2109053
Moved 3961.46 385.8975 459.6154 0.05994787 0.1841959
Moved 3961.475 358.587 457.7678 -0.003270805 0.1794437
Moved 3961.49 341.0251 456.7792 -0.04392336 0.1769011
Ended 3961.507 288 452 -0.1666667 0.164609
Accept 3961.549 1 if
Began 3962.216 376 543 0.03703703 0.3986624
Stationary 3962.237 376 543 0.03703703 0.3986624
Stationary 3962.248 376 543 0.03703703 0.3986624
Stationary 3962.26 376 543 0.03703703 0.3986624
Stationary 3962.276 376 543 0.03703703 0.3986624
Stationary 3962.292 376 543 0.03703703 0.3986624
Stationary 3962.306 376 543 0.03703703 0.3986624
Stationary 3962.322 376 543 0.03703703 0.3986624
Stationary 3962.338 376 543 0.03703703 0.3986624
Stationary 3962.352 376 543 0.03703703 0.3986624
Stationary 3962.371 376 543 0.03703703 0.3986624
Stationary 3962.385 376 543 0.03703703 0.3986624
Stationary 3962.4 376 543 0.03703703 0.3986624
Stationary 3962.416 376 543 0.03703703 0.3986624
Moved 3962.432 389.0142 543 0.06716252 0.3986624
Moved 3962.446 394.095 543 0.0789235 0.3986624
Moved 3962.462 401.0251 543 0.09496559 0.3986624
Moved 3962.479 407.2169 543 0.1092985 0.3986624
Moved 3962.493 414.4333 543 0.126003 0.3986624
Moved 3962.507 420 543 0.1388889 0.3986624
Moved 3962.523 425.8443 543 0.1524173 0.3986624
Moved 3962.539 431.6053 543 0.165753 0.3986624
Moved 3962.555 435.5969 543 0.1749928 0.3986624
Moved 3962.57 440.9297 543 0.1873374 0.3986624
Moved 3962.586 446.6743 543 0.2006351 0.3986624
Moved 3962.6 453.4106 543 0.2162282 0.3986624
Moved 3962.616 459.1666 543 0.2295522 0.3986624
Moved 3962.632 466.6624 543 0.2469038 0.3986624
Moved 3962.646 475.0516 543 0.2663231 0.3986624
Moved 3962.662 484.5 543 0.2881944 0.3986624
Moved 3962.678 490.7498 543 0.3026614 0.3986624
Moved 3962.694 498.5706 543 0.3207653 0.3986624
Moved 3962.709 503.1498 543 0.3313653 0.3986624
Moved 3962.725 507.9164 543 0.3423991 0.3986624
Moved 3962.739 510.8377 543 0.3491613 0.3986624
Moved 3962.755 513.7097 543 0.3558095 0.3986624
Moved 3962.772 515.2902 543 0.359468 0.3986624
Moved 3962.787 516.265 543 0.3617244 0.3986624
Moved 3962.801 517.7994 543 0.3652763 0.3986624
Moved 3962.817 518.5 543 0.3668982 0.3986624
Moved 3962.833 519 543 0.3680556 0.3986624
Stationary 3962.846 519 543 0.3680556 0.3986624
Stationary 3962.861 519 543 0.3680556 0.3986624
Stationary 3962.879 519 543 0.3680556 0.3986624
Stationary 3962.894 519 543 0.3680556 0.3986624
Stationary 3962.908 519 543 0.3680556 0.3986624
Moved 3962.923 509.0521 543 0.345028 0.3986624
Moved 3962.94 501.438 543 0.3274028 0.3986624
Moved 3962.955 490.2377 543 0.3014761 0.3986624
Moved 3962.972 479.928 543 0.277611 0.3986624
Moved 3962.986 466.4177 532.8059 0.2463372 0.3724431
Moved 3963.002 456.1788 530.262 0.2226362 0.3659
Moved 3963.018 439.849 526.2123 0.1848357 0.3554842
Moved 3963.032 430.1106 524.603 0.1622931 0.3513452
Moved 3963.048 420.0166 522.8595 0.1389273 0.3468608
Moved 3963.063 413.6961 521.424 0.1242965 0.3431687
Moved 3963.08 408.9644 521 0.1133436 0.3420781
Moved 3963.094 404.6483 519.5494 0.1033525 0.3383473
Moved 3963.109 402.6308 519.3154 0.09868235 0.3377452
Ended 3963.124 402 519 0.09722222 0.3369341
Candidates 3963.231 12 you toy i roy root u your tour iu yo to output
Began 3964.024 442 434 0.1898148 0.1183127
Stationary 3964.036 442 434 0.1898148 0.1183127
Stationary 3964.049 442 434 0.1898148 0.1183127
Stationary 3964.065 442 434 0.1898148 0.1183127
Stationary 3964.081 442 434 0.1898148 0.1183127
Moved 3964.095 442 451.1061 0.1898148 0.16231
Moved 3964.111 442 471.4995 0.1898148 0.2147621
Ended 3964.129 442 502 0.1898148 0.2932098
Accept 3964.185 0 you
Began 3964.942 280 519 -0.1851852 0.3369341
Stationary 3964.96 280 519 -0.1851852 0.3369341
