learn to walk before you run
learn to walk before you run
Basic
0.6 0.6
432 388.8
Began 132.2517 558 338 0.4583333 -0.1286009
Stationary 132.272 558 338 0.4583333 -0.1286009
Stationary 132.2872 558 338 0.4583333 -0.1286009
Stationary 132.3017 558 338 0.4583333 -0.1286009
Stationary 132.3126 558 338 0.4583333 -0.1286009
Moved 132.3292 531.59 351.6511 0.397199 -0.09349006
Moved 132.3473 515.253 359.4827 0.3593819 -0.07334697
Moved 132.361 494.4755 370.7464 0.3112857 -0.0443767
Moved 132.3773 468.0439 388.9696 0.2501016 0.002493799
Moved 132.3917 426.7877 412.3536 0.154601 0.06263787
Moved 132.4081 408.3246 423.2971 0.1118625 0.09078469
Moved 132.4235 388.6242 434.7862 0.0662597 0.1203348
Moved 132.4385 372.8841 445.4106 0.02982428 0.1476609
Moved 132.4565 357.6224 453.7832 -0.005503594 0.1691954
Moved 132.4702 343.071 460.8768 -0.03918747 0.1874404
Moved 132.4849 331.5 467.5 -0.06597221 0.2044752
Moved 132.5005 319.8874 471.8338 -0.09285325 0.2156218
Moved 132.5159 308.1908 475.9285 -0.1199288 0.2261534
Moved 132.5323 295.9314 480.0229 -0.148307 0.2366843
Moved 132.5471 287.0208 481.4226 -0.1689334 0.2402844
Moved 132.5621 279.6044 483.0791 -0.1861009 0.244545
Moved 132.5777 269.9218 483 -0.2085144 0.2443414
Moved 132.5926 263.9351 483 -0.2223725 0.2443414
Moved 132.6091 258.5401 483 -0.2348609 0.2443414
Moved 132.6228 251.8729 483 -0.2502941 0.2443414
Moved 132.6382 244.4459 478.8536 -0.2674863 0.2336768
Moved 132.6548 238.1815 474.0908 -0.2819871 0.2214268
Moved 132.6694 232.6937 471.3469 -0.2946906 0.2143694
Moved 132.6848 226.5341 467.2273 -0.3089488 0.2037738
Moved 132.7013 219.7138 462.8283 -0.3247365 0.1924595
Moved 132.716 214.2962 457.2962 -0.3372774 0.1782309
Moved 132.7313 210.7131 455.0348 -0.3455716 0.1724145
Moved 132.7469 203.9841 447.9841 -0.3611478 0.1542801
Moved 132.7634 197.1596 439.9915 -0.3769453 0.133723
