reading week is just about here
reading week is just about here
FixStart
0.6 0.6
432 388.8
Began 1328.774 439 387 0.1828703 -0.002572055
Stationary 1328.794 439 387 0.1828703 -0.002572055
Stationary 1328.807 439 387 0.1828703 -0.002572055
Stationary 1328.823 439 387 0.1828703 -0.002572055
Stationary 1328.839 439 387 0.1828703 -0.002572055
Stationary 1328.852 439 387 0.1828703 -0.002572055
Moved 1328.868 431.7855 395.1163 0.1661701 0.01830333
Moved 1328.885 425.8581 402.4274 0.1524492 0.03710754
Moved 1328.9 420.8716 408.3541 0.1409065 0.05235099
Moved 1328.916 410.5965 427.8071 0.1171214 0.1023844
Moved 1328.931 403.6819 442.6999 0.1011155 0.1406889
Moved 1328.946 399.6586 450.6828 0.09180228 0.1612211
Moved 1328.961 395.493 460.014 0.08215974 0.185221
Moved 1328.977 392.5606 465.8787 0.07537186 0.2003053
Moved 1328.992 390.7848 470.4304 0.07126112 0.2120123
Moved 1329.007 388.4878 475.0244 0.06594399 0.2238281
Moved 1329.023 386.9365 480.2539 0.06235301 0.2372785
Moved 1329.04 385.5489 484.3532 0.05914102 0.247822
Moved 1329.054 384.1643 487.5071 0.05593588 0.2559338
Moved 1329.068 382.7803 489.2197 0.05273223 0.2603388
Moved 1329.084 383 492.2153 0.05324075 0.2680433
Moved 1329.1 382.0077 495.9768 0.05094379 0.277718
Moved 1329.115 382 497.3759 0.05092591 0.2813165
Moved 1329.131 382 499.6318 0.05092591 0.2871187
Moved 1329.147 382 503.6174 0.05092591 0.2973697
Moved 1329.161 382 505.1923 0.05092591 0.3014203
Moved 1329.177 382 508.1548 0.05092591 0.3090402
Moved 1329.194 382 509.9542 0.05092591 0.3136682
Moved 1329.207 382 511.3524 0.05092591 0.3172641
Moved 1329.223 382 512.734 0.05092591 0.3208178
Moved 1329.239 382 513.8629 0.05092591 0.3237214
Moved 1329.255 380.7907 515.2093 0.04812668 0.3271843
Moved 1329.27 381 516.595 0.04861106 0.3307485
Moved 1329.285 380.0188 517.9812 0.04633973 0.3343137
Stationary 1329.3 380 518 0.04629632 0.3343621
Moved 1329.316 378.2461 519 0.04223625 0.3369341
Moved 1329.331 376.8562 519 0.03901909 0.3369341
Moved 1329.347 374 520.5 0.03240744 0.3407921
Moved 1329.362 372.2819 520 0.02843023 0.3395061
Moved 1329.379 368.1617 520.9461 0.01889279 0.3419395
Moved 1329.394 364.0012 521 0.009262065 0.3420781
Moved 1329.409 358.8722 521 -0.002610584 0.3420781
Moved 1329.424 353.6133 521 -0.01478409 0.3420781
Moved 1329.439 349.0562 521 -0.02533282 0.3420781
Moved 1329.454 345.47 521 -0.0336342 0.3420781
Moved 1329.47 343.1785 521 -0.03893872 0.3420781
Moved 1329.486 339.2301 521 -0.04807855 0.3420781
Moved 1329.5 336.7347 521 -0.05385488 0.3420781
Moved 1329.517 334.9913 521 -0.05789042 0.3420781
Moved 1329.532 332.2306 521 -0.06428098 0.3420781
Moved 1329.558 328.8137 521 -0.07219052 0.3420781
Stationary 1329.57 329 521 -0.07175927 0.3420781
Stationary 1329.581 329 521 -0.07175927 0.3420781
Moved 1329.593 327.3683 521 -0.07553622 0.3420781
Moved 1329.608 326.5 521 -0.07754628 0.3420781
Stationary 1329.624 326.5 521 -0.07754628 0.3420781
Moved 1329.639 326 509.6579 -0.07870371 0.312906
Moved 1329.655 326 505.5245 -0.07870371 0.3022749
Moved 1329.671 326 500 -0.07870371 0.2880658
Moved 1329.686 326 492.3666 -0.07870371 0.2684325
Moved 1329.702 326 482.2613 -0.07870371 0.2424415
Moved 1329.717 326 469.8306 -0.07870371 0.2104694
Moved 1329.733 323.521 460.0841 -0.08444204 0.1854015
Moved 1329.749 320.7462 447.8579 -0.09086524 0.1539554
Moved 1329.763 318 441.5 -0.09722222 0.1376028
Moved 1329.779 313.351 428.9359 -0.1079839 0.1052878
Moved 1329.794 309.222 419.1846 -0.1175417 0.08020715
Moved 1329.81 307 412 -0.1226852 0.06172835
Moved 1329.825 304.5155 406.2888 -0.1284363 0.04703914
Moved 1329.842 301.7408 400.4815 -0.1348594 0.03210256
Moved 1329.856 299 395 -0.1412037 0.01800408
Moved 1329.871 296.2067 392.2067 -0.1476697 0.01081969
Moved 1329.888 294.713 389.4261 -0.1511272 0.003667839
Moved 1329.902 292.3311 386.6621 -0.1566411 -0.003441155
Moved 1329.917 292 384.9446 -0.1574074 -0.007858668
Moved 1329.933 290.9104 383.9104 -0.1599296 -0.0105186
Moved 1329.948 289.5 382.5 -0.1631944 -0.01414617
Moved 1329.963 289.1091 381.1091 -0.1640993 -0.01772358
