a subject one can really enjoy
a subject one can really enjoy
Basic
0.6 0.6
432 388.8
Began 710.8608 195 455 -0.3819444 0.172325
Stationary 710.8813 195 455 -0.3819444 0.172325
Stationary 710.8958 195 455 -0.3819444 0.172325
Stationary 710.9105 195 455 -0.3819444 0.172325
Stationary 710.9252 195 455 -0.3819444 0.172325
Stationary 710.9408 195 455 -0.3819444 0.172325
Stationary 710.9558 195 455 -0.3819444 0.172325
Stationary 710.9708 195 455 -0.3819444 0.172325
Ended 710.9864 195 455 -0.3819444 0.172325
Candidates 711.0454 7 a w q s e d r
Began 711.6929 337 401 -0.05324075 0.03343609
Stationary 711.7104 337 401 -0.05324075 0.03343609
Stationary 711.728 337 401 -0.05324075 0.03343609
Stationary 711.7426 337 401 -0.05324075 0.03343609
Stationary 711.7563 337 401 -0.05324075 0.03343609
Moved 711.7736 337 419.1434 -0.05324075 0.08010142
Moved 711.7878 344.5229 433.8964 -0.03582666 0.1180463
Moved 711.8035 345.4539 443.1776 -0.03367141 0.1419176
Moved 711.8184 346.3798 452.4179 -0.03152832 0.1656839
Moved 711.8348 347.8892 464.2246 -0.0280342 0.1960509
Moved 711.8507 348 472.6558 -0.0277778 0.2177361
Moved 711.8654 348 477.191 -0.0277778 0.2294008
Moved 711.8822 348 481.3622 -0.0277778 0.2401291
Moved 711.8965 348 485.5 -0.0277778 0.2507715
Moved 711.9106 348 486.8949 -0.0277778 0.2543592
Moved 711.9272 348 487.9891 -0.0277778 0.2571735
Stationary 711.942 348 488 -0.0277778 0.2572016
Ended 711.9568 348 489 -0.0277778 0.2597736
Accept 711.9996 0 a
Began 712.5887 145 350 -0.4976852 -0.09773669
Stationary 712.6038 145 350 -0.4976852 -0.09773669
Stationary 712.6212 145 350 -0.4976852 -0.09773669
Stationary 712.6348 145 350 -0.4976852 -0.09773669
Stationary 712.65 145 350 -0.4976852 -0.09773669
Moved 712.6655 155.5359 350 -0.4732965 -0.09773669
Moved 712.6814 159.5 350 -0.4641204 -0.09773669
Moved 712.6965 164.5193 357.9185 -0.4525016 -0.07737022
Moved 712.7125 168.8375 360.9188 -0.4425058 -0.06965347
Moved 712.7282 177.0164 366.3443 -0.423573 -0.05569889
Moved 712.7435 188.5445 373.363 -0.3968877 -0.03764674
Moved 712.7587 202.1846 382.8292 -0.3653134 -0.0132994
Moved 712.7762 215.5492 391.0328 -0.3343768 0.00780035
Moved 712.7897 226.2309 398.4506 -0.3096507 0.02687909
Moved 712.804 235.9573 404.1185 -0.2871358 0.04145689
Moved 712.8209 243 409 -0.2708333 0.05401234
Moved 712.8369 252.6465 414.8232 -0.2485034 0.0689897
Moved 712.8514 262.6541 419.2803 -0.2253377 0.08045341
Moved 712.866 272.3276 426.3768 -0.2029454 0.09870579
Moved 712.8842 281.0744 430.4711 -0.1826981 0.1092363
Moved 712.8976 290.7548 436.0027 -0.1602899 0.1234637
Moved 712.9125 303.7368 443.1871 -0.1302389 0.141942
Moved 712.9289 315.1869 449.0934 -0.103734 0.1571332
Moved 712.944 322.4969 453.2839 -0.08681267 0.1679112
Moved 712.9598 335.2781 460.3767 -0.05722666 0.186154
Moved 712.9743 347.9456 466.4728 -0.02790372 0.2018332
Moved 712.9896 359.0611 472.0305 -0.002173483 0.2161278
Moved 713.0049 374.2299 477.9612 0.03293951 0.2313816
Moved 713.021 387.398 484.199 0.06342123 0.2474253
Moved 713.0365 398.4384 488.2894 0.08897792 0.257946
Moved 713.0507 410 493 0.1157407 0.2700616
Moved 713.0677 419.9425 496.6035 0.1387558 0.2793298
Moved 713.0833 431.0609 500.7728 0.1644927 0.2900535
Moved 713.0981 438.8513 504.2838 0.1825263 0.2990838
Moved 713.113 446.1584 507.0634 0.1994408 0.3062328
Moved 713.1277 453.0685 509.8274 0.2154362 0.3133419
Moved 713.1442 458.3993 512.5995 0.2277761 0.3204719
Moved 713.1594 462.5919 515.3946 0.2374812 0.3276609
Moved 713.1741 465.6578 516.2192 0.2445782 0.329782
Moved 713.1898 468.3517 517 0.2508143 0.33179
Moved 713.2062 469 518.0648 0.2523148 0.3345287
Moved 713.2206 470.4505 518 0.2556725 0.3343621
Stationary 713.235 470.4505 518 0.2556725 0.3343621
Stationary 713.2505 470.4505 518 0.2556725 0.3343621
Stationary 713.266 470 518 0.2546296 0.3343621
Stationary 713.2842 470 518 0.2546296 0.3343621
Stationary 713.2965 470 518 0.2546296 0.3343621
Stationary 713.3123 470 518 0.2546296 0.3343621
Moved 713.331 462.3682 505.7601 0.2369634 0.3028809
Moved 713.3434 456.0384 497.5576 0.2223111 0.2817838
Moved 713.3591 449.8388 486.3099 0.2079603 0.2528546
Moved 713.3746 442.8899 473.8018 0.1918747 0.2206835
Moved 713.3907 434.6214 458.6392 0.1727346 0.181685
Moved 713.4058 429.008 448.348 0.1597407 0.1552159
Moved 713.4219 416.0299 418.4031 0.1296988 0.07819717
Moved 713.4372 407.6939 402.6055 0.1104026 0.03756559
Moved 713.4518 399.5878 384.3665 0.09163846 -0.00934538
Moved 713.4776 388.5 351.8751 0.06597231 -0.09291402
Stationary 713.4873 388.5 351.8751 0.06597231 -0.09291402
Moved 713.4974 382.9587 330.8347 0.05314509 -0.1470301
Moved 713.5131 379.3742 316.4969 0.04484773 -0.183907
Moved 713.5287 376.5414 300.2483 0.03829022 -0.2256989
Moved 713.5441 374.795 287.975 0.03424773 -0.2572658
Moved 713.559 372.0489 275.22 0.0278909 -0.290072
Moved 713.5753 372 265.4449 0.02777775 -0.3152137
Moved 713.5903 371 254.4834 0.025463 -0.3434069
Moved 713.6051 371 247.2428 0.025463 -0.3620298
Moved 713.6223 371 242 0.025463 -0.3755144
Moved 713.6356 371 239.2568 0.025463 -0.38257
Moved 713.6516 371 236.0713 0.025463 -0.3907632
Moved 713.6672 371 233.2919 0.025463 -0.3979119
Moved 713.6836 371 231.2631 0.025463 -0.4031301
Moved 713.6976 371 229.887 0.025463 -0.4066694
Moved 713.7126 371 228.5 0.025463 -0.4102367
Moved 713.7301 371 228.1143 0.025463 -0.4112288
Stationary 713.7429 371 228 0.025463 -0.4115227
Stationary 713.7579 371 228 0.025463 -0.4115227
Stationary 713.7745 371 228 0.025463 -0.4115227
Stationary 713.7898 371 228 0.025463 -0.4115227
Moved 713.8056 371 237.9609 0.025463 -0.385903
Moved 713.8208 379.1124 249.2109 0.04424154 -0.3569678
Moved 713.8365 386.429 262.8579 0.06117811 -0.3218676
Moved 713.852 391 275 0.07175922 -0.2906379
Moved 713.868 394.9646 287.4114 0.08093655 -0.2587156
Moved 713.8824 400.5123 299.0247 0.09377857 -0.228846
Moved 713.8985 406 313 0.1064815 -0.1929013
Moved 713.9136 409.7141 326.1423 0.115079 -0.1590989
Moved 713.9285 415.1935 339.9838 0.1277629 -0.1234984
Moved 713.9434 419.0125 348.6957 0.1366029 -0.1010912
Moved 713.9593 423.1732 359.462 0.1462343 -0.07340034
Moved 713.9748 426.1913 367.5103 0.1532207 -0.05270004
Moved 713.9905 433.383 381.7659 0.169868 -0.01603413
Moved 714.0059 436.5849 389.1699 0.1772799 0.003008784
Moved 714.0215 440.9103 397.8207 0.1872925 0.02525887
Moved 714.0373 443.3626 402.0439 0.1929689 0.03612098
Moved 714.0524 445.0482 408.2411 0.1968709 0.05206034
Moved 714.0679 446.4389 412.3168 0.2000901 0.06254318
Moved 714.083 447.5 417 0.2025463 0.0745884
Moved 714.0989 448 421.698 0.2037037 0.08667172
Moved 714.114 448 427.1694 0.2037037 0.1007443
Moved 714.1295 441.9092 434.3837 0.1896048 0.1192997
Moved 714.145 433.6862 441.3138 0.1705699 0.1371238
Moved 714.1598 429.6418 446.8109 0.161208 0.1512626
Moved 714.1768 420.9752 454.1873 0.1411464 0.1702348
Moved 714.1909 415.1462 459.8538 0.1276534 0.1848089
Moved 714.2061 408.7897 465.0086 0.1129391 0.1980674
Moved 714.2218 399.6895 470.9863 0.0918739 0.2134419
Moved 714.2374 392.7548 476.1962 0.07582118 0.226842
Moved 714.2593 380.707 484.6465 0.04793276 0.2485764
Stationary 714.27 380.707 484.6465 0.04793276 0.2485764
Moved 714.2834 373.9511 488.6293 0.0322942 0.2588202
Moved 714.2982 369.6171 492.1915 0.02226184 0.2679821
Moved 714.3141 364.9587 495.281 0.01147846 0.2759284
Moved 714.3293 359.6941 497.0765 -0.0007081032 0.2805465
Moved 714.3448 354.1662 499.9169 -0.01350418 0.287852
Moved 714.3599 351.3078 501.8461 -0.02012084 0.292814
Moved 714.3759 348.5366 503.2317 -0.02653574 0.2963777
Moved 714.3906 345.7591 504.6205 -0.03296504 0.2999497
Moved 714.4069 343.9936 506.0064 -0.03705188 0.3035143
Moved 714.4215 341.2151 506 -0.04348353 0.3034978
Moved 714.4373 339.3083 507.3458 -0.04789735 0.3069593
Moved 714.4526 336.3094 508 -0.05483945 0.3086419
Moved 714.4692 333.5298 508 -0.06127363 0.3086419
Moved 714.4828 331.3796 509 -0.06625096 0.3112139
Moved 714.4992 328.9816 509 -0.0718018 0.3112139
Moved 714.5139 326.2325 509 -0.07816549 0.3112139
Moved 714.5303 322.4389 509 -0.08694703 0.3112139
Moved 714.545 319.4147 509 -0.09394734 0.3112139
Moved 714.5605 316.5826 509 -0.1005033 0.3112139
Moved 714.5767 312.825 509 -0.1092014 0.3112139
Moved 714.5916 308.106 509 -0.1201249 0.3112139
Moved 714.6075 305.2662 509 -0.1266987 0.3112139
Moved 714.6221 301.4884 509 -0.1354434 0.3112139
Moved 714.6373 298.7214 509 -0.1418487 0.3112139
Moved 714.6535 294.5 509 -0.1516204 0.3112139
Moved 714.6692 293.791 509 -0.1532617 0.3112139
Moved 714.6837 291.0309 509 -0.1596508 0.3112139
Moved 714.699 288.2516 509 -0.1660842 0.3112139
Moved 714.7144 287.2339 509 -0.1684401 0.3112139
Moved 714.7302 285.8498 509 -0.1716441 0.3112139
Moved 714.7454 284.5 509 -0.1747685 0.3112139
Moved 714.7599 283.0721 509 -0.1780739 0.3112139
Moved 714.7753 282.0178 509 -0.1805144 0.3112139
Moved 714.7911 279.2681 509 -0.1868794 0.3112139
Moved 714.8066 278.2401 509 -0.1892591 0.3112139
Moved 714.8234 276.849 509 -0.1924792 0.3112139
Moved 714.8375 274 497 -0.199074 0.2803498
Moved 714.8534 272.0723 499.0723 -0.2035364 0.2856796
Moved 714.8696 268.0468 493.7291 -0.2128545 0.271937
Moved 714.8912 262.5874 480.5664 -0.2254921 0.2380822
Stationary 714.9014 262.5874 480.5664 -0.2254921 0.2380822
Moved 714.9152 259.654 467.2701 -0.2322824 0.203884
Moved 714.9291 257.4257 456.2565 -0.2374406 0.1755567
Moved 714.9451 256.044 443.396 -0.2406389 0.1424793
Moved 714.9607 254.6658 428.3235 -0.2438292 0.1037126
Moved 714.9768 254 415.8847 -0.2453704 0.07171984
Moved 714.9914 254 401.9966 -0.2453704 0.03599932
Moved 715.0067 254 391.8255 -0.2453704 0.009839171
Moved 715.0241 254 371.973 -0.2453704 -0.04122188
Moved 715.0387 261.4299 357.7126 -0.2281715 -0.0778998
Moved 715.0543 264.6138 345.2379 -0.2208014 -0.1099848
Moved 715.0682 268.7344 332.1132 -0.2112629 -0.143742
Moved 715.0841 272.1335 319.4661 -0.2033948 -0.1762702
Moved 715.0996 276.3949 309.7453 -0.1935304 -0.2012725
Moved 715.1159 278 304 -0.1898148 -0.2160494
Moved 715.1328 279.7545 298.6136 -0.1857534 -0.2299032
Moved 715.1454 281.2551 294.2348 -0.1822799 -0.2411657
Moved 715.1615 282.6489 290.7023 -0.1790535 -0.2502514
Moved 715.1766 284.0339 288.9661 -0.1758474 -0.2547169
Moved 715.1917 284 286.1523 -0.1759259 -0.2619539
Moved 715.2075 285.8058 286.1942 -0.1717457 -0.2618464
Moved 715.223 286 284.8048 -0.1712963 -0.2654198
Moved 715.238 287.1986 285 -0.1685217 -0.2649178
Moved 715.2527 288.6372 285 -0.1651916 -0.2649178
Moved 715.2697 291.0291 285 -0.1596548 -0.2649178
Moved 715.2852 293.7861 300.3234 -0.153273 -0.2255057
Moved 715.2992 298.2998 317.1992 -0.1428245 -0.1821008
Moved 715.3157 301.3141 333.8847 -0.1358469 -0.1391855
Moved 715.3297 304 353 -0.1296296 -0.09002065
Moved 715.3453 309.0816 374.4898 -0.1178666 -0.03474844
Moved 715.3615 312.9128 398.4476 -0.1089982 0.02687144
Moved 715.3782 317.0702 419.3509 -0.09937465 0.08063493
Moved 715.3922 320.4909 434.9456 -0.09145617 0.1207447
Moved 715.4074 323.2628 451.5768 -0.08503983 0.1635204
Moved 715.4294 329.8124 480.8743 -0.06987874 0.238874
Stationary 715.4401 329.8124 480.8743 -0.06987874 0.238874
Moved 715.4528 332.5842 493.629 -0.06346245 0.2716796
Moved 715.4686 334.5993 500.0977 -0.05879785 0.2883171
Moved 715.4833 336.7778 512.6667 -0.05375509 0.3206448
Moved 715.4995 337 522.151 -0.05324075 0.3450385
Moved 715.5165 337 528.5 -0.05324075 0.3613682
Moved 715.5318 337 533.7565 -0.05324075 0.374888
Moved 715.5461 337 537.9644 -0.05324075 0.3857108
Moved 715.5601 337 542.1333 -0.05324075 0.3964333
Moved 715.5778 337 543.8303 -0.05324075 0.4007979
Moved 715.5912 337 546.3105 -0.05324075 0.4071771
Moved 715.6072 337 547.5 -0.05324075 0.4102365
Moved 715.6225 337 548.9309 -0.05324075 0.4139168
Moved 715.6387 337 550.3241 -0.05324075 0.4175002
Stationary 715.6523 337 550.3241 -0.05324075 0.4175002
Moved 715.6682 330 551 -0.06944443 0.4192385
Moved 715.6848 328.5142 551 -0.07288386 0.4192385
Moved 715.6998 328.4784 552 -0.07296661 0.4218106
Moved 715.7153 327.5 552 -0.07523149 0.4218106
Moved 715.7305 326.851 552 -0.07673382 0.4218106
Stationary 715.7462 327 552 -0.07638887 0.4218106
Stationary 715.7612 327 552 -0.07638887 0.4218106
Ended 715.7769 327 552 -0.07638887 0.4218106
Candidates 715.9122 12 subject divorce associate assignment sufficient context august contract contact someday architect efficiency
Began 716.4833 378 478 0.04166663 0.2314814
Stationary 716.5004 378 478 0.04166663 0.2314814
Stationary 716.5146 378 478 0.04166663 0.2314814
Stationary 716.5314 378 478 0.04166663 0.2314814
Stationary 716.5465 378 478 0.04166663 0.2314814
Moved 716.5621 388.187 497.374 0.06524771 0.2813118
Moved 716.5842 398 517 0.08796295 0.33179
Stationary 716.5942 398 517 0.08796295 0.33179
Moved 716.6078 401.9223 527.4854 0.09704231 0.3587585
Moved 716.6248 405.0495 536.1484 0.1042812 0.38104
Moved 716.6401 407.8292 544.4875 0.1107157 0.4024884
Moved 716.6561 408 547.6088 0.1111111 0.4105163
Moved 716.6705 409.1909 551.5729 0.1138679 0.4207121
Moved 716.6851 409 553.1703 0.113426 0.4248208
Moved 716.7006 409 554.9711 0.113426 0.4294524
Moved 716.7169 409 555.5 0.113426 0.4308127
Moved 716.7315 409 556.1719 0.113426 0.432541
Stationary 716.7476 409 556.1719 0.113426 0.432541
Ended 716.7635 409 557.1763 0.113426 0.4351241
Accept 716.8055 0 subject
Began 717.1902 558 544 0.4583333 0.4012345
Stationary 717.2086 558 544 0.4583333 0.4012345
Stationary 717.2235 558 544 0.4583333 0.4012345
Stationary 717.2388 558 544 0.4583333 0.4012345
Moved 717.2542 549.6958 544 0.4391106 0.4012345
Moved 717.271 546.3758 544 0.4314255 0.4012345
Moved 717.285 542.893 544 0.4233634 0.4012345
Moved 717.3012 538.6296 544 0.4134944 0.4012345
Moved 717.3159 529.6319 532.0455 0.3926665 0.3704873
Moved 717.3326 518.7853 525.9442 0.3675587 0.3547945
Moved 717.3474 506.2703 515.2403 0.3385887 0.327264
Moved 717.3623 495.2136 506.9102 0.3129943 0.3058388
Moved 717.3806 484.2542 494.5046 0.2876254 0.2739316
Moved 717.3943 471.8427 481.8428 0.2588952 0.2413651
Moved 717.4158 449.1572 451.82 0.2063824 0.164146
Stationary 717.4266 449.1572 451.82 0.2063824 0.164146
Moved 717.4396 435.2127 430.3403 0.1741036 0.1089
Moved 717.455 425.475 415.0322 0.1515626 0.0695271
Moved 717.4721 413.2867 388.8275 0.1233489 0.002128342
Moved 717.487 396.2267 356.7263 0.08385818 -0.08043657
Moved 717.502 383.3199 322.9598 0.05398134 -0.1672845
Moved 717.5163 377.269 299.3449 0.03997445 -0.2280224
Moved 717.533 374.1368 286.5471 0.03272405 -0.2609387
Moved 717.5486 372.6653 264.6443 0.02931774 -0.3172728
Moved 717.5629 372 251.5031 0.02777775 -0.3510724
Moved 717.5806 372 238.0901 0.02777775 -0.3855708
