good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 579.7124 344 339 -0.03703703 -0.1260288
Stationary 579.7305 344 339 -0.03703703 -0.1260288
Stationary 579.7454 344 339 -0.03703703 -0.1260288
Stationary 579.759 344 339 -0.03703703 -0.1260288
Stationary 579.7747 344 339 -0.03703703 -0.1260288
Stationary 579.7903 344 339 -0.03703703 -0.1260288
Moved 579.8067 355.7468 355.538 -0.009845296 -0.08349304
Moved 579.8224 365.5808 366.8066 0.01291851 -0.05450975
Moved 579.8375 378.6539 380.8751 0.04318029 -0.01832554
Moved 579.8521 404.9963 401.7473 0.1041582 0.03535808
Moved 579.8676 420.8709 413.3607 0.1409048 0.06522799
Moved 579.8829 438.1145 425.2802 0.1808205 0.09588512
Moved 579.8997 450.3729 436.3729 0.2091966 0.1244159
Moved 579.9155 464.8813 447.905 0.2427808 0.1540767
Moved 579.9285 475.5237 457.5832 0.2674159 0.1789691
Moved 579.9458 483.2661 463.1901 0.2853383 0.19339
Moved 579.9612 493.8652 471.9102 0.3098731 0.2158182
Moved 579.976 501.5939 477.6751 0.3277636 0.2306457
Moved 579.9924 510.1602 486.1602 0.3475929 0.2524695
Moved 580.0068 517.9608 493.9608 0.3656498 0.2725327
Moved 580.0224 525.1729 499.9384 0.3823447 0.2879072
Moved 580.0372 530.7238 506.7238 0.3951939 0.3053596
Moved 580.0533 534.4919 510.4919 0.4039165 0.3150512
Moved 580.069 540.9904 518.1885 0.4189593 0.3348471
Moved 580.085 543.2832 520.2832 0.4242666 0.3402345
Moved 580.0995 546.1594 524.2392 0.4309246 0.3504094
Moved 580.114 547.5 527 0.4340278 0.3575102
Moved 580.13 547 527.9595 0.4328704 0.3599781
Moved 580.1461 547 529.4008 0.4328704 0.363685
Moved 580.1613 547 530.5 0.4328704 0.3665122
Moved 580.1751 547 531.9803 0.4328704 0.3703198
Moved 580.1939 547 533.4095 0.4328704 0.3739956
Moved 580.2065 533.7608 533.8478 0.402224 0.375123
Moved 580.2222 525.256 534 0.3825372 0.3755144
Moved 580.2367 513.6192 534 0.3556 0.3755144
Moved 580.2521 496.8301 534 0.3167364 0.3755144
Moved 580.2682 469 519 0.2523148 0.3369341
Moved 580.2839 415.3873 498.6633 0.1282113 0.2846278
Moved 580.2986 375.5986 481.6234 0.0361078 0.2408007
Moved 580.3143 353.5235 468.4521 -0.01499196 0.2069242
Moved 580.3305 332.6732 455.1471 -0.06325642 0.1727034
Moved 580.3464 317.2521 446.3622 -0.09895355 0.1501085
Moved 580.3615 305.1811 438.1358 -0.1268956 0.12895
Moved 580.376 295.1603 430.9717 -0.1500918 0.1105238
Moved 580.3949 288.5227 427.5844 -0.1654567 0.1018117
Moved 580.4075 282.3502 423.2626 -0.1797449 0.09069599
Moved 580.4225 276.5769 420.2885 -0.1931091 0.08304638
Moved 580.4378 271.6327 416.4218 -0.2045539 0.07310129
Moved 580.4523 268.5276 413.5276 -0.2117416 0.06565745
Moved 580.4685 265.0014 411.6676 -0.2199041 0.06087338
Moved 580.4838 261.7995 409.8997 -0.227316 0.05632636
Moved 580.4987 259.681 408.8405 -0.23222 0.05360195
Moved 580.5142 258.3481 407.348 -0.2353054 0.04976335
Moved 580.5304 256.9112 405.9112 -0.2386315 0.0460678
Moved 580.5461 255.5 406 -0.2418981 0.04629618
Moved 580.5604 254.0337 405 -0.2452924 0.04372424
Moved 580.5767 253.5 405 -0.2465278 0.04372424
Moved 580.5928 252.6266 403.6266 -0.2485496 0.04019176
Ended 580.6071 253 404 -0.2476852 0.04115226
Candidates 580.7997 12 good god goods boys food hope boss gods his hood cops floyd
Began 581.3757 431 322 0.1643519 -0.1697531
Stationary 581.3936 431 322 0.1643519 -0.1697531
Moved 581.4087 431 342.1846 0.1643519 -0.1178379
Moved 581.4382 431 434.6077 0.1643519 0.1198758
Moved 581.4514 442.0106 466.0529 0.1898393 0.2007531
Ended 581.4634 443 471 0.1921296 0.2134772
Accept 581.5131 0 good
Began 582.3149 446 294 0.199074 -0.2417696
Stationary 582.3348 446 294 0.199074 -0.2417696
Stationary 582.3478 446 294 0.199074 -0.2417696
Stationary 582.3627 446 294 0.199074 -0.2417696
Stationary 582.3794 446 294 0.199074 -0.2417696
Moved 582.396 446 316.6343 0.199074 -0.1835538
Moved 582.4104 458.945 334.534 0.2290393 -0.1375155
Moved 582.4287 463.5 356.5 0.2395834 -0.0810186
Moved 582.4426 470.1813 373.8715 0.2550493 -0.03633891
Moved 582.4566 478.639 393.8243 0.2746273 0.0149801
Moved 582.4711 484.8136 409.8475 0.2889203 0.05619217
Moved 582.4886 491.7976 427.9142 0.305087 0.1026599
Moved 582.5036 500.5656 446.3199 0.3253835 0.1499996
Moved 582.5179 508.1153 461.2075 0.3428594 0.1882908
Moved 582.5334 513.8648 472.7296 0.3561685 0.2179259
Moved 582.5484 519.2167 482.8972 0.3685571 0.2440771
Moved 582.5634 523.9553 491.9106 0.379526 0.2672597
Moved 582.5793 529.7309 503.4619 0.3928956 0.2969697
Moved 582.5964 532.5827 507.4436 0.3994969 0.3072109
Moved 582.6097 536.866 514.4433 0.409412 0.3252141
Moved 582.6256 541.1981 519.9308 0.4194401 0.3393281
Moved 582.6426 545.5344 528.0687 0.4294777 0.3602588
Moved 582.6561 548.6593 534.3186 0.4367113 0.3763338
Moved 582.6714 552.2043 539.6739 0.4449175 0.3901077
Moved 582.6887 554.1743 545.6973 0.4494776 0.4056
Moved 582.7028 556.6159 550.4636 0.4551294 0.4178591
Moved 582.7179 558.0577 554.1154 0.4584668 0.4272514
Moved 582.7335 558.4991 557.4991 0.4594886 0.4359543
Moved 582.7487 559 559.881 0.4606481 0.4420808
Moved 582.7639 559 562.0386 0.4606481 0.4476302
