this is a very good idea
this is a very good idea
Basic
0.6 0.6
432 388.8
Began 212.3085 378 479 0.04166663 0.2340534
Stationary 212.3283 378 479 0.04166663 0.2340534
Stationary 212.3423 378 479 0.04166663 0.2340534
Stationary 212.3581 378 479 0.04166663 0.2340534
Stationary 212.3735 378 479 0.04166663 0.2340534
Stationary 212.3889 378 479 0.04166663 0.2340534
Stationary 212.4042 378 479 0.04166663 0.2340534
Stationary 212.4222 378 479 0.04166663 0.2340534
Moved 212.4357 368.9951 479 0.02082199 0.2340534
Moved 212.451 364.6701 479 0.01081049 0.2340534
Moved 212.4665 360.4865 488.6351 0.00112613 0.2588352
Moved 212.4825 356.0271 492.9728 -0.00919645 0.2699918
Moved 212.4984 353.4776 496.2836 -0.0150982 0.2785072
Moved 212.5135 349.3901 500.6099 -0.02455999 0.2896345
Moved 212.5294 348.5 503 -0.02662038 0.2957818
Moved 212.5444 345.5032 506.9936 -0.03355742 0.3060534
Moved 212.5598 342.6081 512.7838 -0.04025897 0.3209458
Moved 212.5757 339.7376 519.1559 -0.04690369 0.3373352
Moved 212.5901 336.8561 525.2878 -0.0535739 0.3531065
Moved 212.6051 333.9761 534.5836 -0.06024043 0.3770152
Moved 212.6215 331.1012 542.7469 -0.06689529 0.3980116
Moved 212.6385 329.6 547.2 -0.07037029 0.4094648
Moved 212.6518 327.299 551.402 -0.07569675 0.4202725
Moved 212.6678 325.1695 557.661 -0.08062615 0.4363708
Moved 212.6835 323.6424 560.7153 -0.08416121 0.4442264
Moved 212.6993 323 562.7954 -0.08564815 0.4495766
Moved 212.7141 321.7659 563 -0.08850485 0.4501028
Moved 212.7294 322 564.671 -0.08796295 0.4544005
Stationary 212.7432 322 565 -0.08796295 0.4552468
Stationary 212.7601 322 565 -0.08796295 0.4552468
Moved 212.7767 322 566 -0.08796295 0.4578188
Stationary 212.7905 322 566 -0.08796295 0.4578188
Stationary 212.806 322 566 -0.08796295 0.4578188
Moved 212.8214 348.1414 537.8115 -0.02745057 0.3853176
Moved 212.8371 365.5083 508.8195 0.01275073 0.3107496
