if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 1118.726 444 373 0.1944444 -0.03858032
Stationary 1118.749 444 373 0.1944444 -0.03858032
Moved 1118.768 444 384.6221 0.1944444 -0.00868809
Stationary 1118.779 444 384.6221 0.1944444 -0.00868809
Moved 1118.791 460.7801 402.1702 0.2332872 0.0364459
Moved 1118.807 480.9743 432.4614 0.280033 0.1143552
Moved 1118.823 494.6027 454.3644 0.3115804 0.1706902
Moved 1118.838 508 471 0.3425926 0.2134772
Moved 1118.854 522.9764 492.4368 0.3772602 0.2686132
Moved 1118.869 534.9711 507.4639 0.4050258 0.307263
Moved 1118.884 548.0808 521.7159 0.4353723 0.3439194
Moved 1118.9 557.1515 533.202 0.4563692 0.3734618
Moved 1118.915 565.452 542.8607 0.4755833 0.398304
Moved 1118.931 569.3752 549.1669 0.4846647 0.4145238
Moved 1118.948 574.7161 554.7161 0.497028 0.4287965
Moved 1118.963 575.1929 556.3857 0.4981316 0.4330908
Moved 1118.976 577 559.2812 0.5023147 0.4405379
Moved 1118.992 578.028 560 0.5046945 0.4423867
Moved 1119.007 578 561.4231 0.5046296 0.446047
Stationary 1119.023 578 561.4231 0.5046296 0.446047
Stationary 1119.038 578 561 0.5046296 0.4449587
Moved 1119.053 572.7852 561 0.4925584 0.4449587
Moved 1119.068 563.269 553.1199 0.4705301 0.424691
Moved 1119.083 551.9208 540.9208 0.444261 0.3933147
Moved 1119.099 536.7274 525.7274 0.4090912 0.3542371
Moved 1119.114 523.9402 512.9402 0.3794912 0.3213481
Moved 1119.13 512.7388 502.8964 0.3535619 0.2955154
Moved 1119.146 502 493.5 0.3287037 0.2713476
Moved 1119.16 494.3915 483.4568 0.3110915 0.2455164
Moved 1119.175 486.0689 473.747 0.2918261 0.2205427
Moved 1119.191 478.7728 468.091 0.2749371 0.2059953
Moved 1119.208 466.5964 455.3969 0.2467509 0.1733457
Moved 1119.222 457.9347 448.1122 0.2267006 0.1546097
Moved 1119.239 452.2831 442.8553 0.2136182 0.1410888
Moved 1119.254 448.106 439.1061 0.2039492 0.1314456
Moved 1119.27 442.5914 434.9435 0.1911837 0.1207395
Moved 1119.285 439.7816 433.5211 0.1846795 0.1170808
Moved 1119.299 437.298 431.298 0.1789304 0.1113631
Moved 1119.315 434.62 429.81 0.1727314 0.1075359
Moved 1119.331 432.4226 427.4226 0.1676449 0.1013955
Moved 1119.349 430.1373 426.0687 0.1623549 0.09791315
Moved 1119.362 429 425.5 0.1597223 0.09645053
Ended 1119.376 428.6409 424.6409 0.158891 0.09424087
Candidates 1119.575 12 it if out of your or got for our youth igg off
Began 1120.281 544 377 0.4259259 -0.02829226
Stationary 1120.302 544 377 0.4259259 -0.02829226
Moved 1120.318 536.7957 377 0.4092494 -0.02829226
Moved 1120.332 523.2484 377 0.3778897 -0.02829226
Moved 1120.348 506.6123 377 0.3393803 -0.02829226
Moved 1120.371 454.6849 377 0.219178 -0.02829226
Stationary 1120.383 454.6849 377 0.219178 -0.02829226
Moved 1120.395 428.5 366.5 0.1585648 -0.05529835
Moved 1120.409 412.8673 367.2075 0.1223781 -0.05347884
Moved 1120.425 392.7485 367 0.07580668 -0.05401234
Moved 1120.441 377.7314 367 0.04104485 -0.05401234
Ended 1120.457 369 367 0.02083332 -0.05401234
Accept 1120.483 1 if
Began 1120.75 404 331 0.1018518 -0.146605
Stationary 1120.763 404 331 0.1018518 -0.146605
Stationary 1120.779 404 331 0.1018518 -0.146605
Stationary 1120.793 404 331 0.1018518 -0.146605
Stationary 1120.809 404 331 0.1018518 -0.146605
Stationary 1120.824 404 331 0.1018518 -0.146605
Moved 1120.841 404 353.2482 0.1018518 -0.08938236
Moved 1120.856 404 367.0707 0.1018518 -0.05383048
Moved 1120.871 404 380.3348 0.1018518 -0.01971516
Moved 1120.886 404 395.3618 0.1018518 0.01893448
Moved 1120.901 404 414.2338 0.1018518 0.06747375
Moved 1120.917 404 431.8903 0.1018518 0.1128866
Moved 1120.933 404 445.5172 0.1018518 0.1479351
Moved 1120.948 404 455.7889 0.1018518 0.1743543
Moved 1120.964 404 465.4407 0.1018518 0.1991788
Moved 1120.979 404 474.5 0.1018518 0.2224794
Moved 1120.994 404 480.5822 0.1018518 0.2381228
Moved 1121.01 404 484.0316 0.1018518 0.2469948
Moved 1121.025 404 488.1946 0.1018518 0.257702
Moved 1121.041 413.3393 489.5596 0.1234706 0.2612128
Moved 1121.056 422.1379 491.1625 0.1438377 0.2653356
Moved 1121.071 434.5 491 0.1724537 0.2649176
Moved 1121.087 451.2178 491 0.2111523 0.2649176
Moved 1121.102 468.2312 491 0.2505352 0.2649176
Moved 1121.117 495.4135 478.0146 0.3134573 0.2315191
Moved 1121.133 528.5389 473.5192 0.3901363 0.2199567
Moved 1121.148 550.244 468.1349 0.4403797 0.2061084
Moved 1121.163 567.1541 464.2115 0.4795234 0.1960171
Moved 1121.179 578.8752 460.0535 0.5066557 0.1853227
Moved 1121.194 588.5775 457.2635 0.5291146 0.1781469
Moved 1121.21 592 456.5 0.5370371 0.1761831
Moved 1121.226 596.4547 454.1818 0.5473489 0.1702204
Moved 1121.245 599.4028 451.5972 0.5541732 0.1635729
Moved 1121.256 600 450.4088 0.5555555 0.1605165
Moved 1121.272 600 449.0179 0.5555555 0.1569389
Moved 1121.289 600 446.2786 0.5555555 0.1498933
Moved 1121.303 600 443.803 0.5555555 0.1435261
Moved 1121.318 586.6149 440.7692 0.5245716 0.1357231
Moved 1121.333 580.2246 438.7784 0.5097792 0.130603
Moved 1121.348 563 436 0.4699074 0.1234567
Moved 1121.365 546.1931 435.0994 0.4310025 0.1211404
Moved 1121.38 531.0867 433.7352 0.3960341 0.1176315
Moved 1121.401 507.6911 434 0.3418776 0.1183127
Stationary 1121.412 507.6911 434 0.3418776 0.1183127
Moved 1121.426 495.1654 434 0.3128829 0.1183127
Moved 1121.444 490.3017 439.5474 0.3016243 0.1325807
Moved 1121.457 482.7294 444.7569 0.2840958 0.1459796
Ended 1121.471 474.3967 448.8017 0.2648072 0.1563829
Candidates 1121.576 12 you toy roy teppy group up root top yup to tip reply
