that is a very odd question
that is a very odd question
FixStart
0.6 0.6
432 388.8
Began 730.0063 397 262 0.0856481 -0.3240741
Stationary 730.0271 397 262 0.0856481 -0.3240741
Stationary 730.0424 397 262 0.0856481 -0.3240741
Stationary 730.0565 397 262 0.0856481 -0.3240741
Stationary 730.0718 397 262 0.0856481 -0.3240741
Stationary 730.0873 397 262 0.0856481 -0.3240741
Stationary 730.1035 397 262 0.0856481 -0.3240741
Stationary 730.1178 397 262 0.0856481 -0.3240741
Stationary 730.1336 397 262 0.0856481 -0.3240741
Stationary 730.149 397 262 0.0856481 -0.3240741
Stationary 730.1651 397 262 0.0856481 -0.3240741
Stationary 730.1798 397 262 0.0856481 -0.3240741
Stationary 730.1939 397 262 0.0856481 -0.3240741
Stationary 730.21 397 262 0.0856481 -0.3240741
Stationary 730.2264 397 262 0.0856481 -0.3240741
Stationary 730.2404 397 262 0.0856481 -0.3240741
Stationary 730.2564 397 262 0.0856481 -0.3240741
Stationary 730.2722 397 262 0.0856481 -0.3240741
Stationary 730.2883 397 262 0.0856481 -0.3240741
Stationary 730.3035 397 262 0.0856481 -0.3240741
Stationary 730.319 397 262 0.0856481 -0.3240741
Stationary 730.335 397 262 0.0856481 -0.3240741
Stationary 730.349 397 262 0.0856481 -0.3240741
Moved 730.3644 397 270.5944 0.0856481 -0.3019691
Moved 730.3812 397 272.3936 0.0856481 -0.2973416
Moved 730.3959 397 274.6649 0.0856481 -0.2915
Moved 730.4111 397 277.5497 0.0856481 -0.2840801
Moved 730.4263 386.5704 283.1444 0.06150553 -0.2696904
Moved 730.4418 383.6846 287.473 0.05482554 -0.258557
Moved 730.4572 379.3025 292.8719 0.04468163 -0.244671
Moved 730.4726 373.2515 302.8099 0.03067474 -0.2191103
Moved 730.4877 366.3707 312.8811 0.01474688 -0.1932071
Moved 730.5055 361.7401 322.39 0.004027883 -0.1687502
Moved 730.5195 353.963 334.0555 -0.01397451 -0.1387463
Moved 730.5362 348.2692 344.0289 -0.02715463 -0.1130945
Moved 730.551 344.351 352.181 -0.03622453 -0.09212713
Moved 730.5659 339.9284 359.1074 -0.04646212 -0.07431219
Moved 730.5836 335.6137 367.7726 -0.05644977 -0.05202525
Moved 730.5975 331.2986 377.5024 -0.06643847 -0.02700013
Moved 730.6112 329.6604 384.6979 -0.07023057 -0.008493
Moved 730.6282 328.2188 389.1246 -0.07356747 0.002892498
Moved 730.6419 326.7802 392.4397 -0.07689779 0.0114189
Moved 730.6571 326.3395 396.3209 -0.07791773 0.02140147
