that is a very odd question
that is a very odd question
FixStart
0.6 0.6
432 388.8
Began 1290.103 356 473 -0.009259283 0.2186213
Stationary 1290.123 356 473 -0.009259283 0.2186213
Stationary 1290.137 356 473 -0.009259283 0.2186213
Stationary 1290.152 356 473 -0.009259283 0.2186213
Stationary 1290.167 356 473 -0.009259283 0.2186213
Stationary 1290.183 356 473 -0.009259283 0.2186213
Stationary 1290.2 356 473 -0.009259283 0.2186213
Moved 1290.215 343.8195 489.361 -0.03745481 0.260702
Moved 1290.23 335.8901 502.8499 -0.05580992 0.2953956
Moved 1290.245 329.9129 517.0265 -0.06964613 0.3318582
Moved 1290.262 321.6894 535.673 -0.08868197 0.3798173
Moved 1290.276 314.5 554.5 -0.1053241 0.4282407
Moved 1290.292 309.2829 567.2927 -0.1174006 0.4611436
Moved 1290.307 304.8722 581.7593 -0.1276107 0.4983521
Moved 1290.322 302.3979 590.6125 -0.1333382 0.5211228
Moved 1290.34 301.0907 597.5465 -0.1363641 0.5389569
Moved 1290.356 299.6519 603.3925 -0.1396947 0.553993
Moved 1290.369 299 606.5736 -0.1412037 0.5621748
Moved 1290.384 299 609.4512 -0.1412037 0.5695761
Moved 1290.402 299 610.6643 -0.1412037 0.5726961
Moved 1290.415 299 612.0999 -0.1412037 0.5763885
Stationary 1290.43 299 612.0999 -0.1412037 0.5763885
Moved 1290.448 299 613 -0.1412037 0.5787036
Stationary 1290.463 299 613 -0.1412037 0.5787036
Moved 1290.476 315.124 613 -0.1038796 0.5787036
Moved 1290.492 328.4587 597.3383 -0.07301226 0.5384215
Moved 1290.508 343.9523 583.407 -0.0371474 0.5025899
Moved 1290.523 358.2608 568.7393 -0.004025996 0.4648642
Moved 1290.539 371.0829 554.6857 0.02565473 0.4287184
Moved 1290.555 382.8904 543.1096 0.05298714 0.3989443
Moved 1290.569 395.9797 521.6324 0.08328646 0.3437048
Moved 1290.584 403.1532 508.9243 0.09989162 0.3110193
Moved 1290.601 406.3401 501.3097 0.1072687 0.2914343
Moved 1290.617 408.1088 494.5649 0.1113628 0.2740866
Moved 1290.632 409.5 490.5 0.1145834 0.2636316
Moved 1290.648 409 486.0838 0.113426 0.252273
Moved 1290.663 409 483.9151 0.113426 0.2466952
Moved 1290.679 409 482.0075 0.113426 0.2417888
Moved 1290.694 409 480.0704 0.113426 0.2368065
Moved 1290.708 409 478.6319 0.113426 0.2331066
Moved 1290.724 400.3865 477.1932 0.09348731 0.2294064
Moved 1290.74 396.2633 477 0.08394281 0.2289094
