that is a very odd question
that is a very odd question
FixStart
0.6 0.6
432 388.8
Began 293.1935 366 174 0.01388888 -0.5504115
Stationary 293.2124 366 174 0.01388888 -0.5504115
Stationary 293.2273 366 174 0.01388888 -0.5504115
Stationary 293.2433 366 174 0.01388888 -0.5504115
Moved 293.2582 349.0886 204.7786 -0.02525786 -0.4712486
Moved 293.275 338.1318 239.5292 -0.05062073 -0.3818695
Moved 293.2907 329.7882 286.5334 -0.06993473 -0.2609737
Moved 293.3065 329 310 -0.07175927 -0.2006174
Moved 293.3216 330 320.0813 -0.06944443 -0.1746881
Moved 293.3356 330 330.2148 -0.06944443 -0.1486246
Moved 293.353 330 336.5 -0.06944443 -0.1324588
Moved 293.3668 337.951 340.853 -0.05103936 -0.121263
Moved 293.3826 340.6843 343.6843 -0.04471228 -0.1139807
Moved 293.3976 346.3382 343 -0.03162463 -0.1157408
Moved 293.4135 353.5066 331.9868 -0.01503105 -0.1440669
Moved 293.4285 359.7632 317.2192 -0.0005481641 -0.1820493
Moved 293.4438 364.1017 300.3898 0.009494721 -0.2253349
Moved 293.4593 366.8539 281.0958 0.01586557 -0.2749594
Moved 293.4754 368.3137 260.2953 0.01924455 -0.3284585
Moved 293.4899 368 241.8319 0.01851857 -0.3759468
Moved 293.5061 359.3608 220.8015 -0.001479685 -0.4300373
Moved 293.5211 354.0974 202.8167 -0.01366332 -0.4762946
Moved 293.5361 347 192.5 -0.0300926 -0.5028292
Moved 293.553 335.9785 182.7827 -0.05560542 -0.5278223
Moved 293.5681 318.2441 174.2665 -0.09665707 -0.5497261
Moved 293.5826 303.0613 174 -0.1318026 -0.5504115
Moved 293.598 282.4211 174 -0.1795809 -0.5504115
Moved 293.6143 258.7524 185.4106 -0.2343694 -0.5210632
Moved 293.6292 227.155 201.0214 -0.3075115 -0.4809122
Moved 293.6445 207.5222 212.5248 -0.3529578 -0.4513251
Moved 293.6591 197.8094 220.7524 -0.3754412 -0.4301634
Moved 293.6757 188.0461 229.9539 -0.3980414 -0.4064974
Moved 293.6912 180.8346 238.1985 -0.4147348 -0.385292
Moved 293.7059 176.7139 246.5723 -0.4242734 -0.3637545
Moved 293.7212 176 254.6108 -0.4259259 -0.3430792
Moved 293.7367 176 264.2658 -0.4259259 -0.3182464
Moved 293.7529 181.0452 276.4846 -0.4142472 -0.2868195
Moved 293.768 191.4399 286.4399 -0.3901855 -0.2612143
Moved 293.7825 205.0352 297.0256 -0.3587148 -0.2339878
